Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
SP117655	431	335	0	25	0	0	17	0	455	0	0	159	0	0	42	0
SP117556	173	301	0	42	106	1	18	0	70	22	37	3	0	0	13	0
SP117627	58	174	0	0	9	2	12	0	103	35	0	0	0	0	3	61
SP117775	274	245	0	40	0	11	25	0	217	45	0	33	0	0	11	81
SP117332	11	0	0	0	44	2	13	0	18	10	10	14	0	4	0	28
SP117712	19	51	0	0	0	0	19	138	16	37	163	78	0	0	5	1
SP117017	23	189	0	0	0	4	6	0	28	41	0	52	0	0	0	42
SP117031	209	467	0	5	0	0	35	0	53	29	80	0	0	0	45	19
SP117759	481	501	0	116	0	0	15	0	309	0	15	0	0	0	30	75
SP117621	132	317	0	2	0	5	12	0	134	47	49	68	0	0	21	80
SP117425	86	128	0	0	0	0	16	0	144	17	17	4	0	27	59	92
SP117930	78	933	0	2	0	0	29	0	33	0	63	104	0	390	18	0
SP99287	6	44	0	0	6	0	6	0	24	0	36	44	0	0	0	0
SP99293	14	46	0	0	4	4	5	0	1	10	98	102	0	0	3	27
SP99289	0	96	80	11	0	2	23	0	75	54	22	336	0	0	19	7
SP99297	1	3	0	0	0	2	0	0	3	2	2	0	0	0	2	8
SP99301	632	0	0	472	0	0	0	0	0	0	58	0	0	115	0	0
SP99305	0	41	0	4	0	0	8	46	24	30	26	21	7	13	3	42
SP99309	19	197	12	0	0	0	0	0	120	17	107	4	0	0	12	4
SP99313	0	33	0	51	0	5	81	0	17	337	0	0	0	16	4	0
SP99317	0	2	0	0	0	0	0	0	6	5	12	0	0	0	0	12
SP99321	40	0	0	2	106	0	2	0	15	24	47	0	0	0	0	10
SP99325	97365	7962	0	20745	0	0	0	0	0	0	0	0	0	0	0	0
SP99329	2	0	17	0	0	2	363	0	57	9	69	1	0	0	0	0
SP99333	11	77	0	0	46	1	7	0	0	16	55	8	0	0	0	29
SP99337	32	142	0	15	126	0	10	0	40	8	32	24	0	0	11	0
SP99341	8	138	27	0	29	0	0	0	17	26	38	0	0	0	6	45
SP99345	0	7	0	0	0	1	6	0	16	9	0	13	0	0	0	3
SP99113	2	0	0	0	0	0	1	0	6	7	40	17	1	0	0	5
SP99185	7	34	0	0	0	0	0	0	33	68	117	174	0	0	0	0
SP99209	9	119	11	0	0	0	1	0	107	118	148	22	0	0	1	0
SP99213	92	0	0	0	309	2	0	0	12	24	31	12	0	0	4	51
SP99221	0	1	0	2	0	0	2	0	5	0	12	23	0	0	3	0
SP99225	8	12	0	68	0	0	12	0	18	11	19	27	0	0	4	18
SP99241	47	65	0	139	0	0	66	0	0	168	0	353	0	0	20	0
CPCT02020318T	123	128	0	0	70	37	6	0	26	0	37	1	25	0	14	35
CPCT02010377T	35	184	0	103	8	20	21	0	0	29	0	115	69	0	12	0
CPCT02060017T	24	0	0	0	0	28	30	452	0	1	0	0	0	0	7	135
CPCT02060166T	219	76	0	0	55	83	28	212	38	0	19	0	37	0	64	0
DRUP01080024T	14	0	0	34	30	3	4	0	0	4	6	8	84	0	139	0
CPCT02300029T	269	334	0	22	0	146	31	124	43	37	1	32	0	18	30	98
CPCT02130024T	74	62	52	0	163	72	16	0	3	0	1	41	65	0	19	22
CPCT02370015T	17	30	0	0	0	24	10	0	72	29	0	41	52	0	17	32
CPCT02080291T	59	14	0	8	231	2	9	0	0	0	3	25	50	0	7	5
CPCT02330082T	19	0	0	0	174	21	0	0	2	15	34	18	29	0	2	0
CPCT02130035T	260	139	0	0	259	81	20	0	21	52	24	1	68	0	17	42
CPCT02020667T	16	176	16	0	0	98	24	0	12	20	20	39	0	0	7	70
CPCT02190030T	67	153	0	0	0	65	19	108	58	84	79	117	0	0	14	0
CPCT02070304T	141	282	0	0	104	61	35	0	44	39	48	0	55	0	30	120
CPCT02230093T	374	310	0	8	0	74	34	0	49	28	122	0	0	0	0	116
CPCT02170024T	21	0	0	15	223	96	0	0	11	11	24	84	61	0	20	3
CPCT02050342T	94	196	0	18	114	58	0	0	37	69	47	14	142	0	46	49
CPCT02130064T	27	122	0	0	62	103	10	33	9	63	0	34	127	0	19	10
CPCT02130063T	424	214	0	0	0	200	177	0	153	19	246	0	0	687	31	0
CPCT02080208T	21	24	0	0	18	60	6	0	14	32	29	21	77	0	2	0
CPCT02130066T	391	447	0	0	0	46	3	0	298	13	30	0	47	0	20	37
CPCT02130067T	11	73	195	0	108	96	16	170	55	0	0	196	0	0	10	35
CPCT02100172T	39	61	0	8	0	102	2	0	26	0	25	0	3	0	9	2
CPCT02130084T	0	147	100	1	91	41	30	0	45	18	21	43	58	0	11	0
CPCT02060220T	9	234	0	38	0	160	15	0	16	27	39	52	29	86	5	0
CPCT02100169T	651	154	0	0	0	107	35	740	16	51	0	1	82	55	55	0
CPCT02080218T	359	432	0	10	0	156	53	475	22	20	44	64	0	0	22	23
CPCT02050332T	34	56	14	0	0	36	235	25	12	145	0	3	0	44	11	15
DRUP01080031T	59501	4040	4301	3987	0	223	0	0	0	0	0	0	0	0	0	0
CPCT02040245T	320	193	45	30	649	42	1	51	47	40	0	24	0	0	68	0
DRUP01050048T	77748	10052	20383	2084	0	162	0	0	0	0	0	0	0	0	0	0
DRUP01010142T	41302	3908	7106	2539	0	0	0	0	0	0	0	0	0	0	0	0
CPCT02080224T	0	14	12	24	175	78	7	0	37	61	35	27	22	57	7	0
CPCT02260021T	11	14	0	0	42	74	0	169	0	9	61	29	0	0	1	7
CPCT02020762T	5	81	0	0	0	146	35	0	23	44	0	16	0	17	0	63
CPCT02130116T	0	130	0	0	95	11	14	0	20	13	49	8	87	32	20	1
CPCT02050342TII	96	0	0	24	373	26	0	0	37	43	58	14	52	0	43	28
CPCT02130138T	65	85	0	71	66	51	18	83	61	63	0	6	124	0	0	0
CPCT02130139T	217	315	0	0	0	108	21	25	96	20	38	0	0	0	213	0
CPCT02230115T	146	123	0	29	4	139	8	0	55	48	13	0	0	0	13	28
CPCT02010902T	0	497	0	0	0	126	13	72	11	13	0	0	0	36	5	71
CPCT02290056T	0	218	51	0	0	56	188	0	71	171	0	108	59	0	49	0
CPCT02130152T	26	61	0	0	0	53	5	4	0	59	28	33	0	0	8	0
DRUP01170003T	2	0	0	0	71	51	260	0	7	0	21	21	71	0	2	0
DRUP01010095T	40	572	0	0	180	20	14	0	0	12	0	0	82	0	9	76
DRUP01030024T	315	0	0	0	354	135	60	0	11	104	6	24	0	0	1	31
CPCT02040292T	7	265	59	41	0	321	65	0	18	55	0	0	0	62	1	84
DRUP01050035T	577	293	0	0	0	120	152	0	129	0	345	103	0	626	43	0
CPCT02020577T	22	75	0	0	71	125	33	121	0	36	48	59	0	0	10	19
CPCT02050263T	209	187	0	80	128	39	11	0	31	3	20	33	44	0	16	39
DRUP01010108T	2327	1624	0	0	0	0	50	269	215	6	233	13	478	0	200	0
DRUP01010109T	33	54	0	36	231	17	0	0	34	21	26	26	7	0	17	0
DRUP01010113T	29	20	0	19	79	0	82	0	63	406	18	92	89	0	16	66
CPCT02120059T	46	896	0	0	0	94	66	123	54	70	0	0	101	266	98	0
CPCT02170010T	0	60	31	11	0	143	111	0	39	71	37	20	58	0	20	0
CPCT02030398T	119	140	0	0	0	107	14	162	5	18	0	29	0	30	22	20
CPCT02050250T	181	220	0	47	0	49	4	0	5	33	6	21	0	0	22	0
CPCT02050076TII	192	168	0	0	182	23	14	312	9	22	0	10	148	99	5	0
CPCT02050182T	29	0	0	0	225	14	15	0	31	23	17	24	51	0	11	8
CPCT02070187T	55	402	0	0	10	71	14	0	17	15	0	14	62	0	19	21
CPCT02030373T	800	352	0	0	279	92	41	0	213	23	154	2	98	0	15	8
CPCT02020589T	41	0	0	0	204	94	325	0	44	2	5	31	78	0	8	0
CPCT02040154T	93	243	0	3	0	61	7	0	17	56	21	23	41	0	1	59
CPCT02050091T	12	77	0	31	0	34	12	0	18	8	2	32	19	14	11	14
CPCT02020406T	25	39	0	0	0	41	10	153	34	19	31	11	0	0	6	31
CPCT02020405T	125	343	0	0	83	76	177	108	13	0	10	26	0	0	4	13
CPCT02070052T	103	215	0	0	0	49	10	268	15	19	63	16	0	0	17	0
CPCT02060063T	151	142	0	49	0	159	1004	0	79	102	0	0	0	0	157	0
CPCT02230004T	9	210	0	0	114	20	8	0	101	35	30	7	33	118	16	6
CPCT02300006T	117	225	0	23	63	71	22	0	31	29	0	1	38	0	12	16
CPCT02080066T	91	102	0	0	0	9	6	0	43	7	38	11	24	0	9	33
CPCT02010492T	18	0	0	0	0	15	3	0	13	27	9	34	49	0	7	18
CPCT02020460T	6	4	0	0	73	25	12	0	0	34	20	0	57	0	0	30
DRUP01010019T	0	444	0	50	80	0	26	0	7	52	33	140	127	232	19	0
CPCT02050133T	176	557	0	0	0	6	21	0	0	24	0	16	114	267	74	0
CPCT02050144T	1257	671	0	0	0	39	40	567	85	12	94	0	116	78	320	0
CPCT02050286T	37	305	0	0	0	251	952	0	0	0	68	16	153	256	107	86
CPCT02130006T	414	305	0	29	3	92	14	0	96	6	101	17	0	0	20	40
CPCT02130003T	33	62	0	47	0	48	21	0	24	64	0	0	74	33	0	0
CPCT02340039T	217	289	0	0	0	79	28	115	60	4	77	0	43	0	19	0
CPCT02230075T	147	31	0	21	63	41	15	0	28	0	2	0	0	0	4	22
CPCT02080169T	88	93	0	21	56	112	7	0	24	60	0	7	0	0	7	70
CPCT02150005T	0	0	0	25	55	63	13	38	52	33	9	45	32	37	14	17
WIDE01010522T	4	0	4	0	0	22	4	108	17	47	0	17	44	0	11	27
WIDE01010696T	6	0	0	0	0	9	3	140	3	29	53	16	0	0	17	17
