MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
1:Del:C:0	5.05E-05	6.52E-06	7.60E-04	2.17E-04	6.51E-04	2.37E-03	5.34E-05
1:Del:C:1	2.85E-05	4.18E-05	3.31E-04	1.44E-04	3.96E-04	1.52E-03	3.29E-05
1:Del:C:2	1.98E-05	5.03E-05	1.78E-04	9.49E-05	2.84E-04	7.69E-04	2.77E-05
1:Del:C:3	2.63E-05	4.22E-05	1.62E-04	7.35E-05	1.50E-04	6.14E-04	3.56E-10
1:Del:C:4	3.50E-05	2.69E-05	1.66E-04	4.99E-05	1.14E-04	3.32E-04	5.01E-10
1:Del:C:5	7.07E-05	7.26E-05	1.30E-04	5.82E-05	1.88E-04	7.69E-04	2.48E-05
1:Del:T:0	3.34E-05	6.51E-05	3.54E-04	1.89E-04	4.55E-04	1.83E-03	4.40E-05
1:Del:T:1	2.81E-05	7.60E-05	2.85E-04	1.23E-04	3.13E-04	1.19E-03	2.86E-05
1:Del:T:2	3.12E-05	7.30E-05	2.85E-04	1.41E-04	3.10E-04	1.32E-03	3.14E-05
1:Del:T:3	6.44E-05	9.95E-05	5.51E-04	1.46E-04	2.45E-04	1.40E-03	3.53E-05
1:Del:T:4	1.13E-04	1.35E-04	6.16E-04	1.28E-04	0.00E+00	1.35E-03	6.49E-05
1:Del:T:5	7.35E-04	1.20E-03	5.48E-04	5.06E-04	2.19E-03	5.15E-03	1.36E-04
1:Ins:C:0	3.68E-05	2.28E-04	8.77E-04	1.80E-04	5.88E-04	3.48E-03	3.56E-05
1:Ins:C:1	6.30E-06	9.60E-09	4.81E-08	1.54E-05	8.95E-09	8.31E-08	5.69E-04
1:Ins:C:2	6.25E-06	1.36E-11	1.46E-08	3.12E-05	9.56E-05	9.82E-05	4.50E-04
1:Ins:C:3	1.17E-05	2.74E-05	4.39E-05	2.83E-05	1.01E-04	2.00E-04	2.67E-04
1:Ins:C:4	3.43E-05	4.97E-05	6.41E-05	3.55E-05	7.01E-05	4.74E-04	1.34E-04
1:Ins:C:5	7.44E-05	2.01E-04	3.50E-06	1.15E-04	4.57E-04	3.12E-03	8.64E-05
1:Ins:T:0	2.55E-05	7.38E-05	2.40E-04	8.07E-05	4.42E-04	9.16E-04	2.92E-05
1:Ins:T:1	5.47E-06	6.19E-05	2.38E-04	7.10E-05	2.81E-04	7.67E-04	7.00E-04
1:Ins:T:2	2.70E-05	7.19E-05	1.72E-04	5.34E-05	1.62E-04	4.71E-04	5.03E-04
1:Ins:T:3	2.29E-05	7.28E-05	1.74E-04	5.01E-05	1.40E-04	3.55E-04	4.35E-04
1:Ins:T:4	3.59E-05	8.50E-05	1.44E-04	7.24E-05	9.42E-05	6.21E-04	2.68E-04
1:Ins:T:5	7.72E-04	1.44E-03	2.29E-03	1.50E-03	9.71E-03	1.61E-02	3.59E-04
2:Del:R:0	2.63E-05	2.31E-05	2.61E-04	8.36E-05	2.96E-04	7.95E-04	1.06E-10
2:Del:R:1	3.69E-05	7.79E-05	4.11E-04	1.15E-04	3.13E-04	1.38E-03	5.30E-05
2:Del:R:2	2.45E-05	3.32E-05	1.07E-04	5.23E-05	1.54E-04	4.78E-04	2.11E-05
2:Del:R:3	2.87E-05	1.40E-47	6.38E-05	2.76E-05	9.77E-05	6.55E-04	4.25E-10
2:Del:R:4	2.03E-05	1.53E-07	2.56E-05	1.17E-05	9.13E-05	3.50E-04	5.48E-10
2:Del:R:5	1.47E-04	0.00E+00	3.61E-04	1.54E-05	1.66E-04	4.37E-03	6.22E-10
3:Del:R:0	1.23E-05	9.99E-06	1.02E-04	6.33E-05	1.35E-04	3.12E-04	1.69E-05
3:Del:R:1	3.94E-05	6.85E-05	3.81E-04	9.83E-05	2.90E-04	1.90E-03	3.01E-05
3:Del:R:2	1.75E-05	3.12E-05	1.25E-04	3.57E-05	9.98E-05	5.89E-04	1.77E-05
3:Del:R:3	8.50E-06	2.15E-05	7.21E-05	1.30E-05	5.00E-05	4.74E-04	1.66E-05
3:Del:R:4	4.98E-06	3.38E-06	2.56E-04	1.20E-05	8.78E-06	1.92E-03	7.56E-10
3:Del:R:5	1.05E-05	1.18E-05	3.14E-04	5.74E-07	6.34E-06	2.46E-03	8.84E-10
4:Del:R:0	8.25E-06	9.11E-06	1.12E-04	5.90E-05	1.35E-04	2.58E-04	5.56E-10
4:Del:R:1	2.73E-05	2.84E-05	2.45E-04	7.42E-05	2.17E-04	1.31E-03	2.71E-05
4:Del:R:2	1.15E-05	0.00E+00	8.37E-05	1.92E-05	1.21E-04	3.77E-04	5.76E-10
4:Del:R:3	1.87E-05	9.59E-06	1.56E-04	2.26E-05	7.18E-05	1.20E-03	5.70E-10
4:Del:R:4	5.57E-06	3.18E-06	1.37E-04	7.30E-06	1.11E-05	1.09E-03	7.29E-10
4:Del:R:5	8.92E-06	7.92E-06	4.83E-05	9.97E-06	3.58E-05	4.31E-04	6.47E-10
5:Del:R:0	1.92E-06	7.94E-05	4.86E-04	2.51E-04	1.16E-03	1.10E-03	4.60E-05
5:Del:R:1	1.03E-05	4.42E-05	9.11E-05	6.25E-05	2.22E-04	4.73E-04	2.91E-05
5:Del:R:2	3.60E-06	1.83E-05	5.11E-05	2.45E-05	5.79E-05	2.74E-04	6.03E-10
5:Del:R:3	4.11E-06	4.69E-06	2.79E-05	1.05E-05	3.99E-05	2.36E-04	5.56E-10
5:Del:R:4	1.99E-06	1.34E-06	4.61E-06	4.23E-06	2.29E-05	4.63E-05	1.24E-05
5:Del:R:5	2.00E-06	1.02E-06	8.03E-06	4.87E-06	7.78E-10	2.77E-05	9.58E-10
2:Ins:R:0	2.45E-05	4.80E-05	1.54E-04	6.75E-05	5.00E-04	5.32E-04	1.82E-05
2:Ins:R:1	9.69E-06	3.74E-05	1.12E-04	1.16E-05	1.37E-04	3.25E-04	1.94E-10
2:Ins:R:2	1.25E-05	3.80E-05	7.54E-05	2.48E-05	1.23E-04	2.13E-04	1.74E-05
2:Ins:R:3	1.33E-05	2.28E-05	5.30E-05	2.74E-05	8.75E-05	1.38E-04	2.64E-05
2:Ins:R:4	2.25E-05	3.18E-05	1.76E-05	1.54E-05	8.61E-05	1.43E-04	3.40E-05
2:Ins:R:5	4.79E-05	8.52E-05	4.39E-05	6.31E-05	2.98E-04	8.93E-04	4.21E-05
3:Ins:R:0	5.53E-06	2.44E-05	1.05E-04	4.07E-05	2.70E-04	3.93E-04	1.93E-10
3:Ins:R:1	8.91E-06	4.72E-05	1.41E-04	6.84E-06	1.17E-04	4.59E-04	1.74E-05
3:Ins:R:2	8.24E-07	1.63E-05	3.71E-05	2.48E-05	4.14E-05	1.44E-04	1.93E-05
3:Ins:R:3	3.08E-06	7.02E-06	1.15E-05	1.05E-05	3.26E-06	1.99E-05	7.07E-10
3:Ins:R:4	5.33E-06	6.28E-06	1.70E-05	1.26E-05	3.70E-05	7.24E-05	6.59E-10
3:Ins:R:5	1.43E-05	2.26E-05	5.30E-06	1.72E-05	2.57E-05	2.44E-04	2.00E-05
4:Ins:R:0	1.71E-05	1.51E-05	8.43E-05	3.57E-05	3.91E-04	2.46E-04	1.64E-05
