Samples	ID83A	ID83B	ID83C	ID83D
SP29914	444	585	0	448
SP31046	21	165	0	0
SP31334	49	194	157	130
SP30011	23	305	277	101
SP31174	106	299	22	65
SP32662	154	422	77	86
SP31126	146	254	732	420
SP32958	40	516	0	0
SP31422	166	232	217	184
SP33496	320	632	0	246
SP34005	18	197	0	44
SP30113	0	0	0	3582
SP31030	336	633	0	13
SP33544	113	466	297	320
SP33688	73	380	874	18
SP30907	84	132	167	354
SP30185	7	61	16	19
SP33837	20	153	10	54
SP31790	133	214	85	44
SP30143	33	246	8	37
SP30071	173	313	26	300
SP30493	12	93	42	39
SP32014	178	201	31	18
SP30332	153	9	0	2213
SP31814	59	256	33	37
SP29987	205	482	148	293
SP30083	83	202	21	31
SP32742	46	434	0	63
SP115162	13	128	33	30
SP29940	92	271	0	20
SP30843	14	145	3	8
SP32222	0	0	0	5
SP31190	107	415	20	161
SP30077	221	352	212	304
SP32694	171	406	60	181
SP33774	15	238	0	44
SP30093	196	207	8	30
SP33094	143	341	61	101
SP30803	22	168	200	254
SP30675	20	0	0	2494
SP31854	176	656	189	450
SP31606	13	306	0	0
SP30213	29	260	0	32
SP32894	16	199	0	17
SP117260	51	54	133	142
SP117124	232	211	58	65
SP117932	211	355	0	47
SP117189	12	57	24	18
SP117217	3	6	11	6
SP117779	121	76	99	36
SP117376	943	103	150	59
SP117681	49	35	28	30
SP117408	25	6	45	33
SP118015	93	223	20	34
SP117509	316	345	22	62
SP117482	204	206	19	89
SP117003	130	201	217	0
CPCT02060034T	1	61	179	80
CPCT02020356T	67	213	93	55
CPCT02050063T	42	81	376	193
CPCT02030275T	32	339	364	139
CPCT02070033T	35	240	61	49
CPCT02030294T	84	103	493	363
CPCT02070038T	57	476	0	55
CPCT02080179T	71	0	453	103
CPCT02010866TII	314	1217	0	928
CPCT02330133T	92	376	492	730
CPCT02050427T	143	609	67	154
DRUP01030028T	48	237	1390	0
CPCT02080193T	89	359	282	145
CPCT02030556T	169	539	390	593
CPCT02120111T	18	14	164	0
CPCT02050341T	19	224	132	7
WIDE01010210T	37	92	52	46
WIDE01010208T	804	0	732	0
CPCT02290033T	110	153	313	326
CPCT02070323T	13	193	144	26
WIDE01010450T	277	658	0	12
CPCT02090049T	68	543	548	0
CPCT02010866T	247	1036	108	928
CPCT02070363T	72	165	806	37
CPCT02060222T	11	25	147	16
CPCT02080251T	195	663	919	403
CPCT02070384T	109	469	151	8
CPCT02070386T	319	672	524	351
DRUP01070051T	65	190	516	120
CPCT02080137T	291	0	566	242
CPCT02080157T	39002	0	0	0
CPCT02330128T	21	130	572	157
CPCT02070030T	0	0	106	0
DRUP01050009T	108	436	290	452
CPCT02070225T	46	159	361	0
CPCT02070230T	16	134	507	153
DRUP01070022T	456	0	400	99
DRUP01050010T	0	0	368	63
CPCT02050161T	80	415	101	210
CPCT02050174T	20	270	63	52
CPCT02050172T	336	794	570	258
CPCT02050186T	522	321	210	302
DRUP01070016T	3	28	435	219
CPCT02080120T	49	307	90	110
CPCT02030351T	150	77	893	89
CPCT02060119T	32	174	252	13
CPCT02080136T	183	635	0	0
DRUP01010035T	5	10	146	0
CPCT02070039T	19	42	347	110
CPCT02030302T	51	329	34	54
CPCT02070053T	164	22	863	461
CPCT02070065T	20	41	101	26
DRUP01070003T	6	118	68	36
CPCT02070099T	10	46	64	34
CPCT02020473T	12	80	55	36
DRUP01070009T	113	795	0	0
CPCT02030324T	406	500	219	115
CPCT02030330T	120	812	300	282
CPCT02050151T	33	201	41	21
CPCT02070128T	3	31	435	223
CPCT02080099T	188	369	330	98
DRUP01030004T	94	146	451	415
CPCT02070265T	130	517	191	71
CPCT02080040T	161	529	178	133
WIDE01010705T	47	34	120	52
