Samples	ID83A	ID83B	ID83C	ID83D
SP29914	7.44E+00	1.10E+01	7.28E+00	4.67E+00
SP31046	1.79E+00	2.10E+00	1.04E+00	5.96E-01
SP31334	1.32E+00	8.72E+00	7.82E+00	2.54E+00
SP30011	1.18E+00	1.48E+01	1.42E+01	2.31E+00
SP31174	3.22E+00	4.22E+00	3.64E+00	1.66E+00
SP32662	3.91E+00	6.41E+00	6.71E+00	2.06E+00
SP31126	2.00E+00	3.13E+01	2.97E+01	6.20E+00
SP32958	8.05E+00	9.16E+00	2.03E+00	2.13E+00
SP31422	2.49E+00	1.18E+01	1.13E+01	3.03E+00
SP33496	9.30E+00	1.29E+01	4.74E+00	5.41E+00
SP34005	1.48E+00	2.32E+00	2.02E+00	1.35E+00
SP30113	5.37E+00	4.81E+00	1.20E+00	7.51E+00
SP31030	1.01E+01	1.46E+01	4.99E+00	1.92E+00
SP33544	2.97E+00	2.06E+01	1.98E+01	5.00E+00
SP33688	2.08E+00	4.35E+01	4.31E+01	2.10E+00
SP30907	1.53E+00	9.11E+00	8.10E+00	2.64E+00
SP30185	5.74E-01	9.73E-01	8.13E-01	8.61E-01
SP33837	1.54E+00	2.29E+00	1.39E+00	1.44E+00
SP31790	2.23E+00	3.08E+00	3.65E+00	1.33E+00
SP30143	1.97E+00	2.36E+00	1.69E+00	1.43E+00
SP30071	3.87E+00	7.15E+00	3.14E+00	3.83E+00
SP30493	7.99E-01	1.55E+00	1.23E+00	1.04E+00
SP32014	2.54E+00	2.72E+00	2.54E+00	9.53E-01
SP30332	4.68E+00	4.28E+00	2.72E+00	5.07E+00
SP31814	2.10E+00	4.13E+00	4.28E+00	1.22E+00
SP29987	3.83E+00	1.20E+01	8.77E+00	5.51E+00
SP30083	2.16E+00	3.25E+00	2.66E+00	1.42E+00
SP32742	4.15E+00	5.25E+00	2.31E+00	2.31E+00
SP115162	9.64E-01	2.37E+00	2.36E+00	1.16E+00
SP29940	3.73E+00	5.70E+00	2.36E+00	1.27E+00
SP30843	1.09E+00	1.49E+00	9.83E-01	7.40E-01
SP32222	1.69E-01	1.53E-01	1.13E-01	1.17E-01
SP31190	4.03E+00	9.43E+00	7.12E+00	4.29E+00
SP30077	3.28E+00	1.18E+01	1.07E+01	4.19E+00
SP32694	4.19E+00	8.39E+00	5.94E+00	3.89E+00
SP33774	1.58E+00	3.45E+00	2.87E+00	1.34E+00
SP30093	3.09E+00	3.53E+00	1.42E+00	1.29E+00
SP33094	3.39E+00	5.56E+00	3.99E+00	2.90E+00
SP30803	1.14E+00	1.19E+01	1.09E+01	2.98E+00
SP30675	4.20E+00	1.38E+00	1.51E+00	4.47E+00
SP31854	4.37E+00	1.74E+01	1.57E+01	5.45E+00
SP31606	3.58E+00	3.97E+00	1.70E+00	1.11E+00
SP30213	2.54E+00	3.26E+00	2.60E+00	1.29E+00
SP32894	1.88E+00	2.33E+00	1.39E+00	1.01E+00
SP117260	9.64E-01	4.15E+00	3.74E+00	2.04E+00
SP117124	3.25E+00	3.42E+00	1.82E+00	1.38E+00
SP117932	5.01E+00	6.25E+00	2.56E+00	1.92E+00
SP117189	6.25E-01	1.03E+00	9.87E-01	7.06E-01
SP117217	2.39E-01	6.15E-01	5.75E-01	4.02E-01
SP117779	1.50E+00	2.88E+00	2.81E+00	1.01E+00
SP117376	4.68E+00	5.50E+00	2.61E+00	1.89E+00
SP117681	8.91E-01	1.12E+00	8.99E-01	8.85E-01
SP117408	6.31E-01	1.78E+00	1.63E+00	8.14E-01
SP118015	2.56E+00	3.40E+00	2.18E+00	1.38E+00
SP117509	4.90E+00	6.43E+00	3.91E+00	1.90E+00
SP117482	3.01E+00	4.85E+00	3.49E+00	1.83E+00
SP117003	1.51E+00	9.58E+00	9.99E+00	8.60E-01
CPCT02060034T	3.46E-01	7.01E+00	6.75E+00	1.74E+00
CPCT02020356T	2.56E+00	4.38E+00	4.95E+00	1.49E+00
CPCT02050063T	1.02E+00	1.57E+01	1.52E+01	3.55E+00
CPCT02030275T	1.42E+00	1.68E+01	1.64E+01	2.80E+00
CPCT02070033T	1.84E+00	3.95E+00	4.26E+00	1.33E+00
CPCT02030294T	1.32E+00	1.81E+01	1.65E+01	3.66E+00
CPCT02070038T	4.73E+00	5.19E+00	3.78E+00	2.66E+00
CPCT02080179T	1.18E+00	1.40E+01	1.35E+01	2.40E+00
CPCT02010866TII	1.39E+01	1.68E+01	9.73E+00	7.93E+00
CPCT02330133T	2.30E+00	2.52E+01	2.24E+01	6.19E+00
CPCT02050427T	4.43E+00	1.21E+01	9.97E+00	4.69E+00
DRUP01030028T	4.54E+00	6.37E+01	6.22E+01	2.61E+00
CPCT02080193T	2.13E+00	1.40E+01	1.38E+01	2.73E+00
CPCT02030556T	3.73E+00	2.31E+01	2.21E+01	5.61E+00
CPCT02120111T	5.46E-01	5.29E+00	5.25E+00	2.73E-01
CPCT02050341T	1.40E+00	5.74E+00	6.12E+00	1.02E+00
WIDE01010210T	1.16E+00	1.59E+00	1.51E+00	1.08E+00
WIDE01010208T	9.57E+00	4.92E+01	4.23E+01	1.47E+00
CPCT02290033T	1.72E+00	1.20E+01	1.16E+01	3.33E+00
CPCT02070323T	8.86E-01	5.73E+00	5.99E+00	1.10E+00
WIDE01010450T	8.47E+00	1.09E+01	3.53E+00	1.96E+00
CPCT02090049T	2.78E+00	2.74E+01	2.61E+01	1.20E+00
CPCT02010866T	9.33E+00	1.40E+01	1.58E+01	6.28E+00
CPCT02070363T	1.56E+00	2.90E+01	2.85E+01	2.25E+00
CPCT02060222T	6.05E-01	4.36E+00	4.30E+00	8.88E-01
CPCT02080251T	3.62E+00	4.13E+01	4.05E+01	5.71E+00
CPCT02070384T	3.94E+00	7.36E+00	9.42E+00	1.34E+00
CPCT02070386T	4.44E+00	2.29E+01	2.35E+01	5.17E+00
DRUP01070051T	1.53E+00	2.11E+01	2.08E+01	3.02E+00
CPCT02080137T	2.21E+00	1.66E+01	1.51E+01	3.45E+00
CPCT02080157T	3.97E+01	4.50E+01	2.97E+01	8.55E+00
CPCT02330128T	1.12E+00	2.12E+01	2.06E+01	3.08E+00
CPCT02070030T	1.15E-01	3.88E+00	3.80E+00	5.91E-01
DRUP01050009T	2.67E+00	1.30E+01	1.16E+01	5.30E+00
CPCT02070225T	1.53E+00	9.70E+00	1.01E+01	9.55E-01
CPCT02070230T	1.04E+00	2.05E+01	2.02E+01	3.47E+00
DRUP01070022T	3.60E+00	9.23E+00	5.88E+00	2.17E+00
DRUP01050010T	3.03E-01	1.32E+01	1.32E+01	2.76E+00
CPCT02050161T	2.96E+00	5.80E+00	5.49E+00	3.16E+00
CPCT02050174T	1.41E+00	4.42E+00	4.52E+00	1.37E+00
CPCT02050172T	5.41E+00	2.60E+01	2.74E+01	4.09E+00
CPCT02050186T	4.74E+00	1.06E+01	9.35E+00	3.98E+00
DRUP01070016T	5.10E-01	1.80E+01	1.79E+01	4.53E+00
