MutationType	ID83A	ID83B
1:Del:C:0	1.89E-03	1.43E-03
1:Del:C:1	2.68E-03	2.15E-03
1:Del:C:2	2.28E-03	1.85E-03
1:Del:C:3	8.08E-04	6.67E-04
1:Del:C:4	5.61E-04	4.81E-04
1:Del:C:5	2.13E-04	2.63E-04
1:Del:T:0	4.70E-04	2.69E-04
1:Del:T:1	5.18E-04	3.49E-04
1:Del:T:2	2.93E-04	1.68E-04
1:Del:T:3	2.65E-04	1.91E-04
1:Del:T:4	5.83E-05	9.40E-05
1:Del:T:5	2.48E-03	2.03E-04
1:Ins:C:0	7.50E-04	6.12E-04
1:Ins:C:1	5.06E-05	2.30E-05
1:Ins:C:2	6.49E-05	4.14E-05
1:Ins:C:3	8.99E-05	6.19E-05
1:Ins:C:4	8.29E-05	6.97E-05
1:Ins:C:5	1.56E-04	1.08E-04
1:Ins:T:0	2.42E-04	1.68E-04
1:Ins:T:1	6.74E-04	4.82E-04
1:Ins:T:2	8.28E-04	6.56E-04
1:Ins:T:3	4.67E-04	3.71E-04
1:Ins:T:4	6.62E-05	4.91E-05
1:Ins:T:5	7.07E-03	5.30E-03
2:Del:R:0	2.01E-05	8.61E-05
2:Del:R:1	2.68E-05	1.23E-04
2:Del:R:2	1.20E-04	6.71E-05
2:Del:R:3	7.61E-05	6.84E-05
2:Del:R:4	2.78E-05	2.82E-05
2:Del:R:5	2.69E-05	2.33E-05
3:Del:R:0	2.22E-05	4.65E-05
3:Del:R:1	1.84E-04	1.73E-04
3:Del:R:2	5.86E-05	4.89E-05
3:Del:R:3	1.88E-05	1.41E-05
3:Del:R:4	1.22E-05	9.55E-06
3:Del:R:5	1.46E-05	1.10E-05
4:Del:R:0	1.47E-05	3.84E-05
4:Del:R:1	9.88E-05	1.13E-04
4:Del:R:2	3.60E-05	3.82E-05
4:Del:R:3	1.78E-05	1.82E-05
4:Del:R:4	1.06E-05	1.02E-05
4:Del:R:5	1.03E-05	7.83E-06
5:Del:R:0	3.73E-05	2.81E-04
5:Del:R:1	5.90E-05	7.60E-05
5:Del:R:2	1.75E-05	1.85E-05
5:Del:R:3	6.63E-06	6.31E-06
5:Del:R:4	1.70E-06	2.60E-06
5:Del:R:5	2.10E-06	1.32E-06
2:Ins:R:0	3.99E-05	6.90E-05
2:Ins:R:1	1.28E-05	3.47E-05
2:Ins:R:2	1.99E-05	3.12E-05
2:Ins:R:3	9.81E-06	1.15E-05
2:Ins:R:4	6.86E-05	4.70E-05
2:Ins:R:5	4.79E-04	3.34E-04
3:Ins:R:0	5.89E-05	6.83E-05
3:Ins:R:1	1.75E-05	4.48E-05
3:Ins:R:2	7.37E-06	1.28E-05
3:Ins:R:3	3.29E-06	2.81E-06
3:Ins:R:4	7.05E-06	4.32E-06
3:Ins:R:5	4.46E-05	3.19E-05
4:Ins:R:0	5.06E-05	6.93E-05
4:Ins:R:1	1.41E-05	4.79E-05
4:Ins:R:2	8.93E-06	1.01E-05
4:Ins:R:3	1.16E-05	9.00E-06
4:Ins:R:4	2.01E-05	1.48E-05
4:Ins:R:5	3.71E-05	2.79E-05
5:Ins:R:0	2.39E-04	4.56E-04
5:Ins:R:1	1.86E-04	2.01E-04
5:Ins:R:2	1.80E-05	1.72E-05
5:Ins:R:3	1.01E-05	9.16E-06
5:Ins:R:4	6.97E-06	4.40E-06
5:Ins:R:5	6.70E-06	4.60E-06
2:Del:M:1	4.63E-05	1.66E-04
3:Del:M:1	1.82E-05	4.17E-05
3:Del:M:2	1.01E-04	1.07E-04
4:Del:M:1	2.84E-05	5.02E-05
4:Del:M:2	3.89E-05	5.71E-05
4:Del:M:3	6.19E-05	8.31E-05
5:Del:M:1	7.35E-05	2.40E-04
5:Del:M:2	2.17E-05	1.73E-04
5:Del:M:3	3.05E-05	1.25E-04
5:Del:M:4	1.82E-05	6.28E-05
5:Del:M:5	6.79E-05	1.08E-04
