MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
1:Del:C:0	1.29E-05	4.47E-04	1.36E-05	5.38E-04	3.32E-05	2.38E-05	3.45E-04	1.95E-04
1:Del:C:1	1.20E-05	6.63E-05	6.62E-06	1.61E-04	3.94E-05	2.31E-05	1.09E-04	3.49E-04
1:Del:C:2	1.14E-05	3.43E-05	4.20E-06	6.58E-05	3.46E-05	1.40E-05	6.87E-05	3.07E-04
1:Del:C:3	2.75E-05	1.52E-04	4.14E-06	3.94E-04	9.87E-05	2.99E-05	5.71E-05	9.01E-05
1:Del:C:4	8.94E-05	3.99E-04	6.02E-06	1.20E-03	1.79E-04	4.46E-05	7.01E-06	9.30E-05
1:Del:C:5	1.96E-04	1.24E-03	2.80E-05	2.53E-03	6.02E-04	1.66E-04	3.07E-05	1.11E-04
1:Del:T:0	6.97E-06	2.00E-04	7.83E-06	2.87E-04	1.10E-05	1.63E-05	1.75E-04	6.97E-05
1:Del:T:1	1.43E-05	5.61E-05	5.74E-07	1.37E-04	4.27E-05	1.30E-05	3.41E-04	7.12E-05
1:Del:T:2	6.33E-05	1.79E-04	4.05E-05	2.30E-04	5.80E-04	2.86E-04	1.89E-04	7.34E-05
1:Del:T:3	1.60E-04	2.89E-04	9.84E-05	2.06E-04	1.59E-03	7.45E-04	3.07E-04	1.50E-04
1:Del:T:4	2.50E-04	1.04E-03	1.41E-04	6.25E-04	2.51E-03	1.19E-03	5.63E-04	2.20E-04
1:Del:T:5	1.35E-03	8.86E-03	4.69E-04	8.39E-03	6.04E-03	4.72E-03	1.96E-03	1.73E-04
1:Ins:C:0	1.40E-05	3.93E-05	5.73E-05	1.52E-05	2.06E-04	4.81E-05	1.50E-03	5.46E-05
1:Ins:C:1	2.19E-06	1.47E-05	8.69E-06	2.10E-05	6.06E-06	3.50E-05	4.48E-05	4.22E-05
1:Ins:C:2	2.34E-06	8.79E-06	5.21E-06	1.21E-05	9.09E-06	1.95E-05	2.16E-05	3.02E-05
1:Ins:C:3	7.37E-06	1.74E-05	8.95E-06	4.76E-05	1.68E-05	4.30E-05	2.92E-05	3.11E-05
1:Ins:C:4	3.33E-05	3.56E-05	2.79E-04	8.81E-05	5.47E-05	1.80E-03	7.15E-06	2.76E-05
1:Ins:C:5	8.77E-05	4.13E-04	3.86E-04	3.53E-04	1.34E-04	2.30E-03	1.11E-04	3.93E-05
1:Ins:T:0	2.65E-07	1.42E-04	3.39E-05	2.14E-04	6.82E-05	1.04E-04	1.58E-04	5.15E-05
1:Ins:T:1	4.71E-06	1.50E-05	8.92E-06	4.98E-05	2.23E-05	2.75E-05	7.43E-05	1.38E-04
1:Ins:T:2	4.95E-05	1.66E-04	5.48E-05	6.00E-04	1.05E-04	5.31E-05	1.29E-04	1.43E-04
1:Ins:T:3	1.89E-05	7.61E-05	4.93E-05	2.44E-04	7.93E-05	9.95E-05	7.66E-05	6.77E-05
1:Ins:T:4	0.00E+00	1.83E-06	1.19E-04	4.20E-05	3.54E-04	3.27E-04	1.20E-04	4.43E-05
1:Ins:T:5	1.18E-03	3.48E-03	1.52E-03	5.34E-03	8.29E-03	9.90E-03	1.77E-03	4.91E-04
2:Del:R:0	1.24E-05	3.27E-04	4.09E-06	3.11E-04	1.19E-05	1.51E-05	1.84E-04	3.65E-05
2:Del:R:1	4.38E-05	2.18E-04	3.82E-06	6.33E-04	5.49E-05	8.43E-06	3.41E-04	7.13E-05
2:Del:R:2	9.28E-06	1.13E-04	1.58E-06	1.84E-04	2.14E-05	7.04E-06	6.76E-05	3.50E-05
2:Del:R:3	1.58E-04	6.65E-04	6.69E-06	6.40E-04	5.86E-05	6.55E-05	0.00E+00	4.36E-05
2:Del:R:4	4.42E-05	5.79E-04	7.28E-06	6.31E-04	6.72E-05	2.09E-05	2.16E-06	2.88E-05
2:Del:R:5	1.25E-04	2.52E-03	1.83E-05	1.93E-03	1.84E-04	4.00E-05	3.19E-05	5.04E-05
3:Del:R:0	1.01E-05	1.89E-04	1.10E-06	1.44E-04	0.00E+00	5.46E-06	7.16E-05	1.39E-05
3:Del:R:1	4.86E-05	2.33E-04	0.00E+00	7.00E-04	5.88E-05	6.87E-06	2.68E-04	2.56E-05
3:Del:R:2	1.56E-05	9.38E-05	0.00E+00	2.31E-04	1.88E-05	3.69E-06	7.73E-05	1.22E-05
3:Del:R:3	4.85E-06	4.48E-05	8.64E-07	7.26E-05	6.98E-06	1.48E-06	1.82E-05	3.33E-06
3:Del:R:4	3.55E-06	4.00E-05	3.58E-07	4.62E-05	7.10E-06	1.69E-06	1.17E-05	3.58E-11
3:Del:R:5	6.17E-06	1.10E-04	8.96E-07	9.05E-05	9.02E-06	3.63E-06	1.22E-05	2.91E-08
4:Del:R:0	5.15E-06	8.05E-05	2.21E-06	6.25E-05	3.39E-06	2.00E-06	2.79E-05	9.81E-06
4:Del:R:1	2.15E-05	1.26E-04	2.26E-06	3.27E-04	2.87E-05	5.12E-06	1.58E-04	1.83E-05
4:Del:R:2	3.96E-06	1.20E-04	6.56E-07	1.25E-04	7.64E-06	3.65E-06	5.95E-05	8.41E-06
4:Del:R:3	7.05E-06	1.90E-04	4.94E-07	1.25E-04	4.77E-06	2.62E-06	2.94E-05	2.29E-06
4:Del:R:4	2.50E-06	3.20E-05	1.28E-06	4.10E-05	4.49E-06	2.02E-06	1.30E-05	1.96E-06
4:Del:R:5	3.10E-06	1.06E-04	7.57E-07	7.56E-05	3.00E-06	2.67E-06	1.39E-05	8.00E-11
5:Del:R:0	4.39E-06	5.24E-05	5.67E-06	1.12E-04	2.66E-06	6.55E-06	3.44E-04	4.86E-05
