Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
SP97749	0	63	11	142	31	0	45	19	11	1	32	0	8
SP49235	15	90	72	78	38	11	22	14	25	0	37	14	11
SP50177	3	70	0	108	11	177	81	27	18	2	0	0	4
SP97775	50	158	118	175	148	68	0	133	25	0	23	93	15
SP97685	9	81	8	117	144	0	5	40	12	0	32	51	2
SP97747	12	52	113	16	56	38	182	32	24	0	48	0	12
SP97771	19	74	91	163	87	28	93	20	14	0	9	73	5
SP97681	43	51	95	104	54	144	89	59	25	29	0	0	2
SP98082	21	126	40	136	31	43	57	12	51	0	47	67	10
SP49334	11	78	30	116	37	66	40	25	20	51	7	0	3
SP49124	31	21	0	5	622	50	279	2	191	66	0	0	13
SP115501	38	263	22	96	0	0	0	13	38	99	3	0	8
SP98305	57	365	121	162	19	16	69	84	65	197	0	0	6
SP49247	45	121	141	245	51	0	33	25	46	190	0	4	2
SP49328	25	87	148	57	53	0	20	0	24	104	42	0	8
SP98092	26	74	18	137	28	0	75	13	45	53	66	0	16
SP120755	2	6	0	76	13	0	0	0	8	0	32	0	2
SP49417	32	153	47	118	45	92	0	30	53	0	89	13	2
SP49175	15	339	65	0	14	117	63	12	13	0	3	0	1
SP49223	5	95	0	0	21	43	24	9	58	11	19	0	0
SP49187	21	47	155	0	52	26	25	38	1	0	48	0	4
SP49157	20	42	254	47	26	67	69	27	31	86	38	0	3
SP49379	13	190	71	0	25	152	82	23	17	76	0	0	2
SP49541	53	182	164	42	41	24	13	33	101	0	111	64	6
SP98164	24	145	215	162	53	44	14	40	34	3	53	95	0
SP49481	11	0	0	91	50	3	0	15	6	0	6	0	0
SP98078	8	60	129	139	125	57	71	29	17	2	34	109	5
SP106677	27	114	28	83	23	43	23	34	31	0	92	0	0
SP106743	11	65	23	14	12	0	0	8	15	0	91	19	9
SP98359	48	215	38	56	66	74	0	40	32	70	41	11	11
SP98192	6	305	7	0	6	48	47	7	16	0	0	0	0
SP98053	29	134	111	118	50	0	114	24	10	45	16	104	6
SP106631	11	15	41	69	41	6	49	133	18	38	0	0	4
SP49551	18	104	149	76	12	7	15	28	14	0	36	18	5
SP49651	0	82	6	0	55	84	0	3	521	37	0	0	10
SP98265	30	161	11	57	53	18	406	19	19	0	21	49	4
SP98297	32	50	217	84	73	185	0	25	22	46	1	11	8
SP98060	2	0	11	25	0	19	0	2	3	0	28	0	0
SP98289	19	92	85	0	40	273	0	66	71	107	0	0	5
SP115498	75	120	211	115	0	36	115	24	15	189	0	0	22
SP98096	34	112	143	9	40	0	184	45	17	106	34	0	11
SP49114	18	63	191	287	163	0	70	49	52	0	88	103	12
SP98090	104	803	468	139	28	101	0	32	25	21	18	140	0
SP49286	15	94	103	103	65	83	0	31	17	0	9	75	8
SP49469	57	137	0	119	72	0	80	25	52	60	72	7	1
SP49205	29	100	0	32	18	0	58	10	54	31	7	28	3
SP98327	16	44	56	154	41	30	96	34	17	113	0	0	9
SP49449	17	247	8	0	8	0	41	5	11	0	9	49	0
SP49391	6	66	0	111	59	12	29	10	7	0	20	6	6
SP49531	93	312	209	99	53	145	11	17	32	109	0	0	15
SP49322	49	280	12	144	13	10	0	16	19	0	34	49	7
SP49433	17	122	13	42	27	67	17	30	5	0	27	13	0
SP109384	14	81	42	44	40	25	0	1	26	0	65	2	4
SP98065	41	24	18	81	54	197	0	17	9	167	0	0	7
SP49591	48	90	22	73	10	35	0	18	39	0	8	56	0
SP49385	11	79	51	167	92	43	0	35	46	0	51	54	2
SP98313	30	343	19	0	7	22	131	15	16	0	0	38	9
SP49119	29	156	44	100	19	92	57	30	10	22	0	53	6
SP109301	48	121	215	110	50	41	0	39	5	79	43	0	0
SP115830	30	206	44	14	15	29	134	19	26	0	25	30	2
SP49229	0	712	0	0	8	46	50	40	15	17	5	4	2
SP98853	25	146	98	134	56	2	102	201	51	64	43	0	8
SP98855	7	183	41	97	47	39	0	10	15	0	27	14	3
SP98859	21	173	3	149	32	0	0	8	52	0	0	0	2
SP98865	25	71	9	3	34	6	43	22	0	0	55	15	0
SP98879	22	4	117	47	65	48	98	26	25	59	24	9	1
SP98871	13	77	0	0	13	134	115	42	11	0	0	0	0
SP98867	29	193	156	0	83	93	110	67	61	0	0	22	1
SP98861	36	68	166	96	36	80	0	12	101	0	93	75	10
SP98877	15	17	178	13	38	37	78	44	16	70	0	11	11
SP98889	31	105	89	0	63	71	330	72	29	7	0	0	16
SP98887	37	133	136	85	37	146	94	87	42	120	0	0	10
SP98875	18	174	108	52	82	179	82	52	17	39	0	0	6
SP98851	9	18	13	15	14	0	0	6	10	18	17	0	0
SP98833	9	9	73	17	9	26	68	19	50	0	43	28	3
SP98873	21	115	226	27	46	87	58	40	64	0	0	69	0
SP98883	37	265	119	29	22	66	0	52	50	0	46	54	1
SP98849	2	0	22	3	26	68	39	43	15	74	8	0	7
SP98869	39	178	9	49	28	25	48	19	11	41	35	0	9
SP98893	44	164	54	10	0	63	304	141	37	75	0	0	2
SP98847	25	101	126	65	50	12	0	3	7	36	16	34	2
SP98881	29	115	74	0	109	143	75	63	44	0	75	77	14
SP98841	14	21	109	0	0	48	92	12	40	29	11	0	2
SP98845	8572	0	94	240	0	0	42	0	14	62	13	173	4
SP98839	22	50	50	61	51	117	30	14	13	0	78	49	2
SP98843	12	17	107	0	25	77	57	19	20	96	0	0	0
SP98863	4	69	24	5	24	34	0	7	2	56	3	0	0
SP98891	36	81	176	17	84	0	45	48	19	0	23	67	8
SP98885	40	84	138	0	60	57	64	159	37	36	27	0	11
SP107047	23	97	231	135	83	62	10	69	34	18	0	42	3
SP107050	13	124	101	163	25	49	0	28	4	0	11	17	0
SP99261	26	63	136	45	65	62	39	36	29	57	42	0	1
SP107052	21	119	39	61	6	46	82	33	27	7	21	0	0
SP99269	17	80	133	109	38	31	15	22	28	0	3	8	0
SP99271	5	12	135	6	16	88	13	16	0	0	0	0	0
SP107056	32	190	239	39	58	0	217	49	30	0	0	70	2
SP107060	30	165	94	118	60	0	12	11	30	0	67	0	5
SP99279	11	127	126	63	62	63	23	32	2	23	50	0	4
SP107063	11	60	52	59	23	34	0	29	32	0	58	0	0
SP107068	30	185	62	92	12	14	85	27	9	25	11	0	0
SP107071	22	92	213	42	117	124	0	49	6	0	59	50	2
SP107073	1	4	27	0	2	3	0	0	5	0	5	2	0
SP98896	41	207	186	220	89	3	0	56	36	118	14	0	10
SP99003	42	305	39	101	58	28	168	34	22	24	14	0	7
SP107076	31	4	180	14	722	63	377	31	234	14	0	39	21
SP107078	18	49	34	50	35	13	62	13	25	4	20	0	3
SP107080	32	104	119	0	259	29	0	16	82	0	58	68	15
SP98898	15	178	170	80	70	35	0	32	0	0	61	56	9
SP107084	21	101	152	114	53	0	47	28	24	0	70	1	20
SP107088	19	33	0	53	39	9	73	9	10	0	12	0	5
SP107091	39	129	112	116	41	59	0	21	22	84	24	0	8
SP107094	12	41	34	16	5	33	40	11	4	4	4	0	0
SP112224	27	62	68	67	38	33	132	23	42	0	35	40	6
SP107097	16	124	69	121	54	27	0	11	4	0	50	52	6
SP107101	49	209	241	204	128	111	0	179	31	0	17	46	3
SP98900	15	129	51	123	30	0	39	49	19	0	43	62	0
SP107104	10	64	58	88	56	0	0	61	0	0	37	22	8
SP107109	14	97	5	38	24	48	6	10	4	22	24	0	0
SP107111	32	201	39	208	37	0	0	66	15	0	7	62	0
SP107115	3	1	1	1	0	0	3	0	0	0	6	0	2
SP98902	20	67	123	118	147	37	158	70	71	49	0	0	3
SP107119	28	247	140	118	37	8	0	55	23	0	38	27	7
SP98904	11	19	41	0	0	149	4	22	5	0	68	0	0
SP98909	22	74	275	145	91	1	44	88	18	54	39	0	3
SP107121	43	170	166	81	68	224	97	96	41	8	0	0	5
SP107123	11	91	105	0	52	38	216	19	11	52	0	0	5
SP98907	31	115	211	130	56	96	120	64	16	0	0	58	16
SP107132	8	14	23	22	8	13	0	10	2	0	0	0	0
SP107136	32	105	68	128	144	73	20	115	32	127	24	0	5
SP107141	15	41	21	43	24	47	9	21	13	19	0	0	3
SP98913	31	57	109	122	64	30	145	29	42	63	0	15	3
SP107146	24	150	90	104	53	0	0	22	8	0	107	34	2
SP107150	18	77	92	98	43	72	0	55	3	0	0	31	4
SP98915	21	158	47	0	18	51	0	46	0	0	46	36	3
SP107152	13	135	194	92	22	33	19	24	23	21	84	0	16
SP107155	11	117	30	124	33	0	0	52	8	0	46	14	0
SP112125	8	33	82	43	43	100	36	33	4	16	0	0	0
SP98921	12	70	61	88	26	22	0	25	33	0	20	24	8
SP112130	17	91	78	54	20	92	67	17	12	0	17	29	2
SP112133	21	35	45	9	62	159	106	130	46	36	0	0	7
SP98925	18	93	54	0	35	11	45	19	29	0	36	1	2
SP112138	80	176	12	15	33	69	0	27	1	0	45	3	3
SP112141	33	44	271	7	67	131	127	24	127	12	0	0	4
SP98927	22	130	104	121	55	30	13	100	36	0	50	23	2
SP112147	25	95	102	168	51	0	0	5	14	0	13	60	7
SP112152	62	96	35	8	0	74	13	11	25	124	0	4	5
SP112156	10	72	63	121	0	0	0	23	10	0	20	25	0
SP98933	26	77	62	86	25	35	112	12	8	26	25	0	0
SP112160	24	107	68	52	20	59	144	18	18	51	0	0	8
SP98937	0	4	32	0	2	61	36	14	0	0	0	0	1
SP112165	11	117	23	142	32	11	0	16	10	47	79	0	2
SP112168	12	149	242	141	69	19	0	76	32	0	76	48	2
SP98941	11	146	253	132	31	130	49	72	21	0	0	52	5
SP112170	32	141	303	27	82	47	32	129	1	0	56	83	7
SP112174	16	41	35	14	81	53	0	23	26	0	59	0	13
SP98945	14	74	49	31	51	0	35	21	43	14	2	0	0
SP112178	31	117	160	140	153	127	0	230	53	0	7	62	5
SP112180	34	171	85	46	54	55	124	29	30	0	0	40	7
SP98949	43	156	287	132	61	77	76	33	0	44	6	0	9
SP112182	20	60	98	147	47	0	39	35	5	0	0	12	1
SP98953	44	555	76	0	46	19	252	38	31	62	52	22	9
SP112186	24	114	141	57	53	50	0	55	19	23	0	34	3
SP98955	42	132	150	276	203	273	220	130	90	0	0	0	11
SP112188	9	40	96	70	18	10	10	17	8	0	42	0	5
SP112190	21	81	210	63	140	96	173	150	48	38	0	46	7
SP112192	57	76	149	97	112	34	0	65	23	0	69	1	0
SP112194	33	149	156	21	43	64	0	120	30	0	56	27	0
SP98959	5	89	19	32	11	60	0	13	25	0	28	9	1
SP112196	43	159	125	33	57	138	41	38	49	18	34	53	2
SP112198	16	26	96	8	26	105	80	68	0	0	18	14	2
SP112201	11	20	47	0	12	58	42	7	8	0	7	0	0
SP98965	30	188	80	70	16	74	88	18	36	0	36	80	0
SP112205	25	121	128	85	65	0	23	40	32	37	65	15	1
SP112208	55	235	62	85	54	111	52	108	65	0	0	52	1
SP98967	23	51	72	21	13	34	123	46	7	9	0	0	5
SP112210	31	219	73	186	70	59	97	106	33	0	27	18	3
SP112211	42	153	33	36	32	145	98	86	79	147	0	9	16
SP98973	249	174	132	273	87	0	124	133	351	0	146	21	2
SP112213	21	74	183	68	52	27	80	11	22	0	78	56	5
SP50097	47	211	431	59	28	74	104	357	53	0	0	59	6
SP112215	21	43	222	61	15	100	67	34	42	55	0	11	4
SP112217	40	72	236	45	112	196	0	38	125	47	0	0	6
SP98975	12	39	93	32	52	17	67	31	5	26	0	0	3
SP112219	57	108	207	25	148	164	81	124	30	0	0	53	2
SP112221	7	40	57	62	0	31	0	1	9	0	28	0	0
SP112228	37	99	173	15	60	38	32	84	56	0	35	27	9
SP50099	30	223	133	0	43	40	28	27	48	139	16	0	10
SP98981	37	72	76	0	38	39	26	21	16	100	49	0	7
SP112234	47	96	222	23	62	134	54	77	34	119	61	0	2
SP98985	22	131	229	131	49	40	30	30	3	74	25	0	1
SP112237	39	102	12	161	9	0	0	7	19	41	45	0	1
SP98989	11	133	40	0	0	72	36	19	17	8	0	0	1
SP112241	8	189	39	43	71	17	97	60	14	0	16	0	0
SP112245	22	59	27	74	40	0	17	13	5	37	0	0	1
SP98991	19	46	13	70	58	0	0	16	11	0	45	8	3
SP112248	39	81	131	0	136	79	86	77	43	0	9	36	3
SP112051	44	128	133	51	91	124	0	112	47	0	32	0	9
SP98997	29	18	257	78	66	112	121	143	63	71	0	0	3
SP112252	67	209	100	68	48	118	73	52	8	143	35	0	0
SP99001	8	65	15	84	8	15	38	36	13	0	33	0	0
SP112257	0	3	0	41	4	0	0	0	0	0	0	0	0
SP99007	29	102	11	91	36	11	0	20	19	13	50	2	0
SP112261	11	1	13	61	48	35	115	0	6	0	14	3	3
SP50101	15	47	57	112	48	77	26	15	25	0	47	42	4
SP112265	24	140	0	83	38	58	0	86	33	0	13	75	3
