MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
1:Del:C:0	0.00146432	0.00081592	0.00089836	0.08888267	0.04028103
1:Del:C:1	0.00043717	0.00177707	0.00089267	0.04710169	0.01398973
1:Del:C:2	0.00116399	0.00175357	0.00025163	0.02448413	0.00852098
1:Del:C:3	0.00517150	0.00258499	0.00006836	0.00985812	0.00569664
1:Del:C:4	0.01432109	0.00536783	0.00003463	0.00546217	0.00423066
1:Del:C:5	0.04623976	0.00707204	0.00158350	0.00400645	0.00477641
1:Del:T:0	0.00096065	0.00030318	0.00069521	0.05229369	0.01855697
1:Del:T:1	0.00090837	0.00203041	0.00063267	0.03280421	0.00751340
1:Del:T:2	0.00005510	0.02627137	0.00080734	0.02799783	0.01488599
1:Del:T:3	0.00704643	0.08260876	0.00004322	0.01623644	0.01564173
1:Del:T:4	0.03111345	0.13943938	0.00248879	0.00109768	0.01221377
1:Del:T:5	0.75254907	0.30669187	0.07244758	0.00045114	0.03652951
1:Ins:C:0	0.00001675	0.00038233	0.00746945	0.01459445	0.00282451
1:Ins:C:1	0.00006715	0.00010598	0.00118706	0.00851922	0.00227773
1:Ins:C:2	0.00001615	0.00022029	0.00083967	0.00399774	0.00282658
1:Ins:C:3	0.00027230	0.00026955	0.00141746	0.00418781	0.00041951
1:Ins:C:4	0.00226461	0.00011281	0.00563685	0.00263697	0.00054873
1:Ins:C:5	0.01125176	0.00330287	0.03203831	0.00807600	0.00132056
1:Ins:T:0	0.00054043	0.00212110	0.00427212	0.01806391	0.00719640
1:Ins:T:1	0.00001775	0.00112300	0.00265403	0.03182320	0.00517811
1:Ins:T:2	0.00167596	0.00121401	0.00973871	0.01631528	0.00254595
1:Ins:T:3	0.00061928	0.00302898	0.00764977	0.01240896	0.00089105
1:Ins:T:4	0.00030015	0.01720357	0.01662953	0.00304839	0.00051076
1:Ins:T:5	0.04447736	0.38433413	0.73772884	0.01684397	0.04400400
2:Del:R:0	0.00173653	0.00000232	0.00036694	0.02425831	0.00727640
2:Del:R:1	0.00325972	0.00011246	0.00257822	0.03461084	0.00828306
2:Del:R:2	0.00215639	0.00053303	0.00016715	0.01001810	0.00195336
2:Del:R:3	0.00884393	0.00149508	0.00010011	0.00185533	0.00165500
2:Del:R:4	0.00727217	0.00011434	0.00009758	0.00080973	0.00091413
2:Del:R:5	0.01790615	0.00000000	0.00005954	0.00397945	0.00249002
3:Del:R:0	0.00033067	0.00000081	0.00005375	0.00944782	0.00446750
3:Del:R:1	0.00313230	0.00011413	0.00156865	0.03161284	0.00661492
3:Del:R:2	0.00127616	0.00003125	0.00037868	0.00632909	0.00186246
3:Del:R:3	0.00045435	0.00000274	0.00036971	0.00244406	0.00029300
3:Del:R:4	0.00035180	0.00006607	0.00000079	0.00182210	0.00021379
