MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
1:Del:C:0	1.91E-04	2.38E-04	1.78E-03	9.20E-04	4.07E-03	5.07E-04	5.15E-03	3.31E-03	4.01E-03	2.10E-03	1.46E-03	6.85E-05	2.44E-03	3.13E-03
1:Del:C:1	3.92E-05	2.57E-04	8.02E-04	4.37E-04	2.39E-03	4.67E-04	2.96E-03	2.30E-03	2.92E-03	1.39E-03	3.86E-04	3.31E-05	1.24E-03	2.46E-03
1:Del:C:2	4.82E-05	1.19E-04	5.45E-04	2.49E-04	1.05E-03	5.81E-04	1.48E-03	1.15E-03	1.69E-03	8.16E-04	4.76E-04	2.86E-05	7.54E-04	1.23E-03
1:Del:C:3	1.59E-04	1.18E-04	1.03E-03	1.58E-04	1.05E-03	1.61E-04	1.21E-03	6.87E-04	9.41E-04	6.86E-04	1.96E-04	5.65E-10	8.38E-04	8.77E-04
1:Del:C:4	5.67E-04	5.87E-05	2.98E-03	1.20E-04	9.43E-04	3.12E-04	2.72E-03	6.04E-04	8.71E-04	9.60E-05	9.78E-05	1.94E-10	1.06E-03	8.16E-04
1:Del:C:5	1.42E-03	1.29E-04	5.46E-03	7.70E-05	4.62E-04	9.17E-04	3.57E-03	1.80E-04	8.77E-04	2.91E-04	4.86E-04	2.45E-05	9.28E-04	3.47E-04
1:Del:T:0	9.32E-05	1.57E-04	1.82E-03	3.18E-04	1.71E-03	5.53E-04	3.47E-03	2.55E-03	2.98E-03	1.95E-03	4.12E-04	4.57E-05	1.71E-03	2.49E-03
1:Del:T:1	1.07E-04	2.35E-04	1.30E-03	1.38E-04	1.59E-03	2.80E-04	2.43E-03	1.83E-03	2.55E-03	1.17E-03	5.39E-04	3.60E-05	1.20E-03	1.74E-03
1:Del:T:2	1.41E-04	2.09E-04	1.19E-03	3.28E-04	1.57E-03	4.71E-04	2.27E-03	1.81E-03	2.04E-03	8.76E-04	1.80E-04	3.26E-05	1.17E-03	1.58E-03
1:Del:T:3	8.01E-04	2.51E-04	2.55E-03	4.88E-04	2.30E-03	1.80E-03	5.83E-03	1.61E-03	2.04E-03	7.17E-04	3.45E-04	3.67E-05	2.59E-03	2.26E-03
1:Del:T:4	2.53E-03	2.79E-04	5.90E-03	4.50E-04	4.23E-03	4.23E-03	1.87E-02	4.56E-03	1.30E-03	1.48E-04	2.28E-04	7.25E-05	7.38E-03	1.91E-03
1:Del:T:5	5.87E-03	2.37E-03	2.39E-02	1.05E-03	2.08E-04	5.11E-03	9.18E-03	4.96E-04	1.15E-03	2.97E-04	2.42E-03	4.07E-04	3.39E-04	5.26E-03
1:Ins:C:0	7.79E-05	6.13E-05	6.08E-03	1.85E-04	1.15E-05	2.37E-04	1.51E-03	1.45E-04	1.64E-03	4.55E-09	2.38E-04	3.47E-05	4.69E-04	1.04E-02
1:Ins:C:1	1.40E-05	0.00E+00	3.39E-05	5.96E-05	2.10E-08	1.32E-09	3.59E-03	5.18E-09	1.03E-07	8.23E-08	1.32E-05	2.33E-03	3.87E-07	1.67E-04
1:Ins:C:2	1.21E-05	4.79E-06	5.07E-05	5.07E-05	1.27E-05	5.00E-05	1.82E-03	5.26E-05	5.97E-05	4.72E-09	2.08E-04	1.25E-03	1.46E-04	1.08E-04
1:Ins:C:3	3.27E-05	6.05E-05	1.55E-04	2.81E-05	4.90E-05	3.84E-04	3.62E-04	2.19E-04	3.36E-04	7.18E-05	2.01E-04	3.09E-04	2.22E-04	2.70E-04
1:Ins:C:4	1.94E-04	4.52E-05	3.61E-04	3.06E-05	6.19E-05	1.45E-03	1.13E-03	1.10E-04	1.57E-04	1.48E-04	1.42E-04	1.95E-04	4.98E-04	3.37E-04
1:Ins:C:5	7.59E-04	3.70E-04	1.19E-03	6.46E-05	1.35E-05	1.13E-02	2.89E-03	2.57E-05	5.89E-04	1.08E-08	7.81E-04	1.87E-04	1.37E-03	9.97E-04
1:Ins:T:0	8.62E-05	1.59E-04	1.55E-03	1.50E-04	1.04E-03	5.75E-04	1.76E-03	1.21E-03	1.58E-03	5.39E-04	8.94E-04	3.60E-05	3.17E-04	2.78E-03
