Samples	ID83A	ID83B	ID83C	ID83D	ID83E
SP91265	3.30E+00	3.38E+00	2.32E+00	2.41E+00	2.07E+00
SP89909	2.03E+02	2.04E+01	2.46E+01	4.58E+00	2.18E+02
SP90629	2.87E+00	3.14E+00	9.33E-01	3.13E+00	2.29E+00
SP95550	2.70E+00	2.77E+00	1.91E+00	2.89E+00	1.70E+00
CPCT02020389T	1.50E+00	2.23E+00	1.64E+00	1.62E+00	1.54E+00
CPCT02080033T	1.76E+00	4.58E+00	3.59E+00	3.54E+00	2.91E+00
CPCT02060156T	3.69E+00	2.80E+00	2.14E+00	5.61E+00	4.83E+00
DRUP01340014T	9.71E-01	1.13E+00	3.45E+00	3.63E+00	1.05E+00
DRUP01010121T	6.05E+00	2.84E+00	2.16E+00	2.62E+00	5.37E+00
CPCT02130034T	2.32E+00	3.10E+00	2.41E+00	4.68E+00	4.04E+00
CPCT02260015T	2.56E+00	4.00E+00	3.71E+00	1.07E+01	1.01E+01
CPCT02220071T	7.15E+01	1.80E+01	1.52E+01	9.60E+00	6.96E+01
CPCT02010710T	2.83E+00	2.35E+00	2.10E+00	4.75E+00	3.43E+00
CPCT02340068T	1.24E+00	1.74E+00	1.36E+00	2.32E+00	1.77E+00
CPCT02130050T	1.55E+00	2.93E+00	3.03E+00	8.03E+00	7.06E+00
DRUP01060016T	1.26E+00	2.35E+00	2.17E+00	5.98E+00	5.54E+00
CPCT02260017T	2.61E+00	4.13E+00	2.82E+00	3.50E+00	3.02E+00
CPCT02020682T	3.35E+00	5.48E+00	3.93E+00	5.73E+00	4.29E+00
DRUP01030013T	4.90E+02	6.04E+01	7.04E+01	3.14E+01	5.20E+02
CPCT02130059T	2.08E+00	2.67E+00	1.91E+00	5.09E+00	4.39E+00
WIDE01010296T	2.60E+00	5.04E+00	4.35E+00	5.78E+00	5.84E+00
CPCT02380044T	1.63E+00	2.27E+00	2.24E+00	4.91E+00	3.60E+00
CPCT02060117T	1.30E+00	2.68E+00	1.82E+00	2.93E+00	2.15E+00
CPCT02080220T	2.30E+00	5.15E+00	3.72E+00	4.68E+00	3.72E+00
CPCT02210056T	1.48E+00	1.98E+00	1.82E+00	4.46E+00	3.90E+00
CPCT02020734T	1.64E+00	1.76E+00	2.89E+00	7.64E+00	6.36E+00
CPCT02020716T	1.05E+00	1.80E+00	1.39E+00	3.16E+00	2.27E+00
CPCT02080226T	1.23E+00	2.29E+00	2.37E+00	4.66E+00	4.02E+00
DRUP01080014T	1.34E+02	2.58E+01	2.35E+01	1.19E+01	1.33E+02
DRUP01270003T	1.99E+00	1.99E+00	1.68E+00	2.10E+00	2.68E+00
CPCT02190044T	1.04E+00	2.00E+00	2.80E+00	4.65E+00	3.95E+00
CPCT02130131T	1.49E+00	1.47E+00	1.77E+00	3.26E+00	2.55E+00
CPCT02220054T	2.09E+00	3.02E+00	2.12E+00	4.25E+00	3.90E+00
CPCT02330075T	2.97E+00	5.44E+00	3.99E+00	4.47E+00	3.64E+00
CPCT02130134T	1.24E+00	2.04E+00	3.59E+00	6.85E+00	5.66E+00
CPCT02130148T	1.94E+00	2.65E+00	2.04E+00	3.88E+00	2.96E+00
CPCT02070381T	1.95E-01	9.89E-01	1.73E+00	3.32E+00	3.01E+00
DRUP01070053T	1.55E+00	2.05E+00	2.72E+00	5.02E+00	4.36E+00
DRUP01060025T	4.30E+00	7.75E+00	6.20E+00	5.18E+01	5.22E+01
DRUP01100007T	2.48E+00	4.57E+00	3.04E+00	3.96E+00	3.05E+00
CPCT02380019T	1.34E+00	2.19E+00	3.30E+00	7.55E+00	6.43E+00
CPCT02020598T	9.19E-01	1.65E+00	1.86E+00	4.63E+00	4.21E+00
DRUP01070059T	5.15E-01	5.74E-01	2.53E+00	3.19E+00	2.11E+00
CPCT02080152T	1.59E+02	2.84E+01	3.04E+01	1.34E+01	1.70E+02
CPCT02070406T	1.01E+00	2.02E+00	3.36E+00	4.30E+00	3.29E+00
CPCT02450002T	2.44E+00	4.54E+00	2.90E+00	5.66E+00	4.79E+00
DRUP01070024T	1.03E+00	1.92E+00	1.77E+00	3.64E+00	3.16E+00
DRUP01060027T	1.98E+00	3.31E+00	2.04E+00	1.45E+01	1.44E+01
CPCT02030381T	8.89E-01	2.15E+00	2.02E+00	6.09E+00	5.82E+00
DRUP01220005T	2.09E+00	2.69E+00	5.78E+00	6.86E+00	3.99E+00
CPCT02370010T	4.23E+00	7.34E+00	6.28E+00	5.18E+01	5.21E+01
CPCT02020623T	2.02E+00	3.11E+00	2.11E+00	3.56E+00	3.07E+00
CPCT02290023T	2.32E+00	4.57E+00	3.12E+00	4.33E+00	3.97E+00
DRUP01010022T	4.58E+02	5.38E+01	6.00E+01	1.55E+01	4.80E+02
CPCT02070159T	9.42E-01	2.83E+00	1.86E+00	4.55E+00	3.53E+00
CPCT02030354T	1.19E+00	1.74E+00	1.23E+00	2.02E+00	1.81E+00
CPCT02020565T	1.28E+00	1.94E+00	1.38E+00	2.36E+00	2.29E+00
CPCT02060114T	1.16E+00	2.03E+00	1.80E+00	4.46E+00	4.25E+00
CPCT02060118T	1.88E+00	1.83E+00	2.73E+00	6.47E+00	5.16E+00
CPCT02220002T	1.24E+00	1.48E+00	1.71E+00	2.53E+00	1.96E+00
DRUP01030002T	1.22E+00	2.48E+00	2.25E+00	3.94E+00	2.88E+00
CPCT02070060T	2.21E+00	3.27E+00	2.32E+00	1.09E+01	1.04E+01
CPCT02030320T	3.99E+00	7.35E+00	5.98E+00	2.86E+00	2.48E+00
CPCT02060035T	1.47E+00	2.54E+00	2.01E+00	2.15E+00	1.58E+00
CPCT02070110T	9.96E-01	2.16E+00	1.87E+00	2.86E+00	2.77E+00
CPCT02020492T	1.45E+00	1.59E+00	1.90E+00	5.46E+00	4.33E+00
CPCT02030327T	1.63E+00	2.16E+00	1.62E+00	1.29E+00	1.28E+00
CPCT02020503T	1.73E+00	2.95E+00	2.51E+00	7.13E+00	6.60E+00
CPCT02380029T	6.75E+02	9.59E+01	5.20E+01	2.50E+01	6.87E+02
CPCT02020636T	1.67E+00	2.51E+00	2.57E+00	7.40E+00	6.80E+00
CPCT02130013T	1.89E+00	3.33E+00	3.25E+00	8.13E+00	8.01E+00
DRUP01110002T	5.49E+02	1.17E+02	1.19E+02	5.74E+01	5.94E+02
WIDE01010639T	1.81E+00	2.84E+00	2.41E+00	2.09E+00	1.78E+00
DRUP01010167T	4.07E+02	4.15E+01	5.37E+01	1.68E+01	4.34E+02
WIDE01010570T	3.79E+00	3.27E+00	2.76E+00	3.37E+00	3.85E+00
