MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
1:Del:C:0	0.00235555	0.03768241	0.11933779	0.03754484	0.03851604	0.00343630	0.03609107	0.01286455
1:Del:C:1	0.00015908	0.00947390	0.16807109	0.02142534	0.01474958	0.00272806	0.00605267	0.00704611
1:Del:C:2	0.00077194	0.00197291	0.14480141	0.00782569	0.00088261	0.00092865	0.00211170	0.00338671
1:Del:C:3	0.00388221	0.00191624	0.05163765	0.00484552	0.00273484	0.00037972	0.00056886	0.00199756
1:Del:C:4	0.00948679	0.00000732	0.03704342	0.00199416	0.00009841	0.00001304	0.00022795	0.00238592
1:Del:C:5	0.03379770	0.00041268	0.01962457	0.00002096	0.00162391	0.00176616	0.00237637	0.00489997
1:Del:T:0	0.00128980	0.01886795	0.03827805	0.05460362	0.03601829	0.00093910	0.01834837	0.01900185
1:Del:T:1	0.00187826	0.00979410	0.03629789	0.04059828	0.01960694	0.00151291	0.01894848	0.00913488
1:Del:T:2	0.00210487	0.00983040	0.02457769	0.04085017	0.01737974	0.00057512	0.01627818	0.00436639
1:Del:T:3	0.01089284	0.01198607	0.02760593	0.02898682	0.01882103	0.00333626	0.02772386	0.00164934
1:Del:T:4	0.03278796	0.00854491	0.01775841	0.01912268	0.01454485	0.00390556	0.01299457	0.00289631
1:Del:T:5	0.67631963	0.02137517	0.00218086	0.00965043	0.00006517	0.01393445	0.07799307	0.01008208
1:Ins:C:0	0.00005451	0.00102627	0.00026104	0.00003275	0.00002643	0.00007199	0.24104035	0.00037898
1:Ins:C:1	0.00004431	0.00146339	0.00516304	0.00465811	0.01005014	0.00181908	0.01183889	0.00931225
1:Ins:C:2	0.00010942	0.00102235	0.00483368	0.00273834	0.00514285	0.00072088	0.00115039	0.00947524
1:Ins:C:3	0.00031675	0.00160994	0.00675396	0.00070886	0.00401639	0.00008686	0.00077304	0.01955193
1:Ins:C:4	0.00254735	0.00218418	0.00672730	0.00044193	0.00311523	0.00000407	0.00100464	0.00668654
1:Ins:C:5	0.01098399	0.02501447	0.00756107	0.00152780	0.00781745	0.00414754	0.00732128	0.00295520
1:Ins:T:0	0.00112980	0.00976960	0.01990817	0.00690793	0.01498432	0.00402870	0.02801565	0.00797033
1:Ins:T:1	0.00000206	0.01085371	0.04650117	0.00736441	0.02070558	0.00644153	0.01161705	0.04407327
1:Ins:T:2	0.00212471	0.00601851	0.05479362	0.00129004	0.00074651	0.00213936	0.00505413	0.03297587
1:Ins:T:3	0.00174215	0.00920139	0.03032040	0.00263119	0.00407509	0.00039034	0.00401379	0.00758113
1:Ins:T:4	0.00319274	0.00997529	0.00888918	0.00369197	0.00420757	0.00227374	0.00621404	0.00341431
1:Ins:T:5	0.12074852	0.61188390	0.03041763	0.03722041	0.00726128	0.06925150	0.25575550	0.02679225
2:Del:R:0	0.00155415	0.00035619	0.00595039	0.01773538	0.00784190	0.08590954	0.01558859	0.02616521
2:Del:R:1	0.00262910	0.00378780	0.01094863	0.00974058	0.00005296	0.19035475	0.00545755	0.00917601
2:Del:R:2	0.00128301	0.00207686	0.01089490	0.00195125	0.00174205	0.04888606	0.00232234	0.00246510
2:Del:R:3	0.00607806	0.00000000	0.00727283	0.00001648	0.00264550	0.01742719	0.00071388	0.00228508
2:Del:R:4	0.00376604	0.00006945	0.00324351	0.00000487	0.00273209	0.00726341	0.00000594	0.00130801
2:Del:R:5	0.01282190	0.00000480	0.00334117	0.00003408	0.01227851	0.00657325	0.00004205	0.00374675
3:Del:R:0	0.00071362	0.00061014	0.00025708	0.01654364	0.00490371	0.00265852	0.00220473	0.01986703
3:Del:R:1	0.00461947	0.01259038	0.00074769	0.01070559	0.01201404	0.02797732	0.00194995	0.01193066
3:Del:R:2	0.00168650	0.00369511	0.00030801	0.00162546	0.00335834	0.00433082	0.00144603	0.00040510
3:Del:R:3	0.00051985	0.00151972	0.00004991	0.00014622	0.00077409	0.00053241	0.00025994	0.00025349
