MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	1.25E-04	6.06E-04	4.79E-04	3.49E-03	1.89E-03	2.78E-03	1.02E-03	1.90E-03	3.96E-03	5.63E-05
1:Del:C:1	3.92E-05	5.18E-04	2.92E-04	1.84E-03	9.82E-04	1.93E-03	5.76E-04	1.20E-03	1.70E-03	3.36E-05
1:Del:C:2	5.25E-05	2.70E-04	1.34E-04	7.91E-04	5.04E-04	9.08E-04	3.64E-04	7.56E-04	8.91E-04	2.77E-05
1:Del:C:3	9.29E-05	1.53E-04	1.09E-04	4.63E-04	5.40E-04	6.80E-04	1.84E-04	7.12E-04	6.17E-04	3.92E-10
1:Del:C:4	3.58E-04	1.33E-04	7.18E-05	7.11E-04	1.11E-03	1.01E-03	1.70E-04	4.23E-04	5.33E-04	3.49E-10
1:Del:C:5	9.70E-04	1.50E-04	6.48E-05	8.88E-04	2.19E-03	8.98E-04	4.28E-04	9.53E-04	1.72E-03	2.44E-05
1:Del:T:0	7.79E-05	5.14E-04	3.15E-04	1.58E-03	1.32E-03	1.88E-03	6.36E-04	1.35E-03	2.27E-03	4.51E-05
1:Del:T:1	8.72E-05	3.23E-04	1.68E-04	1.03E-03	1.02E-03	1.36E-03	4.75E-04	8.61E-04	1.66E-03	2.90E-05
1:Del:T:2	1.17E-04	4.28E-04	2.13E-04	1.29E-03	9.86E-04	1.44E-03	3.25E-04	1.04E-03	1.60E-03	3.22E-05
1:Del:T:3	6.61E-04	3.51E-04	2.77E-04	2.11E-03	1.85E-03	1.48E-03	1.66E-04	1.59E-03	2.38E-03	3.44E-05
1:Del:T:4	1.99E-03	3.41E-04	2.67E-04	6.52E-03	5.13E-03	2.19E-03	3.34E-47	3.30E-03	3.20E-03	7.60E-05
1:Del:T:5	3.89E-03	2.38E-03	5.79E-04	1.67E-05	8.54E-03	2.54E-03	4.40E-03	1.82E-03	2.63E-02	1.84E-04
1:Ins:C:0	6.39E-05	1.61E-04	2.48E-04	2.66E-03	4.54E-03	4.36E-03	4.56E-04	3.02E-03	8.31E-03	3.40E-05
1:Ins:C:1	8.50E-06	1.64E-08	4.11E-05	1.51E-08	4.15E-08	1.79E-05	2.45E-06	6.32E-08	4.68E-06	2.14E-03
1:Ins:C:2	1.03E-05	2.49E-05	4.04E-05	8.25E-06	2.43E-05	7.89E-06	1.45E-04	1.30E-04	7.10E-05	1.16E-03
1:Ins:C:3	2.41E-05	9.80E-05	3.17E-05	9.72E-05	2.92E-04	5.98E-04	1.55E-04	2.22E-04	4.82E-04	2.98E-04
1:Ins:C:4	1.87E-04	1.31E-04	2.92E-05	5.75E-04	1.50E-03	1.12E-04	1.44E-04	5.63E-04	6.79E-04	1.86E-04
1:Ins:C:5	7.19E-04	1.38E-03	6.58E-05	1.76E-03	1.10E-02	5.95E-05	1.20E-03	2.51E-03	3.84E-03	1.37E-04
1:Ins:T:0	5.27E-05	1.77E-04	1.08E-04	9.61E-04	1.37E-03	1.43E-03	6.16E-04	7.57E-04	2.52E-03	3.01E-05
1:Ins:T:1	8.24E-06	4.17E-04	3.38E-05	9.36E-04	5.73E-04	6.11E-03	3.10E-04	5.61E-04	5.51E-03	3.37E-03
1:Ins:T:2	7.48E-05	1.78E-04	3.26E-05	4.90E-04	5.39E-04	5.35E-04	2.32E-04	6.47E-04	1.51E-03	9.96E-04
1:Ins:T:3	4.79E-05	1.66E-04	5.76E-05	4.06E-04	4.51E-04	1.25E-03	1.40E-04	4.08E-04	9.54E-04	4.90E-04
1:Ins:T:4	1.58E-04	4.15E-04	8.97E-05	4.83E-04	1.26E-03	4.87E-04	4.61E-05	7.14E-04	7.21E-04	4.17E-04
1:Ins:T:5	3.13E-03	8.79E-03	1.95E-03	2.00E-03	1.84E-02	6.26E-03	9.96E-03	9.64E-03	1.29E-02	9.28E-04
2:Del:R:0	8.62E-05	1.81E-04	1.48E-04	8.60E-04	7.60E-04	1.13E-03	3.49E-04	8.84E-04	9.39E-04	8.35E-11
2:Del:R:1	1.42E-04	5.13E-04	1.55E-04	1.34E-03	1.38E-03	2.44E-03	5.70E-04	1.20E-03	8.03E-04	5.68E-05
2:Del:R:2	7.20E-05	1.08E-04	7.04E-05	4.56E-04	2.55E-04	7.10E-04	2.26E-04	5.65E-04	2.06E-04	2.12E-05
2:Del:R:3	7.64E-04	6.02E-05	3.11E-05	1.32E-04	1.36E-03	5.19E-04	2.45E-04	5.74E-04	8.55E-04	6.18E-10
2:Del:R:4	3.33E-04	3.26E-05	1.10E-05	4.90E-05	4.74E-04	6.94E-05	1.80E-04	4.06E-04	3.40E-04	5.77E-10
2:Del:R:5	6.68E-04	1.13E-03	2.35E-09	2.09E-10	1.39E-03	0.00E+00	3.12E-04	4.57E-03	6.58E-04	3.48E-10
3:Del:R:0	4.65E-05	3.98E-05	1.06E-04	3.61E-04	3.52E-04	5.66E-04	1.97E-04	3.83E-04	4.51E-04	1.66E-05
3:Del:R:1	7.78E-05	5.20E-04	1.34E-04	1.22E-03	1.06E-03	2.77E-03	3.53E-04	1.76E-03	6.58E-04	3.11E-05
3:Del:R:2	6.42E-05	9.18E-05	3.48E-05	4.09E-04	2.72E-04	9.49E-04	1.48E-04	5.74E-04	2.36E-04	1.90E-05
3:Del:R:3	1.75E-05	1.09E-04	1.07E-05	5.71E-05	1.36E-04	2.05E-04	6.20E-05	5.03E-04	1.83E-04	1.67E-05
3:Del:R:4	1.88E-08	5.55E-04	3.55E-06	3.37E-08	7.10E-04	4.02E-08	4.29E-06	2.05E-03	3.56E-08	6.98E-10
3:Del:R:5	6.97E-06	7.15E-04	4.08E-10	8.96E-06	9.25E-04	2.77E-06	1.79E-06	2.62E-03	2.16E-06	7.87E-10
4:Del:R:0	2.42E-05	2.52E-05	8.36E-05	3.68E-04	2.61E-04	4.98E-04	2.11E-04	3.27E-04	3.52E-04	5.87E-10
4:Del:R:1	6.34E-05	3.04E-04	1.10E-04	1.15E-03	8.04E-04	2.49E-03	3.07E-04	1.25E-03	7.10E-04	2.71E-05
4:Del:R:2	4.26E-05	2.23E-05	2.35E-05	2.86E-04	2.67E-04	6.47E-04	1.74E-04	4.04E-04	3.61E-04	6.04E-10
4:Del:R:3	5.87E-05	2.90E-04	2.46E-05	9.44E-05	3.24E-04	2.65E-04	1.00E-04	1.09E-03	1.42E-04	5.88E-10
4:Del:R:4	5.31E-06	2.92E-04	9.05E-06	2.38E-06	4.24E-04	1.15E-07	1.55E-05	1.16E-03	7.02E-06	6.23E-10
4:Del:R:5	1.81E-05	1.40E-04	1.01E-05	2.90E-05	1.18E-04	6.33E-05	4.67E-05	4.98E-04	9.10E-05	6.70E-10
5:Del:R:0	2.49E-06	4.79E-04	9.28E-04	2.86E-03	2.03E-03	5.99E-03	2.10E-03	2.20E-03	3.56E-03	4.82E-05
5:Del:R:1	1.38E-05	9.21E-05	8.10E-05	4.67E-04	3.12E-04	8.91E-04	3.21E-04	5.29E-04	4.69E-04	3.01E-05
5:Del:R:2	1.36E-05	9.25E-05	2.82E-05	1.07E-04	8.11E-05	1.47E-04	8.75E-05	3.24E-04	1.53E-04	6.01E-10
5:Del:R:3	1.64E-05	3.34E-05	1.12E-05	2.41E-05	5.74E-05	6.78E-05	4.35E-05	3.12E-04	4.69E-05	7.04E-10
