Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
SP1086	31	88	206	56	71	3
SP1003	77	159	173	66	173	0
SP1677	27	103	361	65	76	0
SP1305	62	179	364	1054	121	46
SP963	25	101	239	97	68	0
SP1144	21	66	212	68	20	2
SP1132	37	77	655	69	0	2
SP1712	0	204	54	9	34	7
SP1114	14	132	431	1	0	0
SP1431	22	278	30	22	44	0
SP975	41	202	2	975	116	23
SP1059	85	112	602	80	218	6
SP1419	168	211	81	64	255	0
SP1009	10	153	175	47	110	14
SP1724	14	73	157	25	24	0
SP96136	91	119	342	472	124	4
SP967	44	182	44	15	8	0
SP1781	41	487	204	38	43	3
SP1174	367	470	6	56	119	0
SP953	119	203	465	9	84	12
SP1377	0	228	85	35	32	1
SP1365	28	247	182	184	117	0
SP1491	67	154	51	357	27	0
CPCT02060013T	144	51	191	826	340	118
CPCT02100026T	113	138	134	76	17	95
CPCT02070020T	264	336	224	151	269	120
CPCT02030269T	41	146	30	54	69	92
CPCT02010944TIII	92	142	264	44	121	56
CPCT02020867T	77	153	112	408	305	176
CPCT02070272T	427	707	208	981	92	261
CPCT02020648T	79	133	362	104	88	98
CPCT02020362T	91	577	243	56	103	187
CPCT02440020T	35	937	110	127	53	79
CPCT02210077T	192	408	422	27	61	66
CPCT02070445T	235	302	143	17	116	61
CPCT02020894T	151	209	166	50	106	39
CPCT02020896T	179	60	119	18	105	46
CPCT02140101T	62	591	881	82	249	128
CPCT02210040T	256	473	11	0	332	39
DRUP01010020T	61986	11159	644	0	178	196
CPCT02020902T	195	181	160	537	166	144
CPCT02070443T	259	247	78	43	172	64
CPCT02080295T	231	836	21	28	467	64
CPCT02020916T	154	34	520	56	126	77
CPCT02020915T	86	265	49	21	76	63
CPCT02160036T	56	200	12	66	66	166
CPCT02120184T	131	135	305	314	225	30
CPCT02050315T	10	123	101	18	85	134
CPCT02120182T	67	207	159	63	68	66
CPCT02020940T	6	69	102	67	211	40
CPCT02010712T	404	1193	0	51	186	259
CPCT02070294T	87	100	26	48	142	198
CPCT02070299T	465	339	629	63	0	201
CPCT02050437T	296	832	209	79	85	93
CPCT02050436T	121	55	1355	106	0	125
CPCT02020952T	302	334	178	45	171	60
CPCT02020642TII	435	272	450	1792	303	335
CPCT02020958T	71	71	627	22	0	80
CPCT02020684T	9	1	39	89	0	161
WIDE01010111T	43	374	513	225	105	59
CPCT02020958TII	78	85	620	22	0	87
CPCT02020972T	624	589	426	98	56	170
