Samples	ID83A	ID83B	ID83C	ID83D
SP127630	778	333	65	32
SP127634	365	306	727	51
SP127636	532	475	203	28
SP127628	326	225	79	0
SP127640	669	323	167	5
SP127638	491	1002	147	16
SP127632	1551	271	270	14
SP59388	170	153	45	1
SP116649	443	382	195	0
SP59416	245	139	102	4
SP124977	550	168	76	8
SP59356	185	104	113	3
SP116612	536	146	186	0
SP116659	171	412	285	1
SP116668	746	447	580	0
SP116630	1235	250	31	0
SP59412	586	294	187	1
SP116686	160	67	143	0
SP116694	477	238	214	6
SP116712	46	40	31	0
SP116726	386	461	197	15
SP116723	111	36	102	0
SP59276	40	95	43	0
SP116703	104	24	98	0
SP59312	610	517	146	10
SP116701	343	251	228	5
SP59296	93	130	36	2
SP59280	194	213	75	0
SP59344	47	109	56	3
SP59460	242	407	167	4
SP59404	109	144	22	0
SP116709	159	150	116	14
SP59448	2028	1170	160	0
SP116614	501	573	208	3
SP59464	156	35	92	3
SP59364	155	157	285	0
SP116663	1113	654	100	33
SP59444	81	72	124	0
SP116690	966	554	281	22
SP59270	67	66	32	0
SP59352	181	252	209	2
SP116652	115	49	21	0
SP116715	2408	749	245	40
SP116718	282	119	175	8
SP116720	96	49	105	0
SP59284	272	182	1	5
SP116618	171	72	135	3
SP59436	21	1	39	0
SP116645	352	706	256	0
SP59320	124	71	133	0
SP116672	55	14	54	0
SP116635	126	139	137	0
SP59328	112	113	46	3
SP116627	143	48	75	1
SP116725	71	60	25	0
SP59292	111	65	104	0
SP116683	211	244	198	14
SP59372	53	0	77	14
SP116610	365	352	359	42
SP116638	83	131	111	0
SP59336	127	51	16	5
SP124971	783	525	224	0
SP116665	80	9	54	0
SP116674	233	272	160	2
SP116657	859	738	384	0
SP116670	1066	0	115	23
SP116642	621	283	287	28
SP116606	176	19	216	19
SP116604	136	69	156	5
SP59376	68	44	27	6
SP59272	75	165	37	2
SP124969	952	476	290	27
SP116608	65	9	57	0
SP59396	123	101	16	6
SP116688	113	137	61	1
SP59392	62	135	16	0
SP59456	265	198	181	0
SP59348	172	85	132	0
SP59300	394	74	278	33
SP59340	134	113	118	0
SP59380	29	28	73	0
SP59440	564	92	71	31
SP59428	41	46	82	6
SP59400	1068	59	271	23
SP116624	319	153	95	2
SP59432	73	61	147	1
SP59452	864	284	213	25
SP116679	40	10	53	0
SP116676	1537	15	320	0
SP59360	652	183	0	1
SP59384	225	235	43	0
SP59332	98	68	52	0
SP116616	382	200	170	3
SP124981	260	112	103	0
SP59368	845	265	292	31
SP116648	1100	863	285	0
SP59420	58	61	110	5
SP116706	234	190	275	0
SP116654	166	137	145	3
SP59308	158	112	85	0
SP59288	716	77	39	15
SP116622	116	32	60	4
SP59316	137	82	98	0
SP59324	81	63	111	4
SP116697	7418	1007	865	94
SP59304	1427	1184	707	92
SP116620	1364	314	331	0
SP13289	7	15	41	3
SP116742	0	11	38	0
SP115134	0	11	27	6
SP96884	5	13	42	9
SP13385	4	25	157	0
SP13291	19	19	94	2
SP13514	82	43	34	11
SP115117	31	12	10	9
SP115114	95	69	48	2
SP13279	19	18	58	2
SP13487	8	24	54	0
SP13361	77	38	63	0
SP13421	110	25	34	7
SP116738	19	6	75	2
SP13293	1	15	87	0
SP13281	44	24	22	3
SP13677	6	12	68	6
SP13399	16	11	81	0
SP116732	57	28	50	3
SP115073	2	23	38	4
SP13307	6	22	99	7
SP13299	48	43	119	7
SP13481	14	8	57	2
SP116780	11	10	96	0
SP13433	41	2	76	0
SP115064	50	46	64	0
SP13359	18	2	69	6
SP116734	134	9	40	3
SP116770	28	13	32	5
SP13323	15	11	69	0
SP13367	106	71	56	9
SP96882	27	14	165	13
SP13283	4	15	42	2
SP116728	15	15	63	0
SP13478	5	6	49	0
SP116744	23	14	64	18
SP115093	125	22	78	1
SP13315	0	10	24	0
SP13331	78	14	72	0
SP115108	110	33	53	0
SP116752	6	15	103	0
SP115085	7	12	104	0
SP115102	18	21	69	7
SP13379	5	30	74	0
SP116750	75	42	61	7
SP115125	4	14	46	0
SP115089	62	45	56	4
SP13297	11	31	81	0
SP13339	6	12	42	0
SP13671	7	15	113	0
SP116776	18	4	64	1
SP13683	57	19	14	0
SP116758	104	17	24	11
SP116782	135	31	58	0
SP13317	4	31	67	1
SP115128	40	39	17	0
SP116754	55	30	27	9
SP116766	151	105	89	5
SP116748	43	84	93	7
SP115070	18	10	69	0
SP115131	27	33	31	1
SP115097	20	16	75	13
SP115060	77	18	51	0
SP13594	63	61	35	0
SP96834	32	31	71	3
SP115057	6	20	128	0
SP116768	61	38	30	8
SP13442	72	49	73	0
SP13325	5	31	23	0
SP116736	16	16	72	1
SP13619	27	27	72	0
SP115111	90	82	109	0
SP116760	41	21	46	9
SP13311	6	14	66	4
SP13509	24	11	58	0
SP13539	8	14	48	8
SP13624	5	13	90	1
SP116746	64	25	14	11
SP13490	5	22	100	2
SP116774	24	19	55	0
SP115105	11	20	61	7
SP13278	1	26	66	0
SP116756	67	86	69	5
SP13319	3	8	26	0
SP13280	76	20	41	0
SP13363	0	33	49	2
SP13347	9	24	74	4
SP116730	70	27	59	5
SP13365	6	13	54	4
SP115099	64	65	34	0
SP116764	21	16	51	4
SP116772	36	5	72	2
SP96888	3	16	28	3
SP13327	37	25	79	1
SP116740	100	22	51	1
CPCT02150038T	235	359	133	100
CPCT02040203T	0	0	0	87
CPCT02300038T	780	438	76	306
WIDE01010265T	636	375	113	135
CPCT02310012T	1012	987	140	374
CPCT02080232T	1500	1091	51	295
CPCT02180068T	2434	3087	88	562
CPCT02290041T	290	1122	255	181
CPCT02040278T	508	465	207	156
CPCT02310017T	1795	1930	0	566
CPCT02150022T	90	48	37	106
CPCT02150026T	1504	731	26	301
CPCT02150030T	213	1229	84	201
CPCT02180037T	418	310	32	351
CPCT02150033T	126	132	0	300
CPCT02230051T	58	62	68	90
CPCT02340030T	304	0	628	434
CPCT02340031T	1019	301	79	172
CPCT02230066T	388	101	0	232
CPCT02180043T	397	375	0	547
CPCT02120032T	109	11629	0	164
CPCT02300023T	191	239	135	200
CPCT02180001T	1217	1001	144	254
CPCT02330016T	1119	768	73	126
CPCT02180015T	254	224	96	47
WIDE01010545T	1788	934	0	262
