Samples	ID83A	ID83B	ID83C	ID83D
SP127630	4.89E+00	4.21E+00	2.33E+00	1.26E+00
SP127634	3.28E+00	3.35E+00	3.39E+00	1.47E+00
SP127636	3.79E+00	3.52E+00	2.15E+00	9.52E-01
SP127628	3.03E+00	2.72E+00	1.64E+00	4.24E-01
SP127640	4.07E+00	3.79E+00	2.20E+00	5.79E-01
SP127638	5.00E+00	4.35E+00	2.14E+00	6.03E-01
SP127632	6.40E+00	5.16E+00	3.79E+00	8.78E-01
SP59388	2.28E+00	2.16E+00	1.09E+00	3.50E-01
SP116649	3.59E+00	3.28E+00	1.91E+00	0.00E+00
SP59416	2.50E+00	2.21E+00	1.41E+00	3.02E-01
SP124977	3.20E+00	3.16E+00	1.75E+00	7.50E-01
SP59356	2.23E+00	1.88E+00	1.36E+00	6.71E-02
SP116612	3.42E+00	2.70E+00	1.91E+00	0.00E+00
SP116659	2.81E+00	3.07E+00	2.03E+00	7.15E-01
SP116668	4.46E+00	4.65E+00	2.83E+00	4.96E-01
SP116630	5.72E+00	5.32E+00	1.95E+00	0.00E+00
SP59412	3.60E+00	3.02E+00	1.94E+00	3.64E-01
SP116686	1.92E+00	1.54E+00	1.30E+00	0.00E+00
SP116694	3.77E+00	3.34E+00	1.80E+00	7.23E-01
SP116712	1.51E+00	1.39E+00	7.89E-01	3.18E-01
SP116726	3.47E+00	3.31E+00	2.26E+00	7.51E-01
SP116723	1.55E+00	1.17E+00	1.13E+00	3.50E-01
SP59276	1.44E+00	1.34E+00	8.08E-01	1.00E-02
SP116703	1.56E+00	1.24E+00	1.03E+00	8.11E-02
SP59312	3.65E+00	3.40E+00	2.30E+00	7.75E-01
SP116701	2.81E+00	2.39E+00	1.91E+00	4.75E-01
SP59296	1.63E+00	1.41E+00	7.65E-01	5.19E-01
SP59280	2.66E+00	2.52E+00	1.31E+00	3.01E-01
SP59344	1.50E+00	1.41E+00	9.64E-01	3.39E-01
SP59460	2.81E+00	2.83E+00	1.73E+00	3.49E-01
SP59404	1.75E+00	1.52E+00	8.23E-01	0.00E+00
SP116709	2.09E+00	1.75E+00	1.55E+00	7.70E-01
SP59448	1.01E+01	8.66E+00	4.29E+00	3.63E-01
SP116614	3.61E+00	3.40E+00	2.24E+00	1.58E-01
SP59464	1.75E+00	1.44E+00	9.44E-01	0.00E+00
SP59364	2.34E+00	2.16E+00	1.79E+00	0.00E+00
SP116663	6.06E+00	5.63E+00	2.64E+00	1.13E+00
SP59444	1.75E+00	1.46E+00	1.15E+00	0.00E+00
SP116690	5.38E+00	4.96E+00	3.06E+00	1.16E+00
SP59270	1.33E+00	1.08E+00	7.76E-01	0.00E+00
SP59352	2.69E+00	2.54E+00	1.68E+00	4.96E-01
SP116652	1.42E+00	1.28E+00	6.68E-01	1.51E-01
SP116715	9.84E+00	9.07E+00	4.59E+00	1.07E+00
