MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
1:Del:C:0	1.07E-03	9.47E-04	1.60E-03	2.87E-03	3.97E-03	6.41E-03	5.96E-03	2.09E-03	4.77E-03	1.43E-03	3.33E-03	5.24E-03	5.67E-03	4.12E-03
1:Del:C:1	5.72E-04	8.82E-04	7.08E-04	1.47E-03	1.80E-03	3.23E-03	3.30E-03	1.30E-03	2.65E-03	6.82E-04	2.50E-03	4.26E-03	2.76E-03	2.30E-03
1:Del:C:2	1.56E-04	3.95E-04	3.77E-04	1.49E-03	1.22E-03	2.02E-03	2.45E-03	6.35E-04	1.29E-03	3.77E-04	1.76E-03	1.98E-03	1.54E-03	1.49E-03
1:Del:C:3	9.04E-04	5.91E-04	3.52E-04	7.32E-04	9.62E-04	1.40E-03	8.74E-04	9.29E-04	1.49E-03	9.85E-05	9.05E-04	1.77E-03	2.46E-03	1.62E-03
1:Del:C:4	7.78E-04	3.67E-04	1.81E-04	7.76E-04	8.12E-04	1.37E-03	1.05E-03	3.49E-04	9.06E-04	4.26E-04	7.67E-04	1.82E-03	2.82E-03	1.21E-03
1:Del:C:5	2.58E-03	2.06E-03	3.78E-04	1.84E-03	2.34E-03	5.92E-04	1.07E-03	1.40E-04	1.28E-03	7.29E-04	4.65E-04	3.94E-03	9.61E-03	3.27E-03
1:Del:T:0	6.48E-04	1.95E-03	1.00E-03	3.51E-03	3.94E-03	6.74E-03	8.15E-03	1.09E-03	2.99E-03	1.39E-03	4.26E-03	4.19E-03	5.96E-03	2.89E-03
1:Del:T:1	3.36E-04	3.29E-04	7.35E-04	9.90E-04	1.84E-03	3.70E-03	4.09E-03	8.19E-04	9.48E-04	1.15E-03	9.43E-03	1.88E-03	2.91E-03	1.21E-03
1:Del:T:2	4.21E-04	1.03E-03	5.90E-04	1.25E-03	1.66E-03	3.92E-03	4.04E-03	6.31E-04	1.94E-03	5.22E-04	2.72E-03	3.80E-03	2.77E-03	3.16E-03
1:Del:T:3	1.32E-03	9.72E-04	1.21E-03	1.67E-03	2.23E-03	4.72E-03	3.92E-03	1.33E-03	2.87E-03	6.58E-04	2.77E-03	3.94E-03	4.68E-03	2.74E-03
1:Del:T:4	1.76E-03	1.81E-03	2.07E-03	2.81E-03	4.54E-03	6.21E-03	4.28E-03	1.62E-03	3.63E-03	2.27E-04	1.72E-03	2.98E-03	6.84E-03	3.21E-03
1:Del:T:5	1.04E-02	7.14E-03	1.13E-02	1.66E-02	2.35E-02	5.30E-03	5.27E-03	4.18E-03	4.18E-03	1.06E-03	1.74E-03	2.85E-03	1.33E-02	1.16E-02
1:Ins:C:0	1.47E-03	2.45E-04	9.48E-04	4.35E-03	4.75E-03	3.31E-03	3.94E-03	2.18E-04	4.82E-04	9.05E-04	2.85E-03	1.43E-03	7.13E-03	4.60E-03
1:Ins:C:1	1.86E-04	1.63E-04	3.43E-04	4.55E-04	8.58E-04	6.33E-04	1.11E-03	1.93E-04	6.55E-04	4.37E-04	6.16E-04	1.00E-03	1.08E-03	6.07E-04
1:Ins:C:2	4.74E-05	2.25E-04	8.29E-05	2.16E-04	3.30E-04	6.49E-04	8.21E-04	2.34E-04	5.15E-04	2.67E-04	5.71E-04	9.33E-04	5.45E-04	5.66E-04
1:Ins:C:3	1.51E-04	8.96E-05	1.49E-04	3.39E-04	3.71E-04	2.53E-04	4.24E-04	1.40E-04	2.66E-04	3.86E-04	6.43E-04	4.16E-04	9.05E-04	3.80E-04
1:Ins:C:4	2.96E-04	2.11E-04	3.35E-04	4.10E-04	5.49E-04	4.25E-04	4.06E-04	3.49E-04	6.91E-04	2.75E-04	1.62E-04	6.49E-04	8.87E-04	5.77E-04
1:Ins:C:5	1.38E-03	1.72E-03	2.08E-03	2.16E-03	2.27E-03	1.01E-03	1.37E-03	6.10E-04	2.01E-03	8.85E-04	6.02E-04	2.67E-03	3.73E-03	3.58E-03
1:Ins:T:0	8.02E-04	6.35E-04	9.24E-04	2.00E-03	1.63E-03	1.68E-03	1.79E-03	2.89E-04	2.09E-03	7.34E-04	2.69E-03	2.02E-03	3.18E-03	2.48E-03
1:Ins:T:1	8.62E-05	4.18E-04	2.52E-04	8.67E-04	9.39E-04	2.18E-03	1.53E-03	5.63E-04	2.50E-03	5.36E-04	2.10E-03	2.80E-03	1.52E-03	1.77E-03
