Samples	ID83A	ID83B
SP23435	6.51E-01	6.51E-01
SP112829	5.12E-01	5.12E-01
SP112947	7.13E-01	7.13E-01
SP112985	4.46E-01	4.46E-01
SP112925	8.06E-01	8.06E-01
SP112937	5.91E-01	5.92E-01
SP112989	2.92E-01	2.92E-01
SP111145	8.98E-01	8.98E-01
SP111143	6.24E-01	6.24E-01
SP125584	1.88E-01	1.89E-01
SP111144	7.82E-01	7.82E-01
SP116296	1.39E-01	1.39E-01
SP116254	7.02E-01	7.02E-01
SP116256	6.69E-01	6.68E-01
SP116274	5.07E-01	5.07E-01
SP116259	5.19E-01	5.18E-01
SP116290	2.56E-01	2.56E-01
SP116258	5.63E-01	5.63E-01
SP116261	0.00E+00	0.00E+00
SP23463	1.48E-01	1.48E-01
SP116268	2.86E-01	2.86E-01
SP23471	3.67E-01	3.68E-01
SP116266	3.73E-01	3.73E-01
SP116264	4.63E-01	4.63E-01
SP116269	3.95E-01	3.95E-01
SP116275	5.45E-01	5.45E-01
SP23447	3.73E-01	3.73E-01
SP116255	7.27E-01	7.27E-01
SP23455	3.99E-01	3.99E-01
SP23475	4.30E-01	4.31E-01
SP116227	7.18E-01	7.18E-01
SP116226	2.63E-01	2.64E-01
SP23443	6.76E-01	6.76E-01
SP116260	5.16E-01	5.16E-01
SP116280	9.04E-01	9.04E-01
SP116224	3.48E-01	3.49E-01
SP116249	0.00E+00	0.00E+00
SP116232	1.26E-01	1.25E-01
SP116251	2.14E-01	2.14E-01
SP116272	5.79E-01	5.79E-01
SP116286	2.77E-01	2.77E-01
SP116282	3.47E-01	3.46E-01
SP116288	2.36E-01	2.36E-01
SP23467	3.87E-01	3.86E-01
SP116263	2.49E-01	2.51E-01
SP116292	3.44E-01	3.44E-01
SP116248	2.13E-01	2.13E-01
SP116276	1.10E-01	1.10E-01
SP116265	6.45E-01	6.45E-01
SP116267	5.44E-01	5.44E-01
SP116253	4.10E-01	4.10E-01
SP23481	2.38E-01	2.34E-01
SP116233	5.43E-01	5.44E-01
SP116284	6.24E-01	6.25E-01
SP116270	2.07E-01	2.06E-01
SP116257	5.11E-01	5.11E-01
SP116298	1.92E-01	1.92E-01
SP116294	0.00E+00	0.00E+00
SP23439	5.55E-01	5.54E-01
SP23483	0.00E+00	0.00E+00
SP116262	3.77E-01	3.78E-01
SP116228	7.64E-01	7.64E-01
SP116222	3.47E-01	3.47E-01
SP23451	4.52E-01	4.52E-01
SP116247	5.87E-01	5.87E-01
SP116225	2.32E-01	2.32E-01
SP116273	5.58E-01	5.60E-01
SP116221	3.41E-01	3.42E-01
SP116271	2.14E-01	2.14E-01
SP23459	3.05E-01	3.05E-01
SP23479	5.05E-01	5.05E-01
SP116223	3.92E-01	3.93E-01
SP116229	1.20E+00	1.20E+00
SP23477	2.46E-01	2.46E-01
SP116252	5.36E-01	5.36E-01
SP116278	0.00E+00	0.00E+00
SP23431	2.08E+00	2.08E+00
SP116231	4.09E-01	4.09E-01
SP116250	1.77E-01	1.77E-01
SP112815	7.52E-01	7.52E-01
SP112799	3.88E-01	3.88E-01
SP112835	4.02E-01	4.02E-01
SP112955	6.33E-01	6.33E-01
SP112807	8.12E-01	8.12E-01
SP112953	1.11E+00	1.11E+00
SP112911	3.90E-01	3.91E-01
SP112847	7.69E-01	7.67E-01
SP112859	7.32E-01	7.32E-01
SP112919	7.53E-01	7.53E-01
SP102652	6.34E-01	6.34E-01
SP112981	6.28E-01	6.28E-01
SP102620	7.87E-01	7.87E-01
SP112987	8.84E-01	8.85E-01
SP112825	7.28E-01	7.28E-01
SP112967	2.50E-01	2.50E-01
SP102622	7.57E-01	7.57E-01
SP112785	5.69E-01	5.69E-01
SP112793	6.87E-01	6.87E-01
SP112963	9.25E-01	9.25E-01
SP112801	8.84E-01	8.84E-01
SP112997	7.19E-01	7.18E-01
SP112973	9.25E-01	9.25E-01
SP112819	1.02E+00	1.02E+00
SP112941	6.65E-01	6.66E-01
SP112965	7.27E-01	7.26E-01
SP112791	8.78E-01	8.77E-01
SP112949	4.20E-01	4.20E-01
SP112857	6.96E-01	6.96E-01
SP112843	8.55E-01	8.55E-01
SP112915	6.39E-01	6.41E-01
SP112837	1.08E+00	1.08E+00
SP112823	6.49E-01	6.49E-01
SP102633	4.07E-01	4.07E-01
SP112899	3.98E-01	3.98E-01
SP112893	5.42E-01	5.42E-01
SP112895	9.43E-01	9.42E-01
SP102626	4.81E-01	4.82E-01
SP112795	6.86E-01	6.86E-01
SP112927	8.84E-01	8.85E-01
SP112779	7.34E-01	7.33E-01
SP112975	8.91E-01	8.91E-01
SP112867	4.97E-01	4.97E-01
SP112903	6.54E-01	6.54E-01
SP112933	5.26E-01	5.26E-01
SP112869	8.75E-01	8.74E-01
SP112999	3.53E-01	3.52E-01
SP112939	4.44E-01	4.44E-01
SP112921	5.54E-01	5.54E-01
SP112901	6.04E-01	6.04E-01
SP112831	5.03E-01	5.03E-01
SP112891	5.65E-01	5.64E-01
SP112775	7.63E-01	7.63E-01
SP112897	7.34E-01	7.34E-01
SP112885	7.82E-01	7.82E-01
SP112789	6.69E-01	6.69E-01
SP102630	1.04E+00	1.04E+00
SP112971	7.62E-01	7.62E-01
SP112821	5.45E-01	5.45E-01
SP112813	0.00E+00	0.00E+00
SP112961	9.74E-01	9.73E-01
SP112977	8.03E-01	8.03E-01
SP112905	8.22E-01	8.23E-01
SP102647	7.67E-01	7.67E-01
SP112873	6.75E-01	6.75E-01
SP112959	5.08E-01	5.10E-01
SP112931	5.18E-01	5.18E-01
SP112865	9.44E-01	9.42E-01
SP113003	5.21E-01	5.21E-01
SP113001	9.76E-01	9.77E-01
SP112879	5.86E-01	5.86E-01
SP112945	6.63E-01	6.63E-01
SP112935	8.66E-01	8.66E-01
SP112863	8.23E-01	8.23E-01
SP112983	9.73E-01	9.73E-01
SP112809	1.16E+00	1.16E+00
SP112923	8.16E-01	8.16E-01
SP112853	6.80E-01	6.79E-01
SP113005	5.32E-01	5.32E-01
