Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
SP53460	1.24E+01	6.80E-01	7.56E+00	3.28E-01	1.25E+01	4.74E+00	2.82E-01	1.16E+00	1.00E+00	6.51E-01
SP50827	1.59E+01	1.28E+00	1.07E+01	1.84E+00	1.63E+01	4.81E+00	3.34E-01	1.24E+00	1.65E+00	5.82E-01
SP50263	1.39E+00	9.43E-01	8.62E-01	1.45E+00	3.47E+00	3.49E+00	0.00E+00	9.56E-01	1.18E+00	5.34E-01
SP50317	2.38E+00	1.21E+00	1.70E+00	1.21E+00	3.79E+00	3.36E+00	0.00E+00	9.85E-01	1.28E+00	3.69E-01
SP54113	4.18E+01	1.52E+00	2.39E+01	1.94E+00	4.06E+01	8.62E+00	3.40E-01	2.55E+00	1.17E+00	2.46E+00
SP50406	2.78E-01	2.00E-02	1.35E-01	1.46E-01	1.81E-01	1.90E-01	0.00E+00	0.00E+00	2.01E-01	2.34E-01
SP51824	5.32E+00	8.01E-01	3.93E+00	1.28E+00	5.95E+00	4.00E+00	0.00E+00	1.17E+00	9.09E-01	9.44E-01
SP55387	3.00E+00	1.14E-01	2.34E+00	4.40E-01	2.59E+00	9.20E-01	0.00E+00	2.36E-01	2.41E-01	2.41E-01
SP52779	1.38E+01	8.62E-01	8.85E+00	1.53E+00	1.31E+01	5.67E+00	3.23E-01	7.38E-01	1.20E+00	1.33E+00
SP55235	3.07E+01	1.24E+00	1.91E+01	1.43E+00	3.10E+01	8.53E+00	0.00E+00	2.18E+00	1.77E+00	4.42E-01
SP50713	3.91E+00	3.12E-01	2.43E+00	5.09E-01	4.59E+00	3.42E+00	0.00E+00	1.20E+00	7.26E-01	3.99E-01
SP50611	1.99E+01	7.73E-01	1.23E+01	1.29E+00	2.07E+01	3.76E+00	1.82E-01	9.89E-01	1.49E+00	1.10E-01
SP50485	7.66E-01	4.05E-01	8.46E-01	6.24E-01	1.04E+00	9.86E-01	0.00E+00	5.77E-01	7.13E-01	1.00E-02
SP51037	7.72E-01	6.51E-01	3.64E-01	9.42E-01	1.73E+00	1.63E+00	0.00E+00	5.51E-01	6.11E-01	2.36E-01
