Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
SP53460	578	9	324	0	209	0	8	49	13	0
SP50827	843	51	475	117	214	82	0	45	99	0
SP50263	35	43	8	185	86	94	0	21	47	1
SP50317	44	130	21	58	147	29	0	35	66	0
SP54113	2471	63	603	44	419	49	15	156	4	49
SP50406	6	0	1	2	0	0	0	0	4	0
SP51824	402	26	134	105	56	130	0	36	11	10
SP55387	157	0	67	6	18	18	0	0	0	0
SP52779	729	24	393	75	185	132	2	1	39	28
SP55235	1734	48	864	60	171	225	0	97	35	0
SP50713	201	1	74	11	27	88	0	29	11	0
SP50611	1007	9	533	57	183	0	3	30	71	0
SP50485	11	9	27	35	18	22	0	10	23	0
SP51037	19	22	0	105	13	48	0	5	18	1
SP55142	2487	210	796	324	1280	0	0	522	209	0
SP53387	548	20	287	18	184	130	0	9	58	49
SP54745	218	80	156	175	209	126	0	15	74	47
SP52284	34	28	22	175	28	75	1	23	44	5
SP53618	1115	0	721	51	224	136	4	46	31	0
SP52232	532	0	232	0	101	4	7	27	22	9
SP50412	14	5	18	24	10	28	0	4	16	0
SP50321	158	0	139	54	75	146	4	8	13	0
SP53548	0	15	0	81	42	59	0	10	32	20
SP55004	0	0	0	4	5	8	0	2	2	0
SP56079	928	1	346	22	80	34	0	27	46	19
SP56168	59	26	45	121	117	106	3	32	79	9
SP54363	585	44	337	223	162	93	3	29	20	15
SP53810	3109	0	1563	0	751	0	0	0	19	0
SP50518	16	12	6	137	59	102	7	25	38	0
SP56303	14	32	17	152	158	205	12	163	51	0
SP55711	4	9	39	132	97	87	0	19	39	0
SP55509	1114	3	632	77	291	0	2	28	30	0
SP55309	5	3	13	7	8	13	1	6	12	1
SP52607	9	0	13	24	32	13	0	7	15	11
SP52667	564	10	244	11	202	25	7	56	61	0
SP51446	57	1	6	141	68	87	4	8	36	1
SP50592	9	7	17	123	40	77	3	8	55	2
SP53073	417	27	102	50	79	150	0	15	32	17
SP56638	662	33	258	171	107	104	5	59	49	61
SP56537	765	127	160	202	297	103	0	23	26	30
SP57586	493	81	144	179	135	136	7	33	77	24
SP56541	763	22	252	7	136	116	6	96	45	35
SP56553	1326	164	377	281	504	27	9	62	62	12
SP56771	130	42	40	264	107	129	7	40	29	0
SP57941	1120	68	640	113	713	0	4	49	124	0
SP57818	850	43	500	63	265	192	9	109	18	0
SP56460	240	89	26	501	191	141	14	148	27	10
SP56474	27	153	45	224	160	35	1	63	46	15
SP56704	1420	80	326	103	0	190	0	4	0	57
SP56533	384	70	65	154	202	95	3	47	75	10
SP56730	746	107	141	228	222	133	7	34	25	53
SP59245	739	38	207	160	214	111	36	408	67	66
SP57024	365	28	103	155	120	62	2	31	51	22
SP57933	906	120	224	193	391	54	25	1456	46	0
SP56754	363	57	101	140	249	79	0	23	57	23
SP56827	679	28	239	22	145	22	0	21	7	0
SP57084	803	114	198	397	270	100	4	70	4	20
SP57538	713	140	68	111	200	265	0	33	50	51
SP57735	838	111	106	54	255	105	0	24	11	43
SP57669	958	82	217	118	305	120	2	80	40	22
SP56566	170	40	104	256	124	55	4	63	33	0
SP56569	547	78	129	112	204	45	0	40	19	43
SP58342	1133	104	402	398	163	106	0	60	26	154
SP58349	617	72	225	82	317	131	12	231	42	105
SP56644	925	117	219	357	216	142	5	110	44	12
SP57629	259	231	53	883	345	57	0	95	99	20
SP56941	28	3	8	114	8	34	0	7	13	5
SP57619	708	37	234	40	230	98	0	109	4	13
SP58245	947	161	272	69	346	135	0	29	0	31
SP57251	673	107	120	254	492	145	5	46	14	24
SP56502	875	126	156	188	310	51	13	55	72	25
SP58668	1133	106	409	191	207	63	5	64	43	73
SP58101	679	140	205	95	276	131	0	37	33	76
SP58991	423	125	173	355	144	111	5	44	77	11
SP56607	386	31	102	181	38	103	0	28	37	11
SP58326	1641	198	458	331	281	112	8	40	16	48
SP57267	1031	118	289	212	219	56	23	109	26	150
SP57066	928	49	279	496	269	113	8	101	37	45
SP57901	397	49	86	383	263	73	4	60	30	12
SP57651	186	31	48	93	160	52	11	78	55	0
SP57450	141	75	26	261	117	44	4	66	60	48
SP57846	805	52	253	195	173	93	0	19	12	30
SP58612	621	77	125	222	95	130	3	110	52	48
SP56821	761	83	160	293	68	91	3	12	19	23
SP58882	210	100	48	227	138	213	0	32	12	47
SP57189	2652	343	763	370	275	137	10	28	14	115
CPCT02020306T	596	0	335	34	166	40	48	1	4	24
CPCT02110002T	784	26	656	141	203	69	71	58	16	65
CPCT02020308T	144	61688	167	6557	0	0	382	0	2708	270
CPCT02020305T	359	54	80	131	117	65	86	33	35	19
CPCT02010356T	290	82	108	158	64	113	70	38	22	25
CPCT02020337T	1330	76	308	168	240	0	68	46	4	50
CPCT02010373T	3495	262	1182	120	335	92	142	55	100	187
CPCT02020343T	26	8	22	113	39	141	65	36	41	27
CPCT02020353T	534	202	269	214	284	2	149	69	38	47
CPCT02020334T	876	87	478	100	125	112	108	29	51	66
CPCT02140018T	1	84	32	166	69	92	147	35	75	14
CPCT02140021T	34	45	15	66	52	90	27	17	77	5
CPCT02040039T	308	50	175	179	114	20	49	11	46	20
CPCT02010409T	299	93	337	191	29	176	126	56	91	66
CPCT02110010T	154	53	46	152	61	41	61	26	34	28
CPCT02070025T	21	2	2	32	2	60	53	0	21	2
CPCT02040045T	1700	111	1075	74	529	24	87	132	60	64
CPCT02040051T	547	245	460	106	242	35	51	44	70	64
CPCT02040054T	371	26	131	203	6	91	101	24	34	31
CPCT02140028T	805	80	250	212	192	90	159	93	105	50
CPCT02011006T	2043	71	1383	123	314	0	148	81	92	433
CPCT02040302T	7	319	32	251	33	19	32	7	38	50
CPCT02011015T	4359	887	2244	359	903	216	167	44	316	395
DRUP01040009T	487	24	204	662	107	61	128	34	44	403
CPCT02011018T	935	91	578	55	193	141	57	22	56	108
CPCT02270045T	164	43	137	191	33	152	28	19	56	48
CPCT02120088T	17	19	4	54	0	71	218	23	32	0
CPCT02011022T	5	31	24	84	56	51	55	48	91	17
CPCT02010722T	661	75	137	147	153	156	126	299	65	55
CPCT02011021T	11	181	68	470	64	55	73	98	144	54
CPCT02011019T	416	61	83	116	249	25	99	181	29	58
CPCT02011008T	99	90	90	78	55	6	12	36	58	38
CPCT02011017T	895	243	387	291	102	121	57	39	11	35
DRUP01010116T	1346	340	604	154	483	346	87	152	105	379
CPCT02011029T	84	253	24	239	68	102	26	25	38	88
CPCT02020887T	15	4	28	19	12	99	41	29	41	29
