MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
1:Del:C:0	4.25E-04	5.82E-04	2.58E-04	3.23E-03	7.56E-04	4.95E-04	3.33E-04	1.15E-03	5.95E-04	2.45E-03	3.03E-03	8.53E-04	4.43E-04
1:Del:C:1	1.86E-04	3.99E-04	2.46E-04	4.01E-03	1.81E-04	5.37E-04	2.08E-04	5.74E-04	4.26E-04	1.12E-03	4.34E-03	5.55E-04	4.06E-04
1:Del:C:2	6.60E-05	2.88E-04	9.24E-05	3.51E-03	8.53E-05	1.92E-04	8.00E-05	2.42E-04	2.23E-04	1.65E-03	3.81E-03	3.44E-04	1.66E-04
1:Del:C:3	1.21E-04	5.62E-04	8.98E-05	1.12E-03	1.13E-04	1.42E-04	2.91E-05	1.93E-04	2.21E-04	6.55E-04	1.39E-03	1.60E-04	1.95E-04
1:Del:C:4	2.81E-04	1.47E-03	7.30E-05	3.10E-03	0.00E+00	9.26E-05	4.62E-05	1.27E-04	1.64E-04	4.88E-04	1.07E-03	1.32E-04	1.36E-04
1:Del:C:5	6.99E-04	3.26E-03	1.53E-04	6.06E-03	3.57E-04	2.79E-04	7.90E-05	7.21E-05	7.50E-05	2.97E-04	4.66E-04	8.28E-05	2.02E-05
1:Del:T:0	3.75E-04	2.39E-04	7.69E-04	4.09E-03	2.06E-03	5.59E-05	3.03E-04	3.51E-03	4.76E-03	7.92E-04	5.87E-03	4.31E-04	8.00E-04
1:Del:T:1	1.53E-04	6.50E-04	1.94E-04	1.68E-03	1.87E-03	2.37E-04	1.73E-04	5.80E-04	2.88E-03	7.31E-04	1.84E-03	3.89E-04	5.13E-04
1:Del:T:2	6.76E-04	2.69E-03	5.29E-04	2.09E-03	1.04E-03	1.91E-03	1.04E-04	3.97E-04	2.02E-03	5.30E-04	1.21E-03	3.56E-04	3.43E-04
1:Del:T:3	1.12E-03	6.06E-03	6.22E-04	4.91E-03	1.86E-03	2.89E-03	9.75E-05	1.67E-04	4.45E-03	5.25E-04	1.63E-03	4.98E-04	1.76E-04
1:Del:T:4	1.43E-03	6.97E-03	9.80E-04	9.14E-03	2.33E-04	3.34E-03	1.85E-04	5.65E-04	3.97E-03	2.90E-04	1.40E-03	1.87E-04	3.75E-04
1:Del:T:5	1.22E-02	2.02E-02	2.49E-03	1.02E-02	8.81E-03	5.96E-03	2.02E-03	9.11E-03	7.09E-03	3.05E-03	2.98E-03	2.13E-03	9.52E-04
1:Ins:C:0	4.09E-05	2.30E-04	4.25E-04	7.19E-05	4.36E-04	1.26E-03	2.41E-03	1.45E-04	4.51E-04	7.53E-04	5.79E-04	1.02E-04	2.78E-04
1:Ins:C:1	7.22E-05	7.01E-05	6.12E-05	1.02E-04	2.58E-04	4.84E-05	1.09E-04	1.94E-04	8.77E-05	1.00E-04	5.50E-04	1.37E-04	1.88E-04
1:Ins:C:2	4.65E-05	3.33E-05	2.93E-05	9.42E-05	6.11E-05	2.57E-05	3.93E-05	1.01E-04	3.66E-05	8.33E-05	2.36E-04	1.09E-04	1.18E-04
1:Ins:C:3	2.69E-05	8.09E-05	5.42E-05	1.69E-04	1.55E-04	3.49E-05	3.48E-05	1.10E-04	6.96E-05	1.15E-04	3.01E-04	6.07E-05	1.13E-04
1:Ins:C:4	7.23E-05	2.23E-04	8.90E-05	5.65E-04	2.29E-04	1.29E-04	3.17E-05	9.50E-05	8.90E-05	8.18E-05	1.74E-04	8.14E-05	1.02E-04
1:Ins:C:5	2.72E-04	3.64E-04	8.34E-04	7.95E-04	1.28E-03	1.46E-03	8.71E-05	5.86E-04	1.67E-04	1.98E-04	5.07E-04	2.56E-04	3.34E-04
1:Ins:T:0	1.21E-04	7.63E-04	1.80E-04	8.96E-04	1.53E-03	2.59E-04	2.28E-04	2.66E-04	2.63E-04	6.54E-04	1.46E-03	2.52E-04	4.42E-04
1:Ins:T:1	1.54E-04	1.12E-04	2.14E-04	2.25E-03	7.37E-04	1.20E-04	2.80E-04	6.57E-04	3.47E-04	1.15E-03	2.59E-03	1.48E-04	3.60E-04
1:Ins:T:2	9.80E-05	4.50E-04	1.59E-04	1.91E-03	6.01E-04	1.46E-04	1.59E-04	2.83E-04	2.29E-04	1.22E-03	2.22E-03	1.67E-04	1.43E-04
1:Ins:T:3	2.31E-04	6.74E-04	2.76E-04	6.97E-04	4.56E-04	5.13E-04	8.76E-05	2.52E-04	3.97E-04	5.27E-04	9.31E-04	6.29E-05	2.53E-04
1:Ins:T:4	6.17E-04	1.73E-03	1.16E-03	1.30E-03	3.93E-04	2.22E-03	1.23E-05	4.82E-05	9.00E-04	2.61E-04	1.14E-03	6.87E-05	5.30E-05
1:Ins:T:5	3.41E-03	2.64E-03	5.46E-03	6.46E-03	1.82E-02	1.31E-02	1.53E-03	7.23E-03	6.75E-03	1.85E-03	1.44E-02	5.07E-03	2.08E-03
2:Del:R:0	3.43E-04	2.94E-04	4.59E-05	4.74E-04	3.14E-04	8.52E-05	1.48E-04	6.66E-04	4.06E-04	1.82E-03	3.08E-04	2.43E-04	3.27E-04
2:Del:R:1	1.12E-03	1.78E-04	2.05E-04	5.18E-04	3.46E-04	8.25E-05	9.94E-05	1.56E-03	6.12E-04	3.44E-04	6.95E-04	2.41E-04	5.11E-04
2:Del:R:2	3.43E-04	1.71E-04	4.85E-05	3.19E-04	1.40E-04	3.30E-05	4.62E-05	4.64E-04	1.41E-04	1.98E-04	3.23E-04	8.71E-05	1.80E-04
2:Del:R:3	4.26E-04	2.02E-03	2.44E-05	3.63E-03	7.38E-05	2.88E-05	0.00E+00	5.80E-05	3.65E-05	9.43E-05	1.30E-04	3.55E-05	1.88E-05
2:Del:R:4	1.61E-04	7.57E-04	4.04E-06	1.38E-03	8.09E-05	1.19E-05	1.64E-06	1.11E-04	2.45E-05	6.66E-05	1.02E-04	3.84E-05	6.98E-05
2:Del:R:5	7.91E-04	3.00E-03	2.83E-06	5.80E-03	2.85E-04	1.00E-05	8.31E-06	2.10E-04	4.37E-05	9.01E-05	1.73E-05	2.60E-05	2.03E-04
3:Del:R:0	7.63E-05	1.80E-04	5.68E-05	4.00E-04	1.07E-04	5.81E-05	3.82E-05	1.67E-04	2.21E-04	1.92E-04	2.82E-04	2.05E-04	9.88E-05
3:Del:R:1	1.01E-03	1.56E-04	2.21E-04	4.22E-04	1.59E-04	1.44E-04	9.26E-05	1.49E-03	4.20E-04	2.76E-04	7.76E-04	1.80E-04	5.00E-04
3:Del:R:2	3.19E-04	7.37E-05	2.79E-05	1.69E-04	4.03E-05	7.60E-06	3.03E-05	4.59E-04	1.14E-04	6.99E-05	1.39E-04	7.22E-05	1.49E-04
3:Del:R:3	7.91E-05	4.37E-05	1.41E-05	8.66E-05	4.92E-05	1.75E-05	1.10E-05	1.26E-04	3.53E-05	3.30E-05	7.81E-05	2.30E-05	6.70E-05
3:Del:R:4	2.85E-05	3.56E-05	8.67E-06	7.51E-05	4.47E-05	8.71E-06	5.17E-06	6.26E-05	1.97E-05	2.28E-05	8.45E-05	2.40E-06	3.57E-05
3:Del:R:5	4.33E-05	1.18E-04	5.85E-06	2.27E-04	3.73E-05	9.54E-06	9.20E-06	6.17E-05	1.70E-05	1.27E-05	2.56E-05	2.82E-05	2.36E-05
4:Del:R:0	6.08E-05	8.01E-05	2.11E-05	1.84E-04	1.19E-04	2.31E-05	2.51E-05	1.28E-04	2.30E-04	5.23E-05	2.20E-04	1.95E-04	1.45E-04
4:Del:R:1	7.42E-04	7.59E-05	4.57E-05	1.90E-04	9.11E-05	2.00E-05	6.23E-05	1.10E-03	2.29E-04	1.39E-04	2.88E-04	1.60E-04	3.05E-04
4:Del:R:2	2.36E-04	9.85E-05	1.08E-05	1.74E-04	1.20E-04	3.62E-06	7.43E-06	3.47E-04	1.05E-04	5.24E-05	1.39E-04	5.87E-05	1.41E-04
4:Del:R:3	9.64E-05	1.59E-04	1.01E-06	3.18E-04	1.11E-04	8.27E-06	1.39E-05	1.52E-04	4.48E-05	1.98E-05	7.05E-05	5.65E-05	5.35E-05
4:Del:R:4	2.66E-05	3.69E-05	2.88E-06	7.00E-05	6.04E-05	6.15E-06	5.18E-06	5.19E-05	3.20E-05	1.94E-05	7.55E-05	1.69E-05	4.88E-05
4:Del:R:5	3.01E-05	9.13E-05	2.56E-06	1.85E-04	5.65E-05	2.72E-06	2.40E-06	3.90E-05	1.04E-05	6.96E-06	3.37E-05	2.07E-05	8.67E-06
5:Del:R:0	2.66E-05	2.39E-05	1.69E-04	2.51E-04	2.90E-04	2.19E-05	5.78E-06	5.54E-04	6.08E-04	1.57E-04	1.24E-03	1.09E-03	1.04E-03
5:Del:R:1	2.80E-04	1.72E-04	6.47E-05	9.01E-05	3.84E-04	4.26E-05	4.89E-05	4.14E-04	1.50E-04	9.38E-05	4.65E-04	1.64E-04	2.13E-04
5:Del:R:2	6.92E-05	6.77E-05	1.07E-05	5.41E-05	1.24E-04	3.24E-05	7.90E-06	1.19E-04	1.33E-05	4.63E-05	6.94E-05	5.32E-05	8.72E-05
5:Del:R:3	2.74E-05	2.44E-05	3.30E-06	3.98E-05	4.02E-05	3.68E-06	1.83E-06	5.61E-05	1.43E-05	1.85E-06	2.10E-05	1.33E-05	5.09E-05
5:Del:R:4	1.12E-05	1.06E-05	5.69E-07	2.04E-05	1.70E-06	2.77E-06	1.54E-06	1.96E-05	9.76E-06	3.14E-06	7.09E-06	0.00E+00	0.00E+00
5:Del:R:5	7.42E-06	9.10E-06	1.47E-08	1.84E-05	9.21E-06	1.95E-07	2.45E-06	1.56E-05	0.00E+00	5.27E-06	1.47E-06	7.89E-07	8.61E-06
2:Ins:R:0	8.58E-05	1.07E-03	1.84E-04	3.00E-04	2.14E-03	2.54E-04	1.80E-04	2.34E-04	1.10E-04	1.72E-04	7.88E-04	2.97E-04	4.54E-04
2:Ins:R:1	7.17E-05	1.42E-04	8.05E-05	1.29E-04	3.31E-04	5.41E-05	4.01E-05	2.59E-04	1.58E-04	1.27E-04	6.74E-04	1.23E-04	2.10E-04
2:Ins:R:2	2.67E-05	7.03E-05	5.78E-05	1.11E-04	1.36E-04	7.66E-05	1.14E-05	1.44E-04	1.85E-04	7.27E-05	2.92E-04	6.88E-05	7.77E-05
2:Ins:R:3	4.60E-05	1.25E-04	4.16E-05	1.97E-04	1.96E-04	6.44E-05	1.93E-05	8.01E-05	1.03E-04	7.13E-05	8.28E-05	8.10E-05	1.00E-04
2:Ins:R:4	1.28E-04	3.44E-04	1.12E-04	6.86E-04	3.08E-04	1.97E-04	2.71E-05	1.50E-04	8.29E-05	5.11E-05	1.27E-04	2.59E-05	1.66E-04
2:Ins:R:5	3.30E-04	1.14E-03	1.31E-03	1.60E-03	2.47E-03	2.40E-03	4.74E-05	1.04E-03	2.68E-04	3.72E-04	5.67E-04	3.93E-04	6.40E-04
3:Ins:R:0	2.04E-05	5.72E-04	3.53E-05	3.30E-05	1.22E-03	3.49E-05	1.17E-04	1.37E-04	8.55E-05	1.04E-04	5.03E-04	1.59E-04	3.05E-04
3:Ins:R:1	8.58E-05	2.98E-05	1.30E-04	3.78E-05	1.96E-04	7.51E-05	5.02E-05	3.75E-04	7.60E-05	8.33E-05	9.24E-04	8.34E-05	1.62E-04
3:Ins:R:2	1.94E-05	2.41E-05	3.04E-05	1.79E-05	8.30E-05	4.31E-05	1.74E-05	8.23E-05	3.01E-05	4.58E-05	1.44E-04	5.66E-05	7.51E-05
3:Ins:R:3	5.07E-06	1.00E-05	1.23E-05	2.63E-05	3.94E-05	1.99E-05	9.90E-06	2.12E-05	1.50E-05	2.81E-06	6.06E-05	7.51E-06	1.98E-05
3:Ins:R:4	6.58E-06	1.29E-05	2.02E-05	2.49E-05	5.51E-05	2.29E-05	1.64E-05	3.07E-05	3.57E-05	2.19E-05	9.97E-05	3.69E-05	3.97E-05
3:Ins:R:5	2.90E-05	1.26E-04	9.38E-05	8.02E-05	2.54E-04	1.46E-04	4.55E-05	1.30E-04	4.33E-05	4.64E-05	2.71E-04	2.11E-05	6.52E-06
4:Ins:R:0	1.62E-05	1.17E-03	2.60E-05	7.13E-05	2.46E-03	6.51E-05	1.95E-04	2.25E-05	1.24E-04	1.49E-04	8.57E-04	2.28E-04	5.40E-04
4:Ins:R:1	9.68E-05	9.16E-05	1.16E-04	4.33E-05	2.83E-04	8.11E-05	2.51E-05	3.08E-04	8.13E-05	8.42E-05	8.31E-04	1.06E-04	1.30E-04
4:Ins:R:2	7.90E-06	4.55E-05	2.01E-05	3.26E-05	9.61E-05	3.87E-05	9.45E-07	3.24E-05	2.56E-05	7.65E-06	7.45E-05	4.33E-05	5.71E-05
4:Ins:R:3	1.78E-05	6.33E-05	2.34E-05	9.49E-05	1.00E-04	3.89E-05	5.94E-06	2.93E-05	3.09E-05	1.84E-05	8.56E-05	1.76E-05	4.93E-05
