MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	1.41E-05	9.68E-05	3.74E-04	8.28E-04	7.71E-04	9.52E-04
1:Del:C:1	6.86E-06	4.26E-05	2.49E-04	3.16E-04	4.21E-04	5.00E-04
1:Del:C:2	6.42E-06	3.00E-05	1.25E-04	2.17E-04	2.67E-04	2.62E-04
1:Del:C:3	5.98E-06	3.56E-05	9.57E-05	1.44E-04	1.66E-04	2.23E-05
1:Del:C:4	4.76E-06	4.90E-05	1.05E-04	1.07E-04	1.67E-04	1.55E-05
1:Del:C:5	1.25E-05	1.29E-04	2.17E-04	1.11E-04	2.31E-04	2.96E-04
1:Del:T:0	8.15E-06	5.39E-05	2.65E-04	3.77E-04	4.75E-04	5.73E-04
1:Del:T:1	6.83E-06	3.28E-05	1.77E-04	2.79E-04	2.87E-04	3.03E-04
1:Del:T:2	1.09E-05	3.44E-05	1.79E-04	2.60E-04	3.26E-04	2.32E-04
1:Del:T:3	1.69E-05	5.41E-05	1.57E-04	3.11E-04	4.11E-04	4.39E-04
1:Del:T:4	2.19E-05	9.83E-05	1.68E-04	2.96E-04	3.57E-04	3.59E-04
1:Del:T:5	2.28E-04	9.60E-04	1.35E-03	8.44E-04	5.19E-04	2.15E-03
1:Ins:C:0	1.67E-05	2.82E-05	1.80E-05	6.62E-05	1.72E-04	2.44E-04
1:Ins:C:1	1.29E-05	1.69E-05	4.57E-05	1.28E-04	1.37E-04	1.76E-04
1:Ins:C:2	1.19E-05	5.23E-06	4.54E-05	7.30E-05	1.04E-04	1.11E-04
1:Ins:C:3	1.34E-05	1.18E-05	5.04E-05	5.53E-05	9.16E-05	1.17E-04
1:Ins:C:4	2.24E-05	3.06E-05	2.32E-05	5.18E-05	8.21E-05	1.08E-04
1:Ins:C:5	7.58E-05	9.38E-05	5.21E-05	2.08E-05	1.38E-04	1.79E-04
1:Ins:T:0	3.02E-05	4.47E-05	1.73E-05	1.00E-04	2.52E-04	4.06E-04
1:Ins:T:1	2.04E-05	0.00E+00	1.25E-04	1.86E-04	2.53E-04	2.85E-04
1:Ins:T:2	2.48E-05	4.13E-05	5.35E-05	9.39E-05	1.39E-04	1.63E-04
1:Ins:T:3	2.92E-05	3.68E-05	7.19E-05	1.02E-04	1.47E-04	1.24E-04
1:Ins:T:4	5.70E-05	1.19E-05	3.00E-05	7.99E-05	1.31E-04	1.06E-04
1:Ins:T:5	3.26E-04	1.10E-03	8.63E-04	7.37E-04	2.40E-03	6.56E-04
2:Del:R:0	6.12E-06	3.57E-05	2.29E-04	2.46E-04	2.33E-04	3.37E-04
2:Del:R:1	6.19E-06	5.55E-05	5.00E-04	2.41E-04	8.30E-05	1.06E-04
2:Del:R:2	4.77E-06	2.99E-05	2.16E-04	1.11E-04	1.76E-04	1.85E-04
2:Del:R:3	8.09E-06	3.90E-05	1.52E-04	7.17E-05	1.28E-04	1.98E-04
2:Del:R:4	4.78E-06	5.08E-05	1.95E-04	5.75E-05	2.00E-04	1.99E-04
2:Del:R:5	0.00E+00	8.50E-05	2.49E-04	1.09E-04	2.62E-04	3.47E-04
3:Del:R:0	4.50E-06	1.76E-05	1.31E-04	1.53E-04	1.50E-04	1.53E-04
3:Del:R:1	3.28E-06	4.87E-05	4.88E-04	1.91E-04	1.56E-04	2.66E-04
3:Del:R:2	8.09E-07	2.44E-05	1.99E-04	7.07E-05	4.90E-05	6.35E-05
3:Del:R:3	7.25E-07	1.53E-05	8.20E-05	2.87E-05	1.27E-05	8.34E-05
3:Del:R:4	1.56E-06	5.30E-06	9.21E-05	1.91E-05	8.78E-05	1.36E-05
3:Del:R:5	6.43E-07	1.42E-05	7.02E-05	1.54E-05	6.18E-05	6.79E-05
4:Del:R:0	5.42E-06	1.28E-05	1.33E-04	1.52E-04	1.02E-04	1.28E-04
4:Del:R:1	0.00E+00	5.17E-05	4.67E-04	2.16E-04	5.19E-04	3.97E-04
4:Del:R:2	1.28E-10	2.17E-05	2.35E-04	2.19E-05	1.73E-04	2.18E-04
4:Del:R:3	5.13E-08	2.37E-05	1.39E-04	2.43E-05	1.06E-04	1.59E-04
4:Del:R:4	2.40E-06	1.22E-05	1.09E-04	2.46E-05	8.38E-05	8.67E-05
4:Del:R:5	1.66E-06	1.22E-05	8.38E-05	1.78E-05	6.17E-05	8.51E-05
5:Del:R:0	1.30E-10	1.31E-09	2.57E-05	8.46E-04	5.89E-05	8.11E-04
5:Del:R:1	1.58E-10	0.00E+00	2.73E-04	1.03E-04	2.45E-04	2.54E-04
5:Del:R:2	2.80E-06	1.28E-05	1.05E-04	2.27E-05	1.10E-04	1.12E-04
5:Del:R:3	3.20E-07	7.30E-06	4.80E-05	2.81E-05	6.57E-05	4.90E-05
5:Del:R:4	2.74E-07	2.88E-06	2.79E-05	7.76E-06	3.21E-05	2.93E-05
5:Del:R:5	1.63E-06	4.69E-06	1.87E-05	1.78E-06	1.70E-05	1.39E-05
2:Ins:R:0	2.33E-05	5.06E-05	3.51E-05	8.63E-05	1.37E-04	3.59E-04
2:Ins:R:1	1.84E-05	2.84E-05	5.10E-05	1.07E-04	1.24E-04	1.60E-04
2:Ins:R:2	1.47E-05	2.10E-05	4.57E-06	7.32E-05	7.23E-05	1.43E-04
2:Ins:R:3	1.89E-05	2.17E-05	2.24E-05	3.38E-05	2.15E-06	9.41E-05
2:Ins:R:4	3.78E-05	4.95E-05	2.52E-05	9.42E-08	3.91E-09	8.73E-05
2:Ins:R:5	8.94E-05	1.06E-04	5.76E-05	5.69E-05	1.23E-04	2.58E-04
3:Ins:R:0	1.39E-05	2.66E-05	6.69E-05	6.30E-05	9.65E-05	2.08E-04
3:Ins:R:1	1.16E-05	6.05E-06	1.62E-05	8.07E-05	9.10E-05	1.04E-04
3:Ins:R:2	7.94E-06	6.77E-06	9.45E-06	2.88E-05	2.61E-05	2.28E-06
3:Ins:R:3	7.65E-06	3.32E-06	3.66E-06	4.78E-08	9.43E-06	1.15E-05
3:Ins:R:4	1.11E-05	7.58E-06	1.62E-09	1.05E-05	6.36E-06	7.72E-06
3:Ins:R:5	2.81E-05	3.75E-05	1.05E-09	3.47E-06	7.27E-05	8.65E-05
4:Ins:R:0	1.31E-05	4.65E-05	9.77E-10	2.76E-06	3.73E-05	2.58E-04
4:Ins:R:1	1.95E-05	6.94E-06	5.21E-05	7.37E-05	1.09E-04	1.11E-04
4:Ins:R:2	7.87E-06	1.30E-05	2.74E-06	9.06E-06	1.48E-05	4.66E-05
