Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
DRUP01030028T	22	53	29	44	29	62	0	8	54	13	0	0	83	1264	9	5	0
CPCT02080193T	40	117	46	34	5	125	44	95	91	51	18	90	0	9	21	89	0
CPCT02030556T	100	126	106	275	116	61	0	86	74	105	419	0	0	12	0	69	142
CPCT02120111T	16	0	0	25	11	10	0	8	104	0	2	13	0	5	0	2	0
CPCT02050341T	12	46	19	114	28	10	0	19	100	0	6	0	0	2	14	12	0
WIDE01010210T	24	20	14	37	1	5	0	9	16	0	12	0	0	4	8	6	71
WIDE01010208T	496	36	1	0	0	0	0	17	30	4	13	0	0	277	652	10	0
CPCT02290033T	67	60	167	0	15	135	196	48	51	48	22	0	0	11	18	22	42
CPCT02070323T	3	13	19	104	41	22	59	0	72	13	3	0	11	6	6	4	0
WIDE01010450T	199	386	10	0	0	18	0	40	29	13	0	26	0	31	93	28	74
CPCT02090049T	6	152	0	88	33	12	56	0	78	0	0	0	0	207	412	0	115
CPCT02010866T	198	620	655	38	205	51	222	0	84	64	108	0	0	15	17	42	0
CPCT02070363T	33	24	6	101	193	387	0	23	175	9	51	0	28	5	45	0	0
CPCT02060222T	2	0	12	28	35	0	0	0	58	1	0	0	25	7	0	6	25
CPCT02080251T	89	215	37	240	445	264	7	207	132	100	152	0	109	30	17	28	108
CPCT02070384T	69	213	3	82	59	37	67	0	107	18	11	0	62	3	0	6	0
CPCT02070386T	191	0	58	430	294	15	82	44	96	76	64	0	121	29	15	351	0
DRUP01070051T	57	25	8	115	351	32	146	0	95	38	10	0	0	1	0	13	0
CPCT02080137T	245	0	165	28	8	62	142	10	220	30	63	0	0	25	14	65	22
CPCT02080157T	31688	4452	0	0	0	0	0	0	467	0	0	0	2274	32	0	89	0
CPCT02330128T	0	0	0	0	322	108	0	18	47	24	54	203	0	4	25	34	41
CPCT02070030T	0	4	0	0	1	3	0	4	63	0	12	0	0	0	0	15	4
DRUP01050009T	55	102	75	0	0	0	711	124	99	0	106	0	0	14	0	0	0
CPCT02070225T	29	48	0	37	26	0	0	38	215	1	7	110	0	15	24	16	0
CPCT02070230T	0	120	11	0	316	59	6	12	67	59	57	0	34	13	0	2	54
DRUP01070022T	287	31	18	5	4	19	82	9	77	49	47	0	136	53	138	0	0
DRUP01050010T	1	0	11	0	227	1	0	0	79	44	53	0	0	4	11	0	0
CPCT02050161T	53	128	31	63	53	0	292	38	30	3	92	0	0	23	0	0	0
CPCT02050174T	4	0	19	170	43	0	0	17	38	13	14	0	27	7	0	15	38
CPCT02050172T	230	280	18	230	356	187	80	108	62	51	77	0	60	37	26	19	137
CPCT02050186T	354	51	58	0	0	25	194	155	65	37	28	311	1	2	0	42	32
DRUP01070016T	0	31	53	25	323	10	11	26	16	80	23	0	0	11	1	19	56
CPCT02080120T	19	69	0	112	43	12	0	151	33	38	17	0	0	17	23	22	0
CPCT02030351T	116	44	10	0	316	48	0	13	291	67	52	202	0	15	26	9	0
CPCT02060119T	20	128	16	0	4	11	0	20	138	17	8	0	0	7	16	3	83
CPCT02080136T	141	188	1	195	33	20	84	2	57	2	13	0	0	7	58	9	8
DRUP01010035T	2	1	0	0	23	0	0	4	81	0	0	42	0	2	0	0	6
CPCT02070039T	14	0	0	24	222	38	122	2	26	23	36	0	0	0	0	3	8
CPCT02030302T	0	103	0	45	0	13	118	26	38	2	5	0	106	0	0	12	0
CPCT02070053T	0	34	0	0	2	10	0	0	35	1426	0	0	0	1	2	0	0
CPCT02070065T	12	22	3	0	3	6	23	2	24	4	6	0	0	10	7	0	66
DRUP01070003T	0	0	3	51	35	0	43	6	18	6	17	21	0	8	15	4	1
CPCT02070099T	4	30	4	0	9	0	0	1	18	1	18	0	0	0	9	0	60
CPCT02020473T	5	9	7	46	9	5	0	14	21	14	23	0	0	4	7	7	12
DRUP01070009T	79	296	8	230	0	33	0	29	38	25	27	63	21	13	31	15	0
CPCT02030324T	328	346	30	7	167	64	0	13	55	42	67	52	0	17	34	18	0
CPCT02030330T	37	359	123	0	5	264	0	192	101	6	32	169	37	10	4	15	160
CPCT02050151T	21	31	6	86	22	4	21	11	25	17	0	0	0	2	17	10	23
CPCT02070128T	0	26	46	34	335	5	0	35	9	83	23	0	0	11	2	23	60
CPCT02080099T	130	155	0	0	193	106	0	6	32	34	61	181	9	26	16	35	1
DRUP01030004T	41	83	139	7	89	162	57	190	44	28	49	0	0	17	45	33	122
CPCT02070265T	83	59	42	220	0	173	77	14	47	39	0	0	0	34	18	20	83
CPCT02080040T	111	224	36	101	24	110	44	26	70	19	110	0	0	22	40	64	0
WIDE01010705T	26	0	2	29	0	1	0	11	27	14	11	0	0	2	9	40	81
