Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
SP85623	7	1	5	0	10	0	0	12	17	0	11	5	0
SP85491	2	0	0	0	32	0	0	12	50	0	0	1	1
SP87582	0	0	0	0	3	0	0	0	0	30	7	13	10
SP89090	2	12	4	0	0	0	2	12	36	4	0	0	0
SP85511	8	0	2	0	20	0	21	0	28	50	0	3	25
SP85952	0	8	2	0	7	0	38	0	0	0	0	0	0
SP85840	8	2	0	0	9	0	44	0	12	4	0	13	0
SP87675	0	10	0	10	0	0	24	11	3	0	0	9	0
SP85836	0	10	3	5	0	0	10	32	86	0	0	9	0
SP120767	1	0	6	7	44	0	26	15	20	0	16	3	0
SP105708	13	2	0	0	17	0	22	16	0	17	0	9	0
SP85818	0	0	0	0	0	0	0	0	0	0	0	2	0
SP105922	2	0	0	0	0	0	17	24	0	0	18	0	0
SP86118	13	0	0	0	6	0	18	38	0	16	0	3	0
SP86306	5	5	0	0	0	50	0	41	1	57	0	0	0
SP87099	17	0	2	0	1	20	5	40	0	0	8	10	0
SP87434	5	7	0	0	0	0	17	0	22	12	0	7	0
SP85864	0	5	3	3	0	0	0	0	0	0	0	13	0
SP105807	4	6	0	0	0	0	0	3	0	28	63	0	0
SP89291	3	8	0	0	0	0	0	28	0	0	3	10	0
SP88050	0	9	0	0	0	5	0	20	0	0	0	8	0
SP88593	3	5	0	0	0	0	47	5	0	0	0	12	0
SP88158	1	3	0	0	0	0	0	22	0	0	0	3	0
SP87534	3	0	7	0	25	91	37	0	12	0	0	10	0
SP88776	0	7	0	0	0	0	42	1	1	9	43	0	0
SP85725	2	14	0	0	0	0	0	0	66	0	0	0	2
SP86660	0	10	1	3	0	36	50	7	0	0	42	13	0
SP87903	0	3	0	0	0	0	0	0	12	20	13	0	0
SP88098	0	19	0	0	94	6	0	2	0	0	0	0	0
SP85487	0	29	0	23	20	78	22	0	19	43	0	7	0
SP105759	10	0	3	0	0	0	26	0	0	14	0	7	0
SP86775	0	0	2	0	0	0	1	0	14	0	0	3	0
SP88322	2	18	0	0	0	2	15	39	13	4	0	0	0
SP85582	2	11	1	4	0	0	0	0	0	0	52	17	0
SP87446	0	13	0	9	0	36	0	18	0	104	0	21	0
SP87337	1	0	0	0	0	0	0	0	0	0	35	4	0
SP86929	1	0	7	0	16	62	0	37	21	8	0	4	1
SP86130	7	7	1	0	0	0	37	0	5	0	0	16	0
SP86425	18	6	0	0	0	0	0	73	0	39	0	0	0
SP85495	4	1	0	0	0	0	10	0	0	0	0	14	0
SP85787	0	0	3	0	0	0	23	0	0	0	0	15	0
SP86836	0	0	0	0	0	0	0	0	0	0	0	16	0
SP89245	0	2	0	6	0	0	0	0	7	0	17	0	0
SP86989	0	7	1	12	64	0	10	22	19	0	5	11	0
SP88757	0	3	2	0	3	0	0	1	0	0	50	0	0
SP85733	6	0	7	0	7	0	26	48	0	0	0	5	0
SP85737	0	0	0	0	16	0	8	0	0	0	0	1	0
SP85647	2	0	0	0	0	0	0	14	8	27	0	16	0
CPCT02011098T	6	11	34	0	0	0	0	0	14	0	0	0	123
WIDE01010618T	35	781	63	68	0	0	31	16	4	0	0	1	17
WIDE01010310T	0	62	67	551	0	0	28	11	0	0	38	0	0
CPCT02080230T	7	85	172	0	0	73	0	0	31	13	8	0	0
CPCT02010914T	0	14	145	0	0	10	0	0	4	23	0	0	34
DRUP01010057T	70	106	215	47	247	0	0	0	0	0	0	16	0
CPCT02010635T	57	28	460	53	150	0	0	0	0	0	0	1	0
WIDE01010556T	3118	582	139	0	0	87	0	0	0	0	0	0	0
WIDE01010540T	0	59	38	63	65	279	6	0	0	0	0	1	0
