Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
SP99325	9.60E+02	1.05E+03	3.52E+02	1.23E+03	3.86E+02	1.00E+02	7.37E+00	1.60E+01
SP18310	7.90E+02	9.47E+02	2.35E+02	7.89E+02	3.15E+02	7.87E+01	0.00E+00	4.90E+00
SP17172	9.57E+01	8.73E+01	5.90E+01	8.75E+00	6.08E+01	3.24E+01	5.54E+00	2.80E+00
SP96133	4.42E+02	4.81E+02	1.36E+02	4.61E+02	1.36E+02	6.63E+01	4.26E+00	5.21E+00
SP110242	7.10E+02	7.81E+02	2.29E+02	7.60E+02	3.12E+02	9.16E+01	5.21E+00	7.39E+00
SP21017	5.43E+02	6.74E+02	1.59E+02	5.20E+02	2.12E+02	9.51E+01	1.80E-01	5.83E+00
SP22383	4.31E+02	4.70E+02	1.31E+02	4.34E+02	1.19E+02	8.98E+01	1.71E+00	5.22E+00
SP81312	3.66E+01	2.84E+01	5.03E+01	0.00E+00	4.37E+01	6.58E+01	6.48E+00	3.04E+00
SP19215	3.89E+02	4.41E+02	1.20E+02	3.91E+02	9.02E+01	1.01E+02	0.00E+00	4.75E+00
SP16886	1.43E+01	4.31E+00	3.24E+01	3.58E+00	3.85E+01	3.68E+01	6.53E+00	2.16E+00
SP17905	2.25E+00	0.00E+00	2.17E+02	0.00E+00	2.63E+02	2.18E+02	1.85E+01	8.26E+00
SP18121	4.84E+02	4.84E+02	2.20E+02	4.88E+02	2.81E+02	1.73E+02	0.00E+00	5.51E+00
SP96118	9.11E+01	8.04E+01	3.96E+01	1.17E+02	2.21E+01	1.94E+01	1.17E+00	1.85E+00
SP21400	2.27E+01	1.45E+01	4.58E+01	0.00E+00	3.48E+01	5.93E+01	5.37E+00	2.81E+00
SP18946	6.62E+01	4.98E+01	7.19E+01	8.06E+00	7.28E+01	1.01E+02	5.70E+00	3.74E+00
SP80615	4.27E+01	1.26E+01	9.36E+01	3.95E+00	1.05E+02	1.12E+02	1.65E+01	4.75E+00
SP102897	1.63E+02	1.32E+02	5.71E+01	2.02E+02	5.18E+01	1.35E+01	9.06E+00	4.62E+00
SP98845	8.45E+01	7.95E+01	2.56E+01	8.90E+01	2.33E+01	9.34E+00	2.35E+00	3.25E+00
SP107012	2.48E+02	2.48E+02	7.83E+01	2.43E+02	1.04E+02	3.39E+01	2.60E+00	6.34E+00
SP55142	1.14E+00	0.00E+00	6.88E+00	4.35E+00	1.24E+01	6.03E+00	7.75E+00	8.56E+00
SP53810	2.71E+00	1.20E-01	1.58E+00	1.78E+00	6.94E+00	6.21E-01	7.19E+00	7.03E+00
SP116697	3.46E+01	3.00E+01	2.21E+01	2.45E+01	1.79E+01	2.38E+01	1.30E+01	3.00E+00
