Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
SP99325	72782	6049	14072	24619	7029	0	0	1521
SP18310	92527	2308	11366	23071	4710	0	0	0
SP17172	32801	0	6485	0	0	0	594	0
SP96133	55023	272	6298	8479	6598	580	0	138
SP110242	78635	147	17581	19357	5996	2448	0	331
SP21017	75084	5517	13080	13585	5113	0	0	0
SP22383	58751	0	6077	7092	7096	0	0	272
SP81312	3137	0	5546	0	1517	0	1218	171
SP19215	50689	0	4136	8500	10035	249	0	122
SP16886	461	0	4771	0	941	0	1459	31
SP17905	1276	0	8091	0	12100	0	2669	1530
SP18121	61390	0	22098	9714	6415	0	0	413
SP96118	2946	0	116	3316	2975	112	0	0
SP21400	1628	0	6632	0	1283	0	908	100
SP18946	4813	0	6632	0	3924	0	1030	402
SP80615	1681	0	9843	0	3667	0	3896	252
SP102897	6090	0	2137	3332	630	154	686	445
SP98845	4814	0	780	2265	794	205	3	353
SP107012	17547	0	5555	4288	1482	243	0	658
SP55142	0	0	187	0	566	0	876	4199
SP53810	51	0	13	0	14	0	245	5119
SP116697	1938	0	4545	115	843	131	1508	304
SP102133	2196	0	12453	946	84	4203	134	83
SP125732	5228	0	629	221	1459	139	39	28
SP125746	30125	0	6144	9537	1015	508	109	19
SP125770	6108	0	9860	271	1045	3251	1099	98
SP77956	0	0	331	0	0	750	0	4392
SP124384	11395	0	2255	5519	1388	416	585	442
SP135287	48555	1090	6684	3818	3956	176	0	0
SP85122	70684	0	8788	15957	3290	1721	0	0
SP84384	60654	0	901	31887	7312	348	0	536
SP84982	41411	0	2096	5779	3429	0	175	86
SP84392	65099	0	4895	24611	6846	724	0	0
SP84439	50223	0	517	30129	13768	232	0	1010
SP95454	15371	0	4331	6913	1068	639	0	0
SP94741	32810	1957	7894	10516	1137	816	0	2
SP90209	42678	0	32029	14164	38341	0	0	0
SP90989	38124	5010	4973	1208	1259	54	0	0
SP93540	59652	8678	8875	17351	1484	0	0	0
SP93227	40315	0	17841	9440	61620	0	0	123
SP94348	31920	0	5514	12175	411	346	0	0
SP94933	22372	737	28845	2953	74	8851	231	223
SP92364	35075	834	11066	5972	3442	3115	180	0
SP94917	8193	0	3058	5102	1211	0	48	261
SP92460	6485	0	2171	4217	806	425	0	82
SP89909	6225	0	753	4014	1466	136	0	68
CPCT02020308T	39534	8939	8875	10595	433	1522	2018	0
CPCT02020323T	8567	2264	1405	1389	856	0	140	0
CPCT02010373T	131	80	84	0	146	74	378	5077
CPCT02140022T	7878	73	3781	1653	0	399	1189	157
CPCT02070024T	14347	2516	4849	4588	0	1068	434	301
CPCT02070023T	62715	9035	15894	28917	4311	2189	1718	2194
CPCT02020387T	47792	22003	11222	13531	4626	813	0	557
CPCT02140024T	2389	171	929	1912	142	168	379	10
CPCT02010441T	46856	15078	7174	4500	2127	847	0	337
DRUP01010007T	2269	0	966	0	0	0	1051	0
DRUP01070001T	58784	19563	7524	11452	7457	0	0	402
CPCT02011015T	0	403	160	399	694	67	972	7195
CPCT02230072T	7356	11308	6172	8856	510	0	3131	1933
CPCT02380035T	18319	9922	3318	1456	387	0	670	220
CPCT02020704TII	36841	8073	6314	7017	2833	2972	1622	453
DRUP01010020T	40279	8987	7044	14956	0	1508	1389	0
CPCT02011050T	27092	3480	4988	5062	303	704	1389	9
CPCT02080188T	0	184	326	0	341	4	553	4783
CPCT02250005T	18788	13881	2066	2032	582	0	223	283
DRUP01070038T	15766	2601	2902	910	0	161	1085	85
DRUP01010123T	108394	40767	22671	21059	725	2388	786	0
CPCT02200005T	7550	1969	343	2562	0	0	30	47
CPCT02120105T	2490	897	241	0	155	37	703	87
CPCT02330076T	122080	12739	2500	0	17425	2910	2408	556
CPCT02220071T	8368	2891	1437	1175	173	89	387	20
CPCT02020671T	509	211	81	0	346	0	543	7919
CPCT02050424T	0	0	210	0	22	0	4290	1004
DRUP01340017T	110893	36967	10607	32269	2069	0	1428	840
CPCT02230088T	0	93	72	0	366	0	1137	6987
DRUP01010122T	86272	40363	16334	9870	5244	1757	0	503
CPCT02230086T	15880	4984	5189	5264	1681	309	390	387
WIDE01010064T	1370	329	1454	0	0	164	983	346
CPCT02150052T	892	0	263	0	402	0	4520	44
WIDE01010069T	54655	6720	5294	31983	2337	204	0	1134
DRUP01010078T	0	156	59	0	465	40	439	7443
WIDE01010075T	16435	176	1145	3086	1463	230	420	0
CPCT02020680T	23391	7356	3444	4745	470	643	1842	0
WIDE01010127T	0	228	310	144	158	0	461	4395
DRUP01030013T	28909	4756	4843	12410	985	0	755	136
DRUP01230004T	85747	56610	10981	19768	4617	0	207	514
DRUP01230001T	6687	11815	6062	8724	354	0	3772	1869
WIDE01010139T	232	129	415	280	116	0	572	4881
CPCT02130049T	1601	174	949	0	107	121	1679	222
CPCT02050443T	33220	19534	5681	6195	2920	1348	1011	289
DRUP01340016T	86797	32515	25898	14523	0	1508	991	0
CPCT02140091TII	1484	426	1492	1706	0	566	1314	0
DRUP01070026TII	46124	20457	9150	13300	5299	1781	74	703
CPCT02270029T	0	293	216	198	353	0	670	5304
CPCT02010780T	0	157	151	0	71	0	360	4421
CPCT02270026T	530	172	1029	167	351	56	647	3133
CPCT02020986T	34654	20450	617	10247	237	0	43	102
CPCT02020704T	34174	8222	5995	6579	2708	2801	1545	419
DRUP01080031T	43899	7674	6481	9004	338	2618	2038	0
DRUP01070080T	67930	30652	0	16935	16958	0	0	910
CPCT02050358T	779	125	1864	239	0	451	580	27
DRUP01050049T	34921	17635	5736	6387	2852	1187	589	274
DRUP01330020T	167171	15650	0	0	26122	2989	4495	1534
DRUP01070085T	50487	17348	14525	4875	0	1520	2346	0
DRUP01050048T	55031	14759	14917	20071	720	2857	2074	0
DRUP01020053T	90224	66633	21422	21355	6855	768	660	520
DRUP01040016T	82637	29439	15353	21712	4391	0	0	114
DRUP01010142T	28952	6842	5917	9954	692	1786	712	0
CPCT02010786T	63861	23222	10151	6268	3017	62	0	223
DRUP01010148T	57139	11710	6171	34177	2056	591	628	1163
WIDE01010451T	2772	84	1545	734	0	0	1475	17
DRUP01070042T	20493	3767	4519	9124	1645	1795	700	362
CPCT02450014T	25950	0	58058	0	1288	181328	0	862
DRUP01030018T	99444	69158	18477	19072	4972	0	0	682
DRUP01080014T	13860	3401	2156	2228	632	283	267	25
CPCT02180068T	2664	0	2010	0	270	146	992	89
CPCT02010870T	0	313	544	144	419	87	506	2630
CPCT02010847T	97	82	55	0	197	0	1396	3253
