Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
SP101845	196	67	220	114	29	2	3	0	193	0	0
SP101682	21	51	32	61	76	0	3	27	0	148	4
SP61553	5	63	0	0	47	6	3	131	0	12	3
SP101724	74	112	49	170	86	0	5	0	140	29	0
SP102103	9	8	22	50	29	36	0	0	97	47	0
SP102174	44	50	0	56	42	228	6	0	15	1	0
SP101622	458	0	240	113	31	0	0	25	41	20	14
SP102161	95	36	16	31	30	149	7	0	0	34	0
SP101654	47	91	7	131	113	0	3	0	0	223	0
SP102074	27	15	27	24	16	0	2	0	101	21	0
SP101694	69	8	40	156	42	0	4	102	0	60	14
SP101616	89	169	20	229	21	0	0	32	0	36	5
SP101666	143	20	128	42	15	0	0	31	118	0	18
SP101558	207	36	153	12	10	113	2	0	0	0	0
SP102096	18	79	47	35	13	0	2	0	106	78	8
SP102084	108	105	25	55	86	0	4	32	67	45	0
SP101580	117	42	87	47	20	44	4	64	12	23	14
SP102064	286	40	213	53	24	24	4	0	18	28	15
SP101564	35	44	14	57	26	7	3	18	0	58	0
SP101921	14	66	7	87	26	0	0	0	96	65	0
SP101648	226	16	78	6	2	131	0	24	0	19	11
SP101628	16	61	7	12	15	158	3	12	0	22	0
SP101708	32	23	9	71	59	0	4	78	0	40	17
SP102055	20	29	0	35	21	0	1	52	0	42	2
SP101634	310	0	129	39	5	0	1	0	97	0	5
SP101588	35	40	19	85	67	0	4	49	0	95	9
SP101584	34	28	21	88	36	80	0	0	14	118	1
SP101686	11	8	6	56	35	0	0	62	0	69	4
SP101532	256	5	177	77	24	0	1	42	38	16	6
SP101732	340	11	191	155	36	0	7	56	44	54	0
SP101528	33	0	19	140	16	0	0	49	33	0	0
SP101536	10	27	6	0	6	81	2	17	0	97	2
SP101576	64	29	32	123	46	26	6	132	0	27	18
SP102015	336	2	296	139	34	107	5	0	34	0	0
SP102168	1	41	33	63	8	0	0	41	0	66	9
SP101716	76	135	34	102	116	70	2	103	0	86	24
SP101592	31	42	20	100	19	0	7	0	75	29	5
SP101658	3	10	8	11	9	0	0	38	24	0	0
SP102045	1189	6	284	114	41	108	19	69	52	86	29
SP101552	662	23	368	304	41	0	0	0	0	23	14
SP101519	57	149	35	43	1	45	1	43	0	27	7
SP101690	99	41	15	28	40	261	2	0	0	80	0
SP102123	15	70	35	53	20	33	3	51	0	57	0
SP101662	354	15	30	78	18	0	3	0	81	8	0
SP101600	0	92	7	0	5	94	1	0	3	0	6
SP101544	44	46	3	109	37	29	5	119	0	18	4
SP102133	0	18433	5	0	1453	0	25	0	0	0	183
SP101881	307	14	152	14	36	213	7	0	12	0	0
SP102035	640	35	149	0	15	100	5	24	0	26	2
SP101642	682	98	252	109	82	213	11	0	0	23	20
SP101596	16	63	6	43	25	91	0	79	0	67	5
SP101670	602	70	181	78	24	245	11	0	0	0	0
SP101674	217	3	63	5	0	142	7	0	0	0	4
SP101572	3	35	6	3	9	66	0	25	1	18	0
SP101678	296	54	231	64	23	189	4	41	0	0	0
SP101740	1111	50	644	0	39	253	24	0	0	0	0
SP101700	235	33	203	54	14	0	0	28	0	29	6
SP101891	471	0	285	158	81	0	4	8	0	98	21
SP102143	568	27	116	0	11	168	14	0	0	0	0
SP102113	200	17	125	26	0	160	7	0	0	0	1
SP101521	18	78	11	43	57	50	2	50	0	33	7
SP101526	77	43	63	81	57	103	9	8	0	101	0
SP101540	12	92	28	35	25	0	2	141	0	62	7
SP101604	174	5	65	29	22	23	1	18	79	30	0
SP101548	377	22	43	61	11	0	0	0	55	34	15
SP101523	345	0	185	51	24	0	0	67	5	0	8
SP102090	17	26	6	92	44	50	2	57	0	71	11
SP101795	292	39	228	19	11	137	1	0	0	4	0
SP102187	202	14	93	149	32	20	6	43	0	0	25
SP101515	166	0	114	34	11	0	0	0	63	20	6
SP101931	313	52	134	141	85	16	7	0	65	81	0
SP101610	224	23	211	45	11	0	7	0	41	13	0
SP61703	31	71	72	99	19	0	4	199	0	67	0
SP59707	0	4	13	14	8	0	2	146	0	2	0
SP68659	187	28	175	0	0	50	3	36	0	2	0
SP62616	945	14	147	126	58	0	5	0	141	0	0
SP59761	49	68	26	70	33	0	3	43	0	63	10
SP66960	8	115	16	0	13	122	2	69	0	29	0
SP61453	17	3	20	32	29	72	3	71	0	15	5
SP63796	6	28	14	56	6	41	0	0	7	27	0
SP69155	3	11	7	17	6	41	0	42	0	1	0
SP59950	324	12	106	342	92	0	0	77	0	191	14
SP59938	282	16	102	69	9	0	0	12	32	0	4
SP64976	55	32	0	76	55	54	2	42	31	23	0
SP64296	439	42	286	77	59	0	0	91	3	0	4
SP65807	646	76	107	12	28	215	18	0	0	0	18
SP59803	34	81	40	64	26	163	6	0	53	102	3
SP66159	638	0	94	0	46	314	31	91	0	20	25
SP63356	9	70	34	0	0	203	6	34	0	19	0
SP68348	418	129	86	2	81	351	33	0	0	0	0
SP62450	22	5	12	0	11	80	1	54	0	8	0
SP67428	416	10	59	0	28	192	22	60	0	27	5
SP61713	365	0	239	0	24	42	4	60	12	0	2
SP68725	198	28	49	0	4	103	8	15	0	11	1
SP67609	900	20	166	0	52	227	33	0	0	71	38
SP62110	22	39	53	126	74	13	5	0	0	198	2
SP64546	269	11	137	48	0	0	1	88	0	0	14
SP63546	31	10	0	122	39	112	3	67	0	25	17
SP60322	195	0	50	39	20	15	1	0	82	0	0
SP60243	204	1	197	28	14	0	0	45	0	23	0
SP63966	14	116	11	12	79	147	2	65	0	75	0
SP60362	11	51	9	47	20	0	2	110	0	0	7
SP69077	670	16	521	114	44	0	5	39	0	18	0
SP67346	72	52	18	172	56	186	0	0	29	69	0
SP66687	17	122	6	88	61	0	2	116	0	33	0
SP63716	16	45	13	63	9	0	1	99	0	2	0
SP65376	656	16	429	106	53	0	0	70	0	0	0
SP61343	1	51	3	52	32	126	2	0	0	6	0
SP60001	603	24	49	25	33	279	7	4	0	0	0
SP59860	65	41	53	104	65	26	5	71	0	169	2
SP60610	6	16	15	51	16	0	0	104	0	6	0
SP64036	260	103	265	0	12	133	11	0	0	0	6
SP60842	174	21	119	114	32	0	11	38	53	5	10
CPCT02020307T	17	110	20	104	36	0	67	100	0	45	25
CPCT02020333T	565	10	222	135	28	0	112	56	57	41	66
CPCT02080024T	68	78	4	64	22	74	82	28	73	64	45
CPCT02030259TII	266	69	149	114	56	0	82	43	20	0	48
CPCT02040038T	656	64	163	14	34	0	97	0	91	52	15
CPCT02030250T	15	39	0	37	45	201	74	7	76	138	26
CPCT02050058T	81	108	49	0	299	282	139	0	0	81	12
CPCT02020393T	19	220	52	0	51	295	85	0	0	8	11
CPCT02030280T	691	270	174	182	129	0	96	52	84	60	35
CPCT02030278T	961	50	89	59	50	0	46	56	140	0	60
CPCT02100030T	144	109	26	194	45	0	100	0	174	34	85
CPCT02060056T	207	28	85	31	25	0	88	97	135	28	26
CPCT02030296T	586	18	123	1	22	0	123	0	207	49	48
CPCT02060046T	5	105	11	28	0	0	37	50	0	18	26
CPCT02130056T	55	102	33	31	128	0	64	0	164	73	41
CPCT02180051T	14	66	35	19	20	3	79	29	119	20	29
CPCT02070434T	57	11	78	172	42	242	31	0	102	25	45
DRUP01210006T	638	55	67	45	22	0	62	0	0	2	503
CPCT02020659T	149	85	30	0	22	22	90	68	7	18	8
CPCT02080191T	898	25	147	120	110	0	212	53	123	32	82
CPCT02330084T	8	74	12	39	25	37	38	96	0	45	32
CPCT02360009T	53	362	0	86	426	0	92	133	0	97	142
CPCT02060196T	19	34	18	40	18	0	68	0	32	40	0
CPCT02290028T	0	119	26	0	67	85	121	0	65	90	6
CPCT02030455T	284	180	163	0	35	161	93	43	0	11	51
CPCT02080198T	0	42	15	5	7	0	99	0	74	12	11
CPCT02010679T	7	3	16	8	13	4	105	60	0	0	0
CPCT02100152T	438	0	245	260	51	0	122	0	226	0	37
CPCT02070465T	835	29	546	8	81	237	77	83	0	0	63
CPCT02040224T	223	29	139	99	78	0	76	113	0	111	51
DRUP01060007T	2	29	14	0	9	1	128	42	48	10	8
CPCT02040223T	0	86	32	36	54	119	105	0	39	81	4
CPCT02270023T	351	155	95	0	63	0	72	45	183	86	45
CPCT02220079T	39	163	24	112	12	0	41	307	0	0	26
CPCT02230082T	140	0	86	60	33	0	101	10	134	13	7
CPCT02090043T	12	86	11	0	14	0	51	104	36	6	11
CPCT02130051T	163	34	191	12	33	146	319	20	8	0	0
CPCT02030259TIII	233	37	143	95	54	0	64	92	0	0	46
DRUP01020026T	0	296	54	88	52	241	237	48	0	0	0
CPCT02210046T	25	22	37	75	34	0	137	86	22	33	24
CPCT02120120T	0	59	17	40	66	61	73	0	0	0	17
WIDE01010205T	224	86	109	172	50	43	65	90	0	48	56
CPCT02340080T	8	24	19	35	13	0	115	111	0	0	3
WIDE01010216T	20	146	2	19	37	0	33	360	3	0	33
CPCT02130087T	45	59	84	112	119	0	165	0	179	105	10
WIDE01010264T	2	46	5	53	64	42	26	58	0	13	40
CPCT02130085T	0	544	8	0	42	268	95	0	63	1	9
WIDE01010292T	2	13	0	0	46	0	19	11	9	9	39
WIDE01010277T	0	224	0	7	73	28	20	0	21	61	20
CPCT02120118T	9	38	30	0	15	4	84	37	0	45	16
WIDE01010301T	133	36	53	57	21	0	55	32	0	68	36
CPCT02220045T	1206	64	440	367	88	0	124	155	0	0	46
CPCT02130093T	14	111	27	0	4	0	76	17	149	0	18
CPCT02030482T	58	20	25	53	120	14	60	222	0	101	65
CPCT02030477T	4	10	6	18	21	63	62	16	0	0	7
CPCT02370026T	2	17	10	40	8	43	9	17	0	27	7
WIDE01010385T	73	28	38	204	35	0	46	0	186	8	47
WIDE01010397T	8	105	15	10	5	0	31	29	45	60	41
WIDE01010414T	206	0	162	85	72	0	28	27	192	0	39
WIDE01010420T	1423	136	476	623	217	501	89	0	0	39	60
CPCT02270031T	3	66	28	24	0	0	126	0	30	46	18
CPCT02120132T	11	63	11	0	0	81	135	92	0	0	0
DRUP01010084T	58	18	82	50	86	108	109	102	145	116	25
CPCT02020741T	27	39	29	156	44	0	115	71	22	64	56
CPCT02020740T	479	148	294	54	76	0	232	48	0	50	20
CPCT02030492T	84	188	61	156	335	46	108	180	158	71	44
CPCT02070349T	0	135	88	0	76	243	98	72	132	0	0
CPCT02070348T	6	90	40	135	14	0	208	0	117	100	15
CPCT02060226T	42	100	41	67	243	0	99	1	132	120	59
CPCT02230111T	0	54	36	19	29	149	117	0	10	72	0
CPCT02080236T	2	135	17	90	38	120	51	98	3	37	17
CPCT02030498T	0	14	11	104	58	158	77	0	63	0	4
DRUP01050029T	4	102	1	36	52	86	44	0	50	0	21
CPCT02030505T	277	35	98	49	25	127	96	0	0	0	21
