Samples	ID83A	ID83B	ID83C	ID83D
SP85623	9	47	0	12
SP85491	4	83	1	10
SP87582	2	49	12	0
SP89090	3	48	16	5
SP85511	13	100	18	26
SP85952	0	40	10	5
SP85840	9	81	2	0
SP87675	7	47	13	0
SP85836	5	134	16	0
SP120767	9	104	2	23
SP105708	16	71	5	4
SP85818	0	2	0	0
SP105922	4	57	0	0
SP86118	16	71	0	7
SP86306	7	94	56	2
SP87099	20	68	8	7
SP87434	6	54	10	0
SP85864	2	15	7	0
SP105807	7	73	16	8
SP89291	4	39	9	0
SP88050	1	26	15	0
SP88593	4	63	5	0
SP88158	2	24	3	0
SP87534	3	102	61	19
SP88776	0	89	14	0
SP85725	3	62	19	0
SP86660	3	120	39	0
SP87903	0	37	10	1
SP88098	0	64	33	24
SP85487	16	116	109	0
SP105759	13	42	1	4
SP86775	0	18	0	2
SP88322	4	65	24	0
SP85582	6	66	15	0
SP87446	8	120	73	0
SP87337	3	37	0	0
SP86929	3	89	42	23
SP86130	8	57	8	0
SP86425	25	85	11	15
SP85495	4	25	0	0
SP85787	0	41	0	0
SP86836	0	16	0	0
SP89245	5	23	4	0
SP86989	11	112	15	13
SP88757	0	45	5	9
SP85733	7	79	0	13
SP85737	0	20	0	5
SP85647	4	56	7	0
CPCT02011098T	16	0	44	128
WIDE01010618T	74	0	942	0
WIDE01010310T	403	50	209	95
CPCT02080230T	8	0	125	256
CPCT02010914T	2	0	23	205
DRUP01010057T	122	35	98	446
CPCT02010635T	90	0	0	659
WIDE01010556T	3529	0	109	288
WIDE01010540T	42	109	276	84
