NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	283.489	33.121	67.666	25.688	0.138	0.951	1000000.0
2	283.582	32.992	67.903	25.581	0.138	0.951	1000000.0
3	283.106	33.016	67.228	25.513	0.138	0.951	1000000.0
4	281.753	32.995	67.693	25.474	0.138	0.951	1000000.0
5	282.667	33.042	67.145	25.605	0.138	0.95	1000000.0
6	282.127	32.981	66.997	25.462	0.138	0.951	1000000.0
7	281.444	33.028	67.201	25.584	0.138	0.951	1000000.0
8	282.909	33.048	67.71	25.625	0.138	0.95	1000000.0
9	282.123	33.04	67.591	25.547	0.138	0.951	1000000.0
10	282.367	33.093	67.811	25.632	0.138	0.951	1000000.0
11	283.103	33.1	67.618	25.642	0.138	0.951	1000000.0
12	282.906	33.068	67.599	25.561	0.138	0.951	1000000.0
13	282.926	32.965	67.443	25.435	0.138	0.951	1000000.0
14	283.579	33.099	67.948	25.622	0.138	0.951	1000000.0
15	282.843	33.06	67.81	25.573	0.138	0.951	1000000.0
16	282.335	33.029	67.485	25.486	0.138	0.951	1000000.0
17	283.224	32.966	67.344	25.528	0.139	0.951	1000000.0
18	282.685	32.947	67.346	25.433	0.138	0.951	1000000.0
19	281.02	32.974	67.363	25.533	0.138	0.951	1000000.0
20	283.892	33.056	67.555	25.613	0.138	0.951	1000000.0
21	282.668	33.054	67.544	25.555	0.138	0.951	1000000.0
22	282.277	32.999	67.553	25.565	0.138	0.951	1000000.0
23	283.824	33.137	68.219	25.644	0.138	0.951	1000000.0
24	282.36	33.159	67.579	25.66	0.138	0.951	1000000.0
25	282.142	33.019	67.138	25.434	0.138	0.951	1000000.0
26	283.138	33.023	68.035	25.595	0.138	0.951	1000000.0
27	283.964	33.049	67.694	25.527	0.138	0.951	1000000.0
28	282.454	33.01	67.521	25.535	0.138	0.951	1000000.0
29	282.15	32.988	67.508	25.514	0.138	0.951	1000000.0
30	282.529	33.039	67.617	25.563	0.138	0.951	1000000.0
31	284.096	33.079	67.51	25.612	0.138	0.951	1000000.0
32	282.579	33.02	67.584	25.583	0.138	0.951	1000000.0
33	283.662	33.106	68.033	25.618	0.138	0.95	1000000.0
34	283.49	32.993	67.465	25.517	0.138	0.951	1000000.0
35	283.684	33.059	67.775	25.583	0.138	0.951	1000000.0
36	283.505	33.061	67.911	25.609	0.138	0.951	1000000.0
37	282.049	33.043	67.189	25.533	0.138	0.951	1000000.0
38	284.651	33.043	67.639	25.586	0.138	0.951	1000000.0
39	282.455	33.071	67.281	25.53	0.138	0.951	1000000.0
40	282.959	33.064	67.755	25.628	0.138	0.951	1000000.0
41	282.98	32.981	67.395	25.553	0.138	0.951	1000000.0
42	284.311	33.069	67.963	25.594	0.138	0.951	1000000.0
43	283.415	33.156	67.769	25.666	0.138	0.951	1000000.0
44	283.835	33.089	68.039	25.587	0.138	0.95	1000000.0
45	282.072	32.997	67.407	25.556	0.138	0.951	1000000.0
46	281.923	33.026	67.119	25.581	0.138	0.951	1000000.0
47	283.135	32.996	67.704	25.551	0.138	0.95	1000000.0
48	284.062	32.967	67.317	25.398	0.138	0.951	1000000.0
49	281.571	33.03	67.23	25.554	0.139	0.951	1000000.0
50	282.392	33.022	67.464	25.592	0.138	0.951	1000000.0
51	282.754	33.103	67.229	25.631	0.138	0.951	1000000.0
52	284.116	33.07	67.605	25.611	0.138	0.951	1000000.0
53	281.683	32.954	67.465	25.527	0.138	0.951	1000000.0
54	281.891	33.112	67.511	25.72	0.138	0.95	1000000.0
55	283.699	33.013	67.628	25.583	0.138	0.951	1000000.0
56	282.424	33.062	67.664	25.619	0.138	0.951	1000000.0
57	283.338	33.093	67.86	25.628	0.138	0.951	1000000.0
58	283.791	33.053	67.512	25.591	0.138	0.951	1000000.0
59	282.677	32.992	67.459	25.498	0.138	0.951	1000000.0
60	281.314	33.024	66.996	25.546	0.138	0.951	1000000.0
61	283.143	33.036	67.475	25.566	0.138	0.951	1000000.0
62	283.622	32.932	67.586	25.491	0.138	0.951	1000000.0
63	282.801	33.119	67.729	25.649	0.138	0.951	1000000.0
64	284.064	33.047	67.807	25.632	0.138	0.951	1000000.0
65	282.599	32.95	67.661	25.507	0.138	0.951	1000000.0
66	283.432	33.093	67.637	25.681	0.138	0.951	1000000.0
67	282.147	32.994	67.62	25.489	0.138	0.951	1000000.0
68	282.792	33.025	67.613	25.506	0.138	0.951	1000000.0
69	282.637	33.001	67.745	25.527	0.138	0.951	1000000.0
70	281.5	32.95	67.189	25.433	0.138	0.951	1000000.0
71	281.965	33.013	67.1	25.557	0.138	0.951	1000000.0
72	283.122	33.034	67.773	25.616	0.138	0.95	1000000.0
73	282.376	33.037	67.403	25.565	0.138	0.951	1000000.0
74	282.88	33.136	67.662	25.71	0.138	0.95	1000000.0
75	283.964	33.055	67.969	25.668	0.138	0.95	1000000.0
76	283.49	33.079	67.55	25.614	0.138	0.951	1000000.0
77	282.725	33.069	67.156	25.608	0.138	0.951	1000000.0
78	282.299	33.02	67.56	25.551	0.138	0.951	1000000.0
79	283.646	33.103	67.913	25.733	0.138	0.95	1000000.0
80	282.913	33.093	67.508	25.573	0.138	0.951	1000000.0
81	283.826	32.979	67.883	25.528	0.138	0.951	1000000.0
82	284.064	33.092	68.02	25.628	0.138	0.951	1000000.0
83	281.857	33.076	67.449	25.6	0.138	0.951	1000000.0
84	284.003	33.059	67.857	25.576	0.138	0.951	1000000.0
85	282.163	33.004	67.44	25.487	0.138	0.951	1000000.0
86	284.218	33.126	67.875	25.662	0.138	0.951	1000000.0
87	282.906	32.986	67.51	25.563	0.138	0.951	1000000.0
88	282.321	33.039	67.526	25.579	0.138	0.951	1000000.0
89	283.183	33.071	67.662	25.65	0.138	0.95	1000000.0
90	281.476	33.065	67.47	25.662	0.138	0.951	1000000.0
91	283.914	32.997	67.769	25.508	0.138	0.951	1000000.0
92	283.007	33.127	68.02	25.657	0.138	0.951	1000000.0
93	282.95	33.035	67.54	25.521	0.138	0.951	1000000.0
94	283.459	33.081	67.51	25.596	0.138	0.951	1000000.0
95	283.388	33.127	67.925	25.653	0.138	0.95	1000000.0
96	282.909	33.024	67.468	25.55	0.138	0.951	1000000.0
97	282.7	32.96	67.532	25.528	0.138	0.951	1000000.0
98	283.163	33.078	67.681	25.667	0.138	0.951	1000000.0
99	283.316	33.026	67.63	25.535	0.138	0.951	1000000.0
100	283.732	33.053	67.765	25.593	0.138	0.951	1000000.0
