MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
1:Del:C:0	1.95E-03	1.93E-04	3.06E-03	2.85E-04	1.68E-03	1.52E-03	5.48E-03	1.66E-03	5.08E-03	8.96E-04	3.13E-03
1:Del:C:1	5.20E-04	1.54E-04	9.78E-04	2.86E-04	6.56E-04	5.69E-04	1.59E-03	5.04E-04	1.40E-03	5.26E-04	1.25E-03
1:Del:C:2	1.98E-04	9.67E-05	4.92E-04	1.62E-04	1.90E-04	3.52E-04	9.77E-04	3.39E-04	5.76E-04	3.18E-04	1.41E-03
1:Del:C:3	2.42E-04	1.04E-04	3.91E-04	1.80E-04	2.93E-04	4.17E-04	5.17E-04	1.49E-04	3.98E-04	1.64E-04	6.39E-04
1:Del:C:4	5.77E-04	1.30E-04	6.98E-04	1.28E-04	3.42E-04	9.09E-04	2.80E-04	3.46E-05	4.29E-04	1.06E-04	3.70E-04
1:Del:C:5	1.59E-03	1.73E-04	1.93E-03	2.02E-04	3.68E-04	2.59E-03	3.26E-04	3.15E-04	1.22E-03	1.82E-04	3.52E-04
1:Del:T:0	5.79E-04	2.72E-04	1.24E-03	5.76E-04	1.92E-03	7.95E-04	1.71E-03	1.02E-03	1.91E-03	4.97E-04	5.96E-04
1:Del:T:1	5.90E-04	2.58E-04	1.74E-03	4.10E-04	3.00E-03	1.27E-03	9.39E-04	1.08E-03	1.96E-03	5.43E-04	5.56E-04
1:Del:T:2	4.92E-04	2.24E-04	6.54E-04	2.97E-04	9.15E-04	5.17E-04	8.79E-04	6.40E-04	1.14E-03	3.91E-04	3.87E-04
1:Del:T:3	6.68E-04	2.94E-04	1.20E-03	3.56E-04	1.40E-03	9.14E-04	1.86E-03	7.63E-04	2.12E-03	4.93E-04	6.28E-04
1:Del:T:4	9.89E-04	3.67E-04	1.62E-03	4.25E-04	1.20E-03	1.98E-03	1.54E-03	4.64E-05	1.80E-03	4.60E-04	3.73E-04
1:Del:T:5	1.12E-02	1.69E-03	1.26E-02	7.28E-03	6.13E-03	1.77E-02	4.36E-03	3.08E-03	4.08E-03	3.69E-03	7.05E-04
1:Ins:C:0	3.02E-04	1.38E-04	4.26E-04	3.80E-03	1.01E-03	4.25E-04	3.76E-04	4.02E-04	3.90E-04	5.87E-04	2.35E-04
1:Ins:C:1	1.28E-04	9.73E-05	2.63E-04	2.22E-04	2.55E-04	1.92E-04	3.59E-04	2.60E-04	3.81E-04	8.44E-05	1.31E-04
1:Ins:C:2	9.16E-05	4.65E-05	1.62E-04	9.02E-05	1.68E-04	1.05E-04	2.65E-04	1.60E-04	2.71E-04	7.62E-05	1.56E-04
1:Ins:C:3	4.44E-05	8.52E-05	1.07E-04	7.23E-05	1.47E-04	7.91E-05	1.52E-04	1.94E-04	1.98E-04	1.97E-05	1.65E-04
1:Ins:C:4	8.12E-05	8.23E-05	1.80E-04	8.08E-05	2.14E-04	1.64E-04	1.97E-04	2.09E-04	2.55E-04	4.16E-05	1.17E-04
1:Ins:C:5	9.53E-04	2.79E-04	1.10E-03	3.34E-04	6.11E-04	1.21E-03	6.39E-04	4.43E-04	1.30E-03	2.10E-04	2.04E-04
1:Ins:T:0	4.29E-04	1.76E-04	8.13E-04	3.08E-04	3.99E-04	6.40E-04	5.92E-04	5.53E-04	7.39E-04	1.92E-04	3.14E-04
1:Ins:T:1	2.74E-04	2.96E-04	1.12E-03	2.99E-04	4.42E-04	3.26E-04	3.41E-03	1.33E-03	3.56E-03	3.11E-04	1.17E-03
