Sample Names	MutationType	ID1	ID2	ID5	ID8	ID9	ID13	ID19	ID21
SP127630	1:Del:C:0	0.03913264692671645	0.9608673530732836	0.0	0.0	0.0	0.0	0.0	0.0
SP127630	1:Del:C:1	0.9772771989634917	0.02272280103650817	0.0	0.0	0.0	0.0	0.0	0.0
SP127630	1:Del:C:2	1.3078036568129928e-12	0.9999999999986922	0.0	0.0	0.0	0.0	0.0	0.0
SP127630	1:Del:C:3	0.48670765973775515	0.5132923402622448	0.0	0.0	0.0	0.0	0.0	0.0
SP127630	1:Del:C:4	0.18361963042417911	0.8163803695758208	0.0	0.0	0.0	0.0	0.0	0.0
SP127630	1:Del:C:5	0.22078340923246959	0.7792165907675304	0.0	0.0	0.0	0.0	0.0	0.0
SP127630	1:Del:T:0	0.1693357266993137	0.8306642733006863	0.0	0.0	0.0	0.0	0.0	0.0
SP127630	1:Del:T:1	0.5073135482445643	0.49268645175543563	0.0	0.0	0.0	0.0	0.0	0.0
SP127630	1:Del:T:2	0.14054973937543067	0.8594502606245692	0.0	0.0	0.0	0.0	0.0	0.0
SP127630	1:Del:T:3	0.12235966519282038	0.8776403348071797	0.0	0.0	0.0	0.0	0.0	0.0
SP127630	1:Del:T:4	0.10064719357260206	0.899352806427398	0.0	0.0	0.0	0.0	0.0	0.0
SP127630	1:Del:T:5	4.992369235956325e-18	1.0	0.0	0.0	0.0	0.0	0.0	0.0
SP127630	1:Ins:C:0	0.5073135482445643	0.49268645175543563	0.0	0.0	0.0	0.0	0.0	0.0
SP127630	1:Ins:C:1	1.7915434235257872e-14	0.999999999999982	0.0	0.0	0.0	0.0	0.0	0.0
SP127630	1:Ins:C:2	1.552392890340876e-13	0.9999999999998447	0.0	0.0	0.0	0.0	0.0	0.0
SP127630	1:Ins:C:3	0.7073658899278096	0.2926341100721904	0.0	0.0	0.0	0.0	0.0	0.0
SP127630	1:Ins:C:4	0.42970592104933997	0.5702940789506601	0.0	0.0	0.0	0.0	0.0	0.0
SP127630	1:Ins:C:5	0.7680238694421169	0.2319761305578831	0.0	0.0	0.0	0.0	0.0	0.0
