MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
1:Del:C:0	7.71E-05	6.05E-04	1.91E-03	4.89E-03	3.54E-03	1.64E-03	1.47E-03	1.08E-03	4.84E-03	2.33E-03	5.12E-03	7.40E-04
1:Del:C:1	7.54E-05	4.76E-04	2.68E-03	4.14E-03	3.49E-03	1.47E-03	2.42E-03	7.20E-04	3.81E-03	2.15E-03	5.33E-03	9.36E-04
1:Del:C:2	7.64E-05	1.42E-04	1.85E-03	2.35E-03	2.19E-03	8.85E-04	1.58E-03	1.67E-04	2.21E-03	1.88E-03	3.13E-03	8.37E-04
1:Del:C:3	1.82E-04	1.25E-04	9.89E-04	1.47E-03	1.01E-03	7.08E-04	8.22E-04	1.72E-04	1.51E-03	1.04E-03	1.69E-03	5.66E-04
1:Del:C:4	2.15E-04	6.38E-05	1.14E-03	8.74E-04	5.80E-04	3.58E-04	6.69E-04	2.18E-04	1.17E-03	8.16E-04	1.19E-03	5.90E-04
1:Del:C:5	9.86E-04	3.31E-05	8.15E-04	2.72E-03	1.76E-04	9.98E-05	1.90E-04	1.04E-04	3.22E-03	2.10E-03	4.13E-03	4.05E-04
1:Del:T:0	5.82E-05	4.76E-04	1.80E-03	4.83E-03	3.19E-03	2.15E-03	2.11E-03	8.10E-04	3.46E-03	2.73E-03	3.23E-03	1.22E-03
1:Del:T:1	4.64E-05	2.26E-04	1.25E-03	3.36E-03	2.12E-03	1.67E-03	1.49E-03	1.87E-04	3.01E-03	1.74E-03	3.02E-03	8.10E-04
1:Del:T:2	1.55E-04	9.95E-05	1.39E-03	3.87E-03	2.76E-03	1.49E-03	1.42E-03	6.24E-04	3.41E-03	2.00E-03	4.14E-03	6.54E-04
1:Del:T:3	2.91E-04	5.08E-04	1.17E-03	3.60E-03	3.09E-03	1.41E-03	1.08E-03	8.32E-04	3.64E-03	2.72E-03	3.67E-03	9.98E-04
1:Del:T:4	4.31E-04	3.21E-04	7.57E-04	2.47E-03	2.04E-03	1.15E-03	1.04E-03	8.28E-04	2.74E-03	1.99E-03	2.39E-03	1.58E-04
1:Del:T:5	1.80E-03	8.06E-04	8.59E-04	2.47E-03	1.35E-03	1.20E-03	1.28E-03	6.56E-04	4.75E-03	2.73E-03	4.86E-03	1.47E-03
1:Ins:C:0	4.01E-05	1.77E-04	5.47E-04	1.59E-03	2.88E-04	4.99E-04	2.14E-04	3.59E-04	4.50E-04	3.84E-03	6.35E-03	9.98E-04
1:Ins:C:1	1.71E-05	8.87E-05	1.71E-04	7.05E-04	4.97E-04	3.13E-04	3.67E-04	8.26E-05	6.79E-04	8.22E-04	1.42E-03	4.12E-04
1:Ins:C:2	1.74E-05	3.57E-05	1.01E-04	5.29E-04	3.83E-04	3.07E-04	3.03E-04	1.37E-04	6.06E-04	6.14E-04	1.11E-03	3.63E-04
1:Ins:C:3	4.39E-05	6.11E-05	2.12E-04	4.40E-04	2.76E-04	2.64E-04	2.32E-04	1.03E-04	4.53E-04	4.02E-04	6.24E-04	2.83E-04
1:Ins:C:4	9.50E-05	8.17E-05	2.06E-04	4.40E-04	1.42E-04	1.85E-04	6.17E-05	1.50E-04	3.02E-04	4.82E-04	6.39E-04	6.64E-05
1:Ins:C:5	3.39E-04	5.84E-04	3.12E-04	1.48E-03	3.11E-04	6.84E-05	3.67E-05	1.60E-04	1.03E-03	4.10E-03	5.04E-03	1.14E-03
1:Ins:T:0	2.98E-05	9.76E-05	4.21E-04	1.16E-03	4.30E-04	2.46E-04	7.02E-04	3.08E-04	1.33E-03	3.28E-03	5.27E-03	1.00E-03
1:Ins:T:1	4.17E-05	3.02E-04	7.58E-04	1.80E-03	1.32E-03	4.29E-04	3.90E-03	4.44E-04	2.97E-03	1.77E-03	1.62E-03	7.83E-04
1:Ins:T:2	2.21E-04	2.07E-04	8.15E-04	1.36E-03	8.58E-04	4.64E-04	1.74E-03	6.31E-05	7.07E-04	1.11E-03	1.83E-03	3.74E-04
1:Ins:T:3	1.18E-04	2.50E-04	4.64E-04	1.10E-03	5.28E-04	4.60E-04	1.07E-03	1.67E-04	9.15E-04	7.15E-04	1.29E-03	5.07E-04
1:Ins:T:4	5.91E-05	2.06E-04	3.49E-04	1.10E-03	6.68E-04	4.08E-04	5.73E-04	3.45E-04	1.09E-03	9.13E-04	1.01E-03	2.62E-04
