Samples	ID83A	ID83B	ID83C
SP95454	21470	6852	0
SP94741	44321	10811	0
SP90209	68245	58867	100
SP90989	47076	3552	0
SP93540	85409	10631	0
SP93227	77748	47102	4489
SP94348	42712	7654	0
SP94588	21	255	257
SP90725	27	241	139
SP94236	37	139	335
SP93772	40	105	240
SP92195	26	200	288
SP89957	159	152	168
SP92268	100	195	143
SP92707	29	142	162
SP89687	113	104	283
SP90269	0	294	194
SP94933	22525	41761	0
SP95126	243	78	495
SP95646	40	184	281
SP89443	29	122	220
SP89651	27	71	185
SP94060	14	179	184
SP92787	16	66	210
SP92723	32	238	164
SP92364	43900	15784	0
SP95406	28	94	182
SP91746	22	137	164
SP92332	80	141	499
SP91730	58	82	849
SP92947	50	303	154
SP91666	87	271	188
SP90245	33	133	364
SP90893	21	114	306
SP89519	56	208	144
SP94917	12304	5086	483
SP92659	63	3310	329
SP94332	90	0	986
SP94661	59	194	225
SP93652	14	218	209
SP90125	34	135	283
SP94540	0	398	169
SP95222	211	130	401
SP89389	129	120	298
SP90503	34	106	203
SP92460	10011	3918	257
SP92931	89	155	271
SP91265	178	186	394
SP89909	10297	2019	346
SP90629	182	80	670
SP95550	170	132	339
CPCT02020389T	143	166	172
CPCT02080033T	0	611	331
CPCT02060156T	321	317	512
DRUP01340014T	27	103	311
DRUP01010121T	463	211	391
CPCT02130034T	112	222	525
CPCT02260015T	336	167	906
CPCT02220071T	12633	1357	550
CPCT02010710T	158	176	376
CPCT02340068T	26	136	253
CPCT02130050T	88	277	618
DRUP01060016T	50	55	624
CPCT02260017T	179	505	433
CPCT02020682T	809	593	436
DRUP01030013T	44355	6828	1611
CPCT02130059T	143	247	480
WIDE01010296T	167	570	953
CPCT02380044T	32	259	671
CPCT02060117T	44	319	215
CPCT02080220T	0	589	360
CPCT02210056T	60	242	311
CPCT02020734T	50	291	390
CPCT02020716T	20	178	223
CPCT02080226T	39	197	502
DRUP01080014T	20075	2292	485
DRUP01270003T	103	188	268
CPCT02190044T	41	46	402
CPCT02130131T	51	189	387
CPCT02220054T	169	269	515
CPCT02330075T	284	683	538
CPCT02130134T	30	161	487
CPCT02130148T	78	254	532
CPCT02070381T	0	46	241
DRUP01070053T	93	116	418
DRUP01060025T	114	169	2702
DRUP01100007T	182	535	395
CPCT02380019T	35	207	689
CPCT02020598T	20	87	337
DRUP01070059T	6	58	285
CPCT02080152T	18285	3007	589
CPCT02070406T	53	37	619
CPCT02450002T	351	600	536
DRUP01070024T	12	191	403
DRUP01060027T	63	59	938
CPCT02030381T	11	151	538
DRUP01220005T	200	312	645
CPCT02370010T	100	173	2689
CPCT02020623T	227	304	408
CPCT02290023T	97	471	484
DRUP01010022T	48007	4616	786
CPCT02070159T	0	361	390
CPCT02030354T	84	71	209
CPCT02020565T	41	202	250
CPCT02060114T	33	45	442
CPCT02060118T	63	103	475
CPCT02220002T	40	100	221
DRUP01030002T	34	260	395
CPCT02070060T	169	222	970
CPCT02030320T	59	812	272
CPCT02060035T	82	266	192
CPCT02070110T	14	212	375
CPCT02020492T	54	63	649
CPCT02030327T	92	148	194
CPCT02020503T	177	129	954
CPCT02380029T	84174	80	2038
CPCT02020636T	80	124	830
CPCT02130013T	121	105	1015
DRUP01110002T	66877	13809	2810
WIDE01010639T	151	321	154
DRUP01010167T	36270	5531	883
WIDE01010570T	260	283	499
