MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
1:Del:C:0	0.0015786205555559719	0.0008534134721412556	0.009789307786268181	0.013451523312687641	0.00656563745569656	0.005989048840419855	0.0192444255418377	0.02348997859546216	0.014896191672305577	0.01633257830530056	0.0368137816991657	0.012007112321880413	0.023845296024228448	0.07043171818833799	0.18755386780947447	0.03522248990668629	0.056041795359924436	0.044054619318339976	0.008590165426721797	0.02620940766908461
1:Del:C:1	0.0005110975700881681	0.0003694918499741107	0.004715106897056103	0.0072700082253140865	0.0015106994350571768	0.007270087133802008	0.009001605887315236	0.005743153676157817	0.0070261469726392535	0.0059781112910422965	0.0189335121656768	0.005689338408628828	0.009554947936267126	0.038470735708251595	0.08083472149446606	0.01275625366487302	0.028451781710609792	0.02839748830301687	0.029054910441627727	0.010731599802238635
1:Del:C:2	0.0009884968582446164	0.00014143443142529576	0.009261460069101304	0.0036649947203113696	0.0026328119694517226	0.004921172284230124	0.006467899907001993	0.007475346448736673	0.004896893747427384	0.005394406690029428	0.0116274458845146	0.0040659951295310744	0.002341333753138315	0.016413033050484957	0.04169157227501273	0.006788718815660105	0.011219808171154	0.010777675663994159	0.010916019400465302	0.00816059846052667
1:Del:C:3	0.0007330185515456833	0.00017176038890283961	0.0324446632375475	0.004371551522490335	0.0034703682910185306	0.0033570316844270566	0.00547675414942205	0.004484901617211108	0.0029771270288620143	0.004631346887035761	0.007298160512000322	0.0034922500807442703	0.0004035897135577216	0.009230801535595674	0.007693875335648954	0.010514748934638192	0.007226240323216188	0.005238615358248353	0.006144283707351974	0.00574647554504395
1:Del:C:4	0.0018082231771404623	0.0003146734835422649	0.10171486526594208	0.0018171495321735165	0.007545384507717472	0.0018557329597933857	0.001956249148288407	0.004626059380804008	0.0028043051491840744	0.0031294696804252454	0.0031220565596764517	0.0046808405843330545	0.0014986097379005513	0.003785296613395417	0.0033206492554148782	0.0024202652409138635	0.00275411060669839	0.006524270402484831	0.0006744471785037832	0.007994178315259432
1:Del:C:5	0.008116641016851531	0.00434951345097943	0.20417065625078976	0.008351346242416185	0.02552244066260755	0.001092250391785683	0.003865789495612262	0.02302973280862716	0.006545749340210136	0.0037614835754357047	5.085973912855479e-05	0.01533617140899878	0.004618260155093026	0.001215914377687597	0.004190869723593096	0.005000790517663916	0.0014034166392360703	0.001848795402285468	0.0009409851030295613	0.014623719161900226
1:Del:T:0	0.000963581527421411	0.0005373690172564238	0.006972382690728409	0.009590444425703027	0.004508917803759687	0.007463049505895469	0.015900653648059232	0.018311557882425403	0.013576892314013093	0.012794797379901865	0.012455941351363435	0.009955313619066146	0.013046461632475257	0.12803053429350256	0.05843144873157144	0.05267080527963117	0.033199503620926406	0.025089150990825145	0.030950300861150026	0.025228169390466064
1:Del:T:1	0.0014493502245022682	9.456419611524325e-05	0.004869990454171785	0.006437480216336553	0.0032318644867336843	0.004979272440832574	0.011505812414688989	0.012966861372060521	0.01126014089823002	0.019483663446153515	0.004937041168523138	0.009356347075663508	0.006929040927483925	0.18750007663853466	0.009378845936789731	0.01652165827639692	0.02061450566747226	0.021905855398217683	0.0035584419952147074	0.019359098782297225
1:Del:T:2	0.0020019088237313554	0.0003275671486608189	0.007196291762520559	0.007852373323403298	0.0031316361314384267	0.006586192396352999	0.013719433537917212	0.022072745928671793	0.00889315783570055	0.011548578092333627	0.015588191761635244	0.010271324036293663	0.005315401067055064	0.07207142499741166	0.03395895678782836	0.02966428743551205	0.024302022298797965	0.018746873681302532	0.024326156334136612	0.013444690731703304
1:Del:T:3	0.011892822235095081	0.00016390884538850515	0.02912437492981553	0.007443994485656731	0.010689197431202047	0.006853284080862067	0.018796383488515856	0.05324249171404972	0.009383918237290345	0.010444824908772717	0.02163481359835714	0.018107929635443724	0.01032051909081929	0.11301753609906882	0.04319735834258608	0.0197086918768548	0.02595774778863415	0.01310661572372055	0.005927518646654733	0.02063581779017113
