MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	4.45E-04	4.59E-04	6.32E-04	4.36E-04
1:Del:C:1	3.40E-04	2.92E-04	4.44E-04	3.33E-04
1:Del:C:2	1.80E-04	1.64E-04	2.29E-04	1.95E-04
1:Del:C:3	1.35E-04	1.21E-04	1.87E-04	1.44E-04
1:Del:C:4	1.04E-04	1.14E-04	1.30E-04	1.17E-04
1:Del:C:5	1.05E-04	1.27E-04	1.47E-04	1.10E-04
1:Del:T:0	3.22E-04	2.88E-04	4.30E-04	3.05E-04
1:Del:T:1	5.84E-04	6.45E-05	7.10E-04	2.96E-04
1:Del:T:2	2.33E-04	2.68E-04	3.68E-04	2.40E-04
1:Del:T:3	2.63E-04	3.10E-04	3.42E-04	2.80E-04
1:Del:T:4	1.52E-04	2.77E-04	2.95E-04	1.85E-04
1:Del:T:5	3.71E-04	1.42E-03	1.78E-03	0.00E+00
1:Ins:C:0	8.41E-05	1.46E-04	1.15E-04	1.88E-04
1:Ins:C:1	6.91E-05	1.00E-04	1.08E-04	1.01E-04
1:Ins:C:2	7.33E-05	3.67E-05	9.40E-05	7.05E-05
1:Ins:C:3	5.25E-05	8.46E-05	6.87E-05	8.37E-05
1:Ins:C:4	3.21E-05	7.45E-05	7.07E-05	6.17E-05
1:Ins:C:5	4.86E-05	1.41E-04	1.30E-04	1.24E-04
1:Ins:T:0	9.52E-05	1.89E-04	1.97E-04	1.98E-04
1:Ins:T:1	1.54E-04	2.07E-04	2.43E-04	2.02E-04
1:Ins:T:2	1.28E-04	1.44E-04	1.71E-04	1.73E-04
1:Ins:T:3	7.85E-05	1.23E-04	1.27E-04	1.28E-04
1:Ins:T:4	7.87E-05	1.15E-04	1.11E-04	8.20E-05
1:Ins:T:5	5.26E-04	1.72E-03	1.19E-03	1.17E-03
2:Del:R:0	1.79E-04	2.05E-04	2.58E-04	1.93E-04
2:Del:R:1	1.59E-04	2.46E-04	2.91E-04	2.12E-04
2:Del:R:2	8.06E-05	9.53E-05	1.27E-04	1.08E-04
2:Del:R:3	3.39E-05	6.85E-05	7.43E-05	8.50E-05
2:Del:R:4	1.35E-05	7.25E-05	5.71E-05	6.31E-05
2:Del:R:5	7.24E-06	1.22E-04	1.02E-04	1.29E-04
3:Del:R:0	1.08E-04	1.26E-04	1.08E-04	1.41E-04
3:Del:R:1	1.08E-04	1.58E-04	1.77E-04	1.52E-04
3:Del:R:2	3.47E-05	7.99E-05	8.90E-05	4.91E-05
3:Del:R:3	2.10E-05	3.47E-05	3.55E-05	3.35E-05
3:Del:R:4	8.92E-06	1.20E-09	2.98E-05	2.09E-09
3:Del:R:5	1.51E-06	3.16E-06	3.37E-05	1.78E-05
4:Del:R:0	1.31E-04	1.11E-04	1.37E-04	1.27E-04
4:Del:R:1	7.86E-05	1.60E-04	1.92E-04	1.39E-04
4:Del:R:2	6.94E-07	7.75E-05	8.23E-05	7.16E-05
4:Del:R:3	1.99E-05	3.55E-05	6.33E-05	4.60E-05
4:Del:R:4	1.34E-05	3.24E-05	3.96E-05	2.52E-05
4:Del:R:5	1.87E-06	2.86E-05	2.52E-05	2.23E-05
5:Del:R:0	6.26E-04	2.03E-04	2.58E-04	4.43E-04
5:Del:R:1	1.06E-04	1.19E-04	1.28E-04	1.18E-04
5:Del:R:2	3.24E-05	5.96E-05	6.10E-05	6.67E-05
5:Del:R:3	1.85E-05	3.32E-05	7.71E-06	3.82E-05
5:Del:R:4	1.35E-10	1.06E-05	8.93E-06	1.42E-05
5:Del:R:5	7.95E-06	2.95E-06	3.65E-06	7.62E-06
2:Ins:R:0	8.79E-05	1.51E-04	1.44E-04	1.92E-04
2:Ins:R:1	7.19E-05	1.22E-04	8.98E-05	1.43E-04
2:Ins:R:2	5.88E-05	8.76E-05	8.25E-05	7.73E-05
2:Ins:R:3	3.64E-05	5.59E-05	3.41E-05	7.10E-05
2:Ins:R:4	3.49E-05	7.32E-05	3.12E-05	7.03E-05
2:Ins:R:5	2.30E-06	1.90E-04	1.85E-05	1.55E-04
3:Ins:R:0	4.82E-05	8.43E-05	5.89E-05	1.31E-04
3:Ins:R:1	4.75E-05	9.45E-05	8.56E-05	9.51E-05
3:Ins:R:2	2.14E-05	3.51E-05	4.45E-05	4.64E-05
3:Ins:R:3	4.90E-06	5.75E-08	1.40E-06	1.22E-05
3:Ins:R:4	9.83E-06	8.57E-06	1.47E-05	1.39E-05
3:Ins:R:5	1.66E-05	4.69E-05	3.85E-05	3.78E-05
4:Ins:R:0	6.25E-05	1.35E-04	1.25E-04	1.88E-04
4:Ins:R:1	6.21E-05	9.82E-05	9.85E-05	9.64E-05
4:Ins:R:2	1.61E-05	3.14E-05	2.23E-05	3.90E-05
4:Ins:R:3	6.16E-06	3.01E-05	3.09E-05	2.99E-05
4:Ins:R:4	6.62E-06	3.25E-05	2.12E-05	3.38E-05
4:Ins:R:5	1.24E-05	4.24E-05	4.44E-05	3.24E-05
5:Ins:R:0	2.96E-08	2.47E-08	1.27E-08	1.01E-03
5:Ins:R:1	1.07E-04	1.62E-04	1.64E-04	1.57E-04
5:Ins:R:2	2.68E-05	4.93E-05	4.25E-05	4.98E-05
5:Ins:R:3	9.39E-06	2.74E-05	2.49E-05	2.28E-05
5:Ins:R:4	8.39E-06	1.59E-05	2.05E-05	6.01E-06
5:Ins:R:5	2.70E-06	1.75E-05	9.75E-06	1.65E-05
2:Del:M:1	1.83E-04	2.05E-04	2.69E-04	2.72E-04
3:Del:M:1	1.10E-04	8.77E-05	1.16E-04	8.92E-05
3:Del:M:2	9.90E-05	1.32E-04	1.28E-04	1.33E-04
4:Del:M:1	1.41E-04	1.17E-04	1.44E-04	1.07E-04
4:Del:M:2	9.21E-05	1.10E-04	1.29E-04	9.19E-05
4:Del:M:3	9.50E-05	1.71E-04	1.78E-04	1.55E-04
5:Del:M:1	5.51E-04	3.11E-04	3.28E-04	3.96E-04
5:Del:M:2	5.80E-04	2.42E-04	2.04E-04	2.80E-04
5:Del:M:3	3.99E-04	1.89E-04	1.44E-04	1.71E-04
5:Del:M:4	2.14E-04	1.55E-04	1.37E-04	1.56E-04
5:Del:M:5	2.37E-04	1.89E-04	1.62E-04	2.09E-04
