MutationType	ID83A	ID83B
1:Del:C:0	1.16E-04	4.57E-05
1:Del:C:1	8.63E-05	2.74E-05
1:Del:C:2	3.86E-05	2.32E-05
1:Del:C:3	2.61E-05	3.02E-05
1:Del:C:4	1.48E-05	5.06E-05
1:Del:C:5	1.61E-05	1.78E-04
1:Del:T:0	9.42E-05	2.73E-05
1:Del:T:1	4.06E-04	1.78E-05
1:Del:T:2	5.65E-05	3.44E-05
1:Del:T:3	7.96E-05	3.69E-05
1:Del:T:4	4.06E-05	1.40E-04
1:Del:T:5	1.40E-04	2.95E-03
1:Ins:C:0	4.53E-05	3.04E-05
1:Ins:C:1	1.92E-05	1.68E-05
1:Ins:C:2	1.61E-05	1.15E-05
1:Ins:C:3	1.12E-05	1.49E-05
1:Ins:C:4	1.18E-05	3.58E-05
1:Ins:C:5	3.50E-05	1.95E-04
1:Ins:T:0	6.48E-05	2.07E-05
1:Ins:T:1	5.13E-05	3.58E-05
1:Ins:T:2	3.02E-05	4.00E-05
1:Ins:T:3	3.08E-05	2.82E-05
1:Ins:T:4	2.67E-05	4.10E-05
1:Ins:T:5	3.29E-04	2.16E-03
2:Del:R:0	1.39E-04	4.70E-04
2:Del:R:1	8.28E-04	2.36E-03
2:Del:R:2	1.94E-04	5.57E-04
2:Del:R:3	6.35E-05	1.60E-04
2:Del:R:4	1.45E-05	2.21E-05
2:Del:R:5	1.33E-05	7.63E-05
3:Del:R:0	1.41E-05	2.10E-05
3:Del:R:1	1.48E-04	3.46E-04
3:Del:R:2	3.44E-05	7.08E-05
3:Del:R:3	8.05E-06	1.82E-05
3:Del:R:4	5.29E-06	1.36E-05
3:Del:R:5	4.53E-06	1.33E-05
4:Del:R:0	1.51E-05	1.62E-05
4:Del:R:1	6.22E-05	1.36E-04
4:Del:R:2	1.77E-05	3.74E-05
4:Del:R:3	7.17E-06	1.84E-05
4:Del:R:4	4.66E-06	1.36E-05
4:Del:R:5	2.79E-06	9.93E-06
5:Del:R:0	1.45E-04	2.13E-05
5:Del:R:1	1.84E-05	3.93E-05
5:Del:R:2	7.08E-06	1.75E-05
5:Del:R:3	3.01E-06	9.49E-06
5:Del:R:4	2.07E-06	6.74E-06
5:Del:R:5	1.41E-06	4.57E-06
2:Ins:R:0	4.33E-05	3.01E-05
2:Ins:R:1	2.06E-05	2.09E-05
2:Ins:R:2	1.26E-05	1.88E-05
2:Ins:R:3	8.34E-06	1.64E-05
2:Ins:R:4	9.96E-06	4.40E-05
2:Ins:R:5	5.36E-05	2.76E-04
3:Ins:R:0	2.00E-05	1.52E-05
3:Ins:R:1	1.62E-05	1.61E-05
3:Ins:R:2	5.97E-06	9.90E-06
3:Ins:R:3	3.31E-06	9.14E-06
3:Ins:R:4	1.97E-06	7.30E-06
3:Ins:R:5	6.18E-06	2.39E-05
4:Ins:R:0	4.82E-05	2.51E-05
4:Ins:R:1	1.81E-05	1.84E-05
4:Ins:R:2	5.62E-06	9.50E-06
4:Ins:R:3	4.09E-06	9.56E-06
4:Ins:R:4	4.87E-06	1.29E-05
4:Ins:R:5	6.50E-06	2.01E-05
5:Ins:R:0	1.60E-04	7.78E-05
5:Ins:R:1	4.36E-05	2.81E-05
5:Ins:R:2	6.10E-06	9.85E-06
5:Ins:R:3	3.35E-06	3.32E-06
5:Ins:R:4	2.77E-06	7.04E-06
5:Ins:R:5	2.93E-06	8.16E-06
2:Del:M:1	5.52E-04	1.61E-03
3:Del:M:1	1.24E-05	2.47E-05
3:Del:M:2	7.36E-05	1.83E-04
4:Del:M:1	1.27E-05	2.64E-05
4:Del:M:2	3.05E-05	8.04E-05
4:Del:M:3	5.65E-05	1.40E-04
5:Del:M:1	1.14E-04	2.09E-05
5:Del:M:2	7.70E-05	2.23E-05
5:Del:M:3	4.00E-05	2.50E-05
5:Del:M:4	2.09E-05	1.94E-05
5:Del:M:5	4.75E-05	2.48E-05
