Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
SP53460	5.88E+00	7.75E-01	5.10E-01	5.51E+00	2.54E+00	5.02E-01	1.16E+00
SP50827	9.04E+00	1.34E+00	1.85E+00	8.08E+00	2.41E+00	5.24E-01	1.75E+00
SP50263	1.72E+00	9.85E-01	1.48E+00	2.75E+00	2.08E+00	2.62E-01	1.12E+00
SP50317	1.90E+00	1.19E+00	1.17E+00	2.87E+00	2.12E+00	0.00E+00	1.25E+00
SP54113	1.20E+01	1.52E+00	1.97E+00	1.08E+01	4.40E+00	5.81E-01	1.14E+00
SP50406	3.04E-01	5.18E-02	1.67E-01	2.01E-01	4.32E-02	1.66E-01	2.41E-01
SP51824	3.59E+00	8.78E-01	1.40E+00	3.01E+00	2.26E+00	9.00E-02	9.39E-01
SP55387	1.90E+00	1.45E-01	4.78E-01	1.76E+00	6.36E-01	1.06E-01	3.30E-01
SP52779	6.81E+00	8.71E-01	1.55E+00	6.29E+00	2.28E+00	7.56E-01	1.37E+00
SP55235	1.51E+01	1.41E+00	1.63E+00	1.49E+01	3.63E+00	0.00E+00	2.00E+00
SP50713	2.32E+00	3.01E-01	5.95E-01	2.33E+00	1.78E+00	0.00E+00	7.60E-01
SP50611	1.03E+01	8.59E-01	1.30E+00	1.05E+01	1.74E+00	2.68E-01	1.60E+00
SP50485	9.11E-01	3.93E-01	6.69E-01	9.24E-01	8.09E-01	0.00E+00	7.48E-01
SP51037	8.81E-01	6.55E-01	1.01E+00	9.51E-01	1.07E+00	0.00E+00	6.93E-01
SP55142	1.52E+01	3.06E+00	2.86E+00	1.42E+01	7.53E+00	8.92E-01	3.27E+00
SP53387	5.37E+00	8.53E-01	1.05E+00	4.54E+00	2.39E+00	9.54E-01	1.48E+00
SP54745	3.41E+00	1.30E+00	1.64E+00	3.78E+00	2.97E+00	7.83E-01	1.44E+00
SP52284	1.36E+00	8.60E-01	1.37E+00	1.80E+00	1.56E+00	5.00E-02	1.10E+00
SP53618	1.20E+01	8.78E-01	1.45E+00	1.14E+01	2.77E+00	5.77E-01	1.38E+00
SP52232	4.59E+00	4.40E-01	2.63E-01	4.17E+00	1.54E+00	3.28E-01	9.47E-01
SP50412	8.01E-01	3.24E-01	5.29E-01	9.06E-01	7.65E-01	3.63E-01	7.06E-01
SP50321	2.71E+00	1.16E-01	1.10E+00	2.97E+00	2.54E+00	6.58E-01	9.54E-01
SP53548	7.04E-01	5.73E-01	1.06E+00	1.95E+00	1.85E+00	8.69E-01	8.68E-01
SP55004	5.09E-02	1.00E-02	1.98E-01	2.08E-01	3.60E-01	1.98E-01	2.62E-01
SP56079	6.62E+00	6.16E-01	1.02E+00	6.46E+00	1.62E+00	0.00E+00	1.37E+00
SP56168	1.83E+00	7.60E-01	1.26E+00	3.34E+00	2.64E+00	8.08E-01	1.58E+00
SP54363	5.89E+00	1.14E+00	1.97E+00	5.34E+00	2.43E+00	5.53E-01	1.18E+00
SP53810	3.07E+01	1.70E+00	1.39E+00	3.13E+01	1.63E+00	4.62E-01	1.43E+00
SP50518	1.22E+00	6.32E-01	1.33E+00	2.55E+00	2.02E+00	7.43E-01	1.04E+00
SP56303	1.91E+00	1.24E+00	1.71E+00	4.40E+00	4.26E+00	7.25E-01	1.48E+00
SP55711	1.45E+00	5.39E-01	1.32E+00	2.83E+00	2.35E+00	4.49E-01	1.38E+00
