Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
SP109953	49	203	9	10	13	7	3	3	7	2	15	9	0	8	24	15	17
SP107650	43	151	2	0	18	26	0	14	17	9	7	4	0	6	23	3	28
SP13206	134	73	21	4	17	0	1	6	13	2	16	14	0	6	37	9	5
SP13078	64	135	15	21	36	10	0	32	17	6	10	14	0	6	31	8	15
SP107607	34	72	12	3	3	56	0	33	11	0	5	34	0	6	15	10	21
SP109941	34	55	4	1	13	47	3	2	13	1	15	12	0	6	0	2	2
SP109801	136	104	28	2	3	11	1	0	25	8	15	16	0	6	13	13	14
SP13072	13	68	10	4	36	0	1	19	12	9	16	15	0	0	29	17	62
SP107595	112	209	3	7	46	10	6	8	20	0	3	168	0	6	52	11	51
SP107640	47	139	14	2	17	0	1	30	3	2	8	2	0	2	17	2	15
SP13084	49	184	4	6	40	0	1	15	20	9	7	21	0	4	28	0	29
SP107603	24	82	5	4	22	24	1	26	12	14	12	8	0	4	4	11	25
SP109957	36	100	1	13	29	0	9	52	21	11	0	7	0	4	6	48	209
SP114020	108	185	0	4	33	0	8	20	20	15	18	19	0	4	12	24	182
SP96540	41	68	5	17	0	19	0	9	5	0	29	0	6	0	1	6	22
SP114032	21	133	14	28	23	0	4	9	6	3	8	1	0	2	37	12	8
SP107624	16	50	6	0	17	0	3	8	12	1	18	16	0	0	18	0	0
SP107575	71	65	0	9	38	0	0	18	19	14	22	7	0	0	40	11	0
SP13242	38	82	4	13	6	13	2	14	25	8	10	10	0	1	23	4	17
SP114016	19	145	1	2	26	7	1	31	9	11	9	10	0	2	21	13	5
CPCT02070011T	31	346	15	66	61	285	41	31	977	129	0	146	79	9	194	30	44
CPCT02020317T	9	35	27	9	20	0	43	22	24	20	7	4	23	7	57	0	0
CPCT02010352T	0	8	11	8	15	0	24	7	6	3	2	0	4	4	0	7	9
CPCT02010362T	8	4	14	10	7	0	12	9	1	8	5	12	21	4	10	2	15
CPCT02010366T	1	0	2	0	8	1	10	5	3	0	0	2	11	4	0	2	2
CPCT02010383T	5	0	17	1	0	0	54	8	18	0	12	0	14	2	5	0	11
CPCT02050049T	6	15	12	6	13	35	37	32	1	4	30	15	0	4	0	11	1
CPCT02020350T	4	26	21	10	43	0	29	16	6	1	19	23	0	2	8	5	69
CPCT02060023T	38	213	42	3	188	41	16	18	33	18	40	84	25	13	29	28	78
CPCT02080030T	55	165	1663	15	130	9	219	134	19	258	33	53	14	44	2	25	35
CPCT02060010T	183	58	127	26	83	69	16	58	42	67	51	62	74	18	38	31	32
CPCT02040037T	169	401	2	21	21	18	107	11	3	41	130	15	3	1134	0	7	83
CPCT02070018T	28	82	16	0	219	112	35	33	33	8	19	62	0	8	11	16	55
CPCT02080041T	9	32	74	0	372	4	47	64	42	36	120	71	0	5	22	13	0
CPCT02070029T	370	41	14	9	31	34	19	45	92	28	45	52	8	19	139	9	0
CPCT02060033T	86	65	29	0	28	91	60	30	58	24	28	38	73	25	30	37	48
CPCT02020399T	688	321	35	22	0	361	66	169	24	12	223	50	15	47	5	24	11
CPCT02140024T	3688	738	27	761	48	538	66	0	65	12	0	29	0	14	114	0	0
CPCT02080050T	19	9	35	4	73	52	59	17	15	13	50	0	14	0	0	6	16
CPCT02030293T	29	37	10	10	16	124	42	37	29	16	6	11	2	8	0	9	33
CPCT02010441T	65399	1470	173	8108	0	756	54	6	79	0	641	22	0	33	0	18	160
CPCT02090030T	285	228	22	9	23	77	70	12	37	5	13	31	43	7	8	6	45
CPCT02010718T	74	326	7	13	53	0	86	13	22	13	14	3	48	16	23	6	0
CPCT02020653T	20	82	31	7	119	9	94	13	10	11	19	16	28	7	3	1	29
CPCT02340008TII	27	76	6	9	12	44	113	10	8	8	12	8	37	12	0	6	5
CPCT02020876T	14	10	17	9	30	17	9	9	8	30	29	27	17	8	6	0	19
CPCT02370016T	36	82	39	19	30	0	79	63	10	3	80	64	26	9	26	13	6
CPCT02070275T	28	254	0	22	31	114	82	24	7	12	6	14	38	6	3	9	0
