Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
SP63546	40	27	10	183	44	17	5	70	30
SP60322	212	0	50	51	24	57	2	6	0
SP60243	214	8	205	14	16	31	0	24	0
SP63966	22	124	27	64	89	48	4	143	0
SP60362	11	86	10	44	17	57	2	19	11
SP69077	707	26	539	94	49	0	4	8	0
SP67346	88	34	38	270	71	36	1	116	0
SP66687	19	153	7	90	62	56	1	57	0
SP63716	17	76	14	68	6	41	1	25	0
SP65376	697	43	442	92	56	0	0	0	0
SP61343	6	37	16	96	40	48	5	25	0
SP60001	662	3	64	100	44	71	13	62	5
SP59860	72	47	57	129	74	5	5	206	6
SP60610	6	40	16	42	15	76	0	19	0
SP64036	282	103	296	40	13	0	14	25	17
SP60842	185	29	124	120	37	59	11	1	11
CPCT02020307T	19	145	22	121	35	1	73	75	33
CPCT02020333T	603	20	219	126	34	63	123	32	72
CPCT02080024T	77	78	9	100	27	70	92	91	58
CPCT02030259TII	283	81	149	109	61	26	89	0	49
CPCT02040038T	703	60	152	0	40	57	107	53	14
CPCT02030250T	27	13	16	114	59	95	86	198	50
CPCT02050058T	98	92	78	82	330	28	159	148	36
CPCT02020393T	31	200	86	81	61	72	99	75	36
CPCT02030280T	741	265	162	157	143	137	106	32	30
CPCT02030278T	1029	56	63	19	57	171	50	0	66
CPCT02100030T	157	100	23	219	56	139	110	11	96
CPCT02060056T	221	45	83	17	29	184	97	46	28
CPCT02030296T	630	13	112	0	29	157	136	45	55
CPCT02060046T	5	118	11	28	0	21	41	28	28
CPCT02130056T	60	92	32	34	145	136	71	71	50
CPCT02180051T	15	67	36	21	24	120	88	28	34
CPCT02070434T	71	0	110	292	56	87	38	76	75
DRUP01210006T	666	50	51	1	29	0	66	0	531
CPCT02020659T	158	105	29	0	21	36	100	41	9
CPCT02080191T	963	26	124	81	126	159	234	5	84
CPCT02330084T	10	93	16	45	26	64	42	71	39
CPCT02360009T	55	415	0	78	454	0	101	119	169
CPCT02060196T	22	28	18	43	22	28	74	34	0
CPCT02290028T	2	108	36	34	77	51	133	122	16
CPCT02030455T	310	184	183	33	38	48	105	55	65
CPCT02080198T	0	38	15	5	9	65	110	12	11
CPCT02010679T	8	27	17	12	10	0	118	24	0
CPCT02100152T	469	0	248	289	63	132	134	0	44
CPCT02070465T	896	43	587	42	90	70	87	57	87
CPCT02040224T	237	59	142	100	84	18	82	134	63
DRUP01060007T	3	40	13	0	9	54	142	22	8
CPCT02040223T	5	77	46	89	64	24	118	119	14
CPCT02270023T	378	158	89	0	71	171	80	98	50
CPCT02220079T	41	232	25	73	5	263	44	18	23
CPCT02230082T	152	0	87	68	39	99	111	17	11
CPCT02090043T	13	118	12	0	11	76	56	33	12
CPCT02130051T	179	30	212	44	39	48	359	15	0
CPCT02030259TIII	248	66	146	87	56	37	70	2	52
DRUP01020026T	11	317	83	193	55	12	270	64	11
CPCT02210046T	28	43	38	73	37	59	148	44	25
CPCT02120120T	0	61	25	64	73	0	82	0	28
WIDE01010205T	243	111	114	198	54	17	72	68	66
CPCT02340080T	9	54	20	25	11	74	125	9	1
WIDE01010216T	18	254	5	0	24	239	36	27	50
CPCT02130087T	51	43	86	125	138	140	182	100	13
WIDE01010264T	4	64	11	70	67	18	29	34	52
CPCT02130085T	3	525	39	74	47	141	110	58	33
WIDE01010292T	1	19	0	0	50	0	21	11	46
WIDE01010277T	0	220	2	20	80	10	23	71	28
CPCT02120118T	9	48	31	0	15	0	91	63	21
WIDE01010301T	144	40	51	60	24	0	60	72	40
CPCT02220045T	1285	117	434	362	93	15	134	0	50
CPCT02130093T	15	109	28	0	6	153	84	0	21
CPCT02030482T	62	87	27	55	123	66	66	169	83
CPCT02030477T	7	15	13	43	23	0	70	22	14
CPCT02370026T	5	20	16	62	10	0	11	45	11
WIDE01010385T	80	22	39	234	45	136	51	0	58
WIDE01010397T	8	109	16	15	6	42	34	71	48
WIDE01010414T	220	0	168	86	83	177	30	0	47
WIDE01010420T	1544	94	521	803	258	75	104	71	94
CPCT02270031T	4	63	28	30	0	11	140	45	20
CPCT02120132T	16	80	18	7	0	79	149	44	0
DRUP01010084T	67	13	95	73	102	236	122	158	33
CPCT02020741T	30	55	29	172	49	32	125	66	65
CPCT02020740T	513	162	297	32	81	0	255	44	17
CPCT02030492T	92	222	66	156	363	256	119	104	53
CPCT02070349T	0	110	123	35	93	320	113	43	7
CPCT02070348T	10	80	39	162	22	69	229	97	17
CPCT02060226T	46	94	41	76	271	70	109	127	70
CPCT02230111T	7	37	53	73	38	31	132	113	2
CPCT02080236T	7	150	31	131	41	78	58	82	30
CPCT02030498T	0	0	33	172	70	92	89	16	17
DRUP01050029T	7	95	11	65	60	76	51	0	31
CPCT02030505T	304	34	110	93	29	0	109	18	31
CPCT02120149T	4	24	31	33	89	141	99	83	14
CPCT02070358T	12	66	22	97	27	112	130	0	0
CPCT02060168T	2	128	30	20	0	68	50	27	23
CPCT02030509T	367	24	37	83	6	0	71	57	20
CPCT02210066T	697	5	44	19	35	49	69	80	63
CPCT02030495T	8	39	27	7	24	66	87	62	14
CPCT02060251T	0	7	4	32	14	0	36	21	11
CPCT02380049T	14	34	1	9	15	137	61	21	33
CPCT02300049T	3	56	36	43	4	0	85	35	15
CPCT02140079T	0	24	25	0	9	70	122	32	0
CPCT02110074T	6	153	31	51	78	32	62	147	40
CPCT02210065T	57	227	0	260	380	106	80	0	14
CPCT02120153T	52	55	42	123	80	53	79	147	9
CPCT02110078T	48	109	58	232	144	5	123	99	39
CPCT02030517T	8	243	25	43	75	14	159	78	117
CPCT02020466T	287	66	167	88	67	65	131	48	28
CPCT02070397T	0	43	31	57	4	35	103	31	4
CPCT02050203T	880	120	140	109	33	0	144	45	19
CPCT02020572T	353	167	245	82	7	182	266	19	10
CPCT02060142T	405	42	139	32	24	82	100	11	40
CPCT02230050T	921	43	142	291	187	28	109	116	96
CPCT02070222T	7	13	42	43	12	0	103	57	12
CPCT02010646T	2	142	38	0	273	78	109	34	13
CPCT02070418T	20	65	12	25	35	170	24	17	32
CPCT02080160T	914	172	160	32	36	36	217	102	69
CPCT02100112T	29	37	64	25	28	0	223	142	17
CPCT02100119T	82	145	38	161	185	88	81	109	52
CPCT02340032T	10	256	0	18	108	154	60	29	44
CPCT02020513T	10	183	0	30	0	0	41	37	24
CPCT02180025T	140	35	43	384	219	33	32	82	41
CPCT02120022T	13	32	31	85	31	99	28	50	23
CPCT02020516T	21	300	10	146	47	155	73	15	26
CPCT02060089T	0	175	21	0	131	78	30	56	21
CPCT02090018T	9	90	21	83	50	152	33	52	18
CPCT02060094T	6	60	27	0	17	97	34	29	35
CPCT02120028T	40	138	26	52	116	57	81	55	26
CPCT02090019T	772	40	285	57	56	145	83	14	109
CPCT02060105T	309	24	137	90	42	12	104	16	42
CPCT02020544T	558	0	43	70	26	46	71	60	52
CPCT02060110T	2	10	11	21	8	14	32	12	20
CPCT02030355T	24	12	6	8	19	207	21	7	27
CPCT02040127T	24	133	38	182	85	16	74	102	49
CPCT02070190T	16	138	12	44	180	24	61	82	22
CPCT02090020T	3	80	0	12	0	23	53	15	2
DRUP01020004T	1	134	4	0	0	74	57	33	4
CPCT02060120T	297	198	125	84	795	24	94	0	56
CPCT02070210T	35	325	13	33	529	204	184	0	79
CPCT02040144T	651	290	102	318	163	70	197	77	104
CPCT02040143T	16	90	25	83	48	18	90	23	24
CPCT02020593T	56	342	9	65	99	138	81	142	42
CPCT02180005T	21	279	7	65	103	150	84	0	39
CPCT02030299T	361	0	326	75	47	149	70	6	77
CPCT02020420T	2	122	38	32	6	21	74	38	55
CPCT02030303T	423	26	265	55	19	104	73	8	13
CPCT02070058T	388	35	354	0	44	81	73	70	24
CPCT02040050T	236	32	56	55	13	74	40	13	29
CPCT02020434T	43	119	25	165	58	88	58	68	36
CPCT02220006T	0	100	9	148	42	520	32	0	22
DRUP01140003T	0	165	22	15	0	82	33	32	15
CPCT02020459T	312	0	133	61	26	15	96	73	23
CPCT02330021T	6	150	12	0	75	99	27	55	27
CPCT02110016T	25	10	0	50	5	0	26	22	23
CPCT02330023T	25	38	21	39	14	67	34	26	0
CPCT02040095T	40	74	4	85	146	113	51	148	55
CPCT02160017T	822	104	196	215	98	80	135	78	136
CPCT02080093T	6	146	13	27	46	0	30	35	30
CPCT02060088T	2	38	0	16	12	46	16	14	18
CPCT02290021T	148	46	30	19	120	122	122	116	20
CPCT02340042T	25	258	32	85	98	87	104	97	19
CPCT02040192T	287	53	52	107	43	0	76	18	55
CPCT02300026T	35	136	39	258	40	107	130	0	56
CPCT02450007T	796	155	74	62	47	0	78	83	46
CPCT02170020T	475	0	65	159	61	29	119	48	32
CPCT02030440T	49	79	22	203	79	60	121	78	23
CPCT02190003T	1130	192	100	0	358	196	77	20	29
WIDE01010536T	6	78	6	7	0	22	25	7	18
WIDE01010554T	9	54	14	25	2	60	24	46	42
