Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
SP117956	6	18	12	70	19	2
SP117975	6	25	1	50	6	0
SP2149	25	22	335	164	56	6
SP117113	6	132	10	29	32	0
SP117245	5	26	9	88	31	0
SP117402	14	23	0	49	32	2
SP117136	12	76	2	52	10	0
SP117378	7	42	20	21	51	0
SP116947	8	35	5	53	52	1
SP117369	0	27	1	0	129	0
SP117244	5	55	0	13	25	6
SP117162	11	15	5	19	75	1
SP117079	0	25	9	62	32	0
SP117344	11	79	399	29	48	10
SP118074	124	209	26	58	60	3
SP117598	0	40	72	332	90	7
SP117312	6	34	0	63	17	0
SP118038	3	68	14	8	45	2
SP117552	8	27	1	31	20	4
SP118073	3	54	6	62	27	0
SP117933	6	24	9	28	17	0
SP118012	7	26	10	50	58	2
SP117108	6	51	1	56	10	0
SP117812	12	17	11	18	51	0
SP117354	22	66	40	59	45	10
SP117370	9	73	4	30	28	0
SP116991	17	48	16	71	16	5
SP117629	4	18	501	26	43	14
SP124199	24	69	7	62	24	0
SP124195	14	99	11	37	29	2
SP117850	12	31	6	54	19	4
SP117127	13	63	8	42	10	1
SP117614	14	14	2	70	79	0
SP116948	13	125	11	102	41	0
SP117409	17	46	507	47	106	5
SP117593	11	44	7	77	8	0
SP117372	9	23	11	10	89	1
SP118077	17	27	27	71	26	0
SP117840	12	95	7	66	21	0
SP117363	27	91	103	45	223	15
SP117887	5	28	664	99	66	39
SP116946	15	44	13	70	49	0
SP117901	8	28	175	54	91	8
SP117454	13	43	5	61	36	0
SP124197	29	40	685	0	306	35
SP117919	31	45	713	0	85	12
SP117250	3	47	6	30	67	0
SP117983	21	81	21	54	32	4
SP117676	5	16	0	42	21	0
SP117011	10	45	25	21	82	3
SP117057	11	28	2	16	43	0
SP117126	8	68	3	94	19	2
SP117728	6	75	16	51	11	0
SP117618	10	50	9	13	17	2
SP117257	6	21	7	27	28	1
SP116963	12	32	3	49	5	0
SP117078	18	159	14	78	52	0
SP117944	10	39	275	59	76	13
SP117639	72	82	32	142	61	0
SP117834	31	58	11	114	47	0
SP117105	28	82	13	76	25	1
SP117785	13	8	0	73	54	4
SP117882	7	48	0	51	0	2
