MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
1:Del:C:0	5.23E-05	8.38E-05	1.77E-04	2.08E-03	6.22E-04	1.14E-03	3.37E-04
1:Del:C:1	2.63E-05	3.86E-05	1.12E-04	1.10E-03	3.63E-04	7.47E-04	2.07E-04
1:Del:C:2	5.79E-05	8.72E-05	9.26E-05	6.47E-04	3.37E-04	4.44E-04	1.67E-04
1:Del:C:3	2.18E-04	3.40E-04	5.88E-05	1.32E-03	1.70E-04	2.36E-04	1.24E-04
1:Del:C:4	5.54E-04	8.19E-04	4.84E-05	3.40E-03	2.22E-04	3.01E-04	1.12E-04
1:Del:C:5	9.04E-04	1.84E-03	1.22E-04	5.43E-03	9.72E-05	6.42E-04	9.59E-05
1:Del:T:0	3.22E-05	3.26E-05	3.06E-05	9.52E-04	3.39E-04	7.88E-04	2.21E-04
1:Del:T:1	2.75E-05	2.84E-05	1.02E-04	6.17E-04	3.68E-04	5.40E-04	1.47E-04
1:Del:T:2	6.26E-05	6.27E-04	1.57E-04	8.74E-04	2.57E-04	5.25E-04	1.94E-04
1:Del:T:3	2.31E-04	2.03E-03	3.11E-05	2.20E-03	3.31E-04	3.82E-04	2.62E-04
1:Del:T:4	3.49E-04	3.05E-03	2.02E-04	3.43E-03	3.17E-04	3.31E-04	3.77E-04
1:Del:T:5	3.27E-03	9.22E-03	2.76E-03	1.20E-02	8.95E-04	6.58E-03	1.56E-03
1:Ins:C:0	6.08E-06	2.46E-05	3.09E-04	2.12E-03	2.24E-04	1.32E-03	9.94E-05
1:Ins:C:1	2.99E-06	7.43E-06	3.63E-05	5.93E-04	1.17E-04	4.95E-04	8.02E-05
1:Ins:C:2	2.27E-06	6.91E-06	2.04E-05	1.12E-04	6.89E-05	1.29E-04	8.15E-05
1:Ins:C:3	1.08E-05	1.49E-05	4.20E-05	2.06E-04	6.71E-05	2.28E-04	2.79E-05
1:Ins:C:4	5.36E-05	9.52E-05	1.75E-04	4.35E-04	6.88E-05	2.07E-04	2.92E-05
1:Ins:C:5	1.84E-04	3.07E-04	6.99E-04	1.58E-03	2.47E-04	5.32E-04	6.19E-05
1:Ins:T:0	2.20E-05	5.90E-05	8.70E-05	1.34E-03	2.42E-04	1.10E-03	1.43E-04
1:Ins:T:1	9.42E-06	2.40E-05	6.24E-05	1.13E-03	4.44E-04	6.76E-04	1.68E-04
1:Ins:T:2	7.53E-05	1.38E-04	2.40E-04	8.69E-04	3.84E-04	4.88E-04	1.21E-04
1:Ins:T:3	3.03E-05	6.80E-05	9.42E-05	4.64E-04	2.08E-04	2.94E-04	6.32E-05
1:Ins:T:4	2.32E-05	4.06E-04	2.27E-04	4.36E-04	1.67E-04	3.13E-04	4.70E-05
1:Ins:T:5	1.35E-03	6.84E-03	2.47E-03	1.14E-02	2.10E-03	2.44E-03	9.26E-04
2:Del:R:0	3.00E-05	5.19E-05	3.86E-05	4.49E-04	2.30E-04	4.32E-04	1.60E-04
2:Del:R:1	1.51E-04	2.50E-04	4.29E-04	1.17E-03	6.10E-04	4.72E-04	1.84E-04
2:Del:R:2	4.64E-05	9.73E-05	7.78E-05	3.18E-04	1.44E-04	2.07E-04	6.97E-05
2:Del:R:3	1.00E-04	2.44E-04	2.52E-05	5.12E-04	7.05E-05	1.56E-04	6.75E-05
2:Del:R:4	1.36E-04	2.88E-04	3.65E-05	7.52E-04	4.44E-05	1.09E-04	3.90E-05
2:Del:R:5	4.70E-04	8.52E-04	2.29E-05	2.36E-03	1.33E-04	2.30E-04	7.98E-05
3:Del:R:0	1.17E-05	1.17E-05	9.66E-06	1.54E-04	1.71E-04	2.76E-04	1.11E-04
3:Del:R:1	1.56E-04	2.55E-04	4.61E-04	1.31E-03	5.89E-04	4.28E-04	1.31E-04
3:Del:R:2	6.03E-05	9.65E-05	8.69E-05	4.11E-04	1.72E-04	1.57E-04	6.87E-05
3:Del:R:3	1.84E-05	3.19E-05	4.37E-05	1.17E-04	6.16E-05	9.89E-05	1.77E-05
3:Del:R:4	1.69E-05	2.78E-05	7.50E-06	1.08E-04	6.13E-05	1.47E-05	2.22E-05
3:Del:R:5	2.34E-05	3.58E-05	6.17E-06	1.29E-04	5.85E-05	4.71E-06	0.00E+00
4:Del:R:0	4.75E-06	3.57E-06	4.72E-06	1.52E-04	1.66E-04	1.88E-04	1.03E-04
4:Del:R:1	5.94E-05	1.02E-04	1.87E-04	6.36E-04	3.86E-04	3.41E-04	1.09E-04
4:Del:R:2	1.62E-05	2.10E-05	6.26E-05	1.91E-04	1.42E-04	1.48E-04	7.34E-05
4:Del:R:3	2.43E-05	4.23E-05	0.00E+00	1.60E-04	8.82E-05	5.56E-05	4.15E-05
4:Del:R:4	8.47E-06	1.41E-05	4.35E-06	7.01E-05	4.80E-05	4.31E-05	2.91E-05
4:Del:R:5	1.44E-05	2.53E-05	8.45E-06	7.25E-05	2.21E-05	1.49E-05	2.90E-05
5:Del:R:0	1.37E-06	7.25E-06	2.61E-05	1.05E-03	8.74E-04	1.57E-03	5.32E-04
5:Del:R:1	1.16E-05	1.63E-05	3.18E-05	2.45E-04	1.41E-04	2.39E-04	1.10E-04
5:Del:R:2	4.62E-06	5.46E-06	1.07E-05	4.75E-05	5.88E-05	1.27E-04	4.56E-05
5:Del:R:3	5.61E-06	7.67E-06	6.62E-06	3.62E-05	3.32E-05	4.47E-05	2.65E-05
5:Del:R:4	3.29E-06	2.56E-06	6.59E-06	2.23E-05	6.82E-06	1.09E-05	1.27E-10
5:Del:R:5	2.26E-06	1.83E-06	6.20E-10	1.23E-05	1.30E-09	9.48E-07	6.76E-06
2:Ins:R:0	1.83E-05	2.10E-05	1.06E-04	1.37E-03	2.24E-04	1.42E-03	1.20E-04
2:Ins:R:1	3.48E-06	4.55E-06	3.11E-05	2.88E-04	1.29E-04	2.16E-04	5.36E-05
2:Ins:R:2	7.68E-06	8.58E-06	3.89E-05	2.06E-04	1.06E-04	1.48E-04	5.73E-05
2:Ins:R:3	1.49E-05	2.08E-05	7.53E-05	1.24E-04	5.06E-05	9.00E-05	1.66E-05
2:Ins:R:4	7.44E-05	8.27E-05	2.60E-04	4.45E-04	0.00E+00	2.14E-05	2.85E-05
2:Ins:R:5	2.31E-04	4.87E-04	9.08E-04	1.64E-03	1.77E-04	3.75E-04	1.12E-04
3:Ins:R:0	3.29E-06	1.66E-06	1.65E-05	3.49E-04	7.88E-05	4.78E-04	1.29E-04
3:Ins:R:1	1.62E-06	3.28E-06	9.37E-06	1.87E-04	8.84E-05	1.66E-04	3.24E-05
3:Ins:R:2	9.54E-07	2.53E-06	1.68E-05	4.20E-05	4.02E-05	3.66E-05	4.38E-05
3:Ins:R:3	2.83E-06	3.53E-06	1.69E-05	2.37E-05	1.32E-05	2.72E-05	0.00E+00
3:Ins:R:4	7.16E-06	9.56E-06	1.58E-05	3.72E-05	4.39E-06	3.00E-06	0.00E+00
3:Ins:R:5	2.58E-05	4.45E-05	7.63E-05	1.89E-04	1.83E-05	4.42E-05	1.69E-05
4:Ins:R:0	8.28E-06	5.05E-06	4.77E-05	4.69E-04	1.48E-04	8.76E-04	1.06E-04
4:Ins:R:1	9.67E-07	1.37E-06	4.31E-05	2.05E-04	1.02E-04	1.64E-04	5.15E-05
4:Ins:R:2	2.04E-06	2.82E-06	1.62E-05	2.96E-05	3.78E-05	6.66E-05	1.85E-05
4:Ins:R:3	5.62E-06	6.93E-06	2.49E-05	3.84E-05	2.55E-07	2.81E-05	2.03E-05
4:Ins:R:4	7.23E-06	1.47E-05	3.67E-05	6.53E-05	3.00E-05	4.43E-05	3.82E-05
4:Ins:R:5	1.19E-05	1.67E-05	6.07E-05	1.01E-04	5.28E-05	8.44E-05	4.52E-05
5:Ins:R:0	1.85E-05	1.58E-05	1.03E-05	9.03E-05	1.16E-03	4.78E-03	4.00E-04
5:Ins:R:1	4.17E-07	1.42E-06	1.06E-04	7.34E-04	3.35E-04	4.28E-04	1.27E-04
5:Ins:R:2	1.66E-06	1.73E-06	1.56E-05	1.93E-05	4.79E-05	9.74E-05	5.61E-05
5:Ins:R:3	1.02E-06	5.48E-07	1.29E-05	1.64E-05	2.66E-05	4.11E-05	1.47E-09
5:Ins:R:4	1.56E-06	2.16E-06	1.12E-05	1.64E-05	1.62E-05	3.99E-05	1.06E-05
5:Ins:R:5	1.46E-07	1.40E-06	1.99E-05	1.04E-05	2.06E-05	2.63E-05	5.57E-10
