Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
SP111074	278	154	0	22	0	46	168	136	71	1	69	83	21	16
SP110845	261	280	0	52	0	117	127	139	82	7	11	38	52	1
SP110857	350	376	31	0	0	22	117	55	81	0	37	27	0	33
SP111017	559	363	229	0	0	80	51	85	128	0	7	34	61	13
SP111080	47	33	0	32	0	7	109	32	13	1	49	18	0	3
SP23506	45	175	0	15	0	6	25	32	150	0	55	47	40	27
SP111075	277	361	0	0	0	184	139	75	104	17	14	11	59	50
SP111112	383	379	10	28	0	84	10	64	111	12	77	25	54	27
SP111001	872	421	0	0	0	252	431	289	104	19	25	94	99	33
SP111027	33	59	0	0	0	0	10	27	46	0	13	2	50	39
SP111117	536	828	0	0	0	71	128	50	151	9	71	101	0	25
SP110842	711	453	207	0	0	178	92	72	227	3	58	41	31	32
SP111173	917	259	124	0	0	148	106	479	0	0	108	16	43	0
SP111008	460	368	0	0	0	24	476	48	0	1	84	17	15	24
SP111070	669	371	0	0	0	22	522	0	99	0	31	29	51	26
SP110847	1005	327	0	44	0	44	49	27	96	0	92	8	0	34
SP111077	713	276	0	14	0	149	63	249	263	10	109	86	55	63
SP111091	38	40	0	0	0	142	28	147	126	0	79	10	12	17
SP111072	351	303	5	27	0	17	25	11	163	11	28	26	30	27
SP111084	125	220	0	0	0	246	0	113	144	6	99	71	25	80
SP23504	0	148	0	0	105	6	0	29	106	1	17	32	14	42
SP23500	33	44	0	3	0	87	62	43	92	0	0	4	21	0
SP111029	0	55	0	61	0	4	0	19	90	5	26	8	8	21
SP111175	1699	553	0	93	0	1165	84	472	137	14	205	145	0	0
SP111049	472	500	266	0	0	43	237	37	38	0	47	36	18	47
SP23498	619	410	148	0	0	37	144	93	145	0	70	66	2	44
SP111002	85	80	3	8	0	21	0	41	78	0	14	19	33	10
SP110866	333	280	187	0	0	70	85	133	89	0	0	8	0	43
SP111035	811	947	0	159	0	186	277	102	0	6	0	25	42	21
SP111009	660	349	0	0	0	71	0	114	165	6	7	175	0	13
SP111114	1616	877	317	0	0	229	0	254	134	0	123	56	0	21
SP111000	573	704	133	11	0	54	112	168	52	0	1	0	0	32
SP111045	856	716	0	64	0	33	273	44	0	0	0	59	124	47
SP110861	137	204	211	0	0	93	188	19	114	0	83	27	44	20
SP111047	332	323	0	0	0	14	105	75	327	0	86	59	18	42
SP111088	565	407	77	7	0	109	0	44	258	0	52	37	15	25
SP111056	397	218	0	0	0	142	465	95	10	2	93	35	0	63
SP111089	190	128	46	0	0	22	0	28	162	0	102	31	7	27
SP111038	1459	877	480	0	0	47	238	57	93	0	46	33	29	60
SP110849	661	441	0	0	0	24	196	97	98	0	37	2	50	2
SP111164	789	533	25	0	0	39	73	168	151	0	88	31	0	24
SP111057	385	452	64	0	0	12	263	37	0	0	45	30	0	9
SP111119	2533	324	0	6	0	142	0	138	509	0	166	29	0	3
SP111095	930	725	41	55	0	64	146	87	133	0	58	40	50	19
SP111064	588	755	159	0	0	63	120	41	99	0	80	38	10	51
CPCT02030245T	0	0	0	0	107	36	125	0	78	115	61	125	119	6
CPCT02030257T	1023	709	567	0	0	45	0	23	105	98	149	52	32	59
CPCT02070015T	879	675	260	0	1060	232	0	138	0	105	0	0	0	25
CPCT02040043T	40	121	35	0	243	36	284	29	113	137	0	32	0	43
CPCT02100032T	0	446	178	49	59	8	0	17	28	81	122	121	2	67
CPCT02160007T	107	169	96	0	0	8	0	79	45	35	0	104	280	44
CPCT02030286T	546	396	468	0	224	46	0	44	74	126	63	25	41	32
CPCT02100140T	669	2146	0	0	83	173	0	37	16	176	65	94	51	39
CPCT02100141T	1384	617	624	0	0	94	0	80	52	141	103	45	19	55
CPCT02330072TII	716	349	601	0	858	232	340	81	54	64	36	21	12	44
CPCT02330132T	1517	254	633	0	0	47	0	28	166	123	0	117	331	56
CPCT02130030T	148	494	365	0	0	59	82	13	0	174	0	25	45	33
CPCT02060183T	1256	346	1096	0	0	197	139	172	52	83	37	68	68	38
CPCT02130033T	523	357	541	0	0	43	0	63	70	128	22	28	0	16
CPCT02300031T	452	329	419	0	0	55	224	11	0	151	26	34	50	43
CPCT02180054T	587	704	851	0	448	116	0	19	0	259	28	16	16	40
CPCT02090037T	294	381	314	0	497	107	0	74	50	132	180	85	0	66
CPCT02130041T	563	33	455	0	0	212	239	141	25	220	16	23	135	53
CPCT02060200T	218	85	209	0	0	916	0	0	122	202	118	16	0	14
WIDE01010009T	589	400	448	0	125	13	0	0	107	71	20	33	0	0
CPCT02330094T	0	192	0	0	322	3	0	0	102	156	128	41	111	18
CPCT02110061T	0	149	512	0	372	34	0	8	16	194	98	167	57	11
WIDE01010016T	244	32	252	0	0	86	193	259	0	16	0	35	0	32
CPCT02230070T	1243	575	959	0	0	73	88	53	27	110	95	13	6	60
CPCT02340070T	577	247	43	0	648	40	49	68	54	100	50	27	0	10
CPCT02340073T	41	353	0	0	0	1	0	10	34	130	0	55	60	19
CPCT02050330T	280	214	125	0	0	1	0	0	0	139	334	23	97	67
CPCT02340077T	297	255	324	0	0	19	40	24	17	86	71	36	50	45
WIDE01010064T	1236	796	1253	0	448	196	0	60	0	82	401	0	0	174
CPCT02050314T	30	65	0	0	169	12	0	11	4	159	124	22	149	28
CPCT02220037T	518	255	596	0	0	63	0	62	148	91	94	44	38	47
WIDE01010073T	7	183	217	0	172	22	214	17	0	55	121	112	133	31
CPCT02210045T	1121	297	475	0	171	85	210	44	113	222	112	54	0	8
CPCT02100163T	442	154	322	0	0	44	151	43	39	191	46	47	6	38
CPCT02130049T	1663	300	1034	0	0	144	0	296	163	373	40	232	425	183
CPCT02050343T	0	111	0	0	251	4	218	17	3	117	114	131	124	15
CPCT02020712T	313	87	351	0	0	253	169	132	67	209	0	152	187	130
CPCT02130070T	200	275	617	0	0	32	0	32	0	244	62	109	265	62
CPCT02130071T	247	185	166	0	0	13	0	0	0	150	282	39	30	59
DRUP01020027T	291	81	286	0	0	132	0	123	115	286	114	150	320	222
CPCT02050349T	0	13	0	81	0	36	0	74	0	171	0	10	46	2082
CPCT02040242T	630	292	340	0	0	14	73	0	31	77	0	496	115	0
CPCT02300039T	358	255	351	0	0	52	89	2	6	150	58	27	86	39
CPCT02010815T	1598	155	566	136	0	32	0	155	6	235	205	67	23	48
CPCT02010813T	390	324	177	0	0	24	0	54	45	167	32	31	57	42
WIDE01010355T	299	263	338	0	183	175	0	63	187	98	83	113	0	39
CPCT02330072T	882	440	267	116	0	43	166	101	85	92	49	17	0	40
CPCT02130091T	359	166	0	65	0	713	54	335	221	210	498	150	166	167
CPCT02230097T	177	153	0	99	52	24	0	46	40	59	93	35	25	53
CPCT02050357T	39	151	0	0	444	38	46	18	86	120	190	99	154	56
CPCT02010833T	640	256	632	0	0	31	110	36	41	103	131	70	177	39
CPCT02060213T	446	173	132	0	0	23	0	42	89	125	74	27	0	4
CPCT02130107T	46	358	0	34	677	15	24	10	115	104	57	55	138	17
CPCT02070342T	179	167	78	14	0	8	0	0	111	249	0	21	79	0
CPCT02050362T	919	414	619	0	0	111	181	173	0	133	0	29	0	8
CPCT02150012T	974	138	1456	0	0	80	0	148	144	180	333	362	42	135
DRUP01210002T	1072	236	667	0	0	61	163	26	78	223	79	49	33	0
CPCT02130105T	93	17	0	0	0	13	128	1	0	172	89	66	110	8
CPCT02100176T	452	312	238	0	0	77	36	131	102	148	111	70	145	54
CPCT02230106T	397	245	376	0	0	210	112	59	87	94	0	131	419	63
CPCT02060199T	70	54	0	0	13	6	29	15	46	46	9	5	23	5
DRUP01330005T	1017	455	938	0	0	212	0	71	264	182	126	99	27	44
CPCT02120150T	992	237	352	0	0	19	39	108	176	64	0	71	239	67
CPCT02060248T	131	297	7	0	639	38	0	25	56	149	0	25	0	66
CPCT02060255T	433	150	353	0	0	191	0	106	0	56	52	3	35	10
DRUP01010088T	158	116	368	0	0	6	148	0	157	81	30	34	11	57
CPCT02440014T	691	607	83	0	1129	148	58	197	1	105	191	42	0	75
CPCT02050384T	318	218	396	0	44	63	0	20	38	215	10	63	78	37
CPCT02030519T	1071	394	1150	0	137	153	0	0	0	295	0	35	16	0
CPCT02050380T	1938	518	1179	0	0	29	0	75	11	164	316	87	80	45
CPCT02130140T	43822	3879	0	27007	0	0	0	0	0	0	0	0	0	0
CPCT02220056T	550	291	354	0	0	58	0	27	134	118	98	19	0	23
DRUP01210003T	652	243	750	0	0	224	252	44	0	109	60	23	0	28
DRUP01050030T	40	140	0	0	245	10	0	7	0	114	225	32	146	37
CPCT02210067T	1026	159	0	124	0	65	294	77	13	144	61	21	0	18
CPCT02150021T	472	762	0	0	1212	85	0	39	71	255	59	83	20	0
CPCT02080255T	928	688	0	0	353	141	53	102	75	130	210	63	85	105
CPCT02330124T	236	391	0	0	701	138	221	30	0	145	67	15	16	18
CPCT02100186T	802	403	472	0	0	51	0	96	27	80	130	35	101	57
CPCT02050403T	150	79	69	11	0	60	103	70	48	187	0	28	36	8
DRUP01330013T	771	376	700	0	0	140	0	45	185	111	135	67	27	139
DRUP01050033T	256	161	171	0	0	0	35	0	0	153	325	19	60	63
DRUP01440001T	507	578	0	0	1554	161	0	214	0	204	188	61	52	89
CPCT02040156T	478	357	750	0	0	7	0	0	20	219	15	0	101	21
DRUP01340013T	1414	317	588	0	0	227	0	155	311	167	62	128	16	52
CPCT02080141T	888	307	315	0	0	107	52	142	11	210	35	79	85	32
CPCT02010662T	0	452	0	0	584	718	0	394	0	169	49	0	156	14
CPCT02120069T	236	26	937	0	0	68	0	10	107	61	34	28	184	89
CPCT02100126T	536	371	543	0	1047	258	247	144	31	185	0	0	0	29
CPCT02380021T	838	534	568	0	31	76	96	47	0	163	36	44	81	27
CPCT02020622T	1000	183	1788	0	0	66	458	52	2	247	98	396	0	26
CPCT02340034T	464	331	0	0	343	35	131	17	200	135	0	89	112	0
CPCT02210033T	740	238	926	0	0	224	121	48	0	288	116	56	0	33
CPCT02050163T	625	103	193	0	0	209	248	59	45	326	24	79	70	53
CPCT02030277T	1845	241	194	0	155	41	0	323	213	142	241	75	138	128
CPCT02100064T	474	333	327	0	0	109	0	102	0	41	35	21	32	13
CPCT02010569T	1608	508	1124	0	0	31	0	0	276	137	65	59	34	34
CPCT02110032T	0	118	239	20	0	4	0	43	10	39	155	92	76	37
CPCT02340011T	269	99	348	0	248	1	0	10	38	94	9	10	0	19
CPCT02330033T	0	142	157	0	310	535	14	69	0	124	6	25	23	53
CPCT02040119T	221	139	34	20	0	27	278	61	60	104	56	69	42	50
CPCT02020536T	204	0	177	0	179	343	41	89	166	94	130	92	157	124
CPCT02340012T	427	461	451	0	49	66	0	74	1	72	19	26	41	37
CPCT02020527T	20	38	0	0	86	12	236	0	0	30	110	10	63	9
CPCT02020526T	336	679	717	0	0	23	0	8	16	107	259	191	7	53
CPCT02100098T	0	220	301	0	499	8	84	9	19	37	46	26	52	33
CPCT02230029T	465	336	197	0	401	15	10	12	89	59	42	57	20	44
CPCT02230030T	752	30	1018	0	0	26	0	60	204	61	30	55	78	56
CPCT02230034T	664	380	321	0	0	121	148	21	80	98	0	0	39	36
CPCT02070034T	529	151	296	0	155	20	277	28	10	132	168	50	12	33
CPCT02030363T	638	255	31	0	0	11	1	15	46	44	45	24	49	10
CPCT02230039T	1514	427	738	0	0	273	0	694	0	172	66	280	0	119
CPCT02080130T	493	0	796	0	0	79	0	36	214	358	8	128	138	78
CPCT02340019T	949	452	987	0	0	90	0	37	76	99	66	23	35	50
CPCT02050233T	466	41	0	0	521	102	0	185	165	207	176	45	77	51
CPCT02100044T	869	1171	224	0	0	47	227	16	30	75	83	20	0	34
CPCT02050100T	318	119	26	0	457	49	212	135	27	83	0	6	32	9
CPCT02030243T	7	90	0	0	37	7	0	306	77	43	0	65	275	212
CPCT02050041T	1442	342	1036	0	0	151	426	200	283	233	83	681	0	61
CPCT02030310T	626	307	316	0	0	62	0	166	69	66	72	73	260	52
CPCT02220007T	365	170	435	0	0	92	0	35	65	41	29	31	138	55
CPCT02030307T	723	244	533	0	0	56	150	231	0	36	59	148	0	37
CPCT02030304T	96	119	328	0	0	17	0	13	67	64	28	70	55	29
CPCT02110018T	473	295	352	0	0	91	38	52	39	66	0	18	18	42
CPCT02100061T	392	194	0	65	248	214	0	72	129	130	34	38	22	14
CPCT02070120T	528	440	922	0	0	24	0	21	87	75	3	2	39	17
CPCT02120011T	599	425	169	0	842	212	94	80	129	137	12	44	79	38
CPCT02120012T	545	372	1247	0	651	50	0	9	0	61	13	28	55	21
CPCT02050147T	1010	238	1355	0	0	100	61	75	0	134	62	66	75	26
CPCT02030335T	802	279	69	0	798	125	0	78	475	80	87	27	0	316
CPCT02040108T	353	29	822	0	0	48	0	5	172	21	98	50	102	0
CPCT02400002T	565	23	352	0	0	38	406	84	20	113	157	23	7	31
CPCT02340041T	1542	260	921	0	253	262	0	139	350	221	85	151	15	62
CPCT02380030T	226	228	0	86	187	14	0	41	103	124	56	63	15	9
CPCT02040196T	787	608	67	0	1319	99	240	231	124	260	0	95	66	0
CPCT02230068T	450	466	337	0	0	86	90	40	5	55	0	3	94	60
CPCT02100127T	1177	318	527	5	0	82	0	166	181	168	121	79	7	72
CPCT02100133T	0	737	0	0	27	7	0	69	67	319	7	13	83	54
CPCT02090026T	839	295	162	0	0	54	340	254	0	132	24	38	4	47
CPCT02050287T	551	498	385	0	0	60	0	69	103	146	151	240	0	33
CPCT02050292T	463	195	471	0	244	143	0	99	69	272	130	45	0	31
DRUP01050016T	377	12	0	0	775	101	0	258	158	169	216	59	145	96
CPCT02250004T	668	741	0	0	1122	130	0	199	0	78	85	23	29	11
WIDE01010644T	101	100	416	0	0	37	0	30	38	34	37	21	25	20
WIDE01010539T	996	693	2089	0	0	129	0	93	0	95	0	8	0	2
WIDE01010590T	831	168	1455	0	279	444	105	113	0	132	161	121	0	0
WIDE01010691T	562	238	321	0	0	41	41	89	47	81	102	15	0	43
WIDE01010704T	684	711	113	0	0	55	238	38	59	64	40	99	26	48
WIDE01010725T	143	0	66	0	623	102	0	110	0	158	24	1736	0	121
