Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
SP109953	48	212	12	11	18	1	7	18	3	9	1	30	9	15
SP107650	45	167	5	0	23	0	19	12	18	5	10	39	6	2
SP13206	139	74	24	0	20	0	15	17	3	15	1	34	7	9
SP13078	64	144	19	23	42	0	18	8	37	15	5	32	6	7
SP107607	38	94	18	4	5	0	14	13	41	37	0	34	6	11
SP109941	39	71	6	3	16	2	15	24	1	13	2	8	7	3
SP109801	141	110	29	0	6	0	27	20	0	16	8	18	7	13
SP13072	14	77	13	2	45	0	12	21	21	16	11	61	0	18
SP107595	114	224	4	4	56	2	21	4	7	181	0	77	7	11
SP107640	46	145	17	0	22	0	3	8	35	2	0	20	2	1
SP13084	49	191	6	2	48	0	21	7	17	23	10	38	5	0
SP107603	26	95	7	3	27	0	13	17	32	9	15	18	4	12
SP109957	36	131	8	12	55	6	18	3	69	3	22	126	7	50
SP114020	108	210	0	0	54	6	19	39	29	18	25	111	7	26
SP96540	42	76	7	22	0	0	6	43	10	0	0	15	0	7
SP114032	19	135	16	35	29	2	7	6	9	1	1	35	2	12
SP107624	16	49	7	0	21	1	13	19	7	18	0	14	0	0
SP107575	73	64	0	9	42	0	21	22	19	8	13	32	0	11
SP13242	39	87	6	16	10	0	27	14	17	11	8	30	2	3
SP114016	19	151	3	0	30	0	10	9	37	11	11	18	1	12
CPCT02070011T	49	431	23	120	67	59	1060	36	55	157	146	231	10	40
CPCT02020317T	10	34	30	12	24	52	27	6	28	6	21	50	7	0
CPCT02010352T	0	8	12	9	19	28	6	0	8	0	3	3	5	7
CPCT02010362T	8	3	15	16	5	20	1	10	12	14	10	19	5	4
CPCT02010366T	1	0	3	0	8	16	3	0	7	3	0	2	5	3
CPCT02010383T	5	0	20	0	0	66	19	16	9	0	0	9	2	1
CPCT02050049T	9	23	17	7	21	36	2	37	36	16	3	0	4	11
CPCT02020350T	3	31	24	10	57	28	6	25	17	24	3	46	3	5
CPCT02060023T	41	236	46	7	217	21	36	45	16	93	24	75	16	34
CPCT02080030T	48	167	1816	0	162	229	21	0	59	62	229	6	49	25
CPCT02060010T	193	70	143	45	85	34	47	74	69	70	72	71	21	41
CPCT02040037T	149	315	6	30	50	100	0	102	14	15	46	19	1314	6
CPCT02070018T	37	127	21	1	260	34	39	16	34	71	12	58	9	18
CPCT02080041T	11	17	82	0	435	39	47	99	50	80	35	0	4	12
CPCT02070029T	389	44	20	0	38	17	104	51	52	59	27	125	20	9
CPCT02060033T	97	97	35	2	26	88	65	56	46	44	32	82	31	49
CPCT02020399T	733	423	60	28	7	64	38	320	202	60	9	51	50	28
CPCT02140024T	3791	827	52	1014	108	32	90	0	0	31	10	134	11	0
CPCT02080050T	23	20	40	9	92	67	18	63	16	0	14	12	0	8
CPCT02030293T	38	81	17	20	28	45	35	23	49	12	19	32	9	11
CPCT02010441T	66143	496	191	9343	0	0	87	647	0	12	0	0	0	0
CPCT02090030T	299	265	27	13	30	88	41	32	18	35	9	45	9	10
CPCT02010718T	72	337	7	17	61	105	24	15	20	6	14	12	19	8
CPCT02020653T	20	89	33	10	145	108	11	15	11	19	14	14	8	2
CPCT02340008TII	30	93	7	16	21	132	10	21	16	10	11	3	15	8
CPCT02020876T	15	11	19	16	35	13	9	39	10	30	34	19	9	0
CPCT02370016T	37	73	46	18	42	86	12	92	69	69	0	19	9	13
CPCT02070275T	33	300	0	41	40	99	10	20	36	18	15	19	7	12
CPCT02011028T	320	136	25	49	168	23	37	74	58	56	28	49	20	31
CPCT02230072T	21966	4322	302	8242	1370	69	382	0	1364	0	875	0	374	0
CPCT02130028T	141	239	0	10	22	119	22	17	47	13	14	5	12	2
CPCT02060182T	12	8	15	2	0	50	6	20	18	14	13	13	5	0
CPCT02020657T	0	44	9	0	56	88	15	16	22	0	6	13	8	9
DRUP01090026T	12	42	22	0	24	24	19	50	24	22	18	43	2	12
