MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
1:Del:C:0	7.95E-04	1.72E-04	2.36E-03	2.88E-03	1.18E-03	3.62E-03	2.91E-03	1.19E-03
1:Del:C:1	3.28E-04	6.74E-05	8.15E-04	1.28E-03	6.88E-04	1.60E-03	1.45E-03	5.72E-04
1:Del:C:2	1.84E-04	4.40E-05	3.74E-04	8.77E-04	4.54E-04	9.70E-04	1.18E-03	3.69E-04
1:Del:C:3	1.33E-04	1.40E-04	2.20E-04	5.33E-04	3.61E-04	7.74E-04	5.76E-04	2.00E-04
1:Del:C:4	1.57E-04	1.53E-04	2.11E-04	4.40E-04	2.85E-04	3.85E-04	5.11E-04	3.08E-04
1:Del:C:5	2.04E-04	3.38E-04	2.76E-04	5.80E-04	2.22E-04	1.05E-03	3.71E-04	7.24E-04
1:Del:T:0	3.80E-04	1.45E-04	1.99E-03	3.27E-03	7.19E-04	3.97E-03	3.72E-03	1.24E-03
1:Del:T:1	2.33E-04	1.46E-04	7.82E-04	2.00E-03	8.54E-04	1.55E-03	4.50E-03	1.44E-03
1:Del:T:2	4.39E-04	1.17E-04	1.08E-03	1.77E-03	5.64E-04	1.88E-03	1.91E-03	6.51E-04
1:Del:T:3	7.23E-04	2.04E-04	1.52E-03	1.96E-03	9.16E-04	2.31E-03	1.71E-03	5.49E-04
1:Del:T:4	9.33E-04	4.19E-04	2.26E-03	2.06E-03	1.26E-03	3.02E-03	2.34E-03	9.01E-05
1:Del:T:5	5.63E-03	3.09E-03	9.43E-03	3.52E-03	4.70E-03	1.65E-02	2.62E-03	1.59E-03
1:Ins:C:0	2.81E-04	1.46E-04	1.43E-03	2.98E-05	1.44E-04	2.22E-03	3.16E-03	8.16E-04
1:Ins:C:1	8.64E-05	3.51E-05	2.19E-04	3.25E-04	1.96E-04	4.23E-04	5.56E-04	3.47E-04
