MutationType	ID83A	ID83B	ID83C
1:Del:C:0	4.70E-06	6.72E-06	1.14E-04
1:Del:C:1	2.73E-06	5.13E-06	1.13E-04
1:Del:C:2	2.67E-06	1.84E-06	1.04E-04
1:Del:C:3	4.96E-06	1.74E-06	5.25E-05
1:Del:C:4	1.10E-05	2.52E-06	4.37E-05
1:Del:C:5	3.16E-05	1.40E-05	3.60E-05
1:Del:T:0	2.54E-06	4.72E-06	4.92E-05
1:Del:T:1	2.50E-06	3.82E-06	5.86E-05
1:Del:T:2	2.76E-06	1.15E-05	4.76E-05
1:Del:T:3	8.68E-06	1.78E-05	4.51E-05
1:Del:T:4	3.07E-05	2.60E-05	3.83E-05
1:Del:T:5	5.54E-04	3.01E-04	2.89E-04
1:Ins:C:0	2.78E-06	1.12E-05	5.63E-05
1:Ins:C:1	8.94E-07	3.29E-06	2.01E-05
1:Ins:C:2	6.92E-07	2.73E-06	1.57E-05
1:Ins:C:3	1.22E-06	4.27E-06	1.74E-05
1:Ins:C:4	1.54E-05	1.58E-05	2.37E-05
1:Ins:C:5	2.93E-05	2.38E-05	4.77E-05
1:Ins:T:0	4.73E-06	1.02E-05	3.37E-05
1:Ins:T:1	3.71E-07	6.05E-06	4.93E-05
1:Ins:T:2	3.19E-06	1.21E-05	6.24E-05
1:Ins:T:3	3.64E-06	1.09E-05	3.72E-05
1:Ins:T:4	2.14E-05	2.09E-05	3.71E-05
1:Ins:T:5	5.52E-04	2.68E-04	8.89E-04
2:Del:R:0	2.80E-06	2.84E-06	2.24E-05
2:Del:R:1	3.26E-06	3.30E-06	3.84E-05
2:Del:R:2	2.01E-06	1.48E-06	2.45E-05
2:Del:R:3	1.14E-05	2.53E-06	1.34E-05
2:Del:R:4	5.09E-06	3.02E-06	1.10E-05
2:Del:R:5	1.36E-05	6.28E-06	1.56E-05
3:Del:R:0	1.19E-06	1.02E-06	9.38E-06
3:Del:R:1	2.49E-06	2.20E-06	2.35E-05
3:Del:R:2	1.53E-06	8.00E-07	1.25E-05
3:Del:R:3	7.59E-07	8.38E-07	4.92E-06
3:Del:R:4	6.92E-07	5.06E-07	3.22E-06
3:Del:R:5	1.18E-06	7.08E-07	3.01E-06
4:Del:R:0	7.92E-07	1.40E-06	9.58E-06
4:Del:R:1	1.72E-06	2.70E-06	2.01E-05
4:Del:R:2	1.13E-06	1.24E-06	1.06E-05
4:Del:R:3	1.22E-06	7.99E-07	6.71E-06
4:Del:R:4	5.53E-07	9.93E-07	3.88E-06
4:Del:R:5	9.06E-07	7.39E-07	2.91E-06
5:Del:R:0	1.23E-06	3.85E-06	3.38E-05
5:Del:R:1	9.14E-07	1.83E-06	1.36E-05
5:Del:R:2	5.32E-07	1.30E-06	6.56E-06
5:Del:R:3	5.07E-07	4.42E-07	4.07E-06
5:Del:R:4	3.25E-07	4.15E-07	2.30E-06
5:Del:R:5	2.54E-07	5.39E-07	1.70E-06
2:Ins:R:0	3.17E-06	9.40E-06	2.86E-05
2:Ins:R:1	1.07E-06	4.08E-06	1.41E-05
2:Ins:R:2	1.20E-06	4.33E-06	9.71E-06
2:Ins:R:3	3.93E-06	7.69E-06	8.31E-06
2:Ins:R:4	1.59E-05	1.68E-05	1.63E-05
2:Ins:R:5	2.95E-05	2.60E-05	4.88E-05
3:Ins:R:0	1.23E-06	4.52E-06	1.29E-05
3:Ins:R:1	5.36E-07	2.23E-06	1.02E-05
3:Ins:R:2	7.65E-07	2.28E-06	3.72E-06
3:Ins:R:3	7.76E-07	2.26E-06	1.65E-06
3:Ins:R:4	6.51E-07	2.61E-06	3.33E-07
3:Ins:R:5	2.10E-06	6.90E-06	3.91E-06
4:Ins:R:0	2.12E-06	8.19E-06	2.35E-05
4:Ins:R:1	6.62E-07	2.66E-06	1.05E-05
4:Ins:R:2	9.44E-07	3.32E-06	2.89E-06
4:Ins:R:3	1.81E-06	4.05E-06	2.75E-06
4:Ins:R:4	1.61E-06	4.36E-06	2.26E-06
4:Ins:R:5	1.04E-06	4.36E-06	3.51E-06
5:Ins:R:0	5.45E-06	1.42E-05	4.86E-05
5:Ins:R:1	1.16E-06	3.93E-06	1.79E-05
5:Ins:R:2	7.94E-07	2.76E-06	3.60E-06
5:Ins:R:3	4.64E-07	1.89E-06	1.82E-06
5:Ins:R:4	3.67E-07	1.60E-06	2.40E-06
5:Ins:R:5	2.30E-07	1.02E-06	1.93E-06
2:Del:M:1	3.49E-06	3.58E-06	3.41E-05
3:Del:M:1	7.92E-07	8.59E-07	8.46E-06
3:Del:M:2	1.93E-06	3.11E-06	1.71E-05
4:Del:M:1	1.36E-06	1.39E-06	1.16E-05
4:Del:M:2	9.15E-07	1.71E-06	1.22E-05
4:Del:M:3	1.20E-06	2.61E-06	1.42E-05
5:Del:M:1	2.24E-06	6.39E-06	3.37E-05
5:Del:M:2	1.06E-06	3.60E-06	3.21E-05
5:Del:M:3	1.13E-06	3.58E-06	2.80E-05
5:Del:M:4	6.97E-07	1.67E-06	1.84E-05
5:Del:M:5	8.80E-07	2.35E-06	1.96E-05
