Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
SP85623	0	6	2	4	0	0	13	0	0	0	0	0	25	14	0	0	4	0
SP85491	0	1	0	0	0	0	25	0	0	7	19	7	38	1	0	0	0	0
SP87582	0	0	0	1	0	10	0	0	0	0	0	0	0	5	9	0	9	29
SP89090	0	1	5	3	0	0	0	12	11	0	12	0	19	0	9	0	0	0
SP85511	0	6	0	6	0	33	0	0	0	5	0	70	6	0	0	0	2	29
SP85952	0	0	1	0	0	18	0	13	0	7	0	11	0	0	4	0	1	0
SP85840	7	0	0	0	0	0	10	5	0	43	10	2	6	0	0	0	9	0
SP87675	0	5	12	0	0	0	0	5	0	30	0	2	0	8	0	0	5	0
SP85836	0	0	0	0	18	0	0	40	0	0	0	25	40	26	0	0	6	0
SP120767	0	3	0	5	2	11	37	12	0	45	0	0	10	13	0	0	0	0
SP105708	0	11	5	0	0	0	14	0	0	11	15	10	0	7	17	0	6	0
SP85818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SP105922	0	2	0	0	0	0	0	18	0	3	0	0	0	17	21	0	0	0
SP86118	0	9	0	0	3	0	0	0	0	0	10	38	0	32	0	0	2	0
SP86306	8	0	0	0	0	0	0	0	68	0	24	10	0	28	21	0	0	0
SP87099	0	15	0	1	0	30	0	0	0	0	0	0	0	25	26	0	6	0
SP87434	0	3	9	0	0	0	0	0	0	28	3	16	8	0	0	0	3	0
SP85864	3	0	0	2	0	0	0	0	9	0	0	0	0	0	0	0	10	0
SP105807	0	3	5	0	0	0	0	18	1	0	31	0	21	0	0	0	0	25
SP89291	0	2	8	0	0	0	5	3	0	0	0	0	0	27	0	0	7	0
SP88050	0	0	8	0	1	0	0	0	2	0	16	0	0	8	0	0	7	0
SP88593	0	1	5	0	0	0	0	0	0	37	0	0	0	0	22	0	7	0
SP88158	0	1	2	0	0	0	0	0	0	0	0	0	0	19	5	0	2	0
SP87534	0	0	5	4	24	91	1	0	0	23	0	0	11	0	20	0	6	0
SP88776	0	0	5	1	0	0	0	62	0	6	13	6	0	0	0	0	0	10
SP85725	0	2	13	0	0	6	0	0	0	3	0	0	60	0	0	0	0	0
SP86660	2	0	12	0	0	48	0	28	3	31	0	0	0	1	29	0	8	0
SP87903	0	0	7	0	0	0	0	0	0	0	3	8	15	0	15	0	0	0
SP88098	0	0	3	0	0	75	32	7	0	0	4	0	0	0	0	0	0	0
SP85487	0	15	19	0	0	0	14	0	118	23	0	40	4	0	5	0	3	0
SP105759	8	3	0	2	0	0	0	0	0	9	1	16	0	0	15	1	5	0
SP86775	0	0	0	1	0	0	0	0	0	0	0	14	4	0	0	0	1	0
SP88322	0	1	14	0	0	0	0	29	0	0	24	0	0	15	0	0	0	10
SP85582	2	2	4	1	10	7	1	11	0	23	0	0	11	2	2	0	11	0
SP87446	0	7	0	0	0	0	0	2	97	14	30	17	0	15	4	0	15	0
SP87337	0	2	0	0	0	0	0	18	0	0	0	0	10	6	0	0	4	0
SP86929	1	0	9	6	0	64	0	0	0	0	16	0	18	21	3	0	2	17
SP86130	0	5	7	0	0	0	0	24	0	0	0	22	0	0	3	0	12	0
SP86425	16	4	0	0	0	0	0	0	0	0	111	0	0	5	0	0	0	0
SP85495	0	3	0	0	0	0	0	0	0	16	0	0	0	0	0	1	9	0
SP85787	0	0	0	2	0	0	0	0	0	0	0	0	0	0	30	0	9	0
SP86836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
SP89245	0	4	4	0	0	0	0	12	0	4	0	0	7	0	0	0	0	1
SP86989	0	6	10	0	7	0	58	0	0	6	0	0	14	17	26	0	7	0
SP88757	0	0	4	1	0	0	21	20	0	0	0	0	6	7	0	0	0	0
SP85733	0	4	0	5	0	0	17	19	0	9	12	0	0	29	0	0	4	0
SP85737	0	0	0	0	0	0	16	2	0	0	0	5	0	0	0	0	2	0
SP85647	0	1	4	0	0	0	0	0	0	0	17	12	4	4	14	0	11	0
CPCT02011098T	10	0	11	0	0	0	6	8	0	0	0	0	11	0	0	140	0	2
WIDE01010618T	0	48	659	47	239	0	0	19	0	3	0	0	0	0	0	0	1	0
WIDE01010310T	0	313	138	59	172	0	0	56	0	19	0	0	0	0	0	0	0	0
CPCT02080230T	13	0	79	156	0	0	0	0	96	9	2	0	27	0	7	0	0	0
CPCT02010914T	0	0	0	77	0	0	0	0	21	0	0	6	0	0	0	126	0	0
DRUP01010057T	0	75	56	194	143	0	145	0	0	0	26	37	0	0	0	0	14	11
CPCT02010635T	0	80	31	423	49	69	93	0	0	0	1	0	0	0	0	0	3	0
WIDE01010556T	2618	1240	0	65	0	0	0	0	0	0	0	0	0	0	0	0	3	0
WIDE01010540T	0	2	0	27	320	105	20	0	0	0	0	23	0	14	0	0	0	0
