Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
SP87337	1.11E-01	1.25E-01	1.57E-01	0.00E+00	1.08E-01	1.73E-01	3.91E-01	1.08E+00	1.63E-01	6.06E-01	4.09E-01	5.76E-01	8.37E-01	9.26E-01	9.97E-01	1.38E-01	4.37E-01	5.27E-01
SP86929	3.58E-01	3.04E-01	1.03E+00	5.04E-01	1.43E+00	2.40E+00	1.65E+00	1.13E+00	1.96E+00	8.46E-01	1.79E+00	1.03E+00	1.35E+00	1.44E+00	1.50E+00	9.27E-01	3.19E-01	2.07E+00
SP86130	2.88E-01	3.73E-01	3.71E-01	1.95E-01	2.71E-01	6.60E-01	5.07E-01	1.64E+00	4.56E-01	4.79E-01	9.69E-01	1.30E+00	7.64E-01	4.89E-01	1.26E+00	2.82E-01	8.03E-01	1.20E+00
SP86425	8.93E-01	9.72E-01	2.92E-01	2.32E-01	5.16E-01	1.69E+00	1.39E+00	7.67E-01	1.38E+00	1.27E+00	3.57E+00	8.66E-01	6.60E-01	2.17E+00	1.17E+00	8.49E-01	0.00E+00	1.40E+00
SP85495	1.34E-01	1.90E-01	6.57E-02	0.00E+00	1.76E-01	2.39E-01	2.85E-01	3.35E-01	1.30E-01	6.84E-01	2.79E-01	3.85E-01	3.53E-01	2.70E-01	2.96E-01	1.96E-01	6.23E-01	1.59E-01
SP85787	0.00E+00	0.00E+00	0.00E+00	2.83E-01	0.00E+00	1.37E-01	5.20E-01	5.29E-01	1.70E-01	8.78E-01	3.34E-01	3.50E-01	4.89E-01	3.81E-01	1.03E+00	1.68E-01	1.08E+00	2.14E-01
SP86836	7.23E-02	7.19E-02	0.00E+00	2.23E-02	3.12E-02	7.26E-02	3.00E-02	0.00E+00	4.32E-02	2.81E-02	8.23E-02	1.34E-01	4.45E-02	1.00E-02	8.29E-02	5.45E-02	2.15E-01	1.06E-01
SP89245	2.90E-01	2.58E-01	2.62E-01	0.00E+00	3.77E-01	2.56E-01	2.62E-01	6.35E-01	2.84E-01	5.37E-01	2.58E-01	3.80E-01	5.94E-01	3.12E-01	4.37E-01	1.75E-01	1.51E-01	5.06E-01
SP86989	6.50E-01	5.47E-01	6.38E-01	3.01E-01	9.56E-01	1.30E+00	2.88E+00	1.25E+00	1.01E+00	1.90E+00	1.45E+00	1.08E+00	1.49E+00	2.18E+00	2.02E+00	2.39E-01	6.13E-01	1.08E+00
SP88757	8.05E-02	0.00E+00	2.15E-01	2.11E-01	2.26E-01	6.53E-01	1.14E+00	1.39E+00	2.95E-01	4.54E-01	4.49E-01	6.94E-01	1.50E+00	1.01E+00	1.12E+00	3.74E-01	3.17E-01	6.00E-01
SP85733	4.09E-01	3.58E-01	0.00E+00	3.42E-01	2.99E-01	7.13E-01	1.69E+00	1.28E+00	4.17E-01	1.43E+00	1.53E+00	9.45E-01	5.68E-01	1.92E+00	1.46E+00	3.40E-01	5.14E-01	5.58E-01
SP85737	0.00E+00	1.00E-02	0.00E+00	1.30E-01	0.00E+00	1.64E-01	6.21E-01	5.33E-01	5.70E-02	3.86E-01	3.98E-01	5.37E-01	1.71E-01	4.29E-01	6.10E-01	1.90E-01	3.50E-01	3.22E-01
SP85647	3.23E-01	1.81E-01	2.47E-01	0.00E+00	3.51E-01	7.24E-01	4.48E-01	6.87E-01	4.88E-01	9.13E-01	1.14E+00	1.16E+00	7.28E-01	9.72E-01	1.20E+00	0.00E+00	6.74E-01	6.86E-01
CPCT02011098T	1.53E+00	6.79E-01	1.65E+00	3.20E+00	2.09E+00	3.83E+00	2.00E+00	1.09E+00	3.23E+00	7.00E-02	1.30E+00	9.99E-01	1.81E+00	2.85E-01	4.73E-01	6.82E+00	1.74E-01	4.19E+00
WIDE01010618T	8.95E+00	4.90E+00	2.14E+01	3.37E+00	1.87E+01	1.95E+00	2.01E+00	1.27E+00	7.02E+00	1.55E+00	9.61E-01	1.81E+00	1.34E+00	1.18E+00	1.29E+00	4.92E+00	2.41E-01	3.44E+00
WIDE01010310T	2.77E+01	1.44E+01	9.79E+00	3.19E+00	1.81E+01	2.28E+00	2.03E+00	2.06E+00	6.15E+00	2.74E+00	1.05E+00	2.04E+00	1.85E+00	1.60E+00	1.79E+00	3.72E+00	1.47E-01	3.72E+00
CPCT02080230T	1.73E+00	8.18E-01	5.38E+00	8.10E+00	7.56E+00	5.87E+00	1.28E+00	2.32E-01	1.02E+01	1.70E+00	2.03E+00	1.32E+00	1.95E+00	1.41E+00	1.62E+00	1.22E+01	0.00E+00	2.20E+00
CPCT02010914T	5.90E-01	3.08E-01	9.98E-01	6.13E+00	2.11E+00	1.80E+00	1.23E+00	7.16E-01	3.07E+00	7.62E-01	6.52E-01	2.21E+00	8.23E-01	1.60E-01	5.51E-01	8.89E+00	0.00E+00	2.27E+00
DRUP01010057T	8.21E+00	5.66E+00	3.93E+00	1.10E+01	1.24E+01	9.40E+00	6.52E+00	9.69E-01	7.22E+00	2.81E+00	2.97E+00	4.34E+00	1.91E+00	1.56E+00	1.51E+00	1.72E+01	9.15E-01	7.81E+00
CPCT02010635T	6.69E+00	4.98E+00	1.86E+00	1.79E+01	6.94E+00	6.54E+00	6.68E+00	6.53E-01	6.06E+00	1.79E+00	2.90E+00	2.24E+00	8.45E-01	1.35E+00	9.96E-01	2.01E+01	5.38E-01	2.24E+00
WIDE01010556T	1.34E+02	1.24E+02	1.88E+01	8.41E+00	4.69E+01	6.43E+00	8.90E+00	1.78E+00	1.08E+01	2.74E+00	5.20E+00	5.05E+00	3.38E+00	2.33E+00	5.36E+00	1.74E+01	9.44E-01	1.18E+01
WIDE01010540T	3.57E+00	2.12E+00	7.51E+00	2.41E+00	1.67E+01	7.68E+00	3.77E+00	5.87E-01	1.17E+01	1.44E+00	2.75E+00	2.28E+00	1.08E+00	1.44E+00	2.05E+00	4.60E+00	2.64E-01	2.15E+00
