Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
SP123975	1899	0	26	0	0	1	44	23	0	0	0	3	12	23	48	0	76	56
SP124044	0	29	0	0	0	4	6	0	0	0	3	0	0	0	5	0	14	6
SP123972	45	62	0	0	19	5	57	1	10	63	0	2	0	82	0	0	30	37
SP123850	5	0	12	0	27	0	3	0	0	0	0	4	19	15	7	0	49	0
SP123902	6	1	25	0	14	0	8	0	0	13	19	1	5	12	18	5	30	2
SP123884	5	27	58	0	0	0	5	0	3	0	8	3	58	0	12	0	39	1
SP123964	4	6	34	2	3	0	2	0	7	0	24	0	0	0	9	3	43	0
SP123995	3	0	0	0	0	50	3	2	3	0	0	0	0	14	12	4	43	4
SP123846	3	0	11	0	4	8	4	0	0	0	19	2	3	1	34	19	63	5
SP124003	6	0	10	2	16	1	7	0	0	0	7	4	0	9	2	0	29	0
SP123876	5	0	2	6	15	16	7	0	0	24	22	0	0	1	0	0	35	0
SP123878	5	0	11	0	0	12	7	7	0	24	4	4	0	0	5	1	7	4
SP123842	1	21	47	0	0	0	0	3	0	0	0	1	3	0	0	7	16	0
SP123900	3	9	0	0	0	45	2	31	0	6	0	2	14	3	5	14	9	0
SP123978	3	0	1	1	0	0	1	7	4	26	0	0	0	4	3	9	4	2
SP123897	3	0	5	0	9	0	12	17	0	13	0	0	0	3	14	1	15	0
SP124013	2	0	10	0	8	30	5	9	0	0	0	2	0	10	1	0	48	0
SP124021	2	7	2	0	10	14	5	0	0	18	0	1	0	0	5	0	24	1
SP123852	9	0	0	2	0	0	5	35	0	0	0	3	38	0	9	0	18	2
SP123998	1	0	0	0	0	5	21	0	0	22	1	7	62	17	8	9	7	10
SP123967	4	8	0	0	12	23	0	0	0	6	20	0	0	9	7	0	7	0
SP123988	12	17	24	20	28	21	6	59	0	0	24	0	0	30	21	13	15	1
SP123984	7	32	3	3	7	0	3	0	0	0	7	2	0	9	4	0	25	1
SP123858	0	0	0	5	0	3	9	0	0	0	0	1	7	12	11	7	26	7
SP123890	0	1	13	3	15	7	5	9	0	0	0	0	3	15	0	0	27	0
SP123950	5	35	0	0	8	0	4	0	0	10	11	0	0	10	20	12	23	3
SP123886	4	0	7	0	0	0	6	0	0	7	20	2	4	0	4	0	8	0
SP124033	1	0	6	4	0	0	1	0	13	0	7	4	5	3	5	0	33	5
SP123892	8	23	60	2	10	0	11	0	5	0	0	0	0	8	4	2	47	0
SP123840	0	0	0	0	13	2	6	0	0	0	34	6	18	5	10	1	26	1
SP123969	3	0	6	6	0	10	10	16	0	32	0	1	0	18	6	13	22	0
SP123953	9	0	9	0	13	0	5	10	3	0	0	3	33	7	0	16	9	0
SP123955	2	0	10	0	6	0	2	20	0	4	0	2	0	27	6	9	7	0
SP123882	4	0	10	18	11	0	6	10	0	38	0	3	0	7	23	3	77	2
SP123894	10	0	1	0	3	17	7	0	0	51	0	4	13	0	5	0	79	8
SP124017	3	0	0	0	0	10	5	0	0	0	7	3	7	0	3	0	9	0
SP123856	1	0	8	2	9	0	4	0	0	7	2	0	0	8	7	8	14	3
SP123854	6	0	0	16	0	0	4	0	0	27	21	0	22	2	0	0	19	0
SP123888	0	0	17	0	0	0	5	0	0	5	1	4	17	4	4	21	29	1
SP123870	3	0	1	0	6	3	2	0	0	16	1	4	0	0	13	2	40	0
SP123958	0	0	0	11	3	0	2	0	0	0	0	0	24	3	0	10	11	0
SP123844	1	0	0	2	2	14	4	25	0	7	2	2	0	1	3	32	21	0
SP123872	3	0	16	0	3	8	19	0	4	24	5	1	28	1	25	0	21	0
SP123874	5	4	14	0	27	0	10	0	3	17	0	0	0	4	4	0	22	5
SP123836	4	0	0	0	6	2	16	13	0	0	0	0	48	10	12	2	65	0
SP43633	5	0	0	0	3	0	4	13	0	28	0	0	0	1	2	18	3	0
SP36498	16	72	58	122	100	225	7	0	0	33	5	3	0	43	4	0	0	1
SP37516	9	201	49	69	53	47	10	27	2	12	3	4	35	29	1	0	0	5
SP39997	21	154	115	109	81	138	19	0	1	0	28	12	0	4	13	0	34	9
SP35617	13	195	85	0	109	111	27	0	0	62	1	1	0	12	20	23	6	6
SP37636	10	39	41	0	25	0	27	13	0	9	54	4	51	16	9	8	2	5
SP39907	16	141	0	8	98	21	8	0	1	70	75	2	0	24	17	3	4	1
SP40736	27	31	162	134	126	113	19	18	0	150	0	15	0	22	21	0	0	11
SP42154	13	70	0	125	45	11	43	137	0	18	58	1	50	48	29	20	11	1
SP39594	20	41	142	188	95	0	0	0	23	99	26	17	4	21	19	11	13	5
SP41453	9	0	71	90	14	0	30	185	10	0	139	1	0	16	7	0	2	0
SP34452	20	422	223	220	149	54	12	0	5	0	56	7	38	70	4	0	10	12
SP42829	25	135	26	125	71	91	52	131	4	69	5	6	0	21	18	0	5	5
SP37970	24	0	41	131	63	200	16	190	0	53	34	10	132	80	11	0	18	13
SP34186	24	40	229	221	134	115	52	0	11	64	61	9	0	17	6	18	23	6
SP37903	25	361	224	76	132	176	27	70	0	0	0	11	58	15	0	9	0	1
SP35849	3	13	69	0	45	27	26	2	4	27	2	2	26	3	0	11	19	0
SP36586	53	0	43	0	4	16	105	19	17	0	0	3	57	11	4	0	3	9
SP34431	10	223	15	13	53	26	0	9	0	19	0	4	68	18	11	0	2	0
SP37432	12	0	68	86	81	46	15	21	1	87	0	0	14	27	0	0	19	0
SP35989	13	15	78	84	42	0	7	0	0	0	88	6	24	14	16	0	8	7
SP39102	8	99	0	49	19	26	17	89	9	20	57	6	0	19	2	0	22	10
SP34493	10	0	3	0	75	83	29	0	0	42	48	2	16	30	3	0	9	0
SP36036	11	0	42	0	3	100	20	75	0	32	92	1	0	33	5	0	7	1
SP35951	41	277	61	10	29	106	12	76	7	0	31	12	82	18	24	25	0	13
SP39248	5	93	37	52	53	0	11	0	21	79	13	4	29	3	0	4	19	1
SP34246	7	0	129	98	129	118	4	15	17	83	92	0	11	5	13	34	2	8
SP35412	7	132	94	67	27	88	17	78	0	0	95	0	0	62	18	0	17	7
SP39298	40	638	283	67	164	109	12	89	0	48	0	18	73	26	32	25	9	14
SP38044	20	25	260	63	105	96	19	55	2	106	16	8	58	0	52	0	6	0
SP38271	29	86	197	109	58	50	16	41	0	0	0	5	114	29	4	10	31	7
SP43201	9	84	203	58	66	0	9	0	2	27	24	4	12	23	0	19	13	7
SP34191	8	107	26	0	42	108	10	0	13	78	49	9	11	0	6	0	11	0
SP40047	80	168	222	0	94	130	22	141	0	105	0	11	0	26	12	0	3	1
SP39349	3	117	124	0	29	59	12	59	0	7	49	0	72	10	16	0	20	0
SP37369	13	161	27	0	35	79	1	0	0	0	106	3	0	23	21	0	1	4
SP38759	15	122	146	0	129	43	21	0	0	68	24	7	127	19	5	0	22	0
SP36218	9	33	6	0	0	0	9	60	0	1	0	1	98	18	16	23	45	0
SP43510	13	67	156	121	0	102	3	228	0	64	35	8	0	27	24	0	5	0
SP43770	12	80	142	62	54	0	15	79	6	104	0	4	0	3	29	0	17	4
SP43651	50	390	99	121	13	141	56	211	0	0	86	10	84	21	33	0	29	17
SP106656	45	100	104	78	61	335	13	220	0	261	0	18	0	5	58	0	0	9
SP97249	46	208	248	0	107	0	169	134	0	74	43	12	1	32	36	18	23	7
SP106638	36	191	309	139	141	282	11	112	0	249	1	10	0	0	38	0	7	15
SP97161	32	165	213	231	123	139	30	130	0	45	36	19	52	23	2	1	25	18
SP43696	39	295	239	303	188	49	14	0	13	0	124	16	3	13	42	0	0	19
SP97113	27	293	180	61	60	0	15	88	0	0	0	13	32	13	4	3	27	12
SP97124	29	452	393	143	185	25	9	115	0	0	0	19	196	57	13	0	0	17
SP43808	28	0	168	95	106	0	21	56	0	92	0	13	30	15	30	0	13	14
SP43822	12	0	7	0	2	0	338	8	0	60	0	6	0	14	0	4	7	0
SP43514	20	188	164	43	42	94	12	18	0	0	7	2	0	12	16	17	2	12
SP97258	22	7	196	41	83	268	1	49	0	236	0	6	37	0	17	0	0	0
SP97194	43	542	170	268	262	176	68	65	0	146	17	32	162	110	65	30	0	20
SP109470	50	0	92	167	153	363	87	144	0	334	0	9	21	32	68	0	0	8
SP97278	16	156	100	137	107	176	19	6	3	85	0	13	58	23	43	0	0	2
SP109544	40	358	118	160	89	173	60	0	0	0	0	12	0	14	0	0	11	10
SP97104	19	59	0	4	21	0	30	0	6	2	0	11	0	301	7	0	14	30
SP106577	49	273	57	222	57	111	22	256	0	0	142	25	121	46	46	36	5	36
SP109457	23	0	65	0	7	0	185	39	32	0	0	7	25	9	10	0	28	4
SP109478	5	60	22	0	30	0	9	19	0	0	0	2	16	10	6	1	11	6
SP43688	20	192	90	164	0	55	14	188	0	50	21	12	0	24	37	23	10	0
SP97243	19	0	199	93	56	49	9	58	5	154	0	5	42	10	22	4	0	2
SP97269	30	306	75	171	107	143	20	73	0	188	0	22	76	43	6	26	0	15
SP113926	5	0	106	22	40	41	2	0	6	1	3	5	31	24	7	0	22	1
SP106560	11	0	194	86	36	59	5	0	0	86	125	2	0	4	32	0	4	3
SP43792	33	61	280	331	127	168	20	64	0	59	54	10	0	39	45	2	0	0
SP106602	25	149	72	138	63	48	10	9	0	91	0	6	31	26	22	9	26	9
SP97145	9	37	0	0	0	54	7	86	0	72	7	3	22	12	13	0	37	1
SP43664	43	0	393	196	131	133	87	364	32	154	0	15	0	77	58	0	37	3
SP43532	40	186	133	109	84	294	8	97	0	68	0	17	27	11	29	0	6	4
SP102816	19	0	138	76	49	100	5	0	7	78	54	3	94	41	27	0	12	7
SP102795	41	262	287	165	73	286	101	42	0	73	35	19	3	45	20	29	0	12
SP103197	18	94	179	107	110	22	21	68	0	190	5	8	27	8	8	5	13	0
SP102827	36	307	195	83	118	0	3	342	0	0	78	14	105	45	46	0	2	0
SP103233	18	147	135	0	124	105	22	29	0	89	0	7	133	6	37	0	6	1
SP103507	22	0	41	0	279	0	26	325	0	27	0	7	18	0	69	0	0	10
SP103100	18	51	66	42	0	25	17	173	0	0	91	5	11	0	10	0	0	0
SP103416	13	105	106	37	30	62	17	0	0	0	49	6	23	0	22	0	14	2
SP103005	23	136	103	0	47	37	15	21	0	19	0	2	6	10	15	5	14	5
SP102759	7	0	171	355	16	0	38	442	0	0	132	14	5	49	31	40	2	0
SP102741	12	100	169	69	34	61	40	29	0	0	167	1	0	6	13	22	0	0
SP102945	12	0	181	0	0	102	27	102	0	0	137	5	1	9	27	6	12	0
SP103826	3	228	98	0	31	119	11	28	0	0	13	1	30	20	17	0	0	4
SP103706	13	218	146	145	45	173	9	66	0	19	109	4	15	34	34	0	0	16
SP102897	8689	68	0	569	65	0	1766	0	1737	0	20	0	0	0	196	0	364	0
SP102881	15	32	54	71	20	56	39	27	16	62	51	2	0	33	18	0	12	9
SP103715	12	193	135	36	65	31	3	0	17	47	0	4	31	0	21	0	7	15
SP102929	9	85	70	81	17	27	8	129	0	34	124	2	74	36	25	0	1	0
SP103619	2	44	38	17	52	0	2	7	0	12	0	0	16	0	3	23	2	0
SP103844	0	0	42	15	61	177	5	0	0	0	101	3	12	15	8	0	0	0
SP103128	24	0	133	99	82	108	28	0	2	58	57	11	6	68	16	0	0	11
SP103300	6	0	206	220	124	183	15	0	13	174	35	20	41	14	36	0	0	9
SP103057	20	237	127	106	232	85	0	0	0	0	37	3	0	20	63	0	0	6
SP103340	23	187	109	54	0	21	25	199	0	0	78	2	10	8	14	0	3	5
SP102913	25	224	144	0	46	68	33	73	0	29	38	7	30	24	25	0	2	7
SP102783	26	353	292	72	171	90	47	18	1	31	0	7	19	15	43	0	0	14
SP103080	30	225	127	90	36	0	60	148	0	102	135	1	112	26	32	0	7	6
SP103436	2	11	41	105	93	80	21	35	9	52	0	2	23	16	0	0	13	14
SP102804	4	254	0	19	171	237	14	81	0	182	0	7	0	49	8	0	4	0
SP102957	12	118	73	133	750	0	1	33	0	0	0	8	0	15	126	24	0	2
SP102873	10	62	104	61	74	17	20	4	5	0	89	4	0	12	22	0	11	0
SP103213	8	0	138	155	61	65	0	14	0	48	0	4	17	10	18	20	5	5
SP103467	3	11	0	43	33	5	3	12	0	26	0	0	30	13	6	0	7	2
SP103261	31	423	273	258	170	209	32	107	0	0	0	16	3	41	25	0	5	5
SP103156	28	98	165	196	157	100	16	0	0	0	77	2	0	9	14	0	24	11
SP103288	7	0	34	33	59	59	8	63	0	73	0	7	51	3	14	0	1	0
SP103444	12	83	78	16	50	164	4	0	0	0	82	4	36	16	19	0	0	0
SP103685	10	216	96	96	110	4	0	13	0	0	22	4	73	7	23	0	12	2
SP103140	24	286	31	105	93	184	16	264	0	192	0	11	26	8	13	0	0	0
SP103673	28	245	43	105	140	161	30	190	2	83	0	10	3	64	42	19	15	8
SP102839	10	122	178	0	74	143	20	0	6	21	30	2	51	3	17	0	9	0
SP103245	22	252	205	113	48	75	14	0	0	0	90	11	0	30	10	0	16	5
SP103037	0	0	56	36	11	113	0	31	0	0	16	9	7	0	6	4	13	0
SP103408	21	0	40	146	127	61	2	119	0	40	126	2	1	0	24	0	3	0
SP103021	18	202	149	56	117	2	6	0	4	22	35	10	14	20	10	0	7	9
SP103679	10	88	0	44	41	7	16	27	1	0	112	0	4	23	26	0	9	0
SP103065	30	215	100	194	59	178	17	65	0	114	0	7	75	0	34	69	1	5
SP102965	10	229	138	52	106	0	2	12	0	0	0	3	0	10	1	0	8	5
SP103221	41	79	218	291	212	212	29	0	2	49	71	8	30	24	35	0	19	0
SP103547	19	94	248	142	141	0	15	29	0	0	29	2	0	38	33	12	4	4
