Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
SP18310	70474	33825	23389	4406	1487	0	401	0	0	0	0	0	0	0	0	0
SP17172	32786	419	3420	2710	0	22	0	173	0	44	147	90	0	0	69	0
SP96133	57776	2473	15291	0	1002	0	680	70	0	0	0	0	0	0	96	0
SP110242	68811	19546	20830	6282	8558	0	136	0	0	0	41	0	0	0	48	243
SP114330	221	0	73	466	120	0	78	15	0	42	52	35	14	19	120	33
SP21017	63306	22602	18695	5999	1777	0	0	0	0	0	0	0	0	0	0	0
SP22383	60034	2951	15334	0	0	0	350	0	0	616	0	0	0	0	0	3
SP81312	2877	0	0	5807	0	0	0	499	1979	214	0	122	2	0	0	89
SP22031	445	0	0	2484	28	26	40	132	244	7	66	12	4	6	0	0
SP96112	97	25	0	227	61	0	86	2	37	39	80	33	6	26	4	30
SP19215	49631	5902	16395	0	0	0	0	0	1487	316	0	0	0	0	0	0
SP96120	412	0	48	563	212	0	132	152	24	69	169	97	13	41	68	15
SP16886	145	34	0	5257	0	115	0	624	1325	0	0	49	0	0	2	112
SP96124	522	30	0	480	244	0	91	8	23	9	117	28	7	13	36	29
SP19295	701	0	0	2622	38	0	40	90	584	0	82	31	12	10	39	29
SP19670	266	0	49	429	114	0	90	8	0	7	103	12	2	20	37	13
SP17905	0	0	0	9247	0	0	0	713	12877	2280	0	259	0	0	0	290
SP16934	434	0	21	434	43	0	116	202	22	55	94	26	5	10	42	30
SP20993	512	0	19	737	167	0	152	123	0	48	109	37	0	9	38	53
SP19983	779	0	68	559	115	0	251	202	0	68	117	31	4	24	46	8
SP18121	58447	8407	15748	17175	0	0	0	0	0	0	78	0	0	0	0	175
SP96122	891	0	91	645	278	0	210	42	0	28	190	36	5	22	25	11
SP119755	887	0	25	511	156	0	181	97	165	109	107	63	11	35	39	25
SP96126	957	0	100	1339	462	0	129	25	0	12	146	16	8	37	41	28
SP19606	181	0	32	210	58	23	63	113	0	106	17	93	0	32	50	22
SP96118	5229	0	3884	143	0	0	209	0	0	0	0	0	0	0	0	0
SP21528	259	0	42	524	116	0	120	33	0	28	74	13	0	26	27	40
SP21400	1332	0	0	7102	0	0	0	352	1517	38	0	36	16	0	127	31
SP23078	69	0	0	91	0	0	21	261	130	15	315	41	11	26	45	28
SP17430	80	0	2	179	36	0	83	16	0	70	33	66	0	25	33	3
SP96110	343	0	0	307	57	0	183	57	95	36	50	41	3	28	15	30
SP18946	3683	0	0	6757	0	0	0	268	5628	334	0	129	2	0	0	0
SP21057	810	0	81	484	75	0	180	88	110	35	68	70	0	50	56	25
SP22750	265	0	32	470	66	0	160	43	0	25	58	27	3	31	24	22
SP19750	277	0	19	563	129	0	73	13	0	28	61	4	4	24	19	18
SP17016	563	0	16	318	85	0	182	11	45	46	134	50	0	9	42	11
SP16958	445	45	0	425	117	4	151	10	64	75	739	33	17	93	49	14
SP17329	170	0	30	261	14	0	84	27	31	90	48	28	4	3	48	25
SP96116	349	0	0	436	184	29	69	24	0	35	109	32	4	33	1	14
SP96129	586	0	5	464	54	0	263	21	0	56	115	25	5	51	15	47
SP21193	315	0	30	319	19	0	90	15	0	66	67	29	2	39	21	29
SP18787	573	0	36	903	301	0	131	13	0	16	108	37	3	59	61	18
SP96114	193	0	22	471	110	0	137	82	84	56	113	69	8	21	36	25
SP19582	39	0	0	152	0	3	35	32	75	123	33	33	0	14	20	23
SP17294	707	0	91	711	158	0	108	183	0	102	79	43	0	16	52	15
SP80367	0	30	0	282	0	0	30	417	68	69	49	16	12	18	55	47
SP82087	159	13	31	368	15	0	127	94	0	58	88	43	0	11	19	20
SP80615	474	0	0	10736	0	129	0	1518	5894	0	0	152	27	0	141	268
SP80271	402	0	44	432	94	0	77	33	0	74	98	48	3	35	21	12
SP81172	205	0	0	134	109	0	0	175	179	251	4	119	4	23	78	22
SP81840	810	0	105	694	243	0	42	14	0	94	242	17	4	46	30	23
SP80657	80	0	0	247	47	15	57	19	65	39	37	29	0	24	8	15
SP81494	144	0	50	299	14	0	30	66	21	303	62	59	0	8	77	52
SP81711	421	29	27	864	131	0	175	102	28	317	112	22	10	100	36	55
SP80423	279	23	0	247	17	0	140	32	38	144	50	72	3	26	57	19
SP80754	175	0	0	256	16	0	75	8	194	344	161	20	8	35	28	0
SP81440	31	0	8	136	39	0	29	22	46	21	69	28	1	7	36	4
SP80950	274	0	20	216	11	0	127	5	0	30	50	13	0	12	9	22
SP82103	212	0	11	751	181	2	84	1	0	55	74	29	0	14	40	24
SP81137	138	0	0	422	0	39	0	1105	152	33	662	0	7	31	65	0
DRUP01010006T	394	74	0	522	149	131	126	47	0	45	116	16	42	56	43	57
CPCT02020319T	384	156	0	292	260	151	116	126	0	17	188	42	27	36	16	0
CPCT02040021T	357	89	31	313	308	197	126	118	9	91	120	32	0	36	11	31
CPCT02110003T	82	127	0	459	184	48	74	22	0	30	62	5	34	26	1	42
CPCT02140012T	497	21	0	129	183	111	63	53	86	1181	60	42	60	33	47	29
CPCT02040027T	998	0	76	409	177	176	148	106	0	29	148	69	54	42	37	16
CPCT02100013T	851	0	96	343	210	28	169	56	5	589	81	103	147	407	76	51
CPCT02050048T	181	190	53	337	204	109	78	65	53	26	33	33	109	70	32	42
CPCT02060015T	719	37	0	377	233	141	190	154	0	44	87	29	58	19	48	36
CPCT02010397T	533	171	24	432	396	167	171	33	0	38	151	36	7	77	20	41
CPCT02040040T	457	0	61	469	233	226	59	152	0	41	99	58	33	35	69	19
CPCT02110008T	486	46	44	242	374	149	146	28	0	63	50	63	112	13	301	60
CPCT02050057T	610	54	24	729	468	128	158	42	0	38	105	72	51	33	47	14
CPCT02050061T	191	23	27	281	152	60	41	43	0	148	44	38	45	20	48	35
CPCT02110011T	471	0	48	333	203	43	95	41	6	33	103	33	19	5	24	16
CPCT02020383T	251	57	56	254	177	79	143	146	42	89	78	25	36	91	58	67
CPCT02010414T	599	114	38	276	72	62	127	364	0	80	0	79	95	12	239	4
CPCT02210001T	611	0	35	300	412	82	107	67	128	50	72	25	32	13	6	30
CPCT02210003T	492	128	25	698	304	105	234	71	41	22	83	50	47	94	38	110
CPCT02330007T	257	0	53	400	132	173	30	292	0	67	119	55	65	35	55	41
CPCT02050068T	176	0	6	74	0	31	65	11	95	292	73	57	17	39	46	0
CPCT02050075T	503	161	0	414	35	309	116	404	0	190	137	155	20	36	64	17
CPCT02040058T	575	34	48	238	307	196	143	201	0	69	189	37	48	68	51	24
CPCT02330009T	226	37	0	271	114	33	101	20	41	39	59	18	31	0	33	32
DRUP01010007T	2371	7	37	480	156	176	198	294	94	108	162	45	73	41	29	15
DRUP01070001T	46595	34343	19543	2865	1228	27	21	0	0	94	0	61	70	0	101	234
CPCT02040021TII	607	76	53	406	396	223	127	120	0	89	142	36	12	59	47	7
CPCT02340048T	256	68	3	419	140	212	129	437	62	25	274	70	57	96	41	50
CPCT02330131T	0	182	14	155	126	125	124	61	48	48	46	199	17	59	31	54
CPCT02190027T	203	113	57	286	69	119	138	64	0	99	96	66	65	65	54	66
CPCT02050300T	366	132	0	381	190	96	239	114	44	26	51	26	86	81	31	45
DRUP01070063T	293	0	0	257	12	551	0	1408	273	166	25	137	0	559	409	60
CPCT02060160T	230	212	32	319	129	26	135	100	48	76	20	135	210	215	15	123
CPCT02030443T	340	0	0	162	0	196	82	335	307	373	202	7	8	62	125	34
CPCT02020651T	572	20	56	571	294	170	161	256	0	77	107	64	75	59	20	35
DRUP01090009T	337	103	24	233	169	50	120	107	0	38	64	51	96	93	19	54
CPCT02070273T	376	53	51	559	180	240	136	228	100	60	17	63	66	150	53	9
CPCT02210041T	613	9	0	182	124	121	60	168	60	47	191	23	74	73	50	0
CPCT02010750TII	310	231	31	484	125	273	143	191	2	48	64	26	0	87	28	71
CPCT02160059T	165	92	34	588	160	131	93	28	0	39	47	36	0	75	55	40
DRUP01340003T	110	0	0	96	30	108	24	2271	102	140	1	246	237	27	33	71
CPCT02080283T	404	0	41	330	243	127	113	309	87	166	275	93	32	70	104	23
DRUP01330002T	648	104	0	446	60	131	156	108	126	175	92	146	41	137	87	116
CPCT02330078T	287	75	0	727	384	176	106	83	3	46	36	356	0	44	35	112
CPCT02010730T	577	33	29	232	205	134	127	152	167	226	78	131	49	20	51	10
CPCT02050307T	238	48	0	126	178	111	53	36	130	220	307	28	63	55	41	10
DRUP01340004T	1195	0	99	555	536	170	138	147	36	32	106	434	74	35	39	134
CPCT02120078T	61	76	13	431	125	35	61	59	0	26	151	541	45	0	0	161
CPCT02100139T	552	0	57	344	167	53	74	73	0	33	100	50	63	29	37	0
CPCT02230077T	203	153	9	336	4	74	101	95	30	417	92	528	147	46	225	184
CPCT02230078T	377	0	16	326	197	147	63	251	0	92	115	54	57	15	25	25
CPCT02010735T	283	0	35	303	223	51	60	17	0	60	71	60	54	15	30	10
DRUP01010051TII	515	93	0	525	399	220	184	127	0	20	129	46	27	33	74	54
CPCT02440004T	1197	204	12	657	497	101	251	44	0	72	126	228	74	29	51	107
CPCT02220032T	513	207	0	81	327	331	86	214	111	647	375	407	39	75	42	41
CPCT02130031T	443	124	1	391	283	134	93	106	0	95	151	14	192	99	20	68
DRUP01020018T	426	56	0	311	335	185	60	71	117	147	126	264	84	85	97	62
CPCT02310005T	410	24	54	171	214	0	173	16	0	200	57	187	103	196	80	88
CPCT02250005T	11023	19439	4808	96	906	438	390	3	0	0	0	444	137	0	171	0
CPCT02330080T	477	186	78	472	103	172	77	134	0	70	139	39	111	79	44	59
CPCT02100144T	764	45	62	441	171	45	114	470	0	51	68	128	89	2	78	64
CPCT02330085T	739	0	105	438	303	68	280	286	5	139	102	233	145	58	49	64
CPCT02010742T	285	145	13	251	250	67	82	58	0	33	90	11	70	16	44	75
DRUP01010123T	67828	79626	24645	5336	14920	621	3081	0	0	0	0	116	617	0	0	0
DRUP01220007T	217	0	0	106	158	306	46	193	363	15	367	16	0	38	156	479
CPCT02300033T	45	97	0	155	4	230	31	370	23	16	230	4	93	72	41	67
DRUP01010059T	497	124	1	163	214	29	101	6	0	72	71	179	79	10	29	34
DRUP01010070T	377	0	41	402	114	88	38	170	0	7	0	0	102	18	351	0
CPCT02160038T	181	28	2	279	30	93	83	36	99	71	88	79	22	75	22	31
CPCT02440024T	0	0	0	66	59	56	7	4	0	25	23	10	18	13	35	34
CPCT02030442T	413	33	2	451	291	143	216	27	107	78	98	746	148	120	176	179
CPCT02330089T	366	291	80	649	225	186	168	73	0	18	79	55	65	75	67	15
CPCT02210042T	374	0	32	173	61	44	70	34	0	41	77	75	118	8	20	13
DRUP01070039T	254	54	0	5	0	0	214	14	24	52	0	55	272	123	4	49
CPCT02220067T	393	66	18	455	127	141	48	170	0	186	126	344	34	37	40	91
CPCT02340057T	549	0	13	437	81	77	134	18	130	16	129	119	74	28	37	27
CPCT02010743T	502	15	0	162	192	82	101	155	2	58	92	114	136	8	6	74
CPCT02030454T	567	4	35	222	224	49	66	64	121	125	93	98	108	44	16	9
CPCT02320001T	1055	0	96	347	439	252	72	880	0	137	15	203	134	67	99	0
CPCT02390017T	510	21	83	324	119	172	214	153	0	89	58	65	75	93	30	27
CPCT02370012T	370	385	37	523	219	305	1176	65	0	122	53	271	55	192	124	0
CPCT02240007TII	334	26	5	379	138	93	97	107	0	140	79	3	147	85	40	47
CPCT02010747T	200	28	1	444	166	93	117	38	0	47	45	14	78	46	31	5
CPCT02010750T	409	103	29	457	143	112	123	74	0	60	59	36	42	44	16	26
CPCT02330092T	30	134	0	121	51	91	57	8	93	31	24	46	69	20	74	14
DRUP01340017T	52813	100698	29958	6327	1828	70	492	729	0	0	228	0	596	0	114	1220
CPCT02060259T	634	0	28	254	479	110	63	116	107	164	93	34	25	78	52	46
