Samples	ID83A	ID83B	ID83C	ID83D	ID83E
SP135192	0	0	0	0	2
SP135335	6	0	38	2	10
SP135278	5	0	10	0	9
SP135287	58743	2948	2588	0	0
SP135345	70	0	132	27	54
SP85122	91865	7367	1208	0	0
SP84384	99684	1550	0	0	404
SP135184	0	0	0	0	7
SP135226	27	2	196	0	4
SP135436	367	216	641	25	57
SP135262	2	0	95	23	13
SP135431	327	351	819	135	0
SP135425	122	0	570	88	60
SP135222	67	104	283	6	12
SP135230	95	4	183	12	16
SP135205	38	0	56	0	5
SP135180	0	2	0	2	1
SP135213	101	0	132	4	115
SP135217	0	0	0	0	1
SP135405	125	47	532	9	95
SP135238	7	0	0	0	1
SP135270	132	60	422	7	244
SP135411	77	0	188	0	19
SP135188	17	0	84	71	28
SP135194	102	10	240	2	13
SP135186	63	0	297	20	53
SP135420	278	0	366	46	87
SP135258	9	18	36	0	7
SP135234	201	113	695	78	59
SP135293	0	0	0	0	5
SP135393	83	7	261	218	28
SP135299	24	0	567	180	46
SP135415	9	0	151	8	30
SP135310	0	0	0	0	1
SP135323	12	0	59	7	69
SP135390	1	0	33	4	7
SP135209	5	0	48	21	2
SP135240	47	108	498	8	33
SP135182	1254	281	1137	78	78
SP85251	0	0	392	0	24
SP84408	14	0	209	32	26
SP84491	535	388	1652	459	213
SP84743	56	0	0	3128	0
SP83967	122	0	292	7	60
SP105253	286	429	980	341	46
SP84998	331	84	487	0	13
SP84062	0	0	164	3	44
SP84982	52976	0	0	0	0
SP84790	145	0	538	461	75
SP105673	153	0	202	6	1016
SP85339	473	353	783	45	0
SP84719	383	46	347	34	51
SP105425	564	275	671	100	13
SP84056	96	220	680	73	259
SP105261	127	0	295	40	70
SP85379	455	278	826	280	32
SP105086	343	0	947	13	270
SP84392	95972	5062	1049	0	92
SP105018	92	127	0	227	4261
SP84858	693	37	815	97	287
SP84086	0	228	332	0	79
SP105213	347	22	531	28	70
SP105577	281	6	419	17	90
SP85431	0	0	465	0	58
SP84962	48	67	533	10	54
SP105006	316	0	490	33	144
SP84439	87953	1860	4346	1216	504
SP105159	164	0	443	0	66
SP85230	23	0	139	6	879
SP84922	1118	0	589	462	157
SP85130	590	5	866	55	62
SP104984	175	62	438	34	38
SP85222	58	5	229	6	14
SP105375	25	520	931	1599	12
SP85287	89	214	701	12	33
CPCT02060042T	0	21	164	0	32
CPCT02130027T	50	51	471	73	53
CPCT02290024T	827	449	1324	122	32
CPCT02230080T	558	311	733	168	27
CPCT02070282T	508	141	895	222	31
CPCT02060201T	309	394	781	129	54
CPCT02010752T	101	15	400	121	104
CPCT02130046T	358	172	621	290	32
CPCT02190033T	518	610	967	229	73
WIDE01010213T	616	117	543	308	630
CPCT02440010T	395	279	962	962	95
WIDE01010272T	343	118	376	35	32
DRUP01070085T	72391	10665	6679	1366	0
CPCT02380045T	141	533	1086	196	25
CPCT02150013T	126	20	512	124	83
CPCT02010769T	212	125	508	380	132
CPCT02450014T	29897	237589	0	0	0
CPCT02130122T	64	326	714	41	85
CPCT02230107T	1029	195	618	166	21
DRUP01090017T	382	335	955	1621	103
CPCT02020781T	504	36	1045	98	704
CPCT02310016T	322	6	590	264	19
CPCT02300050T	803	19	931	491	206
CPCT02020808T	666	325	496	67	427
CPCT02050414T	480	567	1351	62	77
CPCT02230042T	0	87	219	0	26
CPCT02040170T	0	42	137	580	57
CPCT02330059T	866	429	1435	365	136
CPCT02330063T	738	224	1337	127	92
CPCT02020512T	182	222	535	33	14
CPCT02110031T	221	0	801	115	108
CPCT02030347T	167318	0	0	0	0
CPCT02050179T	1039	517	1327	111	89
CPCT02010591T	151	26	589	212	72
CPCT02170007T	586	0	660	180	247
CPCT02210025T	149	210	505	1146	102
CPCT02030376T	372	0	504	109	153
CPCT02050110T	375	319	1144	349	115
CPCT02030318T	892	409	1269	105	110
CPCT02100056T	377	0	132	129	110
CPCT02030326T	307	202	786	235	85
CPCT02120007T	499	216	445	825	72
WIDE01010573T	419	0	1443	122	353
WIDE01010693T	272	113	504	195	31
