Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
SP117655	441	0	372	0	0	21	475	0	114	0	0	0	0	0	41
SP117556	174	0	291	1	129	18	68	0	7	26	0	57	0	0	15
SP117627	61	0	161	4	31	15	103	0	0	30	0	0	49	0	3
SP117775	276	0	91	14	228	26	219	0	6	45	0	24	42	0	11
SP117332	14	0	0	0	14	13	19	41	12	12	0	8	21	0	0
SP117712	0	0	56	0	74	19	23	0	145	51	0	55	58	38	8
SP117017	23	0	110	5	105	7	29	0	43	46	0	0	17	0	0
SP117031	206	0	343	0	144	31	55	0	0	39	0	73	4	0	47
SP117759	441	117	513	0	0	14	301	0	0	0	0	55	71	0	30
SP117621	135	0	254	6	83	12	146	0	62	58	0	34	56	0	21
SP117425	108	0	95	1	52	17	151	0	0	16	0	8	82	0	60
SP117930	280	0	937	0	0	31	41	0	127	7	0	122	0	85	20
SP99287	6	0	48	0	0	8	25	0	66	0	0	7	6	0	0
SP99293	14	0	43	2	0	5	5	0	146	22	6	21	47	0	3
SP99289	35	0	132	6	0	28	90	0	348	69	0	0	0	0	17
SP99297	1	0	3	2	0	0	3	0	0	2	0	0	9	0	3
SP99301	687	0	32	0	0	0	0	0	0	0	0	558	0	0	0
SP99305	0	0	64	0	0	9	31	0	20	35	15	21	49	17	4
SP99309	26	0	189	0	0	0	128	0	36	20	0	59	21	0	13
SP99313	0	27	34	5	0	85	6	0	0	345	0	37	0	0	5
SP99317	0	0	1	0	0	0	10	0	0	7	0	1	18	0	0
SP99321	40	0	74	0	0	3	20	0	12	29	1	30	37	0	0
SP99325	81950	41824	1735	0	0	0	0	0	0	0	0	563	0	0	0
SP99329	9	0	0	0	0	366	65	0	21	12	2	36	9	0	0
SP99333	11	0	97	0	0	7	3	14	24	22	0	27	45	0	0
SP99337	31	0	80	0	208	11	32	0	41	8	0	18	0	0	11
SP99341	7	27	146	0	0	0	22	16	0	31	0	29	50	0	6
SP99345	1	0	6	1	3	6	18	0	9	11	0	0	0	0	0
SP99113	3	0	0	0	0	2	10	0	36	8	3	0	17	0	0
SP99185	2	17	26	0	0	1	41	0	241	88	0	17	0	0	0
SP99209	13	0	50	0	65	0	116	0	56	132	0	101	0	0	3
SP99213	93	0	165	0	0	1	15	129	17	31	0	14	68	0	4
SP99221	0	0	1	0	0	2	5	0	33	0	0	4	0	0	3
SP99225	7	0	25	0	0	13	15	0	32	13	0	62	26	0	4
SP99241	47	8	113	2	0	73	0	0	369	196	0	31	0	0	19
CPCT02020318T	104	0	128	39	0	5	25	97	8	0	5	14	34	29	14
CPCT02010377T	37	0	170	31	0	24	0	112	119	22	27	43	0	0	11
CPCT02060017T	48	0	0	47	343	34	0	0	0	0	1	0	191	0	13
CPCT02060166T	231	0	19	89	207	26	36	127	0	0	32	0	0	0	64
DRUP01080024T	15	0	31	6	0	4	0	0	5	2	90	31	0	0	142
CPCT02300029T	285	0	99	157	405	32	31	0	15	36	0	24	70	0	31
CPCT02130024T	94	0	2	79	261	17	0	0	45	0	67	0	5	0	20
CPCT02370015T	19	0	19	28	0	12	79	35	31	28	44	0	12	0	17
CPCT02080291T	61	0	188	2	0	13	0	13	32	0	67	0	29	0	8
