MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
1:Del:C:0	4.52E-05	2.39E-04	7.63E-04	2.00E-04	1.88E-03	1.74E-03	6.91E-04	1.42E-03
1:Del:C:1	2.60E-05	1.15E-04	5.40E-04	1.44E-04	8.56E-04	7.33E-04	3.87E-04	9.78E-04
1:Del:C:2	2.67E-05	6.23E-05	4.42E-04	1.23E-04	2.72E-04	3.80E-04	1.53E-04	8.74E-04
1:Del:C:3	2.75E-05	7.28E-05	1.79E-04	6.45E-05	2.03E-04	2.41E-04	6.13E-05	4.00E-04
1:Del:C:4	5.77E-05	1.14E-05	1.39E-04	4.18E-05	2.77E-04	4.65E-05	8.55E-05	2.99E-04
1:Del:C:5	1.77E-04	1.31E-04	3.23E-05	4.89E-05	2.87E-04	2.28E-04	2.22E-04	2.32E-04
1:Del:T:0	3.35E-05	2.05E-04	3.82E-04	2.37E-04	1.21E-03	9.77E-04	7.23E-04	3.99E-04
1:Del:T:1	2.59E-05	1.32E-04	3.15E-04	1.70E-04	9.67E-04	6.85E-04	4.95E-04	2.98E-04
1:Del:T:2	3.18E-05	1.57E-04	3.92E-04	1.90E-04	1.25E-03	1.05E-03	4.92E-04	3.25E-04
1:Del:T:3	8.76E-05	1.93E-04	4.76E-04	1.54E-04	1.59E-03	1.05E-03	4.39E-04	4.20E-04
1:Del:T:4	1.90E-04	2.11E-04	4.59E-04	1.37E-04	1.58E-03	9.29E-04	2.65E-04	3.13E-04
1:Del:T:5	3.24E-03	1.20E-03	1.01E-03	5.78E-04	1.84E-03	3.48E-03	2.10E-03	1.02E-03
1:Ins:C:0	3.54E-05	1.61E-04	4.94E-05	1.33E-04	2.83E-06	2.12E-03	5.30E-04	2.03E-04
1:Ins:C:1	8.29E-06	6.01E-05	7.71E-05	3.51E-05	2.00E-04	4.70E-04	1.50E-04	1.20E-04
1:Ins:C:2	6.71E-06	4.54E-05	6.37E-05	1.97E-05	1.48E-04	2.25E-04	8.22E-05	1.07E-04
1:Ins:C:3	1.37E-05	5.01E-05	5.00E-05	1.51E-05	7.18E-05	2.05E-04	9.81E-05	1.11E-04
1:Ins:C:4	1.75E-05	8.61E-05	1.98E-05	2.11E-05	7.96E-05	2.82E-04	1.12E-04	8.71E-05
1:Ins:C:5	1.69E-04	4.62E-04	1.09E-04	8.14E-06	2.03E-04	1.14E-03	3.95E-04	1.81E-04
1:Ins:T:0	3.64E-05	1.75E-04	9.52E-05	8.33E-05	1.16E-04	1.13E-03	3.98E-04	2.81E-04
1:Ins:T:1	0.00E+00	1.24E-04	1.96E-04	6.52E-05	7.16E-04	4.85E-04	2.48E-04	4.12E-04
1:Ins:T:2	2.49E-05	1.00E-04	1.77E-04	5.92E-05	5.58E-04	3.47E-04	1.68E-04	3.73E-04
1:Ins:T:3	2.30E-05	5.94E-05	1.22E-04	5.20E-05	4.36E-04	2.17E-04	1.59E-04	2.55E-04
1:Ins:T:4	5.42E-05	8.17E-05	1.01E-04	4.71E-05	3.04E-04	1.90E-04	1.16E-04	1.54E-04
1:Ins:T:5	3.64E-03	3.27E-03	3.18E-03	1.31E-03	1.15E-02	7.38E-03	5.05E-03	2.49E-03
2:Del:R:0	2.10E-05	5.02E-05	2.44E-04	1.09E-04	1.07E-03	6.48E-04	3.04E-04	1.40E-04
2:Del:R:1	7.51E-05	1.42E-04	3.83E-04	1.35E-04	3.37E-03	1.93E-03	4.44E-04	1.39E-04
2:Del:R:2	2.49E-05	5.45E-05	8.32E-05	4.42E-05	8.90E-04	5.08E-04	1.41E-04	1.08E-04
2:Del:R:3	3.51E-05	2.79E-05	2.15E-05	2.81E-05	3.70E-04	2.36E-04	1.06E-04	1.37E-04
2:Del:R:4	2.42E-05	1.87E-05	4.81E-06	5.40E-07	1.80E-04	1.13E-04	7.32E-05	8.16E-05
2:Del:R:5	2.07E-04	0.00E+00	5.61E-04	1.99E-05	6.84E-03	4.23E-04	1.28E-04	1.87E-03
3:Del:R:0	7.83E-06	1.79E-05	1.82E-04	6.99E-05	2.46E-04	2.14E-04	2.03E-04	3.76E-05
3:Del:R:1	7.63E-05	2.30E-04	2.43E-04	9.11E-05	1.88E-03	1.22E-03	1.43E-04	6.12E-05
3:Del:R:2	2.33E-05	1.34E-05	7.47E-05	9.46E-06	6.10E-04	4.19E-04	1.15E-04	4.03E-05
3:Del:R:3	6.88E-06	2.28E-05	3.00E-05	1.52E-05	1.79E-04	1.20E-04	2.81E-05	2.27E-05
3:Del:R:4	7.75E-06	2.12E-06	1.44E-04	7.95E-06	1.37E-03	7.50E-05	9.43E-06	4.32E-04
3:Del:R:5	1.46E-05	8.17E-07	3.31E-04	1.80E-10	2.91E-03	7.05E-05	2.32E-10	9.81E-04
4:Del:R:0	5.29E-06	2.52E-05	1.22E-04	4.84E-05	2.29E-04	1.74E-04	1.56E-04	5.11E-05
4:Del:R:1	4.71E-05	1.09E-04	2.55E-04	6.58E-05	1.75E-03	1.34E-03	2.88E-04	6.70E-05
4:Del:R:2	1.22E-05	2.83E-05	6.51E-05	1.22E-05	4.89E-04	3.57E-04	1.32E-04	3.89E-05
4:Del:R:3	1.79E-05	8.57E-06	1.13E-04	1.21E-05	8.82E-04	2.21E-04	8.08E-05	2.59E-04
4:Del:R:4	5.67E-06	4.79E-06	1.19E-04	1.16E-06	1.09E-03	1.05E-04	5.08E-05	3.05E-04
4:Del:R:5	9.37E-06	1.03E-05	2.93E-05	0.00E+00	3.34E-04	9.14E-05	3.17E-05	6.07E-05
5:Del:R:0	0.00E+00	0.00E+00	1.14E-03	2.41E-04	1.43E-04	4.14E-10	1.23E-03	1.18E-04
5:Del:R:1	9.36E-06	5.21E-05	1.31E-04	5.29E-05	6.33E-04	5.67E-04	1.97E-04	5.28E-05
5:Del:R:2	5.75E-06	9.10E-06	2.93E-05	1.89E-05	2.47E-04	1.57E-04	7.54E-05	1.15E-05
5:Del:R:3	3.72E-06	1.13E-05	1.47E-05	7.97E-06	1.54E-04	1.01E-04	4.48E-06	1.50E-05
5:Del:R:4	1.57E-06	1.88E-06	6.15E-09	4.66E-08	5.70E-05	3.01E-05	1.05E-05	7.33E-09
5:Del:R:5	2.67E-06	8.44E-07	3.50E-06	2.07E-06	8.51E-05	1.71E-05	5.47E-06	2.53E-06
2:Ins:R:0	3.75E-05	2.19E-04	1.73E-05	9.07E-05	1.15E-04	1.64E-03	4.83E-04	1.68E-04
2:Ins:R:1	7.84E-06	5.69E-05	7.47E-05	1.58E-06	2.70E-04	2.46E-04	1.36E-04	1.03E-04
2:Ins:R:2	5.60E-06	3.55E-05	4.65E-05	1.62E-05	1.30E-04	1.57E-04	1.15E-04	6.15E-05
2:Ins:R:3	7.28E-06	4.45E-05	2.15E-05	1.97E-05	5.61E-05	1.53E-04	1.11E-04	3.67E-05
2:Ins:R:4	2.13E-05	1.17E-04	3.36E-06	2.18E-05	9.09E-09	2.65E-04	1.28E-04	9.64E-06
2:Ins:R:5	1.34E-04	6.73E-04	6.32E-05	4.87E-05	4.73E-04	1.22E-03	4.12E-04	3.84E-05
3:Ins:R:0	1.25E-05	4.07E-05	6.20E-06	5.03E-05	2.78E-04	7.95E-04	3.67E-04	1.92E-04
3:Ins:R:1	1.52E-06	2.33E-05	5.75E-05	8.38E-06	1.52E-04	1.89E-04	1.20E-04	4.65E-05
3:Ins:R:2	2.38E-06	1.46E-05	2.13E-05	2.29E-05	5.56E-05	7.56E-05	2.48E-05	1.46E-05
3:Ins:R:3	1.41E-06	7.60E-06	8.33E-06	7.71E-06	1.16E-05	2.16E-05	6.61E-06	3.30E-10
3:Ins:R:4	2.52E-06	8.83E-06	5.49E-06	8.07E-06	5.34E-05	1.66E-05	1.13E-05	4.61E-06
3:Ins:R:5	8.38E-06	3.51E-05	3.25E-06	1.05E-05	4.88E-05	9.44E-05	1.65E-05	8.33E-06
4:Ins:R:0	2.34E-05	1.33E-04	1.28E-10	5.85E-05	7.59E-05	1.00E-03	4.26E-04	8.94E-05
4:Ins:R:1	2.57E-06	4.62E-05	7.67E-05	2.41E-05	2.59E-04	2.74E-04	1.15E-04	3.46E-05
4:Ins:R:2	3.08E-06	1.63E-05	5.34E-06	1.71E-05	4.29E-05	7.53E-05	3.76E-05	9.95E-06
4:Ins:R:3	3.19E-06	1.47E-05	3.68E-10	7.02E-06	2.11E-05	8.00E-05	4.21E-05	8.69E-10
4:Ins:R:4	4.69E-06	2.80E-05	1.65E-06	5.05E-06	7.08E-05	1.03E-04	4.04E-05	1.38E-05
4:Ins:R:5	5.82E-06	2.37E-05	1.88E-05	1.26E-05	1.04E-04	8.55E-05	3.61E-05	1.09E-05
5:Ins:R:0	3.96E-05	2.20E-06	9.82E-10	6.58E-09	1.10E-08	5.38E-08	3.55E-03	4.93E-09
5:Ins:R:1	2.09E-06	1.97E-04	3.90E-04	9.40E-05	1.41E-03	1.41E-03	2.86E-04	1.32E-04
5:Ins:R:2	2.91E-06	2.19E-05	6.48E-06	2.21E-05	9.98E-05	1.15E-04	7.26E-05	3.36E-05
5:Ins:R:3	1.61E-06	1.33E-05	1.81E-06	1.01E-05	5.47E-05	5.32E-05	3.20E-05	1.67E-05
5:Ins:R:4	1.03E-06	1.00E-05	6.87E-06	2.80E-06	3.57E-05	4.40E-05	3.08E-05	6.18E-10
5:Ins:R:5	4.84E-07	6.60E-06	8.41E-06	7.76E-07	3.31E-05	3.93E-05	1.73E-05	4.56E-06
2:Del:M:1	5.87E-05	3.69E-05	4.00E-04	1.26E-04	2.86E-03	1.63E-03	4.39E-04	1.29E-04
