Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
SP95454	18576	3138	1126	3081	1768	633	0	0	0	0	0
SP94741	38903	5593	1435	4881	2762	1557	0	0	0	1	0
SP90209	59417	25848	35165	6114	0	668	0	0	0	0	0
SP90989	42431	2189	2014	1397	1002	1031	404	0	2	18	140
SP93540	74344	6944	1643	8923	385	3801	0	0	0	0	0
SP93227	62339	7537	55835	2454	36	668	0	372	0	0	98
SP94348	37187	4185	775	5635	1315	1269	0	0	0	0	0
SP94588	14	118	55	19	55	0	133	74	7	48	10
SP90725	32	132	15	22	50	0	73	66	3	7	7
SP94236	11	91	11	12	1	16	225	80	12	36	16
SP93772	18	22	42	16	47	0	101	83	6	37	13
SP92195	7	69	90	0	47	7	138	80	8	52	16
SP89957	138	97	32	0	13	5	84	90	7	3	10
SP92268	89	105	27	14	41	0	88	51	8	15	0
SP92707	22	84	19	5	17	0	113	54	7	9	3
SP89687	78	66	27	0	0	0	195	56	0	61	17
SP90269	0	215	17	23	0	9	65	66	7	24	62
SP94933	23343	19667	1053	660	18787	0	0	0	0	0	776
SP95126	140	11	84	17	0	2	434	14	0	109	5
SP95646	17	87	69	0	15	13	178	69	6	28	23
SP89443	19	81	21	0	0	21	90	108	3	12	16
SP89651	13	43	15	6	0	4	94	38	1	46	23
SP94060	14	127	0	19	3	0	117	85	5	0	7
SP92787	1	30	32	1	6	4	96	79	3	29	11
SP92723	31	156	16	26	6	5	130	38	3	16	7
SP92364	38978	6190	4021	2799	6644	562	54	0	5	0	431
SP95406	8	27	44	30	14	0	98	63	0	17	3
SP91746	13	60	37	8	27	0	93	39	0	27	19
SP92332	17	26	130	7	12	6	334	40	0	135	13
SP91730	1	8	45	27	53	6	248	22	0	572	7
SP92947	51	159	19	21	70	0	117	37	0	14	19
SP91666	73	167	36	0	19	28	154	38	0	14	17
SP90245	3	49	60	1	30	16	188	126	4	47	6
SP90893	0	53	44	0	13	5	164	113	2	28	19
SP89519	48	123	0	29	28	0	134	25	0	9	12
SP94917	10588	2930	1009	2326	7	601	214	109	0	0	89
SP92659	361	2227	546	0	0	0	49	65	33	5	416
SP94332	59	8	0	0	0	0	0	149	18	842	0
SP94661	46	115	11	2	33	0	172	49	1	28	21
SP93652	16	113	54	0	43	3	62	113	10	27	0
SP90125	14	67	61	11	0	4	127	109	23	10	26
SP94540	30	312	24	0	0	9	51	82	14	39	6
SP95222	131	30	137	0	0	10	294	66	2	70	2
SP89389	86	62	27	22	14	0	224	50	10	52	0
SP90503	18	54	48	8	0	9	87	98	1	16	4
SP92460	8485	1580	708	1837	1081	358	49	70	0	18	0
SP92931	60	88	42	25	0	0	171	73	5	38	13
SP91265	116	82	97	31	0	0	265	114	7	35	11
SP89909	8405	368	1291	2029	254	159	100	38	18	0	0
SP90629	72	0	108	0	7	21	484	121	9	60	50
SP95550	113	41	65	5	39	2	252	3	4	109	8
CPCT02020389T	131	120	7	0	11	3	84	30	31	23	41
CPCT02080033T	25	397	36	50	85	0	113	94	116	12	14
CPCT02060156T	271	175	0	60	101	30	157	126	161	42	27
DRUP01340014T	17	35	8	0	9	0	0	0	16	5	351
DRUP01010121T	372	81	38	36	96	29	196	62	65	67	23
CPCT02130034T	76	105	75	22	45	0	206	108	149	44	29
CPCT02260015T	292	121	85	0	17	12	71	354	285	172	0
CPCT02220071T	11026	823	159	649	514	738	133	33	247	51	167
CPCT02010710T	140	92	36	23	54	18	26	60	133	114	14
CPCT02340068T	14	61	26	32	31	3	76	93	55	3	21
CPCT02130050T	82	192	48	14	30	16	103	186	278	33	1
DRUP01060016T	31	45	39	13	0	0	0	406	125	70	0
CPCT02260017T	180	350	41	18	21	7	165	115	88	42	90
CPCT02020682T	771	425	83	0	53	6	116	152	165	10	57
DRUP01030013T	38152	4258	766	6096	106	2178	0	258	951	29	0
CPCT02130059T	115	125	12	0	108	11	209	85	168	30	7
WIDE01010296T	159	362	69	22	101	0	131	693	52	61	40
CPCT02380044T	18	126	5	58	88	0	98	357	89	21	102
CPCT02060117T	55	158	19	11	121	9	43	68	83	11	0
CPCT02080220T	36	374	4	29	144	0	64	103	152	34	9
CPCT02210056T	64	137	11	25	77	1	57	53	177	11	0
CPCT02020734T	71	193	0	23	85	1	0	25	307	26	0
CPCT02020716T	25	105	6	0	58	4	58	37	103	19	6
CPCT02080226T	18	105	43	23	31	8	181	78	152	55	44
DRUP01080014T	17479	994	680	1244	1036	924	0	69	339	17	70
DRUP01270003T	82	111	11	12	38	6	151	67	55	1	25
CPCT02190044T	13	3	85	1	0	16	76	116	143	20	16
CPCT02130131T	26	131	0	5	0	8	281	0	77	16	83
CPCT02220054T	124	146	51	18	50	7	301	9	144	77	26
CPCT02330075T	267	368	57	20	188	11	243	106	135	50	60
CPCT02130134T	22	93	49	0	39	7	80	119	225	44	0
CPCT02130148T	36	125	51	28	45	0	349	42	116	43	29
CPCT02070381T	0	33	15	13	0	3	20	68	123	7	5
DRUP01070053T	69	70	27	0	26	8	146	71	184	12	14
DRUP01060025T	37	136	71	34	21	49	32	0	336	2171	98
DRUP01100007T	187	345	4	24	98	8	184	62	113	44	43
CPCT02380019T	11	116	76	0	25	37	158	102	246	101	59
CPCT02020598T	13	60	22	14	8	7	51	88	166	15	0
DRUP01070059T	0	0	0	18	66	5	20	85	78	12	65
CPCT02080152T	15699	1561	0	1960	1057	1162	0	0	418	24	0
CPCT02070406T	2	0	63	0	0	36	169	138	86	0	215
CPCT02450002T	345	378	0	0	167	9	218	82	199	62	27
DRUP01070024T	11	133	24	3	15	5	85	167	93	34	36
DRUP01060027T	18	21	59	46	9	2	89	200	71	538	7
CPCT02030381T	8	92	32	1	47	5	9	247	130	129	0
DRUP01220005T	147	159	41	13	24	1	110	0	127	35	500
CPCT02370010T	25	141	63	52	14	22	41	0	330	2164	110
CPCT02020623T	185	160	23	0	96	7	262	11	95	52	48
CPCT02290023T	108	269	29	0	143	20	78	244	101	49	11
DRUP01010022T	41348	2405	796	4699	1186	2246	217	112	308	0	92
CPCT02070159T	0	270	0	29	34	10	67	122	133	23	63
CPCT02030354T	63	36	24	1	13	8	73	23	45	41	37
CPCT02020565T	41	121	20	5	37	8	68	53	66	41	33
CPCT02060114T	18	33	28	20	0	0	0	295	82	44	0
CPCT02060118T	49	81	14	28	0	9	72	76	179	121	12
CPCT02220002T	32	62	13	9	16	7	58	76	62	15	11
DRUP01030002T	26	101	32	28	104	0	97	95	102	29	75
CPCT02070060T	124	148	43	12	40	10	207	304	115	327	31
CPCT02030320T	116	488	0	24	206	0	129	27	105	33	15
CPCT02060035T	86	153	2	16	71	0	57	44	44	31	36
CPCT02070110T	14	158	20	0	0	4	112	156	48	47	42
CPCT02020492T	12	40	3	17	20	10	220	226	61	115	42
CPCT02030327T	64	33	46	0	78	3	107	47	9	18	29
CPCT02020503T	119	99	16	26	24	9	195	570	55	136	11
CPCT02380029T	70874	968	1277	3301	0	8887	622	0	363	0	0
CPCT02020636T	46	65	57	8	44	25	68	455	138	120	8
CPCT02130013T	81	61	51	20	40	4	0	691	128	112	53
DRUP01110002T	56712	5655	540	6784	6727	5038	69	0	1488	0	483
WIDE01010639T	150	190	0	16	80	5	73	17	46	12	37
DRUP01010167T	29921	1765	1847	4717	1592	2483	0	0	359	0	0
WIDE01010570T	193	114	61	39	81	0	182	154	48	19	151
