Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
SP95454	2.93E+02	1.00E+02	3.74E+01	2.86E+02	1.17E+02	3.89E+01	9.75E+00	1.84E+00	4.01E-01	9.18E-01	1.60E+01
SP94741	5.62E+02	1.72E+02	6.11E+01	5.61E+02	1.95E+02	9.05E+01	1.64E+01	2.61E+00	2.51E-01	1.46E+00	2.59E+01
SP90209	1.05E+03	7.67E+02	8.74E+02	9.31E+02	3.20E+02	9.41E+01	2.46E+02	0.00E+00	1.54E+00	5.14E-01	3.09E+01
SP90989	5.01E+02	9.50E+01	6.63E+01	5.15E+02	8.15E+01	7.26E+01	2.00E+01	3.39E+00	1.12E+00	1.61E+00	2.30E+01
SP93540	1.05E+03	1.45E+02	8.64E+01	1.03E+03	1.33E+02	2.03E+02	2.37E+01	9.46E-01	1.03E+00	6.85E-01	7.23E+01
SP93227	1.15E+03	9.24E+02	1.27E+03	8.27E+02	1.10E+02	6.51E+01	4.10E+02	6.11E+00	1.29E+00	3.99E-01	2.94E+01
SP94348	5.53E+02	1.12E+02	5.03E+01	5.46E+02	1.23E+02	8.02E+01	1.28E+01	8.19E-01	7.78E-01	1.06E+00	2.87E+01
SP94588	9.44E-01	3.16E+00	2.09E+00	1.09E+00	3.49E+00	5.74E-01	2.84E+00	2.17E+00	6.02E-01	1.11E+00	1.35E+00
SP90725	1.37E+00	3.78E+00	1.24E+00	1.50E+00	4.44E+00	6.21E-01	2.57E+00	1.85E+00	3.80E-01	7.32E-01	1.41E+00
SP94236	1.29E+00	2.23E+00	1.90E+00	1.12E+00	1.98E+00	1.08E+00	4.28E+00	3.13E+00	6.42E-01	1.29E+00	2.04E+00
SP93772	1.04E+00	1.99E+00	1.68E+00	1.23E+00	2.22E+00	8.68E-01	2.32E+00	2.24E+00	4.92E-01	1.17E+00	1.32E+00
SP92195	1.09E+00	3.15E+00	2.58E+00	9.07E-01	3.03E+00	1.28E+00	2.68E+00	2.61E+00	5.23E-01	1.19E+00	1.26E+00
SP89957	2.45E+00	2.37E+00	2.16E+00	2.71E+00	2.38E+00	6.82E-01	2.50E+00	1.94E+00	4.12E-01	7.54E-01	9.03E-01
SP92268	1.95E+00	3.03E+00	1.75E+00	1.92E+00	3.50E+00	2.92E-01	2.61E+00	2.02E+00	5.09E-01	9.95E-01	6.17E-01
SP92707	1.27E+00	2.20E+00	1.66E+00	9.39E-01	2.28E+00	5.57E-02	2.96E+00	1.81E+00	3.61E-01	8.18E-01	1.21E+00
SP89687	1.67E+00	1.93E+00	1.98E+00	1.59E+00	1.66E+00	1.04E+00	3.71E+00	3.25E+00	0.00E+00	1.64E+00	1.63E+00
SP90269	2.02E-01	4.22E+00	1.79E+00	1.69E+00	3.55E+00	7.95E-01	2.36E+00	2.19E+00	9.13E-01	9.03E-01	2.17E+00
SP94933	4.13E+02	1.08E+03	6.06E+01	3.56E+02	1.15E+03	2.77E+01	9.33E+00	6.56E-01	3.43E+00	8.21E-01	2.76E+01
SP95126	2.82E+00	1.82E+00	3.29E+00	2.71E+00	1.81E+00	1.86E+00	6.09E+00	4.09E+00	0.00E+00	1.68E+00	2.94E+00
SP95646	1.19E+00	2.71E+00	1.85E+00	1.05E+00	2.84E+00	1.17E+00	3.37E+00	3.17E+00	4.30E-01	1.02E+00	1.54E+00
SP89443	1.15E+00	1.95E+00	1.54E+00	4.36E-01	1.92E+00	1.14E+00	2.79E+00	2.28E+00	2.74E-01	8.94E-01	1.21E+00
SP89651	8.26E-01	1.43E+00	1.58E+00	7.32E-01	1.54E+00	6.03E-01	2.03E+00	1.92E+00	2.80E-01	1.21E+00	1.13E+00
SP94060	1.00E+00	2.18E+00	1.12E+00	1.28E+00	2.30E+00	5.79E-01	3.10E+00	2.59E+00	4.78E-01	5.17E-01	1.37E+00
SP92787	4.58E-01	1.28E+00	1.42E+00	5.31E-01	1.28E+00	5.71E-01	2.00E+00	2.05E+00	3.16E-01	1.08E+00	1.02E+00
SP92723	1.42E+00	3.03E+00	1.83E+00	1.51E+00	3.11E+00	6.05E-01	2.84E+00	2.13E+00	2.86E-01	8.02E-01	1.33E+00
SP92364	4.86E+02	3.37E+02	1.02E+02	4.96E+02	3.56E+02	5.96E+01	2.91E+01	2.22E+00	1.45E+00	4.44E-01	2.20E+01
SP95406	8.82E-01	1.64E+00	1.72E+00	1.25E+00	1.95E+00	1.94E-01	2.45E+00	1.73E+00	0.00E+00	7.84E-01	1.14E+00
SP91746	8.57E-01	2.46E+00	1.46E+00	6.80E-01	2.42E+00	2.01E-01	2.55E+00	2.17E+00	6.59E-02	8.17E-01	1.02E+00
SP92332	1.78E+00	1.96E+00	3.35E+00	1.47E+00	1.26E+00	2.30E+00	5.36E+00	4.71E+00	3.07E-01	2.06E+00	2.62E+00
SP91730	1.52E+00	1.75E+00	2.38E+00	1.59E+00	2.29E+00	1.55E+00	4.31E+00	4.57E+00	3.46E-01	2.91E+00	1.97E+00
SP92947	1.52E+00	4.23E+00	1.62E+00	1.66E+00	4.75E+00	3.16E-01	3.32E+00	1.72E+00	0.00E+00	8.73E-01	1.50E+00
SP91666	1.79E+00	3.84E+00	1.79E+00	1.77E+00	3.65E+00	1.32E+00	2.75E+00	2.05E+00	0.00E+00	9.00E-01	1.64E+00
SP90245	7.61E-01	2.17E+00	2.02E+00	1.28E+00	1.92E+00	2.00E+00	3.79E+00	3.26E+00	4.23E-01	1.40E+00	1.91E+00
SP90893	5.92E-01	2.08E+00	1.66E+00	9.16E-01	1.94E+00	1.02E+00	3.55E+00	3.58E+00	4.40E-01	1.16E+00	1.69E+00
SP89519	1.44E+00	3.11E+00	1.71E+00	1.45E+00	3.52E+00	5.63E-01	4.18E+00	2.13E+00	4.98E-02	7.13E-01	1.68E+00
SP94917	2.21E+02	7.11E+01	3.68E+01	2.09E+02	3.62E+01	3.39E+01	9.95E+00	4.63E+00	6.00E-01	6.83E-01	1.44E+01
SP92659	1.23E+01	3.90E+01	1.70E+01	7.57E+00	3.23E+01	1.09E+00	6.68E+00	3.30E+00	2.11E+00	6.65E-01	8.24E+00
SP94332	1.85E+00	9.93E-01	1.46E+00	1.42E+00	3.30E-01	0.00E+00	8.60E-01	2.44E+00	8.00E-01	3.92E+00	1.45E+00
SP94661	1.50E+00	2.84E+00	1.50E+00	1.33E+00	3.11E+00	7.40E-01	3.23E+00	2.90E+00	2.13E-01	1.12E+00	1.80E+00
SP93652	8.86E-01	2.88E+00	1.70E+00	7.53E-01	3.00E+00	4.40E-01	2.82E+00	2.33E+00	4.24E-01	1.11E+00	7.92E-01
SP90125	1.04E+00	1.91E+00	2.08E+00	1.03E+00	1.75E+00	9.49E-01	3.02E+00	3.22E+00	8.29E-01	1.03E+00	1.82E+00
