Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
SP135192	8.70E-02	0.00E+00	0.00E+00	2.00E-02	9.12E-02	0.00E+00	3.43E-02
SP135335	4.40E-01	0.00E+00	5.67E-01	6.96E-01	7.82E-01	2.89E-01	2.66E-01
SP135278	2.50E-01	1.70E-01	3.22E-01	0.00E+00	3.56E-01	0.00E+00	3.15E-01
SP135287	2.80E+02	1.61E+01	2.81E+02	1.61E-01	2.69E+00	1.29E+00	1.04E+00
SP135345	1.21E+00	7.90E-01	1.37E+00	4.70E-01	1.52E+00	6.73E-01	6.94E-01
SP85122	4.27E+02	2.62E+01	4.23E+02	4.05E+00	6.79E+00	3.18E+00	2.54E+00
SP84384	4.29E+02	2.38E+01	4.37E+02	2.75E-01	1.66E+01	9.18E-01	2.00E+00
SP135184	0.00E+00	0.00E+00	0.00E+00	7.12E-02	2.29E-01	1.32E-01	1.99E-01
SP135226	1.11E+00	1.04E-01	1.64E+00	5.62E-01	1.46E+00	0.00E+00	4.87E-01
SP135436	4.04E+00	1.62E+00	5.10E+00	0.00E+00	4.16E+00	1.03E+00	9.71E-01
SP135262	5.54E-01	3.01E-01	1.33E+00	3.28E-01	1.03E+00	5.63E-01	3.11E-01
SP135431	6.28E+00	1.19E+00	6.24E+00	1.36E+00	4.29E+00	2.03E+00	1.10E+00
SP135425	2.52E+00	8.94E-01	3.83E+00	6.55E-01	3.49E+00	1.67E+00	1.26E+00
SP135222	2.05E+00	1.18E+00	2.68E+00	0.00E+00	1.91E+00	5.48E-01	6.46E-01
SP135230	1.49E+00	8.97E-01	2.09E+00	0.00E+00	1.48E+00	4.88E-01	4.92E-01
SP135205	7.84E-01	6.05E-01	1.14E+00	1.77E-01	6.71E-01	0.00E+00	2.54E-01
SP135180	0.00E+00	9.18E-02	0.00E+00	1.43E-01	1.95E-01	1.65E-01	0.00E+00
SP135213	1.56E+00	6.11E-01	1.94E+00	1.43E-01	1.56E+00	4.25E-01	1.17E+00
SP135217	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
SP135405	2.90E+00	1.48E+00	4.19E+00	0.00E+00	3.16E+00	7.29E-01	1.33E+00
SP135238	1.68E-01	1.71E-01	0.00E+00	5.70E-02	1.80E-01	1.34E-01	0.00E+00
SP135270	2.24E+00	1.39E+00	3.99E+00	9.39E-01	2.79E+00	7.13E-01	1.91E+00
SP135411	1.37E+00	9.15E-01	2.08E+00	6.75E-01	1.53E+00	0.00E+00	5.20E-01
