MutationType	ID83A	ID83B	ID83C
1:Del:C:0	2.73E-04	2.93E-04	4.40E-04
1:Del:C:1	1.55E-04	1.84E-04	3.35E-04
1:Del:C:2	1.18E-04	1.22E-04	2.06E-04
1:Del:C:3	8.77E-05	8.03E-05	1.45E-04
1:Del:C:4	6.68E-05	6.80E-05	1.04E-04
1:Del:C:5	5.99E-05	6.58E-05	1.06E-04
1:Del:T:0	1.83E-04	1.90E-04	3.11E-04
1:Del:T:1	1.97E-04	1.79E-04	3.27E-04
1:Del:T:2	1.59E-04	1.51E-04	2.40E-04
1:Del:T:3	1.73E-04	1.60E-04	2.52E-04
1:Del:T:4	1.49E-04	1.48E-04	6.60E-05
1:Del:T:5	2.26E-04	3.04E-04	3.51E-46
1:Ins:C:0	6.13E-05	8.70E-05	1.80E-04
1:Ins:C:1	5.44E-05	6.21E-05	1.00E-04
1:Ins:C:2	5.05E-05	4.26E-05	7.23E-05
1:Ins:C:3	4.04E-05	4.75E-05	8.90E-05
1:Ins:C:4	2.47E-05	3.17E-05	6.54E-05
1:Ins:C:5	4.65E-05	8.34E-05	1.28E-04
1:Ins:T:0	9.71E-05	1.05E-04	1.99E-04
1:Ins:T:1	9.27E-05	1.04E-04	1.89E-04
1:Ins:T:2	7.59E-05	7.91E-05	1.71E-04
1:Ins:T:3	5.82E-05	7.61E-05	1.26E-04
1:Ins:T:4	5.59E-05	6.70E-05	8.51E-05
1:Ins:T:5	2.31E-04	9.07E-04	9.61E-04
2:Del:R:0	1.15E-04	1.22E-04	1.84E-04
2:Del:R:1	1.42E-04	1.58E-04	1.93E-04
2:Del:R:2	6.40E-05	7.18E-05	1.06E-04
2:Del:R:3	3.82E-05	4.05E-05	7.64E-05
2:Del:R:4	1.86E-05	4.05E-05	6.01E-05
2:Del:R:5	4.32E-05	7.62E-05	1.23E-04
3:Del:R:0	6.90E-05	7.10E-05	1.34E-04
3:Del:R:1	8.19E-05	1.01E-04	1.41E-04
3:Del:R:2	3.38E-05	4.36E-05	4.89E-05
3:Del:R:3	2.16E-05	2.54E-05	3.16E-05
3:Del:R:4	2.41E-05	1.84E-05	0.00E+00
3:Del:R:5	3.17E-05	3.21E-05	6.49E-06
4:Del:R:0	6.89E-05	6.89E-05	1.28E-04
4:Del:R:1	8.18E-05	9.19E-05	1.29E-04
4:Del:R:2	3.32E-05	4.28E-05	6.97E-05
4:Del:R:3	3.79E-05	3.87E-05	3.57E-05
4:Del:R:4	2.88E-05	3.25E-05	1.27E-05
4:Del:R:5	6.46E-06	1.71E-05	2.37E-05
5:Del:R:0	2.65E-04	5.07E-05	4.02E-04
5:Del:R:1	7.63E-05	7.62E-05	1.18E-04
5:Del:R:2	2.91E-05	3.84E-05	6.44E-05
5:Del:R:3	1.27E-05	2.14E-05	4.00E-05
5:Del:R:4	5.01E-07	7.25E-06	1.32E-05
5:Del:R:5	5.52E-06	1.69E-06	7.86E-06
2:Ins:R:0	6.91E-05	9.59E-05	1.96E-04
2:Ins:R:1	4.92E-05	7.58E-05	1.49E-04
2:Ins:R:2	4.08E-05	4.65E-05	7.83E-05
2:Ins:R:3	2.74E-05	3.44E-05	7.17E-05
2:Ins:R:4	2.32E-05	4.47E-05	7.11E-05
2:Ins:R:5	3.36E-10	9.98E-05	1.57E-04
3:Ins:R:0	3.53E-05	5.57E-05	1.37E-04
3:Ins:R:1	3.40E-05	5.80E-05	9.74E-05
3:Ins:R:2	1.86E-05	2.28E-05	4.68E-05
3:Ins:R:3	3.41E-06	3.54E-08	1.19E-05
3:Ins:R:4	8.43E-06	8.99E-06	1.39E-05
3:Ins:R:5	1.54E-05	2.68E-05	3.83E-05
4:Ins:R:0	5.21E-05	7.86E-05	1.99E-04
4:Ins:R:1	5.19E-05	5.35E-05	9.91E-05
4:Ins:R:2	1.28E-05	2.04E-05	3.93E-05
4:Ins:R:3	1.12E-05	2.06E-05	2.93E-05
4:Ins:R:4	4.20E-06	2.03E-05	3.30E-05
4:Ins:R:5	1.72E-05	2.13E-05	3.26E-05
5:Ins:R:0	1.63E-08	1.84E-08	1.03E-03
5:Ins:R:1	8.28E-05	1.07E-04	1.59E-04
5:Ins:R:2	2.09E-05	2.57E-05	4.97E-05
5:Ins:R:3	1.12E-05	1.75E-05	2.42E-05
5:Ins:R:4	9.59E-06	1.20E-05	7.18E-06
5:Ins:R:5	2.05E-06	1.13E-05	1.72E-05
2:Del:M:1	1.85E-04	2.08E-04	2.73E-04
3:Del:M:1	6.30E-05	4.79E-05	9.03E-05
3:Del:M:2	7.17E-05	8.80E-05	1.23E-04
4:Del:M:1	8.03E-05	6.53E-05	1.05E-04
4:Del:M:2	6.07E-05	6.43E-05	9.19E-05
4:Del:M:3	6.91E-05	8.96E-05	1.40E-04
5:Del:M:1	2.60E-04	1.83E-04	3.98E-04
5:Del:M:2	2.07E-04	1.63E-04	3.15E-04
5:Del:M:3	1.37E-04	1.07E-04	2.19E-04
5:Del:M:4	9.56E-05	8.88E-05	1.74E-04
5:Del:M:5	1.09E-04	9.80E-05	2.05E-04
