MutationType	ID83A	ID83B	ID83C
1:Del:C:0	0.08860998183488845	0.06101090952754021	0.01639684710185975
1:Del:C:1	0.048326726146042345	0.028575639873743057	0.018352202409878372
1:Del:C:2	0.02602851463481784	0.010458951704204083	0.00930082053411752
1:Del:C:3	0.013150858860462904	0.007756805755198002	0.005319194714538753
1:Del:C:4	0.007725068633444607	0.005942101189866662	0.0016689073361703776
1:Del:C:5	0.005801122258417308	0.005797888413071633	0.006451261192560196
1:Del:T:0	0.05466748304665089	0.02806621115654707	0.01873680911026895
1:Del:T:1	0.054869150035083296	0.01298214546404779	0.008145009110448883
1:Del:T:2	0.04320939630270004	0.02112528482452035	0.007570673457812518
1:Del:T:3	0.037100013121962545	0.03182066932320595	0.004569077415471839
1:Del:T:4	0.02536895127967	0.028465537279844286	0.00019393479809878044
1:Del:T:5	0.040838232301175593	0.14319015100598334	3.783505853677006e-46
1:Ins:C:0	0.0038915133848786356	0.004522008891217411	0.02280054870992899
1:Ins:C:1	0.003090369502315298	0.003343099788762629	0.0096777936629951
1:Ins:C:2	0.0040675332956016065	0.0007585135613044258	0.005498540075495839
1:Ins:C:3	0.0010197666848398511	0.0019047180883353576	0.0058337776735425
1:Ins:C:4	0.00022889846613452391	0.002211691504344344	0.0043809037026949224
1:Ins:C:5	0.00044566196947428696	0.015067672291770577	0.008995184851810336
1:Ins:T:0	0.0045130558940581975	0.010177279096096755	0.02516704661771655
1:Ins:T:1	0.00927535763476044	0.01122645104303956	0.024270114377140998
1:Ins:T:2	0.006489243982359767	0.005757321724668145	0.011838957099243999
1:Ins:T:3	0.0038713225768879055	0.006106540570035577	0.010641492009162902
1:Ins:T:4	0.0029698545101564376	0.00840415530372411	0.002661556537495926
1:Ins:T:5	0.0012644527927943017	0.32237625747919085	0.07108300480991601
2:Del:R:0	0.020118428971618415	0.010570681989192962	0.013283222625032067
2:Del:R:1	0.0152688501868397	0.01865799281746149	0.010576998493634164
2:Del:R:2	0.004085598993115127	0.0064587701251730325	0.00402342293295078
2:Del:R:3	0.00098352457236615	0.002982906748075038	0.0047025963477790355
2:Del:R:4	0.00014447375031516606	0.002079489858588204	0.0030832624807953833
2:Del:R:5	0.0008669416394695873	0.005121070267632604	0.01069919195957482
3:Del:R:0	0.012203103145584464	0.002904886921169236	0.004176652990281582
3:Del:R:1	0.00752618492115289	0.013017825484275818	0.007426812443882227
3:Del:R:2	0.0011144654304371215	0.004287167373113334	0.000578946480382001
3:Del:R:3	0.0005299250740938532	0.0007740489170828368	0.000557128915352223
3:Del:R:4	0.0013019879464991392	0.00028164963703922294	0.0
3:Del:R:5	0.0012745078868465498	0.0007552017614852958	1.878086945509949e-05
4:Del:R:0	0.010514379981905221	0.0021416870871325956	0.005901835765689612
4:Del:R:1	0.004986914554610849	0.009296466447412968	0.010414584693498909
4:Del:R:2	0.0005753460118799403	0.0034474393841810525	0.0033919686649460344
4:Del:R:3	0.0018165244034025819	0.002077182329958305	0.0004527847238114191
4:Del:R:4	0.0010944924570503644	0.001161903577740304	6.386214858139283e-05
4:Del:R:5	2.615839340817841e-05	0.0004692338596942136	0.00041800060202007216
5:Del:R:0	0.09017672240734101	9.818810566628145e-05	0.09305240415036678
5:Del:R:1	0.004574271272867918	0.006215854822658002	0.007932735248468816
5:Del:R:2	0.0006566112691507442	0.0014599968068068846	0.0020469122746726498
5:Del:R:3	0.00023076094678962987	0.0003907203074867383	0.0006464586009315099
5:Del:R:4	7.704075467296345e-07	8.771181846398691e-05	0.00023100583542689178
5:Del:R:5	6.146161387123428e-05	4.5747003786145155e-06	9.853434793059223e-05
2:Ins:R:0	0.0021871340660436544	0.0052115128561854365	0.03745994109660387
2:Ins:R:1	0.002430643520783633	0.0038458154792897405	0.012708489121869206
2:Ins:R:2	0.0014032620002399198	0.0025543412973638626	0.004635729331057519
