MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
1:Del:C:0	0.015862066828316434	0.000743800724085304	0.008189939868461806	0.004219354462984484	0.014877649286645464	0.02255238967947662	0.0011023383257270326	0.2350998882763088	0.028902627205243333	0.023753731887075916	0.01757181614637375	0.01720887983611419	0.010204610051587223	0.11585947964340448	0.11686235413886607	0.022550624983850867	0.015011579737765714
1:Del:C:1	0.00517865613430331	0.0011088535515591503	0.003188146052998491	0.0007751056999404682	0.0038426291954237967	0.00965833097565337	0.003805504852498416	0.06571331373415887	0.007195182295981794	0.002543657392234309	0.012737003834918142	0.00721009827396756	0.02810670172329992	0.18744770258665086	0.01862999332137406	0.018137417257239576	0.00619559234182816
1:Del:C:2	0.004208054569347266	0.0007200618119895807	0.0026521906426933126	0.0008824281726992921	0.0026995547004480614	0.0023690113133488923	0.0005297101619180466	0.010309618448036417	0.0004491387496818788	0.00410518769043847	0.007212659848009935	0.005062531354851672	0.007042172108776867	0.1622587886452675	0.0022680810824385845	0.006683924860553816	0.003899026184444665
1:Del:C:3	0.001169024531955074	0.0024652722879272915	0.0034331353140441933	0.007550587811128935	0.0014084613288287073	0.005150280414964073	0.005749236619449221	0.0058930121847515695	0.0050293240440441875	0.0013181225954758701	0.008405329064116814	0.0020830928487339407	0.0028077479921921624	0.05725253462791443	0.002629249264136888	0.010552443088963628	0.003400835011561867
1:Del:C:4	0.0008234226555941859	0.002627715155394981	0.00577193488861667	0.01696032183128409	0.001671431421309535	0.004441710205283016	0.0013779513998451876	0.004836033652090919	0.01095419387682341	8.494541354593821e-05	0.003250143509794725	0.001057968520472059	0.0017701688973829732	0.028562365667894482	0.005973027368709154	0.005238788423303049	0.004523694600829913
1:Del:C:5	0.007803958138210874	0.0018592300150339725	0.02322263430687599	0.053199781528674064	0.008104382911114953	0.008441853347467259	0.004528491577366367	0.009416590849905333	0.0033481318969279528	0.003570626624077704	0.005749718966544606	0.00129012209486973	0.0021653247653739527	0.01714675179682672	0.001746142156625865	0.010541305526858195	0.016386941758391914
1:Del:T:0	0.007779204912094428	0.0026120132463256594	0.00742317960888613	0.001251699966196611	0.019868151351693085	0.025678745792247354	0.019879890938755126	0.04981301848660223	0.15186642101965844	0.012131078944948968	0.015777420591330155	0.008412517344202399	0.02672075727386982	0.031383014284074306	0.0492925844079582	0.024235860457411038	0.017145876555296126
1:Del:T:1	0.012804567701532505	0.0007293876237235964	0.010422369210937176	0.002223298292956315	0.010726187273394316	0.011431020300951786	0.003684646690962836	0.014836082106921823	0.2610157273709774	0.007769137781651807	0.007485283711866941	0.003292041603999678	0.019686880674562417	0.02072352408024017	0.006681108276825398	0.019477249262854456	0.02102994871485862
1:Del:T:2	0.0061972354243698645	0.0021231245311148328	0.007040433400106849	0.007850859188911272	0.008232667277916335	0.017376025911071336	0.00705030544573674	0.04182172764776624	0.08473270170390607	0.0097317130304873	0.0157528294774238	0.009796577948145568	0.03835466022137553	0.015173358768806792	0.00993123130640015	0.02797737641725689	0.01084225065773353
1:Del:T:3	0.006010239112738418	0.005362828896322753	0.012358586009358987	0.018902515872032382	0.004664669503690675	0.01613729945383966	0.014655197854153812	0.09408645933493971	0.11267084930092096	0.005596419910434633	0.0162268413126003	0.006986358363647014	0.012112020089989527	0.02130675801425241	0.010012084315530956	0.024158671345794573	0.014794212917622644
1:Del:T:4	0.015332136251963675	0.0036694746390276123	0.02578508041333407	0.0516755785420537	0.007224259478098247	0.026000111961911897	0.016088894361892016	0.04547406966798007	0.09870382783934474	7.790505187585949e-06	0.015411215151762008	0.01004136128060054	0.003936444628052414	0.006957529234932735	0.020164490400929935	0.04415768694365397	0.01957356473489199
1:Del:T:5	0.6542333380877972	0.0017657074983033017	0.5065249050408602	0.6054665483534336	0.11344976626114782	0.0074937848926226545	0.2059331447751174	0.012771906132629738	0.03866469505346244	0.017180832063531853	0.02823004957754165	0.008968311729840934	0.012145999446511268	0.006936457575648092	0.0019917551055550573	0.05471686992356075	0.2940272876806557
