Sample Names	MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
SP77443	1:Del:C:0	0.0036199322156253216	0.0016113193796015958	0.8736748317039525	0.09227714622333733	0.02835997182362404	0.00045679865385916246
SP77443	1:Del:C:1	0.0011515764776449347	0.020637518371129742	0.8868702619084444	0.06421481939377725	0.02687815497420622	0.00024766887479746313
SP77443	1:Del:C:2	0.0034288058892700574	0.05538932418302859	0.8106686139983269	0.09565890162846712	0.03446340641470964	0.0003909478861976147
SP77443	1:Del:C:3	0.025532584269279707	0.06503302773441402	0.8172455521816322	0.06950438161651941	0.0225541771330722	0.0001302770650825958
SP77443	1:Del:C:4	0.13850643704303528	0.02669202487984589	0.7227211355655978	0.0918327533533489	0.020247641766150962	7.392021317541369e-09
SP77443	1:Del:C:5	0.4190558679371986	0.19723959681242312	0.30328500597447483	0.02194979814362575	0.05727043622635717	0.0011992949059203642
SP77443	1:Del:T:0	0.0035364778922997962	0.04152634882796486	0.8739605414933435	0.0505260326489006	0.030024730905094638	0.00042586823239659533
SP77443	1:Del:T:1	0.005196022730381648	0.11199631964016561	0.8204027639509882	0.03123191342040045	0.030941496284023463	0.00023148397404065387
SP77443	1:Del:T:2	0.008001687126817385	0.06227015547415675	0.8364108812189976	0.07130716685523046	0.02176408701402276	0.0002460223107748317
SP77443	1:Del:T:3	0.04105682588159281	0.18604224496435756	0.6566217484956098	0.10646288504542106	0.0094761779953588	0.0003401176176599373
SP77443	1:Del:T:4	0.14056215078193582	0.1665985033638346	0.5969768523198544	0.09456731654400226	4.618929849470417e-06	0.0012905580605233145
SP77443	1:Del:T:5	0.5675334447090441	0.3954047488137547	0.0009597848699735632	0.002319232664352955	0.03222330103192031	0.0015594879109542216
SP77443	1:Ins:C:0	0.007745094963795878	0.46030710685711	0.3863110165554802	0.0822286126219769	0.06292971309228247	0.00047845590935440154
SP77443	1:Ins:C:1	0.0009070749697533186	0.005161127468515397	0.0005818150528791479	0.02937161230773894	0.00019461062350037593	0.9637837595776128
SP77443	1:Ins:C:2	0.003139620688987594	0.005964928007110777	7.539672054458973e-06	0.05010915907942561	0.026946819071635753	0.9138319334807857
