MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	1.37E-05	6.76E-05	4.63E-04	4.82E-04	2.64E-04	1.54E-03
1:Del:C:1	0.00E+00	1.12E-04	4.23E-04	6.17E-04	2.01E-04	1.06E-03
1:Del:C:2	9.77E-06	6.50E-05	2.26E-04	3.08E-04	9.74E-05	5.11E-04
1:Del:C:3	4.26E-05	3.50E-05	2.00E-04	1.19E-04	5.00E-05	2.09E-04
1:Del:C:4	1.19E-04	6.13E-05	5.94E-04	1.88E-04	2.85E-05	1.44E-04
1:Del:C:5	2.40E-04	4.82E-05	1.26E-03	7.55E-05	5.66E-05	1.29E-04
1:Del:T:0	2.82E-05	1.28E-04	1.93E-03	1.50E-03	1.32E-04	3.94E-04
1:Del:T:1	2.83E-05	3.82E-04	2.68E-03	3.38E-03	1.23E-04	4.76E-04
1:Del:T:2	3.73E-05	9.94E-04	2.21E-03	3.97E-03	1.08E-04	5.10E-04
1:Del:T:3	1.02E-04	1.79E-03	4.07E-03	7.95E-03	4.10E-05	8.58E-04
1:Del:T:4	1.83E-04	1.50E-03	2.10E-03	4.81E-03	1.22E-04	5.54E-04
1:Del:T:5	2.26E-03	1.69E-03	3.69E-03	2.10E-03	5.40E-04	2.52E-04
1:Ins:C:0	5.65E-08	1.66E-04	6.53E-05	5.63E-04	1.57E-03	1.76E-04
1:Ins:C:1	1.98E-06	3.60E-05	1.03E-04	1.28E-04	9.79E-05	7.01E-05
1:Ins:C:2	2.03E-06	1.25E-05	3.57E-05	4.85E-05	3.10E-05	4.92E-05
1:Ins:C:3	4.38E-06	1.71E-05	4.26E-05	5.31E-05	3.18E-05	4.25E-05
1:Ins:C:4	1.25E-05	2.95E-05	8.06E-05	6.83E-05	3.03E-05	3.89E-05
1:Ins:C:5	3.37E-05	4.26E-04	5.39E-04	9.19E-04	6.24E-05	1.25E-04
1:Ins:T:0	1.66E-05	1.27E-04	2.46E-04	3.15E-04	1.57E-04	1.39E-04
1:Ins:T:1	1.84E-07	6.95E-05	1.66E-04	1.78E-04	1.25E-04	2.43E-04
1:Ins:T:2	1.84E-05	3.43E-05	9.79E-05	5.40E-05	7.51E-05	2.51E-04
1:Ins:T:3	2.29E-05	8.24E-05	7.87E-05	2.20E-04	5.31E-05	1.44E-04
1:Ins:T:4	6.50E-05	6.50E-04	1.11E-04	1.07E-03	2.28E-05	2.80E-04
1:Ins:T:5	2.07E-03	2.36E-03	7.88E-03	1.30E-02	2.85E-03	1.09E-03
2:Del:R:0	1.01E-05	1.08E-05	1.63E-04	9.34E-05	1.16E-04	5.53E-04
2:Del:R:1	7.73E-06	1.10E-04	3.48E-04	5.71E-04	6.52E-05	1.96E-04
2:Del:R:2	8.04E-06	4.41E-05	1.31E-04	1.89E-04	4.37E-05	8.67E-05
2:Del:R:3	1.35E-04	3.80E-06	6.96E-04	4.27E-05	4.64E-06	4.83E-05
2:Del:R:4	5.59E-05	1.38E-06	2.73E-04	1.92E-05	5.70E-07	3.63E-05
2:Del:R:5	1.57E-04	1.99E-06	8.07E-04	3.70E-05	5.56E-06	4.57E-05
3:Del:R:0	9.55E-06	6.12E-06	1.18E-04	4.02E-05	3.17E-05	7.60E-05
3:Del:R:1	7.33E-06	1.62E-04	4.33E-04	6.15E-04	7.80E-05	1.70E-04
3:Del:R:2	5.44E-06	3.02E-05	1.01E-04	1.46E-04	2.31E-05	6.32E-05
3:Del:R:3	2.03E-06	1.01E-05	4.25E-05	4.90E-05	6.74E-06	2.49E-05
3:Del:R:4	2.02E-06	7.18E-06	2.47E-05	2.16E-05	5.17E-06	2.40E-05
3:Del:R:5	6.91E-06	3.73E-06	3.27E-05	1.58E-05	6.99E-06	1.70E-05
4:Del:R:0	4.98E-06	4.07E-06	1.51E-04	4.06E-05	1.83E-05	6.83E-05
4:Del:R:1	4.65E-06	4.96E-05	2.48E-04	3.40E-04	4.50E-05	1.12E-04
4:Del:R:2	6.63E-06	1.29E-05	1.06E-04	1.24E-04	1.78E-06	4.68E-05
4:Del:R:3	9.47E-06	1.62E-06	5.20E-05	5.17E-05	6.56E-06	2.68E-05
