Samples	ID83A	ID83B	ID83C
SP57933	3.94E+00	1.96E+00	3.90E+00
SP56754	2.03E+00	1.33E+00	1.87E+00
SP56827	1.83E+00	9.66E-01	1.67E+00
SP57084	2.79E+00	1.87E+00	2.73E+00
SP57538	2.72E+00	1.62E+00	2.67E+00
SP57735	2.16E+00	1.40E+00	2.16E+00
SP57669	2.71E+00	1.47E+00	2.78E+00
SP56566	1.99E+00	1.25E+00	2.19E+00
SP56569	2.23E+00	1.40E+00	2.00E+00
SP58342	3.57E+00	1.96E+00	3.90E+00
SP58349	3.40E+00	1.38E+00	3.30E+00
SP56644	2.93E+00	1.96E+00	3.01E+00
SP57629	2.58E+00	2.97E+00	3.41E+00
SP56941	8.85E-01	5.78E-01	9.90E-01
SP57619	2.41E+00	1.16E+00	2.28E+00
SP58245	2.85E+00	2.14E+00	2.32E+00
SP57251	2.75E+00	1.74E+00	2.96E+00
SP56502	2.64E+00	1.84E+00	2.75E+00
SP58668	3.07E+00	1.92E+00	3.12E+00
SP58101	2.65E+00	1.73E+00	2.64E+00
SP58991	2.30E+00	1.84E+00	2.60E+00
SP56607	1.96E+00	1.13E+00	2.21E+00
SP58326	3.33E+00	2.71E+00	3.21E+00
SP57267	3.01E+00	1.87E+00	2.91E+00
SP57066	2.86E+00	1.64E+00	2.92E+00
SP57901	2.51E+00	1.43E+00	2.74E+00
SP57651	1.76E+00	8.40E-01	1.74E+00
SP57450	1.59E+00	1.43E+00	1.97E+00
SP57846	2.87E+00	1.51E+00	2.49E+00
SP58612	2.76E+00	1.50E+00	2.61E+00
SP56821	2.66E+00	1.62E+00	2.70E+00
SP58882	2.24E+00	1.58E+00	2.52E+00
SP57189	3.97E+00	3.06E+00	3.83E+00
CPCT02020306T	1.98E+00	7.89E-01	1.85E+00
CPCT02110002T	2.84E+00	1.35E+00	2.79E+00
CPCT02020308T	2.04E+01	2.28E+01	1.58E+01
CPCT02020305T	2.04E+00	1.28E+00	2.05E+00
CPCT02010356T	1.97E+00	1.31E+00	2.30E+00
CPCT02020337T	2.88E+00	1.75E+00	3.05E+00
CPCT02010373T	5.03E+00	2.93E+00	5.33E+00
CPCT02020343T	1.24E+00	6.40E-01	1.37E+00
CPCT02020353T	2.95E+00	2.10E+00	3.05E+00
CPCT02020334T	3.05E+00	1.63E+00	3.12E+00
CPCT02140018T	1.29E+00	1.32E+00	1.76E+00
CPCT02140021T	1.21E+00	9.69E-01	1.53E+00
CPCT02040039T	2.21E+00	1.27E+00	2.48E+00
CPCT02010409T	2.62E+00	1.57E+00	2.54E+00
CPCT02110010T	1.48E+00	1.42E+00	1.76E+00
CPCT02070025T	5.51E-01	3.31E-01	6.31E-01
CPCT02040045T	3.89E+00	1.80E+00	3.72E+00
CPCT02040051T	3.11E+00	1.78E+00	3.30E+00
CPCT02040054T	2.02E+00	1.03E+00	1.97E+00
CPCT02140028T	3.23E+00	1.37E+00	3.20E+00
CPCT02011006T	4.31E+00	2.35E+00	4.14E+00
CPCT02040302T	1.08E+00	1.93E+00	2.08E+00
CPCT02011015T	6.66E+00	4.50E+00	6.52E+00
DRUP01040009T	2.99E+00	1.58E+00	3.26E+00
CPCT02011018T	3.14E+00	1.72E+00	2.75E+00
CPCT02270045T	1.79E+00	1.10E+00	1.96E+00
CPCT02120088T	9.18E-01	6.41E-01	1.05E+00
CPCT02011022T	1.15E+00	9.19E-01	1.41E+00
CPCT02010722T	3.25E+00	1.52E+00	3.23E+00
CPCT02011021T	1.39E+00	1.78E+00	2.16E+00
CPCT02011019T	2.56E+00	1.31E+00	2.32E+00
CPCT02011008T	1.59E+00	1.29E+00	1.81E+00
CPCT02011017T	2.98E+00	2.09E+00	2.98E+00
DRUP01010116T	4.20E+00	2.59E+00	4.10E+00
CPCT02011029T	1.65E+00	2.08E+00	2.51E+00
CPCT02020887T	1.11E+00	4.71E-01	1.18E+00
CPCT02040214T	2.77E+00	1.65E+00	2.64E+00
CPCT02190052T	3.40E+00	1.56E+00	3.31E+00
CPCT02010699T	2.85E+00	1.59E+00	2.71E+00
CPCT02040213T	2.79E+00	1.60E+00	2.69E+00
CPCT02070276T	3.32E+00	1.02E+00	3.33E+00
CPCT02040208T	8.45E-01	8.85E-01	1.15E+00
DRUP01040010T	3.36E+00	2.27E+00	3.14E+00
CPCT02040315T	2.69E+00	9.72E-01	2.56E+00
CPCT02040313T	2.32E+00	1.47E+00	2.26E+00
CPCT02040312T	1.66E+00	7.71E-01	1.79E+00
CPCT02010727T	4.60E+00	2.81E+00	5.11E+00
CPCT02010728T	2.21E+00	1.03E+00	2.47E+00
CPCT02011031T	2.36E+00	1.21E+00	2.20E+00
CPCT02011035T	2.23E+00	9.17E-01	2.23E+00
CPCT02011038T	5.73E-01	1.09E-01	5.66E-01
CPCT02010927T	2.20E+00	1.65E+00	2.55E+00
CPCT02070447T	9.37E-01	1.51E+00	1.58E+00
DRUP01020043T	1.13E+00	4.70E-01	1.23E+00
DRUP01270007T	1.14E+00	1.48E+00	1.79E+00
CPCT02011040T	1.20E+00	3.85E-01	1.22E+00
CPCT02011032T	1.44E+00	1.12E+00	1.61E+00
CPCT02010738T	3.59E+00	2.83E+00	3.20E+00
CPCT02011044T	1.72E+00	1.42E+00	2.11E+00
CPCT02011036T	2.68E+00	2.28E+00	3.32E+00
CPCT02020906T	2.31E+00	2.85E+00	3.31E+00
CPCT02011046T	1.99E+00	9.19E-01	2.01E+00
CPCT02011047T	1.38E+00	1.50E+00	1.86E+00
CPCT02011050T	1.25E+01	1.36E+01	9.55E+00
CPCT02390011T	2.06E+00	8.72E-01	2.08E+00
CPCT02080188T	4.69E+00	3.30E+00	4.30E+00
CPCT02020912T	1.75E+00	1.32E+00	1.85E+00
CPCT02120100T	1.22E+00	6.78E-01	1.31E+00
CPCT02011053T	2.65E+00	1.66E+00	3.08E+00
CPCT02011055T	3.39E+00	1.89E+00	3.12E+00
DRUP01010119T	1.56E+00	8.79E-01	1.65E+00
DRUP01010116TII	5.12E+00	2.97E+00	5.09E+00
CPCT02040317T	3.06E+00	1.68E+00	3.27E+00
CPCT02040320T	3.58E+00	1.92E+00	3.62E+00
CPCT02010955T	2.02E+00	3.08E+00	3.37E+00
CPCT02011057T	2.02E+00	2.23E+00	2.86E+00
CPCT02011059T	1.24E+00	5.12E-01	1.30E+00
CPCT02011052T	4.12E+00	2.07E+00	3.71E+00
CPCT02011056T	1.82E+00	1.76E+00	2.32E+00
CPCT02270046T	2.48E+00	1.78E+00	2.79E+00
CPCT02011042T	1.21E+00	7.59E-01	1.43E+00
CPCT02100145T	2.93E+00	1.20E+00	2.65E+00
CPCT02130173T	1.62E+00	2.46E+00	2.71E+00
CPCT02011067T	1.37E+00	1.58E+00	2.00E+00
CPCT02190029T	1.81E+00	2.31E+00	2.61E+00
CPCT02020925T	3.12E+00	2.47E+00	3.23E+00
CPCT02011051T	1.13E+00	1.24E+00	1.71E+00
DRUP01010066T	2.32E+00	1.62E+00	2.35E+00
CPCT02011065T	1.65E+00	1.34E+00	2.06E+00
CPCT02011080T	9.02E-01	8.80E-01	1.15E+00
CPCT02010741T	1.57E+00	1.37E+00	1.96E+00
CPCT02011082T	2.68E+00	2.66E+00	3.07E+00
CPCT02011079T	3.98E+00	3.83E+00	3.96E+00
CPCT02011077T	6.12E-01	7.13E-01	8.30E-01
CPCT02270047T	2.88E+00	1.70E+00	2.83E+00
CPCT02410018T	3.16E+00	1.73E+00	2.87E+00
CPCT02011074T	2.30E+00	1.52E+00	2.32E+00
CPCT02011089T	1.51E+00	1.42E+00	2.15E+00
CPCT02011086T	2.83E+00	1.26E+00	2.83E+00
CPCT02011088T	3.90E+00	2.33E+00	3.73E+00
CPCT02011087T	3.12E+00	2.34E+00	3.28E+00
CPCT02020671T	6.44E+00	5.38E+00	4.82E+00
CPCT02011071T	1.20E+00	1.12E+00	1.61E+00
CPCT02040216T	9.55E-01	1.27E+00	1.58E+00
CPCT02140057T	3.71E+00	2.14E+00	3.48E+00
CPCT02040221T	2.72E+00	2.20E+00	3.10E+00
WIDE01010002T	3.24E+00	1.37E+00	3.58E+00
CPCT02010500T	1.39E+00	2.38E+00	2.70E+00
CPCT02010966TII	1.39E+00	8.24E-01	1.62E+00
CPCT02010942TII	1.78E+00	1.50E+00	2.19E+00
WIDE01010003T	8.09E-01	1.32E+00	1.40E+00
CPCT02190031T	1.77E+00	1.78E+00	2.33E+00
CPCT02011093T	1.01E+00	1.15E+00	1.29E+00
CPCT02011097T	3.10E+00	1.80E+00	3.17E+00
DRUP01060011T	1.36E+00	1.17E+00	1.76E+00
CPCT02011069T	2.55E+00	1.62E+00	2.60E+00
DRUP01060014T	1.06E+00	9.23E-01	1.38E+00
DRUP01010064T	1.79E+00	9.10E-01	1.83E+00
CPCT02120107T	2.06E+00	1.38E+00	2.13E+00
CPCT02011102T	1.13E+00	1.65E+00	1.92E+00
CPCT02040330T	3.07E+00	1.63E+00	2.92E+00
CPCT02040299TII	3.28E+00	2.56E+00	3.43E+00
WIDE01010034T	6.92E-01	6.44E-01	9.82E-01
CPCT02040332T	2.91E+00	1.27E+00	2.71E+00
CPCT02230086T	1.08E+01	1.17E+01	7.50E+00
CPCT02011070T	1.34E+00	1.49E+00	2.05E+00
WIDE01010026T	1.70E+00	1.90E+00	2.34E+00
CPCT02390020T	2.71E+00	1.86E+00	2.71E+00
CPCT02011106T	2.12E+00	1.39E+00	2.01E+00
CPCT02410019T	3.47E+00	2.51E+00	3.45E+00
CPCT02270022T	2.06E+00	1.84E+00	2.44E+00
CPCT02011040TII	1.11E+00	4.38E-01	1.18E+00
CPCT02010760T	3.17E+00	1.82E+00	3.55E+00
WIDE01010057T	9.54E-01	8.88E-01	1.33E+00
WIDE01010065T	3.90E+00	2.08E+00	4.13E+00
CPCT02020964T	3.05E+00	1.44E+00	2.97E+00
CPCT02050321T	2.05E+00	1.49E+00	2.20E+00
CPCT02010779T	1.90E+00	1.55E+00	2.16E+00
CPCT02011105T	2.58E+00	1.77E+00	2.74E+00
CPCT02011107T	3.46E+00	2.21E+00	3.16E+00
WIDE01010615T	1.20E+00	1.37E+00	1.74E+00
WIDE01010130TII	1.07E+00	5.24E-01	1.08E+00
WIDE01010041T	2.70E+00	1.78E+00	2.59E+00
CPCT02040225T	3.22E+00	2.01E+00	3.24E+00
WIDE01010058T	1.63E+00	1.64E+00	2.24E+00
WIDE01010083T	2.05E+00	1.51E+00	2.28E+00
CPCT02040234T	2.90E+00	1.68E+00	2.83E+00
CPCT02011089TII	1.57E+00	1.30E+00	1.96E+00
CPCT02010781T	3.18E+00	1.91E+00	3.04E+00
WIDE01010088T	2.54E+00	1.18E+00	2.53E+00
WIDE01010081T	1.26E+00	1.10E+00	1.55E+00
DRUP01010078T	5.27E+00	3.96E+00	5.73E+00
WIDE01010079T	1.07E+00	1.11E+00	1.49E+00
WIDE01010089T	1.07E+00	1.37E+00	1.57E+00
WIDE01010082T	2.58E+00	2.10E+00	2.70E+00
WIDE01010075T	6.57E+00	6.87E+00	4.24E+00
CPCT02270049T	2.09E+00	1.54E+00	2.71E+00
WIDE01010099T	9.03E-01	8.87E-01	1.19E+00
CPCT02040341T	1.17E+00	9.08E-01	1.39E+00
WIDE01010104T	2.82E+00	1.47E+00	2.79E+00
WIDE01010090T	8.25E-01	1.07E+00	1.29E+00
CPCT02040338T	8.66E-01	5.93E-01	9.95E-01
WIDE01010105T	2.51E+00	1.44E+00	2.51E+00
CPCT02040340T	3.08E+00	9.94E-01	3.10E+00
CPCT02100156T	3.02E+00	1.76E+00	3.30E+00
WIDE01010115T	2.46E+00	1.19E+00	2.54E+00
WIDE01010122T	3.29E+00	2.27E+00	3.57E+00
CPCT02100149T	3.14E+00	1.36E+00	3.20E+00
WIDE01010121T	2.08E+00	1.26E+00	2.06E+00
CPCT02010776T	8.83E-01	6.00E-01	1.01E+00
CPCT02050339T	3.13E+00	1.54E+00	3.03E+00
CPCT02050439T	1.88E-01	3.87E+00	3.83E+00
WIDE01010130T	1.42E+00	9.96E-01	1.71E+00
WIDE01010134T	1.91E+00	1.69E+00	2.44E+00
WIDE01010139T	4.81E+00	3.99E+00	4.97E+00
CPCT02050344T	1.84E+00	6.61E-01	1.82E+00
WIDE01010192T	1.06E+00	6.64E-01	1.19E+00
WIDE01010005T	1.51E+00	1.54E+00	2.09E+00
CPCT02011068T	8.42E-01	2.03E+00	2.19E+00
WIDE01010151T	1.37E+00	8.74E-01	1.55E+00
CPCT02050346T	2.38E+00	1.14E+00	2.40E+00
CPCT02160045T	3.42E+00	2.25E+00	3.82E+00
WIDE01010189T	2.68E+00	1.88E+00	3.10E+00
CPCT02040215T	8.84E-01	7.21E-01	1.16E+00
WIDE01010176T	1.47E+00	1.17E+00	1.96E+00
WIDE01010175T	2.09E-01	5.99E-01	6.02E-01
WIDE01010188T	2.45E+00	2.40E+00	3.13E+00
CPCT02370019T	1.97E+00	1.63E+00	2.38E+00
CPCT02010802T	1.77E+00	1.12E+00	1.82E+00
CPCT02010807T	3.11E+00	2.26E+00	3.03E+00
WIDE01010224T	3.19E+00	2.25E+00	3.24E+00
CPCT02070320T	3.25E+00	1.47E+00	3.22E+00
WIDE01010217T	3.98E+00	1.94E+00	3.63E+00
CPCT02070321T	8.38E-01	4.62E-01	9.54E-01
WIDE01010191T	9.05E-01	4.99E-01	9.92E-01
WIDE01010256T	1.62E+00	6.83E-01	1.47E+00
WIDE01010241T	1.75E+00	2.68E+00	3.20E+00
WIDE01010253T	1.47E+00	2.67E+00	2.77E+00
WIDE01010260T	2.44E+00	1.17E+00	2.47E+00
CPCT02010797T	4.34E+00	2.25E+00	4.26E+00
WIDE01010276T	3.41E+00	1.98E+00	3.42E+00
WIDE01010019T	3.03E+00	1.48E+00	2.83E+00
WIDE01010263T	4.18E+00	3.02E+00	4.49E+00
CPCT02270029T	5.34E+00	3.40E+00	5.26E+00
WIDE01010287T	3.88E+00	1.92E+00	3.56E+00
WIDE01010194T	1.53E+00	1.30E+00	2.09E+00
WIDE01010193T	1.43E+00	1.09E+00	1.87E+00
CPCT02010780T	3.99E+00	2.46E+00	3.82E+00
WIDE01010307T	3.37E+00	2.17E+00	3.66E+00
CPCT02270026T	4.81E+00	5.20E+00	6.00E+00
WIDE01010315T	2.45E+00	1.31E+00	2.48E+00
WIDE01010316T	1.04E+00	1.92E+00	2.16E+00
WIDE01010306T	2.18E+00	7.87E-01	2.10E+00
CPCT02010722TII	2.91E+00	1.45E+00	3.10E+00
WIDE01010313T	1.48E+00	9.86E-01	1.73E+00
WIDE01010334T	2.03E+00	8.44E-01	2.03E+00
WIDE01010333T	3.24E+00	1.89E+00	3.18E+00
WIDE01010363T	3.76E+00	1.93E+00	3.79E+00
WIDE01010343T	9.90E-01	3.14E+00	3.26E+00
WIDE01010036T	2.33E+00	1.13E+00	2.36E+00
CPCT02010782T	3.54E+00	1.54E+00	3.32E+00
DRUP01080030T	1.36E+00	7.84E-01	1.41E+00
WIDE01010368T	1.09E+00	2.48E+00	2.63E+00
WIDE01010242T	1.57E+00	2.88E+00	3.16E+00
WIDE01010399T	8.99E-01	1.21E+00	1.42E+00
WIDE01010395T	1.73E+00	1.31E+00	1.95E+00
DRUP01230005T	2.42E+00	1.70E+00	2.40E+00
DRUP01340010T	1.09E+00	1.21E+00	1.61E+00
WIDE01010419T	1.25E+00	1.63E+00	1.94E+00
WIDE01010403T	1.83E+00	1.97E+00	2.60E+00
WIDE01010398T	2.82E+00	1.44E+00	2.79E+00
WIDE01010422T	3.79E+00	3.04E+00	3.92E+00
WIDE01010390T	3.33E+00	2.22E+00	3.34E+00
DRUP01010149T	8.39E-01	7.65E-01	1.09E+00
WIDE01010449T	1.79E+00	1.22E+00	1.90E+00
WIDE01010238TII	4.44E+00	1.57E+00	4.52E+00
WIDE01010417T	1.33E+00	9.97E-01	1.54E+00
CPCT02370031T	2.26E+00	8.52E-01	2.13E+00
CPCT02010811T	2.32E+00	1.18E+00	2.31E+00
CPCT02010842T	1.17E+00	1.95E+00	2.38E+00
CPCT02010836T	2.16E+00	1.39E+00	2.37E+00
CPCT02010683T	3.76E+00	3.12E+00	3.69E+00
CPCT02010852T	3.61E+00	2.46E+00	3.85E+00
CPCT02040255T	2.72E+00	1.70E+00	3.01E+00
CPCT02010858T	1.15E+00	5.22E-01	1.18E+00
CPCT02010849T	1.09E+00	1.09E+00	1.30E+00
CPCT02390026T	3.80E+00	2.33E+00	3.70E+00
CPCT02010870T	4.49E+00	3.87E+00	4.82E+00
CPCT02010847T	5.23E+00	2.40E+00	4.97E+00
CPCT02190039T	2.04E+00	2.04E+00	2.85E+00
CPCT02120147T	3.68E+00	1.67E+00	3.79E+00
CPCT02010865T	9.50E-01	5.55E-01	1.14E+00
CPCT02190040T	1.28E+00	1.12E+00	1.50E+00
CPCT02120140T	1.82E+00	1.90E+00	2.44E+00
CPCT02120138T	1.84E+00	8.89E-01	2.01E+00
CPCT02370034T	3.64E+00	1.90E+00	3.53E+00
CPCT02390028T	2.06E+00	9.39E-01	2.27E+00
CPCT02010874T	3.09E+00	2.26E+00	2.88E+00
CPCT02010867T	5.63E+00	4.18E+00	5.25E+00
DRUP01010086T	3.06E+00	1.63E+00	2.92E+00
CPCT02190043T	3.41E+00	2.11E+00	3.63E+00
CPCT02270034T	3.72E+00	1.52E+00	3.69E+00
CPCT02390030T	2.91E+00	1.08E+00	2.85E+00
DRUP01270004T	2.77E+00	2.19E+00	3.31E+00
WIDE01010591T	1.05E+00	9.54E-01	1.35E+00
CPCT02390032T	3.33E+00	2.48E+00	3.34E+00
CPCT02010853T	1.86E+00	1.84E+00	2.43E+00
CPCT02190045T	2.65E+00	1.39E+00	2.66E+00
CPCT02030508T	3.68E+00	1.73E+00	3.64E+00
CPCT02010567TII	1.33E+00	6.00E-01	1.53E+00
CPCT02040215TII	1.02E+00	1.01E+00	1.43E+00
DRUP01010090T	4.18E+00	2.86E+00	4.41E+00
CPCT02020784T	1.25E+00	8.41E-01	1.25E+00
CPCT02010904T	2.42E+00	1.52E+00	2.38E+00
CPCT02330122T	1.81E+00	4.25E+00	4.81E+00
CPCT02270036T	3.67E+00	2.92E+00	3.95E+00
CPCT02010894T	1.49E+00	1.27E+00	1.90E+00
CPCT02010897T	2.85E+00	1.40E+00	2.70E+00
DRUP01010092T	1.72E+00	1.08E+00	1.81E+00
CPCT02010903T	1.11E+00	2.01E+00	2.25E+00
CPCT02410006T	2.61E+00	2.05E+00	2.86E+00
CPCT02190047T	3.37E+00	2.45E+00	3.31E+00
DRUP01140006T	3.62E+00	2.10E+00	3.32E+00
CPCT02120152T	1.23E+00	9.09E-01	1.37E+00
CPCT02010895T	4.41E+00	2.57E+00	4.91E+00
CPCT02040286T	3.95E+00	1.83E+00	4.12E+00
CPCT02010913T	3.17E+00	2.12E+00	3.06E+00
CPCT02010911T	5.57E+00	3.62E+00	5.15E+00
CPCT02100184T	2.89E+00	2.11E+00	3.20E+00
CPCT02330123T	3.25E+00	2.35E+00	3.08E+00
CPCT02010919T	6.16E-01	4.34E-01	7.13E-01
CPCT02410013T	3.35E+00	1.81E+00	3.37E+00
CPCT02120161T	2.47E+00	1.43E+00	2.35E+00
CPCT02010924T	2.07E+00	9.46E-01	2.10E+00
CPCT02030531T	2.46E+00	1.45E+00	2.89E+00
CPCT02060261T	4.75E+00	2.05E+00	4.53E+00
CPCT02060265T	3.15E+00	1.61E+00	3.03E+00
CPCT02010918T	4.10E+00	2.35E+00	3.78E+00
CPCT02010925T	3.50E+00	2.13E+00	3.19E+00
CPCT02070380T	4.30E+00	2.25E+00	3.84E+00
CPCT02010931T	2.10E+00	1.54E+00	2.36E+00
DRUP01010096T	4.95E+00	3.32E+00	4.60E+00
CPCT02010938T	2.46E+00	1.60E+00	2.84E+00
CPCT02010894TII	1.40E+00	2.28E+00	2.47E+00
CPCT02010945T	3.33E+00	1.71E+00	3.18E+00
CPCT02120167T	3.09E+00	2.30E+00	3.03E+00
DRUP01190001T	2.18E+00	1.41E+00	2.57E+00
CPCT02010776TII	1.61E+00	1.05E+00	1.80E+00
CPCT02070393T	3.63E+00	2.36E+00	3.37E+00
CPCT02070396T	1.28E+00	1.72E+00	2.07E+00
DRUP01010101T	2.81E+00	1.64E+00	3.05E+00
CPCT02030546T	3.13E+01	3.53E+01	2.58E+01
CPCT02240013T	1.25E+00	1.53E+00	1.89E+00
CPCT02010953T	1.50E+00	1.98E+00	2.43E+00
DRUP01010102T	2.60E+00	2.26E+00	2.79E+00
CPCT02010967T	3.01E+00	2.02E+00	2.96E+00
CPCT02390005T	1.61E+00	6.35E-01	1.65E+00
CPCT02010966T	1.22E+00	7.16E-01	1.33E+00
DRUP01010038T	1.34E+00	1.36E+00	1.87E+00
CPCT02050412T	1.15E+00	1.99E+00	2.27E+00
DRUP01020006T	2.00E+00	1.22E+00	2.35E+00
CPCT02010954T	4.71E+00	2.87E+00	4.56E+00
DRUP01010104T	2.52E+00	2.11E+00	2.99E+00
CPCT02070399T	1.11E+00	1.05E+00	1.50E+00
DRUP01050038T	1.09E+00	1.09E+00	1.47E+00
CPCT02390006T	3.08E+00	1.74E+00	3.03E+00
CPCT02120172T	1.01E+00	9.42E-01	1.32E+00
CPCT02010655T	8.27E-01	7.92E-01	9.98E-01
CPCT02010869T	1.08E+00	8.82E-01	1.24E+00
CPCT02040298T	1.06E+00	4.44E-01	1.09E+00
CPCT02040299T	2.97E+00	2.22E+00	3.28E+00
CPCT02010981T	8.69E-01	1.01E+00	1.37E+00
CPCT02010979T	2.77E+00	1.90E+00	2.84E+00
CPCT02010977T	2.90E+00	1.80E+00	2.53E+00
CPCT02010982T	1.29E+00	1.09E+00	1.69E+00
CPCT02040173T	3.00E+00	2.79E+00	2.95E+00
CPCT02010926T	1.61E+00	2.87E+00	3.19E+00
CPCT02010965T	2.14E+00	1.74E+00	2.49E+00
CPCT02070404T	2.22E+00	7.53E-01	2.26E+00
CPCT02010986T	4.16E+00	5.08E+00	6.06E+00
CPCT02270041T	9.62E-01	1.27E+00	1.47E+00
CPCT02010980T	2.95E+00	2.05E+00	3.13E+00
CPCT02040174T	2.84E+00	1.66E+00	2.95E+00
CPCT02010972T	3.76E+00	2.36E+00	3.90E+00
CPCT02010990T	1.20E+00	6.21E-01	1.31E+00
CPCT02010976T	2.53E+00	1.99E+00	2.64E+00
CPCT02080156T	1.87E+00	1.18E+00	2.11E+00
CPCT02010985T	2.65E+00	1.14E+00	2.63E+00
CPCT02010984T	2.16E+00	9.22E-01	2.16E+00
DRUP01060026T	1.02E+00	9.14E-01	1.25E+00
CPCT02270043T	1.95E+00	1.12E+00	1.92E+00
CPCT02010989T	1.73E+00	1.26E+00	1.88E+00
CPCT02040301T	2.65E+00	1.36E+00	2.50E+00
DRUP01010111T	2.97E+00	1.86E+00	3.18E+00
DRUP01010110T	9.72E-01	5.42E-01	1.04E+00
CPCT02011001T	1.09E+00	1.10E+00	1.40E+00
CPCT02040305T	3.59E+00	1.88E+00	3.29E+00
CPCT02011004T	2.37E+00	5.06E-01	2.25E+00
DRUP01090005T	3.55E+00	2.22E+00	3.48E+00
CPCT02020872T	2.79E+00	1.76E+00	2.71E+00
CPCT02011009T	1.28E+00	1.73E+00	1.89E+00
CPCT02120070T	3.05E+00	1.68E+00	3.02E+00
CPCT02040309T	1.84E+00	1.30E+00	2.19E+00
CPCT02040115TII	2.68E+00	7.67E-01	2.81E+00
CPCT02190020T	5.33E+00	3.11E+00	5.09E+00
CPCT02040172T	2.72E+00	1.19E+00	2.70E+00
CPCT02020630T	6.05E+00	3.87E+00	6.64E+00
CPCT02010667T	2.42E+00	1.45E+00	2.46E+00
CPCT02010676T	3.03E+00	1.90E+00	3.35E+00
CPCT02230060T	4.38E+00	1.77E+00	3.73E+00
CPCT02010660T	2.59E+00	1.41E+00	2.36E+00
CPCT02040186T	4.04E+00	2.22E+00	3.69E+00
CPCT02020458T	1.88E+00	1.12E+00	2.18E+00
CPCT02110017T	2.32E+00	1.36E+00	2.27E+00
CPCT02010567T	9.06E-01	4.79E-01	8.84E-01
CPCT02080092T	3.52E+00	1.73E+00	3.49E+00
CPCT02390002T	3.16E+00	1.64E+00	3.12E+00
DRUP01010024T	8.27E-01	5.10E-01	8.98E-01
CPCT02040113T	3.15E+00	2.13E+00	3.08E+00
CPCT02080114T	2.84E+00	2.07E+00	2.92E+00
CPCT02300015T	4.13E+00	3.48E+00	4.45E+00
CPCT02010531T	3.14E+00	1.58E+00	3.13E+00
CPCT02010478TII	1.07E+00	1.20E+00	1.42E+00
CPCT02020535T	2.84E+00	1.45E+00	2.75E+00
DRUP01010023T	4.10E+00	2.63E+00	3.68E+00
CPCT02040121T	3.07E+00	2.15E+00	3.21E+00
CPCT02010603T	3.07E+00	1.64E+00	3.04E+00
CPCT02010606T	4.25E+00	2.35E+00	3.70E+00
CPCT02010609T	2.97E+00	1.54E+00	3.15E+00
CPCT02010450TII	3.92E+00	2.79E+00	4.46E+00
