Samples	ID83A	ID83B	ID83C
SP53460	1131	23	36
SP50827	1517	88	321
SP50263	72	62	386
SP50317	203	184	143
SP54113	3640	84	149
SP50406	9	0	4
SP51824	604	43	263
SP55387	246	0	20
SP52779	1331	44	233
SP55235	2911	89	234
SP50713	373	7	62
SP50611	1694	31	168
SP50485	47	18	90
SP51037	10	29	192
SP55142	4547	337	944
SP53387	1146	38	119
SP54745	535	118	447
SP52284	40	44	351
SP53618	2086	27	215
SP52232	910	6	18
SP50412	42	10	67
SP50321	399	6	192
SP53548	27	27	205
SP55004	4	0	17
SP56079	1417	11	75
SP56168	204	52	341
SP54363	942	73	496
SP53810	5332	21	89
SP50518	50	28	324
SP56303	192	80	532
SP55711	84	25	317
SP55509	1926	26	225
SP55309	33	7	29
SP52607	49	3	72
SP52667	1075	26	79
SP51446	90	13	306
SP50592	35	21	285
SP53073	691	40	158
SP56638	1025	61	423
SP56537	1140	154	439
SP57586	768	114	427
SP56541	1348	42	88
SP56553	2013	206	605
SP56771	185	65	538
SP57941	2353	112	366
SP57818	1707	80	262
SP56460	282	129	976
SP56474	129	187	453
SP56704	1862	96	222
SP56533	632	99	374
SP56730	1058	134	504
SP59245	1370	108	568
SP57024	540	47	352
SP57933	2052	368	995
SP56754	665	81	346
SP56827	1062	37	64
SP57084	1045	146	789
SP57538	1143	183	305
SP57735	1283	131	133
SP57669	1522	111	311
SP56566	269	65	515
SP56569	857	99	261
SP58342	1555	148	843
SP58349	1354	132	348
SP56644	1231	159	757
SP57629	281	267	1494
SP56941	15	10	195
SP57619	1254	60	159
SP58245	1613	197	180
SP57251	1145	138	597
SP56502	1293	159	419
SP58668	1714	143	437
SP58101	1232	184	256
SP58991	591	162	715
SP56607	483	50	384
SP58326	2223	239	671
SP57267	1564	161	508
SP57066	1218	92	1015
SP57901	532	77	748
SP57651	390	56	268
SP57450	199	103	540
SP57846	1136	72	424
SP58612	851	115	517
SP56821	859	102	552
SP58882	362	133	532
SP57189	3585	401	721
CPCT02020306T	1105	8	135
CPCT02110002T	1597	64	428
CPCT02020308T	0	71916	0
CPCT02020305T	565	75	339
CPCT02010356T	466	111	393
CPCT02020337T	1828	95	367
CPCT02010373T	5324	328	318
CPCT02020343T	105	27	386
CPCT02020353T	1024	260	524
CPCT02020334T	1589	126	317
CPCT02140018T	86	132	497
CPCT02140021T	127	79	222
CPCT02040039T	506	71	395
CPCT02010409T	726	155	583
CPCT02110010T	233	72	351
CPCT02070025T	51	5	139
CPCT02040045T	3356	177	323
CPCT02040051T	1258	329	277
CPCT02040054T	494	45	479
CPCT02140028T	1325	123	588
CPCT02011006T	4041	144	503
CPCT02040302T	13	346	429
CPCT02011015T	7834	1150	906
DRUP01040009T	650	75	1429
CPCT02011018T	1870	136	230
CPCT02270045T	317	73	481
CPCT02120088T	74	36	328
CPCT02011022T	94	65	303
CPCT02010722T	1197	142	535
CPCT02011021T	26	236	956
CPCT02011019T	828	102	387
CPCT02011008T	242	128	192
CPCT02011017T	1292	292	597
DRUP01010116T	2918	496	582
CPCT02011029T	144	307	496
CPCT02020887T	134	19	164
CPCT02040214T	1137	228	393
CPCT02190052T	1869	131	575
CPCT02010699T	2000	84	262
