Samples	ID83A	ID83B	ID83C
SP77443	3.17E+00	3.31E+00	1.93E+00
SP72118	3.96E+00	3.76E+00	9.73E-01
SP76891	3.04E+00	3.16E+00	7.29E-01
SP125732	2.30E+01	2.34E+01	6.99E-01
SP125716	4.10E+00	3.96E+00	1.55E+00
SP125746	1.82E+02	1.82E+02	1.50E+00
SP125797	4.06E+00	4.10E+00	9.87E-01
SP76057	3.22E+00	3.25E+00	1.11E+00
SP69565	4.07E+00	9.49E+00	9.97E+00
SP75202	1.59E+00	1.70E+00	9.33E-01
SP110736	3.33E+00	3.33E+00	7.32E-01
SP107774	3.43E+00	3.44E+00	7.35E-01
SP110779	2.64E+00	2.72E+00	1.10E+00
SP107805	2.37E+00	2.60E+00	1.41E+00
SP110789	1.21E+00	1.26E+01	1.28E+01
SP71846	3.06E+00	3.14E+00	1.28E+00
SP70122	3.98E+00	4.01E+00	5.04E-01
SP71404	7.28E+00	7.36E+00	1.04E+00
SP76955	3.89E+00	3.85E+00	5.82E-01
SP107781	1.18E+00	1.62E+00	1.31E+00
SP70202	1.09E+00	8.64E+00	8.78E+00
SP70677	7.77E-01	1.22E+00	1.10E+00
SP70082	8.91E-01	1.23E+00	9.24E-01
SP70288	4.81E+00	4.99E+00	8.07E-01
SP70266	1.81E+00	1.87E+00	9.87E-01
SP107956	4.50E+00	4.45E+00	1.39E+00
SP70956	1.91E+00	2.10E+00	9.69E-01
SP108017	1.55E+00	1.66E+00	6.25E-01
SP71536	1.63E+00	1.69E+00	1.11E+00
SP70756	2.19E+00	2.39E+00	1.19E+00
SP76675	3.52E+00	9.03E+00	9.57E+00
SP71480	4.04E+00	3.93E+00	7.46E-01
SP70313	1.41E+00	1.72E+00	1.44E+00
SP73319	2.08E+00	1.89E+00	1.05E+00
SP107813	3.70E+00	3.70E+00	1.04E+00
SP77339	2.81E+00	2.79E+00	7.48E-01
SP76017	1.73E+00	1.98E+00	1.31E+00
SP76915	1.76E+00	2.01E+00	1.49E+00
SP71974	5.90E+00	1.33E+01	1.38E+01
SP70178	4.67E+00	4.69E+00	1.07E+00
SP107920	2.55E+00	2.68E+00	1.02E+00
SP110798	2.66E+00	2.70E+00	7.56E-01
SP107952	3.18E+00	3.17E+00	1.18E+00
SP70465	1.52E+00	1.91E+00	1.33E+00
SP70780	4.07E+00	4.10E+00	9.87E-01
SP110803	6.86E-01	3.01E+00	2.93E+00
SP107915	2.82E+00	2.88E+00	6.08E-01
SP71132	5.48E+00	5.60E+00	7.14E-01
SP71552	3.23E+00	3.13E+00	1.57E+00
SP69573	1.78E+00	1.89E+00	8.45E-01
SP75681	2.52E+00	2.66E+00	8.25E-01
SP107874	5.66E+00	5.53E+00	1.11E+00
SP110816	1.59E+00	1.66E+00	7.64E-01
SP77203	5.28E+00	1.91E+01	1.86E+01
SP76515	3.02E+00	3.01E+00	1.38E+00
SP110770	3.22E+00	3.27E+00	1.12E+00
SP69812	1.35E+00	1.47E+00	9.50E-01
SP76136	3.32E+00	4.30E+00	4.46E+00
SP70106	1.49E+00	5.30E+00	5.51E+00
SP108059	1.61E+00	1.74E+00	1.10E+00
SP108020	2.53E+00	2.44E+00	1.55E+00
SP76867	3.27E+00	3.20E+00	8.37E-01
SP108088	2.40E+00	2.48E+00	1.18E+00
SP71734	2.54E+00	2.47E+00	9.58E-01
SP76001	1.11E+00	1.47E+00	1.23E+00
SP108033	3.06E+00	3.08E+00	9.55E-01
SP110822	3.35E+00	3.39E+00	1.38E+00
SP69762	2.37E+00	2.42E+00	9.57E-01
SP107945	3.32E+00	3.28E+00	1.19E+00
SP107770	1.63E+00	1.62E+00	1.11E+00
SP73263	4.04E+00	4.17E+00	7.33E-01
SP77131	4.84E+00	4.96E+00	6.01E-01
SP75322	9.41E+00	9.64E+00	1.91E+00
SP70046	1.54E+00	1.65E+00	6.90E-01
SP70932	3.16E+00	2.96E+00	9.22E-01
SP71758	4.42E-01	2.56E+00	2.59E+00
SP71228	4.82E+00	4.81E+00	1.80E+00
SP76353	1.18E+00	1.45E+00	7.89E-01
SP69587	1.68E+00	1.69E+00	2.95E-01
SP69898	8.50E+00	8.37E+00	9.26E-01
SP75977	1.66E+00	1.75E+00	8.20E-01
SP70226	2.43E+00	2.52E+00	7.52E-01
SP108068	2.45E+00	2.42E+00	1.17E+00
SP107784	9.99E+00	1.00E+01	8.87E-01
SP110824	2.34E+00	2.46E+00	5.73E-01
SP76843	5.80E+00	5.92E+00	7.35E-01
SP71456	2.82E+00	2.63E+00	1.69E+00
SP108065	2.70E+00	2.82E+00	8.17E-01
SP70860	3.37E+00	3.27E+00	1.20E+00
SP71084	2.83E+00	3.03E+00	7.92E-01
SP72262	1.23E+00	1.56E+00	1.43E+00
SP69705	2.09E+00	2.31E+00	1.32E+00
SP107786	4.65E+00	4.77E+00	3.46E+00
SP71576	1.53E+00	1.66E+00	8.05E-01
SP108123	1.66E+00	1.74E+00	9.39E-01
SP74896	2.28E+00	2.35E+00	8.08E-01
SP71950	3.79E+00	3.69E+00	8.73E-01
SP108049	1.10E+00	1.40E+00	1.12E+00
SP116965	3.26E+00	2.15E+01	2.15E+01
SP77930	1.07E+00	1.24E+00	8.40E-01
SP125807	5.91E+00	6.03E+00	8.04E-01
SP125696	2.96E+00	3.05E+00	1.22E+00
SP125725	3.47E+00	3.66E+00	1.90E+00
SP125752	5.29E+00	5.15E+00	9.25E-01
SP118048	7.43E+00	7.48E+00	1.23E+00
SP117981	1.19E+00	1.47E+00	1.23E+00
SP125749	1.26E+00	1.58E+00	1.27E+00
SP125762	3.26E+00	3.49E+00	8.60E-01
SP117164	2.00E+00	2.24E+00	8.46E-01
SP117002	4.84E+00	4.68E+00	9.73E-01
SP117158	9.96E-01	1.35E+00	1.29E+00
SP125691	8.51E+00	8.58E+00	1.11E+00
SP125721	2.94E+00	2.89E+00	1.03E+00
SP125753	3.13E+00	3.10E+00	8.14E-01
SP117972	2.66E+00	2.66E+00	9.20E-01
SP125726	3.48E+00	3.58E+00	8.09E-01
SP125800	5.06E-01	5.81E-01	3.69E-01
SP117745	7.97E+00	8.13E+00	5.22E-01
SP117351	1.96E+00	2.05E+00	6.49E-01
SP117980	2.35E+00	2.34E+00	1.26E+00
SP117878	3.16E+00	3.17E+00	8.25E-01
SP125805	2.39E+00	2.45E+00	1.00E+00
SP78013	5.36E+00	5.36E+00	8.15E-01
SP118083	9.33E-01	4.73E+00	4.80E+00
SP125772	1.56E+00	1.62E+00	4.88E-01
SP117216	2.51E+00	2.63E+00	9.31E-01
SP125784	1.82E+00	2.04E+00	1.50E+00
SP117323	4.10E+00	3.71E+00	1.95E+00
