MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	3.60E-04	7.26E-05	7.68E-04	3.74E-04	4.43E-04	6.58E-04	1.47E-03	1.15E-03	2.53E-04
1:Del:C:1	5.02E-04	4.10E-05	4.51E-04	2.36E-04	5.38E-04	7.44E-04	9.81E-04	1.21E-03	1.84E-04
1:Del:C:2	2.85E-04	2.84E-05	3.27E-04	3.42E-06	4.71E-05	5.96E-04	3.18E-04	4.54E-04	1.25E-04
1:Del:C:3	1.35E-04	3.67E-05	1.97E-04	1.22E-04	8.67E-05	2.93E-04	2.75E-04	3.85E-04	8.56E-05
1:Del:C:4	7.75E-05	4.86E-05	5.89E-05	4.21E-05	5.59E-05	1.97E-04	1.45E-04	1.25E-04	7.39E-05
1:Del:C:5	6.21E-05	1.11E-04	7.42E-05	9.16E-06	1.01E-04	1.87E-04	2.28E-04	1.41E-04	9.11E-05
1:Del:T:0	3.23E-04	6.20E-05	4.97E-04	6.45E-04	4.59E-04	6.17E-04	1.72E-03	2.95E-03	2.52E-04
1:Del:T:1	1.70E-03	6.81E-05	1.44E-03	3.46E-05	6.84E-04	5.46E-04	2.58E-03	3.51E-03	1.36E-03
1:Del:T:2	1.99E-04	5.09E-05	3.55E-04	4.22E-04	2.84E-04	3.48E-04	8.69E-04	1.33E-03	1.78E-04
1:Del:T:3	2.61E-04	8.04E-05	3.84E-04	4.09E-04	1.12E-04	3.02E-04	9.11E-04	1.50E-03	2.44E-04
1:Del:T:4	1.83E-04	1.27E-04	2.82E-04	3.58E-04	5.84E-05	3.20E-04	7.38E-04	1.10E-03	1.71E-04
1:Del:T:5	5.02E-04	1.44E-03	5.80E-04	1.50E-03	1.33E-04	2.97E-04	1.13E-03	6.29E-03	9.05E-04
1:Ins:C:0	6.41E-04	4.76E-05	5.68E-04	2.55E-04	3.20E-04	3.54E-04	3.51E-03	5.60E-04	9.21E-05
1:Ins:C:1	1.49E-04	2.32E-05	1.81E-04	2.13E-04	1.40E-04	1.62E-04	9.17E-04	7.72E-04	6.49E-05
1:Ins:C:2	5.88E-05	6.01E-06	1.01E-04	1.19E-04	1.28E-04	1.21E-04	3.57E-04	4.51E-04	2.48E-05
1:Ins:C:3	2.29E-05	1.61E-05	6.67E-05	1.32E-04	1.28E-04	1.39E-04	2.71E-04	5.24E-04	5.62E-05
1:Ins:C:4	1.87E-05	2.94E-05	3.05E-05	1.45E-04	1.11E-04	1.08E-04	2.31E-04	4.59E-04	1.23E-05
1:Ins:C:5	1.01E-04	7.96E-05	1.26E-04	5.20E-04	2.59E-04	1.68E-04	6.77E-04	1.87E-03	5.42E-05
1:Ins:T:0	5.27E-04	4.60E-05	3.01E-04	1.09E-04	5.36E-04	3.11E-04	2.90E-03	1.37E-03	1.42E-04
1:Ins:T:1	1.99E-04	0.00E+00	2.07E-04	4.09E-04	2.95E-04	4.76E-04	7.00E-04	1.53E-03	1.19E-04
1:Ins:T:2	1.81E-04	4.22E-05	7.50E-05	1.74E-04	2.69E-04	3.88E-04	6.40E-04	5.93E-04	1.04E-04
1:Ins:T:3	1.48E-04	4.97E-05	1.48E-04	1.77E-04	2.28E-04	2.74E-04	5.30E-04	4.69E-04	5.18E-05
1:Ins:T:4	9.31E-05	4.86E-05	1.04E-04	1.50E-04	1.47E-04	1.87E-04	3.47E-04	2.99E-04	6.18E-05
1:Ins:T:5	1.26E-03	1.60E-03	1.40E-03	4.52E-03	6.76E-04	5.44E-04	2.72E-03	3.59E-03	3.75E-04
2:Del:R:0	2.06E-04	4.01E-05	3.58E-04	2.36E-04	1.85E-04	2.23E-04	6.61E-04	7.57E-04	8.82E-04
2:Del:R:1	2.49E-04	8.55E-05	2.51E-04	1.08E-04	1.13E-04	3.84E-04	3.74E-04	1.20E-03	3.53E-03
2:Del:R:2	7.15E-05	2.79E-05	1.13E-04	4.97E-05	7.19E-05	1.68E-04	7.00E-05	4.30E-04	8.16E-04
2:Del:R:3	1.49E-05	3.32E-05	1.41E-05	2.77E-05	8.72E-05	9.46E-05	9.71E-05	1.57E-04	3.09E-04
2:Del:R:4	0.00E+00	2.77E-05	8.01E-06	2.28E-05	6.10E-05	6.25E-05	9.59E-05	1.08E-04	9.61E-05
2:Del:R:5	0.00E+00	7.40E-05	3.02E-05	2.14E-04	2.50E-04	2.38E-04	6.85E-04	8.52E-04	8.63E-05
3:Del:R:0	7.90E-05	1.21E-05	1.67E-04	1.39E-04	1.78E-04	7.46E-05	2.45E-04	4.45E-04	1.04E-04
3:Del:R:1	8.31E-05	6.17E-05	2.04E-04	3.87E-04	2.43E-04	1.09E-04	2.18E-04	6.69E-03	3.06E-03
3:Del:R:2	1.13E-05	2.73E-05	1.80E-05	1.31E-04	4.43E-05	1.14E-05	7.41E-05	1.97E-03	9.65E-04
3:Del:R:3	3.02E-06	1.49E-05	2.00E-05	2.17E-05	1.86E-05	1.11E-05	3.20E-05	6.25E-04	3.55E-04
3:Del:R:4	1.08E-05	1.19E-05	2.02E-05	2.33E-05	2.00E-05	1.15E-06	7.95E-05	1.63E-04	7.55E-05
3:Del:R:5	1.17E-05	1.79E-05	2.72E-05	2.84E-05	1.67E-05	1.98E-05	7.24E-05	2.21E-04	4.46E-05
4:Del:R:0	8.46E-05	4.69E-06	1.57E-04	6.37E-05	1.38E-04	3.33E-05	2.68E-04	2.45E-04	8.83E-05
4:Del:R:1	3.22E-05	3.67E-05	6.97E-05	2.50E-04	1.71E-04	5.19E-05	1.79E-04	3.39E-03	1.50E-03
4:Del:R:2	0.00E+00	2.12E-05	1.32E-05	1.07E-04	7.26E-05	3.07E-05	1.02E-04	1.05E-03	4.27E-04
4:Del:R:3	1.47E-06	1.58E-05	2.54E-05	3.53E-05	7.68E-05	2.41E-05	1.20E-04	4.63E-04	1.74E-04
4:Del:R:4	2.44E-06	9.91E-06	1.41E-05	3.44E-05	2.14E-05	3.72E-05	3.69E-05	1.82E-04	7.61E-05
4:Del:R:5	2.15E-06	1.13E-05	8.59E-06	9.32E-06	1.13E-05	1.37E-05	2.91E-05	1.19E-04	4.95E-05
5:Del:R:0	8.55E-04	0.00E+00	1.23E-03	2.71E-05	2.05E-03	1.85E-04	2.11E-03	3.47E-03	4.66E-04
5:Del:R:1	6.31E-05	2.57E-05	5.26E-04	1.52E-04	2.37E-04	1.76E-05	7.25E-04	1.25E-03	1.42E-04
5:Del:R:2	0.00E+00	8.28E-06	4.92E-05	5.61E-05	6.18E-05	1.53E-05	9.61E-05	2.49E-04	6.35E-05
5:Del:R:3	1.41E-06	8.22E-06	5.25E-06	6.22E-06	2.78E-05	5.40E-06	3.21E-05	1.09E-04	4.08E-05
5:Del:R:4	2.17E-09	8.21E-06	6.95E-07	2.43E-07	1.02E-05	1.61E-11	3.08E-05	4.44E-05	1.07E-05
5:Del:R:5	1.10E-06	3.32E-06	4.43E-06	4.49E-06	4.63E-06	4.80E-10	1.26E-05	3.13E-05	1.30E-05
2:Ins:R:0	3.52E-04	4.47E-05	2.82E-04	2.31E-04	6.06E-04	1.77E-04	1.85E-03	1.43E-03	8.92E-05
2:Ins:R:1	8.91E-05	8.27E-06	1.42E-04	2.31E-04	1.75E-04	1.27E-04	3.29E-04	7.62E-04	4.96E-05
2:Ins:R:2	5.59E-05	1.37E-05	7.47E-05	1.19E-04	1.22E-04	4.50E-05	2.05E-04	3.10E-04	4.55E-05
2:Ins:R:3	3.61E-05	1.86E-05	2.46E-05	9.25E-05	1.05E-04	7.29E-05	1.93E-04	2.50E-04	1.54E-05
2:Ins:R:4	1.68E-05	3.18E-05	1.97E-05	7.59E-05	8.29E-05	6.88E-05	1.09E-04	1.52E-04	1.45E-05
2:Ins:R:5	5.84E-05	1.24E-04	1.97E-05	9.33E-04	6.58E-04	6.11E-05	1.57E-04	2.84E-03	5.18E-05
3:Ins:R:0	1.93E-05	7.81E-06	7.65E-06	5.51E-05	4.71E-04	6.24E-05	7.71E-04	8.81E-04	3.74E-05
3:Ins:R:1	8.18E-05	2.25E-06	1.24E-04	1.77E-04	1.76E-04	9.26E-05	3.03E-04	5.90E-04	5.68E-05
3:Ins:R:2	2.53E-05	3.32E-06	3.95E-05	4.27E-05	2.97E-05	1.64E-05	1.17E-04	1.02E-04	2.48E-05
3:Ins:R:3	2.75E-06	1.27E-06	1.19E-06	2.78E-05	1.28E-05	4.88E-10	2.48E-05	4.18E-05	1.32E-05
3:Ins:R:4	1.30E-06	7.62E-06	4.64E-06	2.01E-05	1.34E-06	1.45E-05	2.23E-05	3.40E-05	1.84E-05
3:Ins:R:5	1.47E-05	2.33E-05	2.21E-05	6.04E-05	3.38E-05	0.00E+00	4.36E-05	1.01E-04	3.05E-05
4:Ins:R:0	1.38E-04	1.83E-05	0.00E+00	1.97E-47	2.28E-03	3.75E-10	3.55E-03	4.01E-03	1.36E-05
4:Ins:R:1	7.99E-05	0.00E+00	1.19E-04	2.12E-04	1.57E-04	6.01E-05	2.55E-04	6.07E-04	8.22E-05
4:Ins:R:2	1.33E-05	3.99E-06	4.12E-06	3.50E-05	5.73E-05	1.79E-05	7.24E-05	1.02E-04	2.69E-05
4:Ins:R:3	0.00E+00	6.74E-06	9.30E-06	3.26E-05	3.42E-05	4.20E-06	3.25E-05	5.80E-05	1.49E-05
4:Ins:R:4	2.96E-06	1.13E-05	2.11E-05	5.57E-05	5.21E-05	1.33E-05	1.44E-05	1.18E-04	4.78E-06
4:Ins:R:5	0.00E+00	1.52E-05	3.31E-06	5.06E-05	5.05E-05	1.37E-05	7.52E-05	1.33E-04	4.32E-06
5:Ins:R:0	3.03E-05	1.41E-05	8.75E-05	1.67E-09	2.19E-03	1.16E-04	1.97E-03	6.04E-03	2.47E-05
5:Ins:R:1	1.79E-04	0.00E+00	3.10E-04	4.73E-04	2.94E-04	1.01E-04	8.52E-04	1.66E-03	1.39E-04
5:Ins:R:2	1.26E-05	1.38E-06	3.26E-05	4.04E-05	5.68E-05	3.55E-05	3.91E-05	9.13E-05	2.76E-05
5:Ins:R:3	7.36E-06	2.86E-06	2.26E-05	2.54E-05	3.79E-05	0.00E+00	7.85E-05	6.68E-05	0.00E+00
5:Ins:R:4	1.84E-06	4.08E-06	1.41E-05	1.91E-05	1.57E-05	2.03E-10	1.30E-05	3.56E-05	1.69E-06
5:Ins:R:5	3.49E-06	5.09E-11	5.92E-06	1.68E-05	9.22E-06	2.40E-06	4.05E-05	3.67E-05	7.95E-07
2:Del:M:1	2.36E-04	6.53E-05	2.81E-04	2.12E-04	2.33E-04	3.30E-04	4.78E-04	6.49E-04	2.56E-03
3:Del:M:1	6.70E-05	1.19E-05	1.30E-04	9.65E-05	1.51E-04	6.59E-05	2.24E-04	3.41E-04	1.03E-04
