Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
SP111062	319	197	27	0	42	0	1	255	64	4	0	33	20	0	0	13	31	34	27
SP111006	398	637	155	262	0	0	461	0	2	3	50	121	66	0	0	12	57	266	59
SP110846	161	121	0	0	16	31	0	0	0	0	30	53	21	0	0	47	31	143	21
SP111086	558	109	85	0	43	0	553	121	196	0	98	66	21	0	134	116	26	0	17
SP111096	413	280	0	0	33	0	24	88	0	0	66	8	30	0	9	27	19	61	19
SP111021	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
SP111058	582	333	155	0	58	0	661	0	0	8	276	52	58	0	4	66	17	0	66
SP111092	941	224	27	0	45	0	35	8	15	14	41	254	540	0	169	171	0	0	23
SP111076	413	394	86	737	45	0	33	0	0	0	5	6	27	0	0	19	41	75	17
SP111098	320	344	21	0	0	0	74	0	13	17	64	79	24	132	0	35	22	109	21
SP111039	9	41	3	0	0	0	0	0	12	6	23	17	0	0	0	10	45	67	20
SP111052	10	3	0	0	3	0	13	35	0	1	5	7	4	0	0	23	8	8	0
SP111166	581	515	484	0	0	0	137	179	0	0	104	36	33	0	55	57	31	45	21
SP111014	53	9	0	0	24	0	3	0	76	0	45	38	4	0	0	9	0	9	0
SP111066	793	376	291	0	0	0	275	0	93	5	335	110	4	0	0	36	18	0	34
SP111094	419	106	0	0	0	0	174	401	0	0	16	63	20	0	396	73	25	0	24
SP111015	74	62	0	173	20	0	42	0	8	0	63	60	31	0	0	5	22	26	17
SP110853	288	96	41	0	89	0	104	152	123	0	92	110	77	0	102	57	53	0	13
SP111051	234	136	61	0	0	0	4	0	156	10	10	116	72	0	19	6	16	0	1
SP110855	503	236	45	0	0	0	155	0	15	6	113	20	61	0	0	39	52	265	28
SP111004	378	624	34	0	17	0	14	0	43	0	15	40	5	0	64	60	33	244	15
SP111078	131	77	0	0	6	0	2	40	2	0	25	16	2	0	67	3	21	23	3
SP110863	170	158	0	0	0	0	52	0	147	0	112	15	8	0	81	71	25	68	23
SP111013	247	55	48	0	6	0	29	0	295	0	16	33	7	0	44	25	20	19	0
SP111042	12	0	0	0	0	0	3	21	15	0	6	29	1	0	0	0	0	0	2
SP111040	50	125	32	0	0	0	48	45	70	0	24	72	41	0	9	36	14	0	18
SP111031	1609	553	47	0	25	0	100	0	493	7	30	69	0	0	174	0	33	119	0
SP23496	229	204	0	55	5	0	57	252	0	0	69	36	29	0	0	17	13	1	54
SP111030	39	28	0	0	21	32	9	0	192	0	46	22	19	0	1	13	21	77	22
SP111019	58	68	0	0	0	0	23	0	0	0	103	74	11	0	2	42	9	81	0
SP111026	437	117	263	0	0	0	127	167	90	2	183	14	18	0	34	46	21	0	33
SP110860	740	273	49	0	82	0	85	10	209	0	136	30	20	0	78	59	28	78	38
SP110851	338	538	30	0	38	0	43	0	73	0	20	44	31	0	111	46	30	241	15
SP111059	370	202	8	65	20	0	32	192	218	0	11	59	71	0	9	74	73	0	11
SP111170	746	446	379	0	0	0	71	70	0	0	40	94	74	0	233	55	19	30	45
SP111054	387	442	0	0	113	0	26	0	134	0	165	105	64	0	8	0	41	79	0
SP111033	790	560	96	0	58	0	33	0	0	0	40	72	72	0	29	1	11	91	16
SP111113	1265	250	260	0	0	0	201	185	0	0	326	107	71	0	154	69	25	51	43
SP110865	578	589	12	0	70	0	209	0	0	5	162	369	541	0	160	200	92	65	0
SP111061	360	179	104	19	0	0	69	74	74	0	45	26	7	0	0	13	34	137	16
SP111101	824	586	257	0	80	0	21	0	14	0	215	62	12	0	0	44	0	48	0
SP110859	183	345	264	168	0	0	44	0	24	0	45	11	0	0	0	20	59	116	80
